,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
C12-e003Coalescence-mBHI-p3,0.008160191844753133,0.8
C9-e003Coalescence-mGAM-p3,0.00788424021947279,0.179
D2-e004Assembly-mGAM-p7,0.13828821002052047,0.12041367600697771
B5-e004Assembly-mBHI-p3,0.010614881016578126,0.009301701863952981
C11-e003Coalescence-mBHI-p3,0.005425893880276476,0.795
D11-e003Coalescence-mBHI-p5,9.123315710136124e-05,0.9997109046103624
C9-e003Coalescence-mGAM-p7,0.00400909485325274,0.263
C8-e003Coalescence-mGAM-p7,0.096,0.0022823672242839126
D10-e003Coalescence-mBHI-p3,0.0028415656699559057,0.935
F3-e004Assembly-epsilon-p3,0.05976773649871533,0.05429924160261734
B2-e003Coalescence-mBHI-p3,0.605,0.011296379253666536
A8-e003Coalescence-mBHI-p3,0.999905702311353,2.5180365876472314e-05
A4-e003Coalescence-mBHI-p7,0.012526680591387045,0.008983413597123756
B4-e003Coalescence-mBHI-p5,0.2154632332888199,0.2117516156456621
A3-e003Coalescence-mBHI-p7,0.0008514881450848371,0.0006107202031770672
B9-e003Coalescence-mGAM-p5,2.992186828942799e-05,0.9998799015118366
A4-e003Coalescence-mBHI-inoculumn-redo,0.185,0.0033712527657497582
B3-e003Coalescence-mBHI-p3,0.0006647287902352313,0.0003713377127742523
D4-e003Coalescence-mBHI-p5,0.00040802346587583686,0.9992166204376975
C2-e003Coalescence-mBHI-p5,0.010331575664979775,0.0073905702849442504
B3-e004Assembly-mBHI-p7,0.0052391915299259285,0.004578942782216198
B5-e004Assembly-mBHI-p7,0.0030521688384840514,0.0026400586951767003
D4-e003Coalescence-mBHI-p3,0.005761574808917508,0.9854285370750542
C4-e003GlycerolRevival-mBHI-p2,0.0072131857695546635,0.005213874744224704
G5-e004Assembly-epsilon-p3,0.009845532973414147,0.007180405385232682
C5-e004Assembly-mBHI-p3,0.03136590650388945,0.025382661388712896
D10-e003Assembly-mGAM-p5,0.09443526684414902,0.08219728695744197
B2-e003Assembly-mBHI-p5,0.99801546758906,0.0006758029873630488
C3-e004Assembly-mBHI-p5,0.00644715209467634,0.005611931656895415
B2-e003Coalescence-mBHI-p5,0.361,0.006678936154617923
B8-e003Assembly-mGAM-p5,0.9222407465020431,0.0630449634082053
C4-e003Coalescence-mGAM-p7,0.009834004812604819,0.007128780260718398
B12-e003Coalescence-mBHI-p3,0.00038733599239789644,0.9994902165198092
D3-e004Assembly-mGAM-p7,0.013055688685367228,0.01115597232974996
C8-e003Assembly-mGAM-p3,0.9855781193207408,0.01113829727955468
C3-e003Coalescence-mGAM-p3,0.0041317636354311115,0.002961912773878932
B4-e003Assembly-mBHI-p5,0.010009632386619149,0.006760453132585148
D4-e004Assembly-mGAM-p5,0.0364691529216279,0.03276074574503768
D3-e003Coalescence-Inoculumn-mBHI,0.002364960837378542,0.482
C3-e003Coalescence-mBHI-p7,0.002832296450307957,0.0020298849694337815
D11-e003Coalescence-mGAM-p5,0.00011880684841702479,0.9997365778424785
A11-e003Coalescence-mGAM-p7,0.01255876714251475,0.9865532930519215
B8-e003Coalescence-mBHI-p5,0.003527218903722855,0.974
B10-e003Assembly-mGAM-p5,0.06483251672641772,0.05140575113585285
C2-e003Coalescence-mGAM-p7,0.001954517932523551,0.0014037793435689296
D3-e003Coalescence-mBHI-p5,0.000509538469769798,0.9987273640644905
B11-e003Coalescence-mGAM-p3,1.827686329711107e-05,0.9999347886807827
C4-e003Coalescence-mBHI-inoculumn-redo,0.009772208343509815,0.006713798800869255
B5-e003Assembly-mBHI-p5,0.0003338422716884125,0.998980394148749
D2-e003Coalescence-mBHI-p5,0.005235050100149579,0.9902076555557467
D8-e003Assembly-mGAM-p5,0.9769913482577325,0.01903638762694477
D5-e003Coalescence-mGAM-p5,0.0002823936271682776,0.9996195492107011
B5-e003Coalescence-mBHI-p5,0.0005597556510678423,0.998904293219496
D5-e003Coalescence-mBHI-p7,0.0001389134577300141,0.9997635806509209
C9-e003Coalescence-mBHI-p5,8.566439396342139e-05,0.9997693888879237
A10-e003Coalescence-mBHI-p3,0.417,0.01310457204382373
A5-e003Coalescence-mGAM-p3,0.00047924056237436656,0.9993169734178056
A2-e003Coalescence-Inoculumn-mGAM,0.9984704633548005,0.0007511760487346621
E5-e004Assembly-mGAM-p5,0.00802909542408329,0.005952609348431383
D8-e003Coalescence-mGAM-p5,0.094,0.9
A12-e003Coalescence-mGAM-p3,0.003364472246531533,0.9959482221493425
C2-e003Coalescence-mBHI-p3,0.002639306961210621,0.0017919872854093987
C4-e004Assembly-mBHI-p5,0.01044413153604749,0.008931575444178746
D9-e003Coalescence-mGAM-p7,4.1561086401649836e-05,0.999907626034509
D4-e003Coalescence-mBHI-p7,0.00018546792871578473,0.9996544385946959
D8-e003Assembly-mGAM-p3,0.9260525091358162,0.062361180639286806
E3-e004Assembly-mGAM-p3,0.018860553243844246,0.016085890305699416
B10-e003Coalescence-mGAM-p3,0.012448488351583478,0.278
A9-e003Coalescence-mGAM-p7,0.0011510902029775504,0.9986775993008121
B5-e003Coalescence-Inoculumn-mGAM,0.00027175441279221103,0.9993158682014088
D10-e003Coalescence-mBHI-p5,0.0006018779010133078,0.9984032501413838
D5-e003Coalescence-mBHI-p3,8.209787826219386e-05,0.9991956963436679
C5-e003Coalescence-mBHI-p3,0.004869709802785333,0.9898642458008416
D9-e003Coalescence-mGAM-p5,0.00021265356872973338,0.9995123912370516
C9-e003Coalescence-mBHI-p3,0.001310868335554515,0.9963523891042092
D10-e003Coalescence-mGAM-p5,0.003009400666777613,0.0026938365824435155
