,A2-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
D3-e003Coalescence-mBHI-p5,12296,12195
B11-e003Coalescence-mGAM-p3,12345,12243
C4-e003Coalescence-mBHI-inoculumn-redo,12365,12259
B5-e003Assembly-mBHI-p5,12222,12130
D2-e003Coalescence-mBHI-p5,11837,11729
D8-e003Assembly-mGAM-p5,10065,10286
D5-e003Coalescence-mGAM-p5,12238,12128
B5-e003Coalescence-mBHI-p5,12265,12144
D5-e003Coalescence-mBHI-p7,12271,12178
C9-e003Coalescence-mBHI-p5,12339,12238
A10-e003Coalescence-mBHI-p3,11976,11823
A5-e003Coalescence-mGAM-p3,12219,12142
A2-e003Coalescence-Inoculumn-mGAM,11963,12047
E5-e004Assembly-mGAM-p5,12213,12069
D8-e003Coalescence-mGAM-p5,12333,12238
A12-e003Coalescence-mGAM-p3,12252,12127
C2-e003Coalescence-mBHI-p3,12362,12253
C4-e004Assembly-mBHI-p5,12102,11955
D9-e003Coalescence-mGAM-p7,12310,12219
D4-e003Coalescence-mBHI-p7,12275,12178
D8-e003Assembly-mGAM-p3,7420,7928
E3-e004Assembly-mGAM-p3,12084,11891
B10-e003Coalescence-mGAM-p3,12304,12157
A9-e003Coalescence-mGAM-p7,12065,11958
B5-e003Coalescence-Inoculumn-mGAM,12234,12106
D10-e003Coalescence-mBHI-p5,12341,12233
D5-e003Coalescence-mBHI-p3,12331,12217
C5-e003Coalescence-mBHI-p3,11920,11747
D9-e003Coalescence-mGAM-p5,12344,12240
C9-e003Coalescence-mBHI-p3,12345,12237
D10-e003Coalescence-mGAM-p5,12356,12246
C8-e003Coalescence-mBHI-p7,12359,12250
B11-e003Assembly-mGAM-p5,11933,11857
G3-e004Assembly-epsilon-p7,11522,11405
B4-e003Coalescence-mGAM-p5,12333,12163
D4-e003Coalescence-mGAM-p5,12330,12222
C3-e004Assembly-mBHI-p7,12134,11985
B5-e003Coalescence-mGAM-p5,12311,12191
B5-e003Coalescence-Inoculumn-mBHI,12346,12226
G3-e004Assembly-epsilon-p3,9920,9793
C2-e003Coalescence-mGAM-p3,12305,12184
B5-e003Coalescence-mGAM-p7,12060,11901
D8-e003Coalescence-mBHI-p5,12337,12231
F5-e004Assembly-epsilon-p5,11570,11502
E5-e004Assembly-mGAM-p7,12216,12083
C10-e003Assembly-mGAM-p3,4266,3919
B10-e003Coalescence-mBHI-p5,12344,12231
D5-e003Coalescence-Inoculumn-mGAM,12071,11901
F2-e004Assembly-epsilon-p3,11950,11815
B3-e004Assembly-mBHI-p5,11977,11760
B5-e003Coalescence-mBHI-p3,12316,12215
G4-e004Assembly-epsilon-p5,8176,8026
C4-e003Coalescence-mGAM-p5,12319,12166
C5-e003Coalescence-mGAM-p7,12236,12143
C5-e003Coalescence-mBHI-inoculumn-redo,12364,12259
A2-e003Coalescence-mBHI-p7,11752,11870
A10-e003Coalescence-mBHI-p5,12353,12249
A4-e003Coalescence-mGAM-p5,12329,12222
D5-e003Coalescence-mBHI-p5,12359,12238
D3-e003Assembly-mBHI-p3,11507,11347
D4-e003Coalescence-mGAM-p7,12271,12178
A8-e003Coalescence-mBHI-p7,12187,12181
E3-e004Assembly-mGAM-p7,11947,11808
B9-e003GlycerolRevival-mGAM-p2,10990,10877
C4-e003Coalescence-mGAM-p3,12345,12219
B2-e003Coalescence-Inoculumn-mGAM,12210,12101
D5-e003Coalescence-mGAM-p7,9673,9499
C5-e003Coalescence-mBHI-p5,12351,12238
C5-e003Coalescence-mGAM-p3,12343,12240
A3-e003Coalescence-mBHI-inoculumn-redo,11799,11674
D9-e003Assembly-mGAM-p5,7760,7699
B12-e003Coalescence-mGAM-p3,12245,12146
A11-e003Coalescence-mBHI-p7,12252,12165
A3-e003Coalescence-Inoculumn-mGAM,11725,11789
D10-e003Assembly-mGAM-p3,7501,7194
C3-e003Coalescence-mGAM-p5,12357,12228
B4-e004Assembly-mBHI-p5,12101,11961
C10-e003GlycerolRevival-mGAM-p2,12160,11981
D3-e003Assembly-mBHI-p5,11816,11658
A10-e003Coalescence-mGAM-p3,12342,12229
A9-e003Coalescence-mBHI-p3,12344,12240
A2-e003Coalescence-Inoculumn-mBHI,12365,12259
D3-e003Coalescence-mBHI-p7,12332,12224
C3-e003Coalescence-mBHI-p5,12345,12232
D11-e003Assembly-mGAM-p3,11510,11494
D2-e003Assembly-mBHI-p3,12177,12207
B3-e003Assembly-mBHI-p5,12317,12187
A9-e003Coalescence-mBHI-p5,12303,12190
D5-e003Coalescence-Inoculumn-mBHI,12347,12236
B2-e003Coalescence-mGAM-p3,12311,12137
B4-e003Assembly-mBHI-p3,12223,12030
C11-e003Coalescence-mGAM-p5,12360,12252
B3-e003Coalescence-Inoculumn-mBHI,12346,12200
A8-e003Coalescence-mBHI-p5,12184,12225
D5-e004Assembly-mGAM-p7,12213,12091
C2-e003Assembly-mBHI-p5,8841,9642
D9-e003Coalescence-mBHI-p3,11829,11778
D5-e003Assembly-mBHI-p5,12090,12004
A5-e003Coalescence-mBHI-p7,11875,11851
G2-e004Assembly-epsilon-p3,11859,11725
D2-e003Coalescence-mGAM-p5,12324,12209
B9-e003Assembly-mGAM-p5,11504,11426
D3-e003Coalescence-mGAM-p3,12258,12116
D9-e003Coalescence-mGAM-p3,12268,12170
E2-e004Assembly-mGAM-p7,8689,8571
D3-e003Coalescence-mGAM-p5,12353,12250
C10-e003Coalescence-mGAM-p3,12332,12225
A5-e003Coalescence-mBHI-inoculumn-redo,12280,12187
B11-e003Assembly-mGAM-p3,11797,11719
D2-e003Assembly-mBHI-p5,12057,12074
B9-e003Coalescence-mGAM-p7,12286,12175
B11-e003Coalescence-mGAM-p7,12148,12083
C3-e003Coalescence-Inoculumn-mGAM,12325,12210
B5-e003Coalescence-mBHI-p7,12315,12206
A3-e003Coalescence-mGAM-p7,12343,12220
D4-e003Coalescence-Inoculumn-mBHI,12365,12259
A4-e003Coalescence-mBHI-p5,12344,12220
B3-e003Coalescence-mBHI-p7,12351,12230
C2-e004Assembly-mBHI-p7,12049,11940
D10-e003Coalescence-mGAM-p7,12357,12240
C12-e003Coalescence-mGAM-p3,12321,12187
C11-e003Coalescence-mGAM-p3,12362,12253
D5-e004Assembly-mGAM-p3,5131,5122
A10-e003Coalescence-mBHI-p7,12326,12239
C10-e003Coalescence-mBHI-p7,12356,12249
B9-e003Coalescence-mBHI-p5,12345,12236
B10-e003Coalescence-mBHI-p3,12295,12199
C11-e003Coalescence-mBHI-p5,12358,12250
A2-e003Coalescence-mGAM-p7,12042,12043
C5-e003Assembly-mBHI-p3,11729,11563
F5-e004Assembly-epsilon-p3,12091,11995
E3-e004Assembly-mGAM-p5,12117,11965
E2-e004Assembly-mGAM-p5,8242,8272
C3-e003GlycerolRevival-mBHI-p2,11588,11413
D10-e003Coalescence-mGAM-p3,12348,12231
B10-e003Coalescence-mGAM-p7,10611,10048
C4-e004Assembly-mBHI-p3,12145,12024
A9-e003Coalescence-mBHI-p7,12345,12240
C2-e003Coalescence-Inoculumn-mGAM,12167,12039
B3-e003Coalescence-Inoculumn-mGAM,12280,12139
D11-e003Coalescence-mGAM-p7,12251,12139
D5-e003Coalescence-mGAM-p3,12239,12117
E5-e004Assembly-mGAM-p3,11662,11605
D2-e003Coalescence-Inoculumn-mBHI,12198,12139
B4-e003Coalescence-Inoculumn-mGAM,12343,12237
F2-e004Assembly-epsilon-p7,10729,10700
A10-e003Coalescence-mGAM-p7,12290,12156
B2-e003Assembly-mBHI-p3,11895,11954
D9-e003Coalescence-mBHI-p5,12309,12213
C4-e003Coalescence-Inoculumn-mGAM,12263,12110
D4-e003Coalescence-mGAM-p3,12322,12221
B9-e003Coalescence-mBHI-p7,12284,12204
A2-e003Coalescence-mGAM-p5,12153,12219
D11-e003Assembly-mGAM-p5,11654,11494
C3-e003Coalescence-mGAM-p7,12360,12253
B11-e003GlycerolRevival-mGAM-p2,11573,11464
C5-e004Assembly-mBHI-p7,11003,10784
B3-e003Coalescence-mGAM-p5,12358,12235
D9-e003Coalescence-mBHI-p7,12299,12193
G5-e004Assembly-epsilon-p5,11828,11719
B10-e003Assembly-mGAM-p3,8015,7716
D3-e004Assembly-mGAM-p5,11972,11830
C5-e003Coalescence-mBHI-p7,12341,12231
D12-e003Coalescence-mBHI-p3,12222,12100
D4-e004Assembly-mGAM-p7,11329,11223
C11-e003Coalescence-mGAM-p7,12350,12240
C11-e003Assembly-mGAM-p3,12051,11952
D10-e003Coalescence-mBHI-p7,12326,12219
C9-e003Coalescence-mBHI-p7,12291,12213
A2-e003Coalescence-mBHI-p3,12011,12101
B8-e003Coalescence-mGAM-p5,12293,12162
C3-e004Assembly-mBHI-p3,11498,11363
C11-e003Assembly-mGAM-p5,11257,11138
B10-e003GlycerolRevival-mGAM-p2,9365,8949
B3-e003Coalescence-mBHI-p5,12364,12252
C2-e003Coalescence-mBHI-inoculumn-redo,12351,12249
A8-e003Coalescence-mGAM-p7,12134,12186
C11-e003GlycerolRevival-mGAM-p2,11694,11537
B2-e003Coalescence-Inoculumn-mBHI,12241,12140
A11-e003Coalescence-mBHI-p5,12318,12235
C10-e003Coalescence-mGAM-p5,12361,12254
C4-e003Assembly-mBHI-p5,12307,12168
C9-e003Assembly-mGAM-p5,11361,11206
A5-e003Coalescence-Inoculumn-mGAM,12185,12125
A3-e003Coalescence-mBHI-p3,12301,12217
AG-Fecal,12082,11952
D4-e003Coalescence-Inoculumn-mGAM,10003,9448
A2-e003Coalescence-mBHI-p5,12054,12137
B5-e004Assembly-mBHI-p5,12111,11940
G2-e004Assembly-epsilon-p5,11799,11692
C5-e003Assembly-mBHI-p5,10092,10021
C10-e003Coalescence-mBHI-p5,12358,12246
B9-e003Coalescence-mBHI-p3,12321,12200
C3-e003Coalescence-mBHI-inoculumn-redo,12344,12214
B5-e003Coalescence-mGAM-p3,12128,11980
C3-e003Assembly-mBHI-p5,11533,11423
F2-e004Assembly-epsilon-p5,11601,11546
A5-e003Coalescence-mBHI-p3,6618,6635
C4-e004Assembly-mBHI-p7,11755,11568
A4-e003Coalescence-mBHI-p3,12235,12054
C9-e003GlycerolRevival-mGAM-p2,11741,11649
B2-e004Assembly-mBHI-p7,11803,11693
B4-e004Assembly-mBHI-p3,11786,11609
F3-e004Assembly-epsilon-p5,11287,11109
C9-e003Coalescence-mGAM-p5,12347,12243
A2-e003Coalescence-mBHI-inoculumn-redo,12148,12185
C2-e003Coalescence-mGAM-p5,12342,12205
B8-e003GlycerolRevival-mGAM-p2,8403,8671
C8-e003Coalescence-mBHI-p5,12362,12256
B8-e003Coalescence-mGAM-p7,12288,12203
B4-e003Coalescence-Inoculumn-mBHI,12364,12254
D2-e003Coalescence-Inoculumn-mGAM,12197,12110
B8-e003Coalescence-mBHI-p7,12291,12198
B3-e004Assembly-mBHI-p3,11371,11192
D3-e003Coalescence-Inoculumn-mGAM,12288,12201
B11-e003Coalescence-mBHI-p3,12294,12188
C5-e003Coalescence-Inoculumn-mGAM,12340,12246
C4-e003Coalescence-mBHI-p5,12365,12252
B2-e004Assembly-mBHI-p3,11935,11856
G3-e004Assembly-epsilon-p5,11445,11302
A11-e003Coalescence-mBHI-p3,12352,12245
B2-e004Assembly-mBHI-p5,12028,11897
B4-e004Assembly-mBHI-p7,11968,11843
B2-e003Coalescence-mBHI-p7,8517,8325
A4-e003Coalescence-Inoculumn-mGAM,12325,12234
B4-e003Coalescence-mBHI-p3,12352,12238
A5-e003Coalescence-Inoculumn-mBHI,11257,11247
A9-e003Coalescence-mGAM-p5,12302,12221
C10-e003Coalescence-mGAM-p7,12362,12254
F3-e004Assembly-epsilon-p7,11343,11223
A11-e003Coalescence-mGAM-p3,12329,12232
C10-e003Coalescence-mBHI-p3,12358,12249
D2-e003Coalescence-mBHI-p3,12288,12203
C5-e003GlycerolRevival-mBHI-p2,12095,12010
H5-e003Coalescence-mBHI-p5_S40,12242,12157
E2-e003Coalescence-mGAM-p7_S145,11815,12093
G5-e003Coalescence-mBHI-p7_S124,12259,12116
H111-e003Coalescence-mGAM-p7_S188,12300,12178
H4-e003Coalescence-mGAM-p7_S183,12256,12172
F5-e003Coalescence-mGAM-p5_S64,12293,12192
F5-e003Coalescence-mGAM-p7_S160,12163,12016
F8-e003Coalescence-mBHI-p3_S117,12215,12138
H3-e003Coalescence-mBHI-p3_S46,12246,12154
H2-e003Coalescence-mBHI-p7_S133,12070,11978
E5-e003Coalescence-mBHI-p3_S12,12039,11963
F100-e003Coalescence-mGAM-p7_S163,12327,12209
F9-e003Coalescence-mBHI-p5_S18,12252,12175
H3-e003Coalescence-mBHI-p7_S134,12172,12088
E3-e003Coalescence-mGAM-p3_S58,12231,11978
G4-e003Coalescence-mBHI-p5_S27,12357,12246
E8-e003Coalescence-mBHI-p5_S5,12003,12180
G2-e003Coalescence-mBHI-p3_S33,12341,12193
E9-e003Coalescence-mBHI-p5_S6,12229,12136
H111-e003Coalescence-mBHI-p3_S144,12224,12089
G111-e003Coalescence-mGAM-p5_S80,12351,12211
G100-e003Coalescence-mGAM-p3_S179,12236,12010
F111-e003Coalescence-mGAM-p5_S68,12085,11944
G111-e003Coalescence-mBHI-p5_S32,12296,12199
G5-e003Coalescence-mBHI-p3_S36,12145,12044
H2-e003Coalescence-mGAM-p7_S181,12269,12176
H9-e003Coalescence-mGAM-p3_S190,9615,9572
E3-e003Coalescence-mBHI-p3_S10,12127,11998
H2-e003Coalescence-mGAM-p5_S85,8365,8154
G8-e003Coalescence-mGAM-p3_S177,12073,11949
F2-e003Coalescence-mGAM-p7_S157,12259,12043
H3-e003Coalescence-mGAM-p3_S94,12150,11992
H4-e003Coalescence-mGAM-p3_S95,11605,11497
E5-e003Coalescence-mBHI-p7_S100,11936,11833
G111-e003Coalescence-mBHI-p3_S132,5318,5173
F3-e003Coalescence-mGAM-p3_S70,12035,11817
E100-e003Coalescence-mBHI-p7_S103,12086,11944
F9-e003Coalescence-mGAM-p5_S66,12204,12120
G111-e003Coalescence-mGAM-p7_S176,7573,6795
H100-e003Coalescence-mGAM-p7_S187,12189,12020
E100-e003Coalescence-mGAM-p3_S155,12307,12186
E3-e003Coalescence-mGAM-p5_S50,12314,12139
F5-e003Coalescence-mGAM-p3_S72,11931,11674
E9-e003Coalescence-mBHI-p7_S102,12252,12164
E5-e003Coalescence-mBHI-p5_S4,12024,11926
F111-e003Coalescence-mGAM-p7_S164,12011,11818
E111-e003Coalescence-mBHI-p5_S8,12277,12145
H100-e003Coalescence-mBHI-p5_S43,12291,12182
F2-e003Coalescence-mGAM-p5_S61,12299,12062
F5-e003Coalescence-mBHI-p5_S16,12128,12071
F8-e003Coalescence-mGAM-p5_S65,12050,11909
H8-e003Coalescence-mBHI-p7_S137,12248,12163
G9-e003Coalescence-mGAM-p5_S78,12200,11984
E2-e003Coalescence-mBHI-p5_S1,11770,12020
E2-e003Coalescence-mBHI-p3_S9,11789,11996
G8-e003Coalescence-mGAM-p5_S77,12268,12146
G3-e003Coalescence-mBHI-p3_S34,12349,12208
G100-e003Coalescence-mBHI-p5_S31,12343,12216
F9-e003Coalescence-mBHI-p3_S118,10473,10378
E111-e003Coalescence-mBHI-p3_S108,11824,11710
G3-e003Coalescence-mBHI-p5_S26,12350,12227
G5-e003Coalescence-mBHI-p5_S28,12287,12202
H111-e003Coalescence-mGAM-p5_S92,12207,12090
G4-e003Coalescence-mBHI-p3_S35,12361,12242
H9-e003Coalescence-mGAM-p5_S90,12112,12023
H2-e003Coalescence-mBHI-p3_S45,12228,12143
E8-e003Coalescence-mBHI-p7_S101,12010,12133
E4-e003Coalescence-mBHI-p5_S3,12319,12176
H2-e003Coalescence-mGAM-p3_S93,11989,11921
E4-e003Coalescence-mGAM-p5_S51,12251,12000
G9-e003Coalescence-mGAM-p7_S174,12322,12192
F2-e003Coalescence-mBHI-p3_S21,11950,11967
E8-e003Coalescence-mGAM-p3_S153,12354,12243
G111-e003Coalescence-mGAM-p3_S180,12224,12049
G5-e003Coalescence-mGAM-p3_S84,12287,12161
H8-e003Coalescence-mBHI-p5_S41,12287,12184
E100-e003Coalescence-mBHI-p5_S7,12337,12248
G100-e003Coalescence-mGAM-p7_S175,12318,12131
F9-e003Coalescence-mGAM-p7_S162,12039,11944
E2-e003Coalescence-mBHI-p7_S97,9901,10375
F8-e003Coalescence-mGAM-p7_S161,11839,11721
F3-e003Coalescence-mBHI-p3_S22,12341,12194
G3-e003Coalescence-mBHI-p7_S122,12355,12216
G5-e003Coalescence-mGAM-p5_S76,12291,12167
G5-e003Coalescence-mGAM-p7_S172,12286,12177
G4-e003Coalescence-mGAM-p5_S75,12334,12203
G8-e003Coalescence-mBHI-p3_S129,12355,12249
E5-e003Coalescence-mGAM-p3_S60,12093,12008
G2-e003Coalescence-mGAM-p5_S73,12293,12134
E5-e003Coalescence-mGAM-p7_S148,12204,12080
H9-e003Coalescence-mGAM-p7_S186,12129,12087
E100-e003Coalescence-mGAM-p5_S55,12254,12081
E8-e003Coalescence-mGAM-p5_S53,11953,12154
H5-e003Coalescence-mGAM-p3_S96,12057,11964
G4-e003Coalescence-mGAM-p3_S83,12288,12114
F4-e003Coalescence-mBHI-p7_S111,12323,12142
H3-e003Coalescence-mGAM-p7_S182,12275,12149
H5-e003Coalescence-mGAM-p5_S88,12169,12072
F4-e003Coalescence-mGAM-p5_S63,12307,12137
G4-e003Coalescence-mGAM-p7_S171,12234,12026
H8-e003Coalescence-mGAM-p5_S89,12203,12099
F3-e003Coalescence-mBHI-p5_S14,12337,12167
F100-e003Coalescence-mBHI-p7_S115,12222,12097
E3-e003Coalescence-mGAM-p7_S146,12272,12039
F100-e003Coalescence-mGAM-p3_S167,11959,11687
G100-e003Coalescence-mBHI-p3_S131,11580,11808
G4-e003Coalescence-mBHI-p7_S123,12340,12225
E9-e003Coalescence-mGAM-p3_S154,12102,11958
F3-e003Coalescence-mGAM-p5_S62,12338,12188
H4-e003Coalescence-mBHI-p7_S135,12263,12168
E3-e003Coalescence-mBHI-p5_S2,12301,12211
G111-e003Coalescence-mBHI-p7_S128,12270,12171
H3-e003Coalescence-mBHI-p5_S38,12231,12145
G3-e003Coalescence-mGAM-p3_S82,12318,12164
F111-e003Coalescence-mGAM-p3_S168,12032,11931
F3-e003Coalescence-mGAM-p7_S158,11982,11718
F8-e003Coalescence-mBHI-p7_S113,12064,11881
G2-e003Coalescence-mBHI-p7_S121,10428,9995
H4-e003Coalescence-mBHI-p3_S47,12310,12191
F3-e003Coalescence-mBHI-p7_S110,12195,11961
F100-e003Coalescence-mGAM-p5_S67,11500,11120
G8-e003Coalescence-mBHI-p7_S125,12332,12215
F4-e003Coalescence-mBHI-p5_S15,12324,12170
H111-e003Coalescence-mBHI-p5_S44,12281,12193
E111-e003Coalescence-mBHI-p7_S104,12049,11895
E2-e003Coalescence-mGAM-p3_S57,11978,12161
F2-e003Coalescence-mBHI-p5_S13,12336,12236
F4-e003Coalescence-mBHI-p3_S23,12335,12197
F2-e003Coalescence-mGAM-p3_S69,12256,12075
E9-e003Coalescence-mGAM-p5_S54,11884,11766
G3-e003Coalescence-mGAM-p5_S74,12335,12174
E111-e003Coalescence-mGAM-p5_S56,12156,12034
G100-e003Coalescence-mGAM-p5_S79,12342,12193
H100-e003Coalescence-mGAM-p5_S91,12195,12070
G9-e003Coalescence-mBHI-p3_S130,11930,11750
E4-e003Coalescence-mGAM-p7_S147,12340,12177
E4-e003Coalescence-mGAM-p3_S59,12324,12156
H4-e003Coalescence-mBHI-p5_S39,12277,12170
F4-e003Coalescence-mGAM-p3_S71,12338,12192
H100-e003Coalescence-mBHI-p7_S139,12257,12167
G8-e003Coalescence-mBHI-p5_S29,12352,12245
G2-e003Coalescence-mBHI-p5_S25,12328,12182
G8-e003Coalescence-mGAM-p7_S173,12323,12191
E4-e003Coalescence-mBHI-p3_S11,12305,12148
E2-e003Coalescence-mGAM-p5_S49,11822,12096
H9-e003Coalescence-mBHI-p5_S42,12246,12134
H111-e003Coalescence-mGAM-p3_S192,12263,12183
F5-e003Coalescence-mBHI-p3_S24,12196,12126
E8-e003Coalescence-mBHI-p3_S105,11536,11854
E8-e003Coalescence-mGAM-p7_S149,11944,12139
H5-e003Coalescence-mBHI-p7_S136,11969,11839
G9-e003Coalescence-mBHI-p5_S30,12265,12186
F111-e003Coalescence-mBHI-p7_S116,11893,11819
F5-e003Coalescence-mBHI-p7_S112,12232,12091
F4-e003Coalescence-mGAM-p7_S159,12323,12170
F111-e003Coalescence-mBHI-p3_S120,12005,11877
H3-e003Coalescence-mGAM-p5_S86,12282,12152
E4-e003Coalescence-mBHI-p7_S99,12200,11952
H4-e003Coalescence-mGAM-p5_S87,12214,12091
E100-e003Coalescence-mGAM-p7_S151,12046,11843
G9-e003Coalescence-mGAM-p3_S178,12326,12190
H9-e003Coalescence-mBHI-p7_S138,11883,11820
H8-e003Coalescence-mGAM-p7_S185,12313,12214
G2-e003Coalescence-mGAM-p3_S81,12330,12159
F111-e003Coalescence-mBHI-p5_S20,11847,11834
F8-e003Coalescence-mBHI-p5_S17,12255,12170
G100-e003Coalescence-mBHI-p7_S127,12328,12189
E5-e003Coalescence-mGAM-p5_S52,12036,11977
