,C4-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
A8-e003Coalescence-mBHI-p7,13082,14899
E3-e004Assembly-mGAM-p7,12836,14672
B9-e003GlycerolRevival-mGAM-p2,11982,13283
C4-e003Coalescence-mGAM-p3,13304,15168
B2-e003Coalescence-Inoculumn-mGAM,13213,15023
D5-e003Coalescence-mGAM-p7,10455,11747
C5-e003Coalescence-mBHI-p5,13393,15189
C5-e003Coalescence-mGAM-p3,13381,15183
A3-e003Coalescence-mBHI-inoculumn-redo,12771,14733
D9-e003Assembly-mGAM-p5,8350,9333
B12-e003Coalescence-mGAM-p3,13319,15003
A11-e003Coalescence-mBHI-p7,13330,15039
A3-e003Coalescence-Inoculumn-mGAM,12799,14346
D10-e003Assembly-mGAM-p3,7702,9248
C3-e003Coalescence-mGAM-p5,13308,15184
B4-e004Assembly-mBHI-p5,13004,14769
C10-e003GlycerolRevival-mGAM-p2,13027,14924
D3-e003Assembly-mBHI-p5,12678,14447
A10-e003Coalescence-mGAM-p3,13333,15178
A9-e003Coalescence-mBHI-p3,13395,15177
A2-e003Coalescence-Inoculumn-mBHI,13010,14839
D3-e003Coalescence-mBHI-p7,13384,15171
C3-e003Coalescence-mBHI-p5,13300,15178
D11-e003Assembly-mGAM-p3,12604,13887
D2-e003Assembly-mBHI-p3,13085,14928
B3-e003Assembly-mBHI-p5,13250,15141
A9-e003Coalescence-mBHI-p5,13361,15124
D5-e003Coalescence-Inoculumn-mBHI,13400,15208
B2-e003Coalescence-mGAM-p3,13166,15133
B4-e003Assembly-mBHI-p3,13053,14989
C11-e003Coalescence-mGAM-p5,13381,15202
B3-e003Coalescence-Inoculumn-mBHI,13287,15159
A8-e003Coalescence-mBHI-p5,13120,14942
D5-e004Assembly-mGAM-p7,13153,14974
C2-e003Assembly-mBHI-p5,10146,11664
D9-e003Coalescence-mBHI-p3,12868,14543
D5-e003Assembly-mBHI-p5,13161,14803
A5-e003Coalescence-mBHI-p7,12988,14458
G2-e004Assembly-epsilon-p3,12753,14469
D2-e003Coalescence-mGAM-p5,13369,15141
B9-e003Assembly-mGAM-p5,12700,13511
D3-e003Coalescence-mGAM-p3,13241,15021
D9-e003Coalescence-mGAM-p3,13333,15074
E2-e004Assembly-mGAM-p7,9278,10568
D3-e003Coalescence-mGAM-p5,13399,15200
C10-e003Coalescence-mGAM-p3,13315,15164
A5-e003Coalescence-mBHI-inoculumn-redo,13328,15064
B11-e003Assembly-mGAM-p3,12838,14406
D2-e003Assembly-mBHI-p5,13014,14817
B9-e003Coalescence-mGAM-p7,13351,15113
B11-e003Coalescence-mGAM-p7,13241,14931
C3-e003Coalescence-Inoculumn-mGAM,13330,15133
B5-e003Coalescence-mBHI-p7,13368,15144
A3-e003Coalescence-mGAM-p7,13290,15156
D4-e003Coalescence-Inoculumn-mBHI,13400,15207
A4-e003Coalescence-mBHI-p5,13278,15143
B3-e003Coalescence-mBHI-p7,13319,15180
C2-e004Assembly-mBHI-p7,12937,14716
D10-e003Coalescence-mGAM-p7,13319,15182
C12-e003Coalescence-mGAM-p3,13291,15117
C11-e003Coalescence-mGAM-p3,13387,15206
D5-e004Assembly-mGAM-p3,5594,6314
A10-e003Coalescence-mBHI-p7,13239,15080
C10-e003Coalescence-mBHI-p7,13338,15183
B9-e003Coalescence-mBHI-p5,13392,15199
B10-e003Coalescence-mBHI-p3,13363,15130
C11-e003Coalescence-mBHI-p5,13398,15207
A2-e003Coalescence-mGAM-p7,12865,14680
C5-e003Assembly-mBHI-p3,12818,13913
F5-e004Assembly-epsilon-p3,13038,14824
E3-e004Assembly-mGAM-p5,13030,14849
E2-e004Assembly-mGAM-p5,8860,10130
C3-e003GlycerolRevival-mBHI-p2,12432,14148
D10-e003Coalescence-mGAM-p3,13331,15175
B10-e003Coalescence-mGAM-p7,10800,12114
C4-e004Assembly-mBHI-p3,13076,14821
A9-e003Coalescence-mBHI-p7,13396,15192
C2-e003Coalescence-Inoculumn-mGAM,13078,14978
B3-e003Coalescence-Inoculumn-mGAM,13287,15041
D11-e003Coalescence-mGAM-p7,13292,15041
D5-e003Coalescence-mGAM-p3,13247,15031
E5-e004Assembly-mGAM-p3,12620,14324
D2-e003Coalescence-Inoculumn-mBHI,13283,15018
B4-e003Coalescence-Inoculumn-mGAM,13370,15166
F2-e004Assembly-epsilon-p7,11643,13174
A10-e003Coalescence-mGAM-p7,13213,15123
B2-e003Assembly-mBHI-p3,12757,14615
D9-e003Coalescence-mBHI-p5,13378,15133
C4-e003Coalescence-Inoculumn-mGAM,13187,15054
D4-e003Coalescence-mGAM-p3,13378,15145
B9-e003Coalescence-mBHI-p7,13363,15133
A2-e003Coalescence-mGAM-p5,13103,14938
D11-e003Assembly-mGAM-p5,12662,14186
C3-e003Coalescence-mGAM-p7,13348,15193
B11-e003GlycerolRevival-mGAM-p2,12615,14081
C5-e004Assembly-mBHI-p7,11705,13385
B3-e003Coalescence-mGAM-p5,13319,15184
D9-e003Coalescence-mBHI-p7,13337,15103
G5-e004Assembly-epsilon-p5,12719,14423
B10-e003Assembly-mGAM-p3,8281,9862
D3-e004Assembly-mGAM-p5,12886,14722
C5-e003Coalescence-mBHI-p7,13387,15182
D12-e003Coalescence-mBHI-p3,13268,14979
D4-e004Assembly-mGAM-p7,12142,13815
C11-e003Coalescence-mGAM-p7,13365,15193
C11-e003Assembly-mGAM-p3,13139,14778
D10-e003Coalescence-mBHI-p7,13369,15152
C9-e003Coalescence-mBHI-p7,13365,15093
A2-e003Coalescence-mBHI-p3,12983,14766
B8-e003Coalescence-mGAM-p5,13324,15058
C3-e004Assembly-mBHI-p3,12383,14161
C11-e003Assembly-mGAM-p5,12302,13610
B10-e003GlycerolRevival-mGAM-p2,9552,11424
B3-e003Coalescence-mBHI-p5,13326,15187
C2-e003Coalescence-mBHI-inoculumn-redo,13354,15186
A8-e003Coalescence-mGAM-p7,13068,14899
C11-e003GlycerolRevival-mGAM-p2,12645,14249
B2-e003Coalescence-Inoculumn-mBHI,13205,15075
A11-e003Coalescence-mBHI-p5,13385,15146
C10-e003Coalescence-mGAM-p5,13344,15195
C4-e003Assembly-mBHI-p5,13235,15104
C9-e003Assembly-mGAM-p5,12221,13886
A5-e003Coalescence-Inoculumn-mGAM,13209,14959
A3-e003Coalescence-mBHI-p3,13246,15087
AG-Fecal,13020,14740
D4-e003Coalescence-Inoculumn-mGAM,10018,11270
A2-e003Coalescence-mBHI-p5,12999,14816
B5-e004Assembly-mBHI-p5,12982,14768
G2-e004Assembly-epsilon-p5,12729,14470
C5-e003Assembly-mBHI-p5,11326,11291
C10-e003Coalescence-mBHI-p5,13343,15192
B9-e003Coalescence-mBHI-p3,13342,15098
C3-e003Coalescence-mBHI-inoculumn-redo,13320,15153
B5-e003Coalescence-mGAM-p3,13088,14844
C3-e003Assembly-mBHI-p5,12435,14145
F2-e004Assembly-epsilon-p5,12571,14209
A5-e003Coalescence-mBHI-p3,7331,7768
C4-e004Assembly-mBHI-p7,12611,14317
A4-e003Coalescence-mBHI-p3,13075,15012
C9-e003GlycerolRevival-mGAM-p2,12668,14367
B2-e004Assembly-mBHI-p7,12677,14406
B4-e004Assembly-mBHI-p3,12607,14350
F3-e004Assembly-epsilon-p5,12050,13873
C9-e003Coalescence-mGAM-p5,13369,15187
A2-e003Coalescence-mBHI-inoculumn-redo,13052,14868
C2-e003Coalescence-mGAM-p5,13238,15144
B8-e003GlycerolRevival-mGAM-p2,9110,10448
C8-e003Coalescence-mBHI-p5,13389,15203
B8-e003Coalescence-mGAM-p7,13354,15122
B4-e003Coalescence-Inoculumn-mBHI,13366,15180
D2-e003Coalescence-Inoculumn-mGAM,13196,14971
B8-e003Coalescence-mBHI-p7,13354,15099
B3-e004Assembly-mBHI-p3,12179,13964
D3-e003Coalescence-Inoculumn-mGAM,13345,15125
B11-e003Coalescence-mBHI-p3,13334,15105
C5-e003Coalescence-Inoculumn-mGAM,13388,15188
C4-e003Coalescence-mBHI-p5,13392,15206
B2-e004Assembly-mBHI-p3,12872,14610
G3-e004Assembly-epsilon-p5,12316,14119
A11-e003Coalescence-mBHI-p3,13395,15200
B2-e004Assembly-mBHI-p5,12901,14702
B4-e004Assembly-mBHI-p7,12913,14630
B2-e003Coalescence-mBHI-p7,9205,11114
A4-e003Coalescence-Inoculumn-mGAM,13326,15139
B4-e003Coalescence-mBHI-p3,13314,15184
A5-e003Coalescence-Inoculumn-mBHI,12303,13667
A9-e003Coalescence-mGAM-p5,13375,15108
C10-e003Coalescence-mGAM-p7,13367,15190
F3-e004Assembly-epsilon-p7,12231,13991
A11-e003Coalescence-mGAM-p3,13381,15165
C10-e003Coalescence-mBHI-p3,13344,15190
D2-e003Coalescence-mBHI-p3,13351,15041
C5-e003GlycerolRevival-mBHI-p2,13180,14750
H5-e003Coalescence-mBHI-p5_S40,13361,15072
E2-e003Coalescence-mGAM-p7_S145,12911,14737
G5-e003Coalescence-mBHI-p7_S124,13317,15051
H111-e003Coalescence-mGAM-p7_S188,13362,15127
H4-e003Coalescence-mGAM-p7_S183,13359,15082
F5-e003Coalescence-mGAM-p5_S64,13364,15099
F5-e003Coalescence-mGAM-p7_S160,13203,14884
F8-e003Coalescence-mBHI-p3_S117,13352,15000
H3-e003Coalescence-mBHI-p3_S46,13346,15045
H2-e003Coalescence-mBHI-p7_S133,13171,14733
E5-e003Coalescence-mBHI-p3_S12,13136,14735
F100-e003Coalescence-mGAM-p7_S163,13330,15158
F9-e003Coalescence-mBHI-p5_S18,13363,15045
H3-e003Coalescence-mBHI-p7_S134,13271,14954
E3-e003Coalescence-mGAM-p3_S58,12902,15015
G4-e003Coalescence-mBHI-p5_S27,13293,15174
E8-e003Coalescence-mBHI-p5_S5,13024,14882
G2-e003Coalescence-mBHI-p3_S33,13152,15140
E9-e003Coalescence-mBHI-p5_S6,13337,15035
H111-e003Coalescence-mBHI-p3_S144,13264,15050
G111-e003Coalescence-mGAM-p5_S80,13334,15169
G100-e003Coalescence-mGAM-p3_S179,12971,14986
F111-e003Coalescence-mGAM-p5_S68,13163,14777
G111-e003Coalescence-mBHI-p5_S32,13382,15155
G5-e003Coalescence-mBHI-p3_S36,13220,14879
H2-e003Coalescence-mGAM-p7_S181,13358,15095
H9-e003Coalescence-mGAM-p3_S190,10538,11702
E3-e003Coalescence-mBHI-p3_S10,12954,14889
H2-e003Coalescence-mGAM-p5_S85,9170,9864
G8-e003Coalescence-mGAM-p3_S177,12938,14896
F2-e003Coalescence-mGAM-p7_S157,12985,15009
H3-e003Coalescence-mGAM-p3_S94,13099,14833
H4-e003Coalescence-mGAM-p3_S95,12530,14033
E5-e003Coalescence-mBHI-p7_S100,13019,14578
G111-e003Coalescence-mBHI-p3_S132,5686,5935
F3-e003Coalescence-mGAM-p3_S70,12801,14771
E100-e003Coalescence-mBHI-p7_S103,12937,14814
F9-e003Coalescence-mGAM-p5_S66,13317,14993
G111-e003Coalescence-mGAM-p7_S176,7027,8494
H100-e003Coalescence-mGAM-p7_S187,13172,14957
E100-e003Coalescence-mGAM-p3_S155,13171,15116
E3-e003Coalescence-mGAM-p5_S50,13077,15098
F5-e003Coalescence-mGAM-p3_S72,12658,14443
E9-e003Coalescence-mBHI-p7_S102,13349,15045
E5-e003Coalescence-mBHI-p5_S4,13102,14638
F111-e003Coalescence-mGAM-p7_S164,13016,14627
E111-e003Coalescence-mBHI-p5_S8,13351,15052
H100-e003Coalescence-mBHI-p5_S43,13384,15133
F2-e003Coalescence-mGAM-p5_S61,13016,15075
F5-e003Coalescence-mBHI-p5_S16,13272,14848
F8-e003Coalescence-mGAM-p5_S65,13129,14718
H8-e003Coalescence-mBHI-p7_S137,13359,15052
G9-e003Coalescence-mGAM-p5_S78,12960,14941
E2-e003Coalescence-mBHI-p5_S1,12790,14618
E2-e003Coalescence-mBHI-p3_S9,12809,14593
G8-e003Coalescence-mGAM-p5_S77,13118,15077
G3-e003Coalescence-mBHI-p3_S34,13171,15147
G100-e003Coalescence-mBHI-p5_S31,13196,15142
F9-e003Coalescence-mBHI-p3_S118,11495,12500
E111-e003Coalescence-mBHI-p3_S108,12875,14450
G3-e003Coalescence-mBHI-p5_S26,13227,15161
G5-e003Coalescence-mBHI-p5_S28,13377,15143
H111-e003Coalescence-mGAM-p5_S92,13264,14978
G4-e003Coalescence-mBHI-p3_S35,13292,15176
H9-e003Coalescence-mGAM-p5_S90,13212,14808
H2-e003Coalescence-mBHI-p3_S45,13313,14989
E8-e003Coalescence-mBHI-p7_S101,12988,14830
E4-e003Coalescence-mBHI-p5_S3,13146,15099
H2-e003Coalescence-mGAM-p3_S93,13097,14696
E4-e003Coalescence-mGAM-p5_S51,12986,15039
G9-e003Coalescence-mGAM-p7_S174,13192,15133
F2-e003Coalescence-mBHI-p3_S21,12881,14759
E8-e003Coalescence-mGAM-p3_S153,13234,15163
G111-e003Coalescence-mGAM-p3_S180,13131,14945
G5-e003Coalescence-mGAM-p3_S84,13326,15090
H8-e003Coalescence-mBHI-p5_S41,13379,15133
E100-e003Coalescence-mBHI-p5_S7,13314,15154
G100-e003Coalescence-mGAM-p7_S175,13097,15133
F9-e003Coalescence-mGAM-p7_S162,13128,14707
E2-e003Coalescence-mBHI-p7_S97,10952,12643
F8-e003Coalescence-mGAM-p7_S161,12936,14436
F3-e003Coalescence-mBHI-p3_S22,13182,15136
G3-e003Coalescence-mBHI-p7_S122,13208,15144
G5-e003Coalescence-mGAM-p5_S76,13322,15090
G5-e003Coalescence-mGAM-p7_S172,13349,15133
G4-e003Coalescence-mGAM-p5_S75,13243,15136
G8-e003Coalescence-mBHI-p3_S129,13331,15178
E5-e003Coalescence-mGAM-p3_S60,13215,14847
G2-e003Coalescence-mGAM-p5_S73,13039,15078
E5-e003Coalescence-mGAM-p7_S148,13266,14980
H9-e003Coalescence-mGAM-p7_S186,13240,14919
E100-e003Coalescence-mGAM-p5_S55,13120,15045
E8-e003Coalescence-mGAM-p5_S53,13008,14858
H5-e003Coalescence-mGAM-p3_S96,13174,14705
G4-e003Coalescence-mGAM-p3_S83,13129,15119
F4-e003Coalescence-mBHI-p7_S111,13127,15121
H3-e003Coalescence-mGAM-p7_S182,13308,15079
H5-e003Coalescence-mGAM-p5_S88,13257,14897
F4-e003Coalescence-mGAM-p5_S63,13132,15076
G4-e003Coalescence-mGAM-p7_S171,12985,15013
H8-e003Coalescence-mGAM-p5_S89,13293,14968
F3-e003Coalescence-mBHI-p5_S14,13154,15133
F100-e003Coalescence-mBHI-p7_S115,13318,15005
E3-e003Coalescence-mGAM-p7_S146,12975,15029
F100-e003Coalescence-mGAM-p3_S167,12675,14597
G100-e003Coalescence-mBHI-p3_S131,12584,14399
G4-e003Coalescence-mBHI-p7_S123,13283,15161
E9-e003Coalescence-mGAM-p3_S154,13121,14791
F3-e003Coalescence-mGAM-p5_S62,13154,15113
H4-e003Coalescence-mBHI-p7_S135,13362,15075
E3-e003Coalescence-mBHI-p5_S2,13258,15103
G111-e003Coalescence-mBHI-p7_S128,13349,15089
H3-e003Coalescence-mBHI-p5_S38,13338,15039
G3-e003Coalescence-mGAM-p3_S82,13159,15108
F111-e003Coalescence-mGAM-p3_S168,13097,14704
F3-e003Coalescence-mGAM-p7_S158,12655,14657
F8-e003Coalescence-mBHI-p7_S113,13075,14755
G2-e003Coalescence-mBHI-p7_S121,10830,12795
H4-e003Coalescence-mBHI-p3_S47,13362,15152
F3-e003Coalescence-mBHI-p7_S110,12938,14970
F100-e003Coalescence-mGAM-p5_S67,11887,13631
G8-e003Coalescence-mBHI-p7_S125,13301,15159
F4-e003Coalescence-mBHI-p5_S15,13152,15133
H111-e003Coalescence-mBHI-p5_S44,13385,15120
E111-e003Coalescence-mBHI-p7_S104,13063,14736
E2-e003Coalescence-mGAM-p3_S57,13017,14840
F2-e003Coalescence-mBHI-p5_S13,13284,15177
F4-e003Coalescence-mBHI-p3_S23,13164,15131
F2-e003Coalescence-mGAM-p3_S69,13019,15023
E9-e003Coalescence-mGAM-p5_S54,12981,14499
G3-e003Coalescence-mGAM-p5_S74,13151,15136
E111-e003Coalescence-mGAM-p5_S56,13215,14929
G100-e003Coalescence-mGAM-p5_S79,13155,15134
H100-e003Coalescence-mGAM-p5_S91,13232,14981
G9-e003Coalescence-mBHI-p3_S130,12926,14526
E4-e003Coalescence-mGAM-p7_S147,13167,15123
E4-e003Coalescence-mGAM-p3_S59,13114,15094
H4-e003Coalescence-mBHI-p5_S39,13354,15112
F4-e003Coalescence-mGAM-p3_S71,13188,15134
H100-e003Coalescence-mBHI-p7_S139,13352,15078
G8-e003Coalescence-mBHI-p5_S29,13330,15176
G2-e003Coalescence-mBHI-p5_S25,13121,15113
G8-e003Coalescence-mGAM-p7_S173,13176,15119
E4-e003Coalescence-mBHI-p3_S11,13101,15094
E2-e003Coalescence-mGAM-p5_S49,12899,14750
H9-e003Coalescence-mBHI-p5_S42,13337,15054
H111-e003Coalescence-mGAM-p3_S192,13357,15061
F5-e003Coalescence-mBHI-p3_S24,13314,15002
E8-e003Coalescence-mBHI-p3_S105,12649,14417
E8-e003Coalescence-mGAM-p7_S149,12985,14821
H5-e003Coalescence-mBHI-p7_S136,13038,14629
G9-e003Coalescence-mBHI-p5_S30,13368,15107
F111-e003Coalescence-mBHI-p7_S116,12958,14545
F5-e003Coalescence-mBHI-p7_S112,13290,14961
F4-e003Coalescence-mGAM-p7_S159,13160,15112
F111-e003Coalescence-mBHI-p3_S120,13058,14639
H3-e003Coalescence-mGAM-p5_S86,13309,15067
E4-e003Coalescence-mBHI-p7_S99,12896,14934
H4-e003Coalescence-mGAM-p5_S87,13273,14944
E100-e003Coalescence-mGAM-p7_S151,12762,14822
G9-e003Coalescence-mGAM-p3_S178,13188,15115
H9-e003Coalescence-mBHI-p7_S138,12978,14611
H8-e003Coalescence-mGAM-p7_S185,13373,15150
G2-e003Coalescence-mGAM-p3_S81,13088,15101
F111-e003Coalescence-mBHI-p5_S20,13024,14533
F8-e003Coalescence-mBHI-p5_S17,13355,15076
G100-e003Coalescence-mBHI-p7_S127,13172,15118
E5-e003Coalescence-mGAM-p5_S52,13159,14768
