,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,0.22644623861636182,0.7529657683408195
C9-e003Coalescence-mGAM-p3,0.8309292875181756,0.14927031441404656
D2-e004Assembly-mGAM-p7,0.16597688834468508,0.12089907445215735
B5-e004Assembly-mBHI-p3,0.26428063059615825,0.23256846331836123
C11-e003Coalescence-mBHI-p3,0.22640116323563175,0.7568826051449571
D11-e003Coalescence-mBHI-p5,0.0018362286676360297,0.9966874914931265
C9-e003Coalescence-mGAM-p7,0.7440595392974669,0.23657431604736626
C8-e003Coalescence-mGAM-p7,0.942158950026785,0.018379814890431466
D10-e003Coalescence-mBHI-p3,0.0762704522843805,0.916068259153396
F3-e004Assembly-epsilon-p3,0.23499066350348205,0.1750628147543215
B2-e003Coalescence-mBHI-p3,0.6007050585444249,0.14962277119912892
A8-e003Coalescence-mBHI-p3,0.3232973138440346,0.24291615625425342
A4-e003Coalescence-mBHI-p7,0.9878943139205633,0.00015046957942017148
B4-e003Coalescence-mBHI-p5,0.3624311624703452,0.002097931128351708
A3-e003Coalescence-mBHI-p7,0.9960806612076223,0.00011861984483462637
B9-e003Coalescence-mGAM-p5,0.0009152062447386546,0.9966310739077175
A4-e003Coalescence-mBHI-inoculumn-redo,0.858218565852912,0.04801871512181843
B3-e003Coalescence-mBHI-p3,0.9958984464682024,0.0003981897373077448
D4-e003Coalescence-mBHI-p5,0.0029619652559883677,0.9869304478018237
C2-e003Coalescence-mBHI-p5,0.9903864697329151,0.0002505104124132298
B3-e004Assembly-mBHI-p7,0.2707720211219101,0.21847298216959304
B5-e004Assembly-mBHI-p7,0.2658008724267238,0.23502742616033756
D4-e003Coalescence-mBHI-p3,0.06071340016836305,0.9136048046821831
C4-e003GlycerolRevival-mBHI-p2,0.9904140200505089,0.00028215598203348304
G5-e004Assembly-epsilon-p3,0.30098117394964413,0.22499537226078672
C5-e004Assembly-mBHI-p3,0.25712787939083187,0.21803014835987475
D10-e003Assembly-mGAM-p5,0.6593991734904721,0.00010446440724105076
B2-e003Assembly-mBHI-p5,0.31642549934950637,0.2400773104668572
C3-e004Assembly-mBHI-p5,0.2743630519629601,0.21948972369674696
B2-e003Coalescence-mBHI-p5,0.7877799801025485,0.07268531373349667
B8-e003Assembly-mGAM-p5,0.19700642840743857,0.14727718796787803
C4-e003Coalescence-mGAM-p7,0.9843778219943369,0.00030420579828501426
B12-e003Coalescence-mBHI-p3,0.0008618657687303895,0.9873487137607186
D3-e004Assembly-mGAM-p7,0.27604408050815027,0.22036810943242138
C8-e003Assembly-mGAM-p3,0.2854669013545573,0.2171027630325303
C3-e003Coalescence-mGAM-p3,0.9962817019973981,0.00011065741118824011
B4-e003Assembly-mBHI-p5,0.7848430397183745,0.0667277800462774
D4-e004Assembly-mGAM-p5,0.24470069641080583,0.2001210017694297
D3-e003Coalescence-Inoculumn-mBHI,0.5224942986148312,0.45201504015244315
C3-e003Coalescence-mBHI-p7,0.9928209994642994,0.00014393630053082893
D11-e003Coalescence-mGAM-p5,0.0015925614142496367,0.9940038791343405
A11-e003Coalescence-mGAM-p7,0.015081732608862017,0.9523378249625698
B8-e003Coalescence-mBHI-p5,0.005563250937476087,0.9754275214373214
B10-e003Assembly-mGAM-p5,0.8117199051044616,0.0004154076493806996
C2-e003Coalescence-mGAM-p7,0.9948259738271983,0.00012998502790254526
D3-e003Coalescence-mBHI-p5,0.005196449070176782,0.9872790254525656
B11-e003Coalescence-mGAM-p3,0.0008137292416009795,0.9982505784674016
C4-e003Coalescence-mBHI-inoculumn-redo,0.9448846713094055,0.015690622022594254
B5-e003Assembly-mBHI-p5,0.0008481671385934033,0.9822121273989384
D2-e003Coalescence-mBHI-p5,0.008516415397566387,0.9284026133115557
D8-e003Assembly-mGAM-p5,0.2638966097803627,0.2007026677555465
D5-e003Coalescence-mGAM-p5,0.0008073008341623937,0.987343405471621
B5-e003Coalescence-mBHI-p5,0.00406895232264483,0.9851934803321084
D5-e003Coalescence-mBHI-p7,0.0007986530955842963,0.992829658363958
C9-e003Coalescence-mBHI-p5,0.0014331522155047066,0.9973706274669935
A10-e003Coalescence-mBHI-p3,0.7419667865615672,0.07884286103171363
A5-e003Coalescence-mGAM-p3,0.0013408586515650113,0.9861113379610725
A2-e003Coalescence-Inoculumn-mGAM,0.3175702150455345,0.23920021777596298
E5-e004Assembly-mGAM-p5,0.28191673681793833,0.2307959711446849
D8-e003Coalescence-mGAM-p5,0.03228644677431698,0.920520076221587
A12-e003Coalescence-mGAM-p3,0.0042031835922553,0.9753258472846058
C2-e003Coalescence-mBHI-p3,0.9911754802173413,0.0014999319450115702
C4-e004Assembly-mBHI-p5,0.29185314150149233,0.2236427113107391
D9-e003Coalescence-mGAM-p7,0.0008248258972985385,0.9942141009936029
D4-e003Coalescence-mBHI-p7,0.0013830259432157342,0.9903550428746428
