,A2-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
C12-e003Coalescence-mBHI-p3,0.0072896934647988226,0.273
C9-e003Coalescence-mGAM-p3,0.006256567889839046,0.886
D2-e004Assembly-mGAM-p7,0.13556657008042963,0.13451580449555584
B5-e004Assembly-mBHI-p3,0.010070481102262753,0.010365378279310992
C11-e003Coalescence-mBHI-p3,0.004764141067061221,0.268
D11-e003Coalescence-mBHI-p5,0.0017217315202061464,0.002021461797091411
C9-e003Coalescence-mGAM-p7,0.003491717435284664,0.788
C8-e003Coalescence-mGAM-p7,0.071,0.923
D10-e003Coalescence-mBHI-p3,0.0025406798827208375,0.093
F3-e004Assembly-epsilon-p3,0.055982337997746136,0.06344199057029189
B2-e003Coalescence-mBHI-p3,0.54,0.429
A8-e003Coalescence-mBHI-p3,0.9998994528393572,3.189464785693509e-05
A4-e003Coalescence-mBHI-p7,0.00021149741803041958,0.9996669416882027
B4-e003Coalescence-mBHI-p5,0.15271512197902584,0.8338191882304749
A3-e003Coalescence-mBHI-p7,8.220850747672064e-06,0.9999698889867571
B9-e003Coalescence-mGAM-p5,0.0034323444168151717,0.003512052536296793
A4-e003Coalescence-mBHI-inoculumn-redo,0.153,0.811
B3-e003Coalescence-mBHI-p3,0.00019864596304242866,0.9996103268094916
D4-e003Coalescence-mBHI-p5,0.011303541295976969,0.012127468472409086
C2-e003Coalescence-mBHI-p5,0.00018874140871197998,0.9996984083895559
B3-e004Assembly-mBHI-p7,0.004828374909809808,0.00544176243563217
B5-e004Assembly-mBHI-p7,0.002949766775134484,0.003030282855971058
D4-e003Coalescence-mBHI-p3,0.01469210120983773,0.115
C4-e003GlycerolRevival-mBHI-p2,0.00010816399422665481,0.9997782145487222
G5-e004Assembly-epsilon-p3,0.009211763980107503,0.008712431854965152
C5-e004Assembly-mBHI-p3,0.02994150156174936,0.02951838454518461
D10-e003Assembly-mGAM-p5,0.04447610225817205,0.9493372530036536
B2-e003Assembly-mBHI-p5,0.9979105415607276,0.000713354026955046
C3-e004Assembly-mBHI-p5,0.005920168606086317,0.006768132472265394
B2-e003Coalescence-mBHI-p5,0.289,0.696
B8-e003Assembly-mGAM-p5,0.920907287045575,0.065123072126536
C4-e003Coalescence-mGAM-p7,0.00017199438609261352,0.9995609216695757
B12-e003Coalescence-mBHI-p3,0.014167461293431643,0.014279456165875847
D3-e004Assembly-mGAM-p7,0.0122171349287956,0.013553495537269025
C8-e003Assembly-mGAM-p3,0.9854251715820911,0.011823178630134403
C3-e003Coalescence-mGAM-p3,2.6993847974500934e-05,0.9999562350809035
B4-e003Assembly-mBHI-p5,0.005570707893012356,0.74
D4-e004Assembly-mGAM-p5,0.0338022390047295,0.0367959849195905
D3-e003Coalescence-Inoculumn-mBHI,0.0020681446692325843,0.566
C3-e003Coalescence-mBHI-p7,2.4584671247229875e-05,0.9999321589572607
D11-e003Coalescence-mGAM-p5,0.00570282272571419,0.006000454845453799
A11-e003Coalescence-mGAM-p7,0.079,0.010573831612934773
B8-e003Coalescence-mBHI-p5,0.023,0.00327403546761273
B10-e003Assembly-mGAM-p5,0.019443224803959658,0.9761516546272052
C2-e003Coalescence-mGAM-p7,1.774816663591659e-05,0.999942553978963
D3-e003Coalescence-mBHI-p5,0.009944568398020555,0.011387825065738846
B11-e003Coalescence-mGAM-p3,0.002151776986597243,0.0021897106600764858
C4-e003Coalescence-mBHI-inoculumn-redo,0.004251259715594909,0.951
B5-e003Assembly-mBHI-p5,0.014556879305691741,0.014836447499789013
D2-e003Coalescence-mBHI-p5,0.031820528270156224,0.033015126478383484
D8-e003Assembly-mGAM-p5,0.9770664283532025,0.019681190321855474
D5-e003Coalescence-mGAM-p5,0.012553047007133474,0.012773740896445297
B5-e003Coalescence-mBHI-p5,0.009361189698392221,0.010332826409055888
D5-e003Coalescence-mBHI-p7,0.009760348776101348,0.009925772489071104
C9-e003Coalescence-mBHI-p5,0.0035053119670242394,0.0037330441758939674
A10-e003Coalescence-mBHI-p3,0.33299999999999996,0.652
A5-e003Coalescence-mGAM-p3,0.011226067968036673,0.011221828652356321
A2-e003Coalescence-Inoculumn-mGAM,0.9983873440057505,0.0008722449316127402
E5-e004Assembly-mGAM-p5,0.007572803354466437,0.007075369642376461
D8-e003Coalescence-mGAM-p5,0.125,0.007157223892697537
A12-e003Coalescence-mGAM-p3,0.015238761714651657,0.012304656928211444
C2-e003Coalescence-mBHI-p3,0.0005694352357920973,0.9990329516886842
C4-e004Assembly-mBHI-p5,0.009391570021701682,0.010954382716691106
