,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
C12-e003Coalescence-mBHI-p3,12308,12283
C9-e003Coalescence-mGAM-p3,12310,12255
D2-e004Assembly-mGAM-p7,6714,6842
B5-e004Assembly-mBHI-p3,12040,11967
C11-e003Coalescence-mBHI-p3,12318,12292
D11-e003Coalescence-mBHI-p5,12318,12294
C9-e003Coalescence-mGAM-p7,12325,12295
C8-e003Coalescence-mGAM-p7,12313,12283
D10-e003Coalescence-mBHI-p3,12325,12302
F3-e004Assembly-epsilon-p3,9904,9896
B2-e003Coalescence-mBHI-p3,12294,12299
A8-e003Coalescence-mBHI-p3,12183,12273
A4-e003Coalescence-mBHI-p7,12284,12234
B4-e003Coalescence-mBHI-p5,4953,4580
A3-e003Coalescence-mBHI-p7,12335,12310
B9-e003Coalescence-mGAM-p5,12317,12282
A4-e003Coalescence-mBHI-inoculumn-redo,12335,12306
B3-e003Coalescence-mBHI-p3,12335,12310
D4-e003Coalescence-mBHI-p5,12224,12216
C2-e003Coalescence-mBHI-p5,12311,12245
B3-e004Assembly-mBHI-p7,12106,12038
B5-e004Assembly-mBHI-p7,12118,12022
D4-e003Coalescence-mBHI-p3,12175,12125
C4-e003GlycerolRevival-mBHI-p2,12310,12244
G5-e004Assembly-epsilon-p3,12058,12034
C5-e004Assembly-mBHI-p3,11657,11623
D10-e003Assembly-mGAM-p5,8657,8218
B2-e003Assembly-mBHI-p5,11963,12170
C3-e004Assembly-mBHI-p5,12146,12075
B2-e003Coalescence-mBHI-p5,12307,12283
B8-e003Assembly-mGAM-p5,7235,7892
C4-e003Coalescence-mGAM-p7,12279,12181
B12-e003Coalescence-mBHI-p3,12149,12171
D3-e004Assembly-mGAM-p7,12149,12102
C8-e003Assembly-mGAM-p3,10704,10983
C3-e003Coalescence-mGAM-p3,12323,12290
B4-e003Assembly-mBHI-p5,12324,12294
D4-e004Assembly-mGAM-p5,10995,11012
D3-e003Coalescence-Inoculumn-mBHI,12333,12310
C3-e003Coalescence-mBHI-p7,12328,12296
D11-e003Coalescence-mGAM-p5,12296,12261
A11-e003Coalescence-mGAM-p7,12208,12209
B8-e003Coalescence-mBHI-p5,12312,12295
B10-e003Assembly-mGAM-p5,10378,10014
C2-e003Coalescence-mGAM-p7,12324,12299
D3-e003Coalescence-mBHI-p5,12267,12247
B11-e003Coalescence-mGAM-p3,12317,12297
C4-e003Coalescence-mBHI-inoculumn-redo,12321,12280
B5-e003Assembly-mBHI-p5,12197,12187
D2-e003Coalescence-mBHI-p5,11812,11779
D8-e003Assembly-mGAM-p5,10053,10335
D5-e003Coalescence-mGAM-p5,12210,12182
B5-e003Coalescence-mBHI-p5,12235,12200
D5-e003Coalescence-mBHI-p7,12244,12235
C9-e003Coalescence-mBHI-p5,12311,12292
A10-e003Coalescence-mBHI-p3,11957,11893
A5-e003Coalescence-mGAM-p3,12194,12202
A2-e003Coalescence-Inoculumn-mGAM,11945,12103
E5-e004Assembly-mGAM-p5,12186,12125
D8-e003Coalescence-mGAM-p5,12305,12293
A12-e003Coalescence-mGAM-p3,12225,12190
C2-e003Coalescence-mBHI-p3,12333,12304
C4-e004Assembly-mBHI-p5,12074,12004
D9-e003Coalescence-mGAM-p7,12283,12274
D4-e003Coalescence-mBHI-p7,12246,12235
D8-e003Assembly-mGAM-p3,7416,7973
