,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
C12-e003Coalescence-mBHI-p3,168,3
C9-e003Coalescence-mGAM-p3,166,3
D2-e004Assembly-mGAM-p7,81,3
B5-e004Assembly-mBHI-p3,160,2
C11-e003Coalescence-mBHI-p3,168,3
D11-e003Coalescence-mBHI-p5,169,3
C9-e003Coalescence-mGAM-p7,166,3
C8-e003Coalescence-mGAM-p7,167,3
D10-e003Coalescence-mBHI-p3,168,3
F3-e004Assembly-epsilon-p3,118,3
B2-e003Coalescence-mBHI-p3,165,3
A8-e003Coalescence-mBHI-p3,167,2
A4-e003Coalescence-mBHI-p7,160,3
B4-e003Coalescence-mBHI-p5,45,0
A3-e003Coalescence-mBHI-p7,169,3
B9-e003Coalescence-mGAM-p5,168,3
A4-e003Coalescence-mBHI-inoculumn-redo,169,3
B3-e003Coalescence-mBHI-p3,169,3
D4-e003Coalescence-mBHI-p5,165,3
C2-e003Coalescence-mBHI-p5,163,3
B3-e004Assembly-mBHI-p7,165,3
B5-e004Assembly-mBHI-p7,161,2
D4-e003Coalescence-mBHI-p3,161,3
C4-e003GlycerolRevival-mBHI-p2,158,3
G5-e004Assembly-epsilon-p3,163,3
C5-e004Assembly-mBHI-p3,157,2
D10-e003Assembly-mGAM-p5,95,2
B2-e003Assembly-mBHI-p5,160,2
C3-e004Assembly-mBHI-p5,167,3
B2-e003Coalescence-mBHI-p5,166,2
B8-e003Assembly-mGAM-p5,102,1
C4-e003Coalescence-mGAM-p7,163,3
B12-e003Coalescence-mBHI-p3,166,3
D3-e004Assembly-mGAM-p7,168,3
C8-e003Assembly-mGAM-p3,145,3
C3-e003Coalescence-mGAM-p3,167,3
B4-e003Assembly-mBHI-p5,168,3
D4-e004Assembly-mGAM-p5,147,2
D3-e003Coalescence-Inoculumn-mBHI,169,3
C3-e003Coalescence-mBHI-p7,168,3
D11-e003Coalescence-mGAM-p5,166,3
A11-e003Coalescence-mGAM-p7,165,3
B8-e003Coalescence-mBHI-p5,167,3
B10-e003Assembly-mGAM-p5,132,2
C2-e003Coalescence-mGAM-p7,168,3
D3-e003Coalescence-mBHI-p5,168,3
B11-e003Coalescence-mGAM-p3,168,3
C4-e003Coalescence-mBHI-inoculumn-redo,169,3
B5-e003Assembly-mBHI-p5,166,3
D2-e003Coalescence-mBHI-p5,156,3
D8-e003Assembly-mGAM-p5,121,2
D5-e003Coalescence-mGAM-p5,162,3
B5-e003Coalescence-mBHI-p5,167,3
D5-e003Coalescence-mBHI-p7,169,3
C9-e003Coalescence-mBHI-p5,168,3
A10-e003Coalescence-mBHI-p3,154,2
A5-e003Coalescence-mGAM-p3,164,3
A2-e003Coalescence-Inoculumn-mGAM,164,3
E5-e004Assembly-mGAM-p5,163,2
D8-e003Coalescence-mGAM-p5,169,3
A12-e003Coalescence-mGAM-p3,167,3
C2-e003Coalescence-mBHI-p3,169,3
C4-e004Assembly-mBHI-p5,161,3
D9-e003Coalescence-mGAM-p7,166,3
D4-e003Coalescence-mBHI-p7,164,3
D8-e003Assembly-mGAM-p3,97,0
E3-e004Assembly-mGAM-p3,164,3
B10-e003Coalescence-mGAM-p3,164,3
A9-e003Coalescence-mGAM-p7,163,3
B5-e003Coalescence-Inoculumn-mGAM,164,3
D10-e003Coalescence-mBHI-p5,164,3
D5-e003Coalescence-mBHI-p3,168,3
C5-e003Coalescence-mBHI-p3,158,3
D9-e003Coalescence-mGAM-p5,166,3
C9-e003Coalescence-mBHI-p3,168,3
D10-e003Coalescence-mGAM-p5,167,3
C8-e003Coalescence-mBHI-p7,168,3
B11-e003Assembly-mGAM-p5,161,2
G3-e004Assembly-epsilon-p7,153,3
B4-e003Coalescence-mGAM-p5,164,3
D4-e003Coalescence-mGAM-p5,168,3
C3-e004Assembly-mBHI-p7,166,3
B5-e003Coalescence-mGAM-p5,169,3
B5-e003Coalescence-Inoculumn-mBHI,167,3
G3-e004Assembly-epsilon-p3,124,2
C2-e003Coalescence-mGAM-p3,163,3
B5-e003Coalescence-mGAM-p7,162,3
D8-e003Coalescence-mBHI-p5,167,3
F5-e004Assembly-epsilon-p5,159,3
E5-e004Assembly-mGAM-p7,164,3
C10-e003Assembly-mGAM-p3,40,0
B10-e003Coalescence-mBHI-p5,168,3
D5-e003Coalescence-Inoculumn-mGAM,164,3
F2-e004Assembly-epsilon-p3,154,3
B3-e004Assembly-mBHI-p5,164,2
B5-e003Coalescence-mBHI-p3,165,3
G4-e004Assembly-epsilon-p5,105,2
C4-e003Coalescence-mGAM-p5,165,3
C5-e003Coalescence-mGAM-p7,164,3
C5-e003Coalescence-mBHI-inoculumn-redo,169,3
A2-e003Coalescence-mBHI-p7,157,3
A10-e003Coalescence-mBHI-p5,169,3
A4-e003Coalescence-mGAM-p5,166,3
D5-e003Coalescence-mBHI-p5,163,3
D3-e003Assembly-mBHI-p3,155,3
D4-e003Coalescence-mGAM-p7,167,3
A8-e003Coalescence-mBHI-p7,165,3
E3-e004Assembly-mGAM-p7,162,3
B9-e003GlycerolRevival-mGAM-p2,148,3
C4-e003Coalescence-mGAM-p3,167,3
B2-e003Coalescence-Inoculumn-mGAM,167,3
D5-e003Coalescence-mGAM-p7,129,2
C5-e003Coalescence-mBHI-p5,168,3
C5-e003Coalescence-mGAM-p3,169,3
A3-e003Coalescence-mBHI-inoculumn-redo,158,3
