,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,0.07634302416212004,0.8154618017524644
C9-e003Coalescence-mGAM-p3,0.27759166017147313,0.36364136089813803
D2-e004Assembly-mGAM-p7,0.16283671083398288,0.12538814348302302
B5-e004Assembly-mBHI-p3,0.27161714731098985,0.2398350903614458
C11-e003Coalescence-mBHI-p3,0.07600187061574436,0.8184569414019716
D11-e003Coalescence-mBHI-p5,0.000712236944660951,0.9981433461117196
C9-e003Coalescence-mGAM-p7,0.2492095869056898,0.42996981106243154
C8-e003Coalescence-mGAM-p7,0.38205019485580666,0.23172843647316538
D10-e003Coalescence-mBHI-p3,0.02563725643024162,0.9377510268346111
F3-e004Assembly-epsilon-p3,0.21774925954793453,0.19104025191675794
B2-e003Coalescence-mBHI-p3,0.6756975058456742,0.1260828313253012
A8-e003Coalescence-mBHI-p3,0.9887097427903352,0.0007249452354874042
A4-e003Coalescence-mBHI-p7,0.3303303975058457,0.25077594468784226
B4-e003Coalescence-mBHI-p5,0.12019158222915043,0.0977690991237678
A3-e003Coalescence-mBHI-p7,0.3331414653156664,0.25226369112814895
B9-e003Coalescence-mGAM-p5,0.0004379579111457521,0.9980710569550931
A4-e003Coalescence-mBHI-inoculumn-redo,0.42551106780982073,0.214141634720701
B3-e003Coalescence-mBHI-p3,0.33369072486360096,0.25176369112814895
D4-e003Coalescence-mBHI-p5,0.0011369446609508962,0.9901488225629791
C2-e003Coalescence-mBHI-p5,0.33225463756819956,0.2502943592552026
B3-e004Assembly-mBHI-p7,0.26555128604832423,0.228437773822563
B5-e004Assembly-mBHI-p7,0.27202322681215896,0.24168503559693322
D4-e003Coalescence-mBHI-p3,0.020731644583008572,0.9320828313253012
C4-e003GlycerolRevival-mBHI-p2,0.33169485580670305,0.25113786966046003
G5-e004Assembly-epsilon-p3,0.3193353078721746,0.2269072426067908
C5-e004Assembly-mBHI-p3,0.26319914263445043,0.22468770536692223
D10-e003Assembly-mGAM-p5,0.2247456742010912,0.17409912376779846
B2-e003Assembly-mBHI-p5,0.9645775526110677,0.0014333926615553122
C3-e004Assembly-mBHI-p5,0.267480202650039,0.23003949890470973
B2-e003Coalescence-mBHI-p5,0.5256055339049105,0.17409056681270535
B8-e003Assembly-mGAM-p5,0.5859882307092752,0.0019822015334063523
C4-e003Coalescence-mGAM-p7,0.33059922057677316,0.24913164019715225
B12-e003Coalescence-mBHI-p3,0.0004080280592361652,0.984928121577218
D3-e004Assembly-mGAM-p7,0.26710459859703817,0.23140060240963856
C8-e003Assembly-mGAM-p3,0.8677413873733437,0.0006781215772179628
C3-e003Coalescence-mGAM-p3,0.3329296180826189,0.25221139101861995
B4-e003Assembly-mBHI-p5,0.32774723304754483,0.2431113773274918
D4-e004Assembly-mGAM-p5,0.23961145752143415,0.21381482749178532
D3-e003Coalescence-Inoculumn-mBHI,0.17529898674980515,0.5908427573932091
C3-e003Coalescence-mBHI-p7,0.33256126266562747,0.2517871029572837
D11-e003Coalescence-mGAM-p5,0.0007114575214341388,0.9965097207009858
A11-e003Coalescence-mGAM-p7,0.0433908807482463,0.9431448521358159
B8-e003Coalescence-mBHI-p5,0.013452611067809823,0.9718550794085433
B10-e003Assembly-mGAM-p5,0.27593912704598594,0.20492250821467686
C2-e003Coalescence-mGAM-p7,0.33277194076383476,0.2519669359255203
D3-e003Coalescence-mBHI-p5,0.001948012470771629,0.9913546686746987
B11-e003Coalescence-mGAM-p3,0.00041270459859703816,0.9989561883899234
C4-e003Coalescence-mBHI-inoculumn-redo,0.3314736554949338,0.25026499178532313
B5-e003Assembly-mBHI-p5,0.0004233047544816835,0.9835963855421687
D2-e003Coalescence-mBHI-p5,0.007796570537802027,0.9334800109529027
D8-e003Assembly-mGAM-p5,0.8130990646921278,0.0006054216867469879
D5-e003Coalescence-mGAM-p5,0.00039251753702260325,0.9877665662650602
B5-e003Coalescence-mBHI-p5,0.0018420888542478567,0.9873496029572837
D5-e003Coalescence-mBHI-p7,0.0004045206547155105,0.9931352683461117
C9-e003Coalescence-mBHI-p5,0.0006413094310210445,0.9984327081051478
A10-e003Coalescence-mBHI-p3,0.5318016367887763,0.15683796549835707
A5-e003Coalescence-mGAM-p3,0.0011370226032735773,0.9858196193866374
A2-e003Coalescence-Inoculumn-mGAM,0.999750116913484,0.0006904435925520263
E5-e004Assembly-mGAM-p5,0.293380436477007,0.23722063253012052
D8-e003Coalescence-mGAM-p5,0.09467934528448947,0.8964597480832421
A12-e003Coalescence-mGAM-p3,0.010662587685113018,0.9732332968236583
C2-e003Coalescence-mBHI-p3,0.3338861262665627,0.2518665115005477
C4-e004Assembly-mBHI-p5,0.2749323460639127,0.23592285049288061
D9-e003Coalescence-mGAM-p7,0.000401792673421668,0.996388143483023
D4-e003Coalescence-mBHI-p7,0.0007681995323460639,0.9921156215772179
D8-e003Assembly-mGAM-p3,0.595609275136399,0.0006302026286966046
E3-e004Assembly-mGAM-p3,0.2624492595479345,0.22536411555312155
