,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,14962,13233
C9-e003Coalescence-mGAM-p3,14957,13170
D2-e004Assembly-mGAM-p7,8256,7254
B5-e004Assembly-mBHI-p3,14523,12802
C11-e003Coalescence-mBHI-p3,14987,13248
D11-e003Coalescence-mBHI-p5,14969,13249
C9-e003Coalescence-mGAM-p7,14993,13238
C8-e003Coalescence-mGAM-p7,14976,13199
D10-e003Coalescence-mBHI-p3,14981,13248
F3-e004Assembly-epsilon-p3,12012,10596
B2-e003Coalescence-mBHI-p3,14908,13121
A8-e003Coalescence-mBHI-p3,14743,12980
A4-e003Coalescence-mBHI-p7,14935,13110
B4-e003Coalescence-mBHI-p5,5692,4808
A3-e003Coalescence-mBHI-p7,14998,13207
B9-e003Coalescence-mGAM-p5,14954,13244
A4-e003Coalescence-mBHI-inoculumn-redo,14999,13240
B3-e003Coalescence-mBHI-p3,14997,13218
D4-e003Coalescence-mBHI-p5,14820,13173
C2-e003Coalescence-mBHI-p5,14952,13140
B3-e004Assembly-mBHI-p7,14668,12929
B5-e004Assembly-mBHI-p7,14609,12874
D4-e003Coalescence-mBHI-p3,14727,13090
C4-e003GlycerolRevival-mBHI-p2,14947,13136
G5-e004Assembly-epsilon-p3,14620,12875
C5-e004Assembly-mBHI-p3,14088,12436
D10-e003Assembly-mGAM-p5,10398,8727
B2-e003Assembly-mBHI-p5,14591,12803
C3-e004Assembly-mBHI-p5,14705,12953
B2-e003Coalescence-mBHI-p5,14962,13167
B8-e003Assembly-mGAM-p5,9393,8187
C4-e003Coalescence-mGAM-p7,14916,13061
B12-e003Coalescence-mBHI-p3,14764,13143
D3-e004Assembly-mGAM-p7,14743,12976
C8-e003Assembly-mGAM-p3,13201,11550
C3-e003Coalescence-mGAM-p3,14982,13207
B4-e003Assembly-mBHI-p5,14975,13200
D4-e004Assembly-mGAM-p5,13273,11699
D3-e003Coalescence-Inoculumn-mBHI,15001,13251
C3-e003Coalescence-mBHI-p7,14987,13172
D11-e003Coalescence-mGAM-p5,14924,13230
A11-e003Coalescence-mGAM-p7,14811,13162
B8-e003Coalescence-mBHI-p5,14954,13247
B10-e003Assembly-mGAM-p5,12650,10782
C2-e003Coalescence-mGAM-p7,14986,13199
D3-e003Coalescence-mBHI-p5,14879,13226
B11-e003Coalescence-mGAM-p3,14977,13250
C4-e003Coalescence-mBHI-inoculumn-redo,14988,13186
B5-e003Assembly-mBHI-p5,14744,13152
D2-e003Coalescence-mBHI-p5,14213,12720
D8-e003Assembly-mGAM-p5,12391,10837
D5-e003Coalescence-mGAM-p5,14799,13148
B5-e003Coalescence-mBHI-p5,14836,13177
D5-e003Coalescence-mBHI-p7,14878,13206
C9-e003Coalescence-mBHI-p5,14980,13246
A10-e003Coalescence-mBHI-p3,14602,12737
A5-e003Coalescence-mGAM-p3,14776,13169
A2-e003Coalescence-Inoculumn-mGAM,14541,12772
E5-e004Assembly-mGAM-p5,14745,12993
D8-e003Coalescence-mGAM-p5,14940,13235
A12-e003Coalescence-mGAM-p3,14773,13173
C2-e003Coalescence-mBHI-p3,14992,13185
C4-e004Assembly-mBHI-p5,14552,12860
D9-e003Coalescence-mGAM-p7,14910,13229
D4-e003Coalescence-mBHI-p7,14857,13193
