,0
B5-e004Assembly-mBHI-p3,8.0
C9-e003Coalescence-mGAM-p7,12.0
e004-inoculumn-fecal-BD,9.0
B5-e004Assembly-mBHI-p7,29.0
C5-e004Assembly-mBHI-p3,14.0
D10-e003Assembly-mGAM-p5,7.0
C3-e003Coalescence-mGAM-p3,7.0
D3-e003Coalescence-Inoculumn-mBHI,4.0
B10-e003Assembly-mGAM-p5,4.0
D3-e003Coalescence-mBHI-p5,5.0
B5-e003Coalescence-mBHI-p5,8.0
E5-e004Assembly-mGAM-p5,10.0
D5-e004Assembly-mGAM-p5,4.0
D10-e003Coalescence-mGAM-p5,4.0
F5-e004Assembly-epsilon-p5,3.0
E5-e004Assembly-mGAM-p7,12.0
C10-e003Assembly-mGAM-p3,4.0
B5-e003Coalescence-mBHI-p3,8.0
BF-Fecal,5.0
e003-inoculumn-fecal-AC,12.0
D10-e003Assembly-mGAM-p3,6.0
C3-e003Coalescence-mGAM-p5,5.0
C10-e003GlycerolRevival-mGAM-p2,9.0
D3-e003Coalescence-mBHI-p7,9.0
D11-e003Assembly-mGAM-p3,4.0
B3-e003Assembly-mBHI-p5,4.0
B3-e003Coalescence-Inoculumn-mBHI,4.0
D5-e004Assembly-mGAM-p7,10.0
BG-Fecal,7.0
D3-e003Coalescence-mGAM-p5,9.0
C10-e003Coalescence-mGAM-p3,4.0
C3-e003Coalescence-Inoculumn-mGAM,4.0
B5-e003Coalescence-mBHI-p7,4.0
D10-e003Coalescence-mGAM-p7,4.0
C11-e003Coalescence-mGAM-p3,6.0
D5-e004Assembly-mGAM-p3,11.0
C11-e003Coalescence-mBHI-p5,15.0
F5-e004Assembly-epsilon-p3,5.0
C3-e003GlycerolRevival-mBHI-p2,5.0
D10-e003Coalescence-mGAM-p3,4.0
C2-e003Coalescence-Inoculumn-mGAM,4.0
E5-e004Assembly-mGAM-p3,4.0
B4-e003Coalescence-Inoculumn-mGAM,4.0
C4-e003Coalescence-Inoculumn-mGAM,4.0
C5-e004Assembly-mBHI-p7,14.0
B3-e003Coalescence-mGAM-p5,13.0
C11-e003Assembly-mGAM-p3,5.0
C11-e003Assembly-mGAM-p5,4.0
C11-e003GlycerolRevival-mGAM-p2,4.0
C10-e003Coalescence-mGAM-p5,23.0
B5-e004Assembly-mBHI-p5,17.0
C3-e003Coalescence-mBHI-inoculumn-redo,4.0
B5-e003Coalescence-mGAM-p3,5.0
C9-e003Coalescence-mGAM-p5,4.0
B4-e003Coalescence-Inoculumn-mBHI,4.0
e003-inoculumn-fecal-AE,4.0
C5-e003Coalescence-Inoculumn-mGAM,4.0
e004-inoculumn-fecal-BE,60.0
BA-Fecal,4.0
e003-inoculumn-fecal-AF,8.0
A4-e003Coalescence-Inoculumn-mGAM,5.0
C10-e003Coalescence-mGAM-p7,38.0
F5-e003Coalescence-mGAM-p5_S64,4.0
F5-e003Coalescence-mGAM-p7_S160,4.0
H3-e003Coalescence-mBHI-p3_S46,10.0
G111-e003Coalescence-mGAM-p5_S80,4.0
H3-e003Coalescence-mGAM-p3_S94,4.0
F3-e003Coalescence-mGAM-p3_S70,4.0
E3-e003Coalescence-mGAM-p5_S50,4.0
F2-e003Coalescence-mGAM-p5_S61,5.0
F5-e003Coalescence-mBHI-p5_S16,6.0
F3-e003Coalescence-mBHI-p3_S22,4.0
F3-e003Coalescence-mGAM-p5_S62,5.0
G3-e003Coalescence-mGAM-p3_S82,4.0
G100-e003Coalescence-mGAM-p5_S79,14.0
F4-e003Coalescence-mGAM-p3_S71,11.0
H100-e003Coalescence-mBHI-p7_S139,4.0
F5-e003Coalescence-mBHI-p3_S24,6.0
F5-e003Coalescence-mBHI-p7_S112,4.0
F4-e003Coalescence-mGAM-p7_S159,5.0
H3-e003Coalescence-mGAM-p5_S86,4.0
