,sample,boot_med,boot_low,boot_high,actual_med
0,A10-e003Coalescence-mGAM-p3,5.1142188902216236e-05,1.703722684439029e-05,9.38307200339967e-05,9.38307200339967e-05
1,A10-e003Coalescence-mGAM-p7,2.293130943292489e-05,-0.0,6.881444644681213e-05,0.001926950129472656
2,A4-e003Coalescence-Inoculumn-mGAM,0.441,0.43794999999999995,0.446,0.441
3,C2-e003Coalescence-Inoculumn-mGAM,0.421,0.412,0.429,0.421
4,C8-e003Coalescence-mBHI-p5,0.333,0.333,0.353,0.333
5,C8-e003Coalescence-mGAM-p7,0.0,-0.0,0.0,0.0001294113416814379
6,E100-e003Coalescence-mGAM-p3_S155,0.0,-0.0,0.0,0.00038899059153786044
7,E100-e003Coalescence-mGAM-p5_S55,0.0,-0.0,0.0,0.003448418175581169
8,E100-e003Coalescence-mGAM-p7_S151,0.0,-0.0,0.0,0.003710684641995444
9,G8-e003Coalescence-mGAM-p3_S177,4.971415288900068e-05,9.936900754267452e-06,9.950256144844656e-05,0.0001893095309048257
10,G8-e003Coalescence-mGAM-p5_S77,2.1296533555487865e-05,-0.0,5.326516380964358e-05,0.00021353896628778824
11,G8-e003Coalescence-mGAM-p7_S173,8.912184533336365e-05,4.712575191250743e-05,0.00013648792685538963,8.912184533336365e-05
