,index,fixed_diffs,comparisons,sample1,species_id
0,D_F7_e003Assembly_S355,0,1407718,D_F7_e003Assembly_S355,102794
1,D_F11_e003Assembly_S359,1,1411437,D_F7_e003Assembly_S355,102794
2,C_G2_e003Assembly_S266,1,1218492,D_F7_e003Assembly_S355,102794
0,D_F7_e003Assembly_S355,1,1407718,D_F11_e003Assembly_S359,102794
1,D_F11_e003Assembly_S359,0,1411437,D_F11_e003Assembly_S359,102794
2,C_G2_e003Assembly_S266,1,1218492,D_F11_e003Assembly_S359,102794
0,D_F7_e003Assembly_S355,1,1407718,C_G2_e003Assembly_S266,102794
1,D_F11_e003Assembly_S359,1,1411437,C_G2_e003Assembly_S266,102794
2,C_G2_e003Assembly_S266,0,1218492,C_G2_e003Assembly_S266,102794
