,C4-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-mBHI-inoculumn-redo
C12-e003Coalescence-mBHI-p3,0.3333333333333333,0.4698333333333333
C11-e003Coalescence-mBHI-p3,0.6063333333333333,0.45683333333333326
D10-e003Coalescence-mBHI-p3,0.5833333333333334,0.49366666666666675
A4-e003Coalescence-mBHI-p7,0.4446666666666667,0.2205
A4-e003Coalescence-mBHI-inoculumn-redo,0.3333333333333333,0.4121666666666666
D4-e003Coalescence-mBHI-p5,0.5576666666666666,0.4263333333333333
C2-e003Coalescence-mBHI-p5,0.711,0.21866666666666665
D4-e003Coalescence-mBHI-p3,0.26666666666666666,0.4808333333333333
D10-e003Assembly-mGAM-p5,0.148,0.16666666666666666
C3-e003Coalescence-mGAM-p3,0.148,0.0
B4-e003Assembly-mBHI-p5,0.0,0.0
C2-e003Coalescence-mGAM-p7,0.6333333333333333,0.6563333333333333
C4-e003Coalescence-mBHI-inoculumn-redo,0.212,1.0
C9-e003Coalescence-mBHI-p5,0.5363333333333334,0.4176666666666667
C2-e003Coalescence-mBHI-p3,0.6456666666666667,0.231
D4-e003Coalescence-mBHI-p7,0.6153333333333333,0.32683333333333336
B10-e003Coalescence-mGAM-p3,0.5833333333333334,0.20833333333333334
D10-e003Coalescence-mBHI-p5,0.6043333333333334,0.37916666666666665
C5-e003Coalescence-mBHI-p3,0.40399999999999997,0.3965
C9-e003Coalescence-mBHI-p3,0.546,0.48983333333333334
D10-e003Coalescence-mGAM-p5,0.32966666666666666,0.5341666666666668
C8-e003Coalescence-mBHI-p7,0.6346666666666666,0.361
B10-e003Coalescence-mBHI-p5,0.5493333333333333,0.438
C4-e003Coalescence-mGAM-p5,0.20366666666666666,0.09999999999999999
C5-e003Coalescence-mBHI-inoculumn-redo,0.537,0.4411666666666667
AM-Fecal,0.0,0.0
C4-e003Coalescence-mGAM-p3,0.5813333333333334,0.413
C5-e003Coalescence-mBHI-p5,0.48633333333333334,0.5243333333333333
C5-e003Coalescence-mGAM-p3,0.3333333333333333,0.0
C3-e003Coalescence-mGAM-p5,0.3223333333333333,0.11216666666666668
C10-e003GlycerolRevival-mGAM-p2,0.6103333333333333,0.3818333333333333
C11-e003Coalescence-mGAM-p5,0.7000000000000001,0.45933333333333337
C10-e003Coalescence-mGAM-p3,0.16666666666666666,0.2856666666666667
D4-e003Coalescence-Inoculumn-mBHI,0.5013333333333333,0.319
A4-e003Coalescence-mBHI-p5,0.519,0.5268333333333333
D10-e003Coalescence-mGAM-p7,0.34733333333333327,0.14100000000000001
C12-e003Coalescence-mGAM-p3,0.3333333333333333,0.134
C11-e003Coalescence-mGAM-p3,0.6173333333333333,0.29
