,C4-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-mBHI-inoculumn-redo
F4-e003Coalescence-mGAM-p3_S71,0.4,0.5980000000000001
H100-e003Coalescence-mBHI-p7_S139,0.579,0.3575
G8-e003Coalescence-mBHI-p5_S29,0.5,0.42900000000000005
G2-e003Coalescence-mBHI-p5_S25,0.538,0.4
E4-e003Coalescence-mBHI-p3_S11,0.571,0.297
G9-e003Coalescence-mBHI-p5_S30,0.495,0.4815
F4-e003Coalescence-mGAM-p7_S159,0.46399999999999997,0.5645
G9-e003Coalescence-mGAM-p3_S178,0.636,0.3875
G2-e003Coalescence-mGAM-p3_S81,0.4,0.562
G100-e003Coalescence-mBHI-p7_S127,0.364,0.5640000000000001
