,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
A2-e003Coalescence-Inoculumn-mGAM,1.0,-0.0
B3-e003Coalescence-Inoculumn-mGAM,-0.0,1.0
A3-e003Coalescence-Inoculumn-mGAM,0.528,0.30300000000000005
A9-e003Coalescence-mBHI-p3,0.23099999999999998,0.682
A9-e003Coalescence-mBHI-p7,0.368,0.6505000000000001
A9-e003Coalescence-mGAM-p5,0.9458107548505404,0.06812271920960099
B2-e003Coalescence-Inoculumn-mGAM,0.615,0.423
B8-e003Coalescence-mGAM-p5,0.703,0.25
B8-e003Coalescence-mGAM-p7,0.571,0.429
E9-e003Coalescence-mBHI-p5_S6,0.05792358687259492,0.9548781500830746
E9-e003Coalescence-mGAM-p3_S154,0.667,0.354
F8-e003Coalescence-mGAM-p7_S161,0.9563740500641169,0.05792358687259492
