,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
A2-e003Coalescence-Inoculumn-mGAM,1.0,0.0
B3-e003Coalescence-Inoculumn-mGAM,0.0,1.0
A3-e003Coalescence-Inoculumn-mGAM,0.41663157894736846,0.21058333333333334
A9-e003Coalescence-mBHI-p3,0.22405263157894736,0.7183125
A9-e003Coalescence-mBHI-p7,0.3084736842105263,0.6441875
A9-e003Coalescence-mGAM-p5,0.789,0.12514583333333332
B2-e003Coalescence-Inoculumn-mGAM,0.6422631578947368,0.3900208333333333
B8-e003Coalescence-mGAM-p5,0.7312631578947368,0.21075
B8-e003Coalescence-mGAM-p7,0.5183508771929825,0.33843749999999995
E9-e003Coalescence-mBHI-p5_S6,0.06992982456140351,0.7770833333333332
E9-e003Coalescence-mGAM-p3_S154,0.541140350877193,0.21818749999999998
F8-e003Coalescence-mGAM-p7_S161,0.7573157894736843,0.02777083333333333
