,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
B4-e003Coalescence-Inoculumn-mBHI,2,4
B4-e003Coalescence-mBHI-p1_S733,2,4
B4-e003Coalescence-mBHI-p3,2,4
B4-e003Coalescence-mGAM-p1_S737,2,4
B4-e003Coalescence-mGAM-p5,2,4
C3-e003Coalescence-mBHI-inoculumn-redo,2,4
C3-e003Coalescence-mBHI-p1_S726,2,4
C3-e003Coalescence-mBHI-p5,2,4
C3-e003Coalescence-mBHI-p7,2,4
C3-e003Coalescence-mGAM-p1_S730,2,3
C3-e003Coalescence-mGAM-p3,2,4
C3-e003Coalescence-mGAM-p5,2,4
C3-e003Coalescence-mGAM-p7,2,4
Coalescence-B9-G3-ACPP-AE-mBHI-mGAM-7_S640,2,4
Coalescence-D12-B4-ACPP-AE-mBHI-mGAM-3_S667,2,4
Coalescence-E4-C3-ACPP-AE-mBHI-mBHI-3_S671,2,4
Coalescence-F6-G3-ACPP-AE-mBHI-mBHI-3_S685,2,4
F4-e003Coalescence-mBHI-p1_S797,1,4
F4-e003Coalescence-mBHI-p3_S23,2,4
F4-e003Coalescence-mBHI-p5_S15,2,4
F4-e003Coalescence-mBHI-p7_S111,2,4
F4-e003Coalescence-mGAM-p1_S801,2,4
F4-e003Coalescence-mGAM-p3_S71,2,4
F4-e003Coalescence-mGAM-p5_S63,2,4
F4-e003Coalescence-mGAM-p7_S159,2,4
G3-e003Coalescence-mBHI-p1_S790,2,3
G3-e003Coalescence-mBHI-p3_S34,2,4
G3-e003Coalescence-mBHI-p5_S26,2,4
G3-e003Coalescence-mBHI-p7_S122,2,4
G3-e003Coalescence-mGAM-p1_S794,1,4
G3-e003Coalescence-mGAM-p3_S82,1,3
G3-e003Coalescence-mGAM-p5_S74,2,4
