,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
E5-e003Coalescence-mBHI-p7_S100,6078,3944
F3-e003Coalescence-mGAM-p3_S70,5712,3673
E3-e003Coalescence-mGAM-p5_S50,5980,3852
E5-e003Coalescence-mBHI-p5_S4,6024,3930
F2-e003Coalescence-mGAM-p5_S61,5843,3825
F5-e003Coalescence-mBHI-p5_S16,5305,3308
E2-e003Coalescence-mBHI-p5_S1,6001,3924
E2-e003Coalescence-mBHI-p3_S9,6051,3938
G3-e003Coalescence-mBHI-p3_S34,5087,3133
G3-e003Coalescence-mBHI-p5_S26,6037,3882
H2-e003Coalescence-mBHI-p3_S45,6027,3938
E8-e003Coalescence-mBHI-p7_S101,1868,1295
E4-e003Coalescence-mGAM-p5_S51,4600,3158
F2-e003Coalescence-mBHI-p3_S21,6018,3839
E2-e003Coalescence-mBHI-p7_S97,5211,3526
F3-e003Coalescence-mBHI-p3_S22,6084,3907
G3-e003Coalescence-mBHI-p7_S122,5965,3821
G2-e003Coalescence-mGAM-p5_S73,5684,3721
F4-e003Coalescence-mBHI-p7_S111,5870,3795
F4-e003Coalescence-mGAM-p5_S63,4714,2839
F3-e003Coalescence-mBHI-p5_S14,6087,3920
E3-e003Coalescence-mGAM-p7_S146,5922,3787
F3-e003Coalescence-mGAM-p5_S62,6097,3912
E3-e003Coalescence-mBHI-p5_S2,4812,2983
H3-e003Coalescence-mBHI-p5_S38,5930,3809
G3-e003Coalescence-mGAM-p3_S82,6082,3914
F3-e003Coalescence-mGAM-p7_S158,6058,3881
F3-e003Coalescence-mBHI-p7_S110,4737,2962
F4-e003Coalescence-mBHI-p5_S15,5840,3717
F2-e003Coalescence-mBHI-p5_S13,6041,3887
F4-e003Coalescence-mBHI-p3_S23,5734,3665
F2-e003Coalescence-mGAM-p3_S69,5881,3821
G3-e003Coalescence-mGAM-p5_S74,5517,3422
E4-e003Coalescence-mGAM-p7_S147,4008,2776
E4-e003Coalescence-mGAM-p3_S59,5766,3815
F4-e003Coalescence-mGAM-p3_S71,5920,3781
G2-e003Coalescence-mBHI-p5_S25,5963,3902
E4-e003Coalescence-mBHI-p3_S11,6036,3930
E2-e003Coalescence-mGAM-p5_S49,3378,2259
F5-e003Coalescence-mBHI-p3_S24,5473,3449
F5-e003Coalescence-mBHI-p7_S112,2753,1645
F4-e003Coalescence-mGAM-p7_S159,5904,3820
G2-e003Coalescence-mGAM-p3_S81,5811,3812
