,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
B3-e004Assembly-mBHI-p5,3312,1888
B5-e003Coalescence-mBHI-p3,1818,958
C5-e003Coalescence-mBHI-inoculumn-redo,3775,2126
A10-e003Coalescence-mBHI-p5,3568,2056
BF-Fecal,3168,1834
AM-Fecal,2249,1318
B8-e003Assembly-mGAM-p3,1105,731
A4-e003Coalescence-mGAM-p5,3657,2065
D5-e003Coalescence-mBHI-p5,3826,2176
D3-e003Assembly-mBHI-p3,1776,990
e003-inoculumn-fecal-inoculumn,2481,1490
A8-e003Coalescence-mBHI-p7,3835,2177
e003-inoculumn-fecal-AC,2739,1550
B9-e003GlycerolRevival-mGAM-p2,2498,1296
B2-e003Coalescence-Inoculumn-mGAM,3693,2092
C5-e003Coalescence-mBHI-p5,2625,1530
C5-e003Coalescence-mGAM-p3,3725,2123
A3-e003Coalescence-mBHI-inoculumn-redo,1168,712
B12-e003Coalescence-mGAM-p3,3732,2110
A11-e003Coalescence-mBHI-p7,2995,1689
A3-e003Coalescence-Inoculumn-mGAM,2641,1472
C10-e003GlycerolRevival-mGAM-p2,3168,1707
D3-e003Assembly-mBHI-p5,3761,2123
A10-e003Coalescence-mGAM-p3,3621,2074
A9-e003Coalescence-mBHI-p3,3845,2176
A2-e003Coalescence-Inoculumn-mBHI,3846,2178
C3-e003Coalescence-mBHI-p5,3200,1844
D2-e003Assembly-mBHI-p3,3013,1784
B3-e003Assembly-mBHI-p5,2399,1209
A9-e003Coalescence-mBHI-p5,3766,2129
D5-e003Coalescence-Inoculumn-mBHI,3840,2176
B2-e003Coalescence-mGAM-p3,3745,2126
B4-e003Assembly-mBHI-p3,1319,848
C11-e003Coalescence-mGAM-p5,3766,2140
G4-e004Assembly-epsilon-p3,1860,1017
B3-e003Coalescence-Inoculumn-mBHI,3846,2178
A8-e003Coalescence-mBHI-p5,3766,2135
C2-e003Assembly-mBHI-p5,1514,868
BG-Fecal,3428,1930
D2-e003Coalescence-mGAM-p5,2387,1438
D3-e003Coalescence-mGAM-p3,3220,1792
D9-e003Coalescence-mGAM-p3,3815,2160
D3-e003Coalescence-mGAM-p5,3286,1785
C10-e003Coalescence-mGAM-p3,3585,2026
A5-e003Coalescence-mBHI-inoculumn-redo,3748,2128
D2-e003Assembly-mBHI-p5,2676,1575
B9-e003Coalescence-mGAM-p7,3015,1675
B11-e003Coalescence-mGAM-p7,2764,1409
C3-e003Coalescence-Inoculumn-mGAM,3835,2175
B5-e003Coalescence-mBHI-p7,1744,1006
A3-e003Coalescence-mGAM-p7,3796,2150
D4-e003Coalescence-Inoculumn-mBHI,3792,2153
B3-e003Coalescence-mBHI-p7,1689,932
D10-e003Coalescence-mGAM-p7,3813,2171
C12-e003Coalescence-mGAM-p3,3685,2098
C11-e003Coalescence-mGAM-p3,3843,2178
A10-e003Coalescence-mBHI-p7,3651,2095
C10-e003Coalescence-mBHI-p7,3780,2136
B9-e003Coalescence-mBHI-p5,3835,2175
B10-e003Coalescence-mBHI-p3,3367,1863
C11-e003Coalescence-mBHI-p5,3834,2166
A2-e003Coalescence-mGAM-p7,3423,1987
E3-e004Assembly-mGAM-p5,3615,2057
C3-e003GlycerolRevival-mBHI-p2,3469,1919
D10-e003Coalescence-mGAM-p3,2414,1388
B10-e003Coalescence-mGAM-p7,1118,582
C4-e004Assembly-mBHI-p3,3210,1848
A9-e003Coalescence-mBHI-p7,3845,2178
C2-e003Coalescence-Inoculumn-mGAM,3757,2139
B3-e003Coalescence-Inoculumn-mGAM,3813,2166
D11-e003Coalescence-mGAM-p7,2760,1541
D5-e003Coalescence-mGAM-p3,3815,2169
E4-e004Assembly-mGAM-p5,2870,1609
E5-e004Assembly-mGAM-p3,2876,1581
D2-e003Coalescence-Inoculumn-mBHI,3254,1922
B4-e003Coalescence-Inoculumn-mGAM,3842,2175
A10-e003Coalescence-mGAM-p7,3710,2096
B2-e003Assembly-mBHI-p3,3474,2011
D9-e003Coalescence-mBHI-p5,3709,2085
C4-e003Coalescence-Inoculumn-mGAM,3779,2137
D4-e003Coalescence-mGAM-p3,3726,2117
B9-e003Coalescence-mBHI-p7,3696,2077
A2-e003Coalescence-mGAM-p5,3591,2030
B11-e003GlycerolRevival-mGAM-p2,2354,1268
C5-e004Assembly-mBHI-p7,1359,758
D9-e003Coalescence-mBHI-p7,3357,1840
D3-e004Assembly-mGAM-p5,3573,2048
C5-e003Coalescence-mBHI-p7,2782,1601
D4-e004Assembly-mGAM-p7,3723,2100
C11-e003Coalescence-mGAM-p7,3567,2021
D10-e003Coalescence-mBHI-p7,3801,2158
C9-e003Coalescence-mBHI-p7,3544,1930
B8-e003Coalescence-mGAM-p5,3533,1994
C3-e004Assembly-mBHI-p3,3610,2058
B10-e003GlycerolRevival-mGAM-p2,2514,1482
B3-e003Coalescence-mBHI-p5,3587,2032
C2-e003Coalescence-mBHI-inoculumn-redo,2855,1654
C11-e003GlycerolRevival-mGAM-p2,1666,926
B2-e003Coalescence-Inoculumn-mBHI,3036,1706
A11-e003Coalescence-mBHI-p5,3692,2088
C10-e003Coalescence-mGAM-p5,3817,2158
C4-e003Assembly-mBHI-p5,3660,2058
A5-e003Coalescence-Inoculumn-mGAM,3492,2030
D4-e003Coalescence-Inoculumn-mGAM,3647,2061
C10-e003Coalescence-mBHI-p5,3774,2141
B9-e003Coalescence-mBHI-p3,3570,2000
C3-e003Coalescence-mBHI-inoculumn-redo,3605,2016
e004-inoculumn-fecal-AR,3680,2106
B5-e003Coalescence-mGAM-p3,3227,1755
BK-Fecal,1387,831
C3-e003Assembly-mBHI-p5,2005,1029
C9-e003Coalescence-mGAM-p5,3823,2168
A2-e003Coalescence-mBHI-inoculumn-redo,3810,2168
C2-e003Coalescence-mGAM-p5,2883,1691
C8-e003Coalescence-mBHI-p5,3831,2166
B8-e003Coalescence-mGAM-p7,3659,2039
B4-e003Coalescence-Inoculumn-mBHI,3717,2052
D2-e003Coalescence-Inoculumn-mGAM,3617,2074
B8-e003Coalescence-mBHI-p7,3795,2138
B3-e004Assembly-mBHI-p3,3618,2056
e003-inoculumn-fecal-AE,2423,1359
D3-e003Coalescence-Inoculumn-mGAM,3833,2175
B11-e003Coalescence-mBHI-p3,3620,2000
C5-e003Coalescence-Inoculumn-mGAM,3833,2176
e004-inoculumn-fecal-BE,2028,1217
BA-Fecal,1735,963
A11-e003Coalescence-mBHI-p3,3846,2178
A4-e003Coalescence-Inoculumn-mGAM,3820,2161
B4-e003Coalescence-mBHI-p3,2273,1226
A5-e003Coalescence-Inoculumn-mBHI,2431,1514
A9-e003Coalescence-mGAM-p5,3821,2162
C10-e003Coalescence-mGAM-p7,3816,2159
A11-e003Coalescence-mGAM-p3,3795,2156
C10-e003Coalescence-mBHI-p3,3800,2148
D2-e003Coalescence-mBHI-p3,3764,2110
H5-e003Coalescence-mBHI-p5_S40,3372,1954
E2-e003Coalescence-mGAM-p7_S145,3720,2135
G5-e003Coalescence-mBHI-p7_S124,2793,1570
H111-e003Coalescence-mGAM-p7_S188,3804,2161
F5-e003Coalescence-mGAM-p5_S64,2509,1357
F8-e003Coalescence-mBHI-p3_S117,3779,2113
H3-e003Coalescence-mBHI-p3_S46,3125,1656
F100-e003Coalescence-mGAM-p7_S163,3530,1911
F9-e003Coalescence-mBHI-p5_S18,3767,2121
E3-e003Coalescence-mGAM-p3_S58,3710,2135
E8-e003Coalescence-mBHI-p5_S5,3766,2156
E9-e003Coalescence-mBHI-p5_S6,3783,2133
H111-e003Coalescence-mBHI-p3_S144,3844,2177
G111-e003Coalescence-mGAM-p5_S80,3775,2149
G100-e003Coalescence-mGAM-p3_S179,2236,1338
F111-e003Coalescence-mGAM-p5_S68,2773,1483
G111-e003Coalescence-mBHI-p5_S32,3834,2175
H2-e003Coalescence-mGAM-p7_S181,3297,1879
G8-e003Coalescence-mGAM-p3_S177,1398,904
F2-e003Coalescence-mGAM-p7_S157,3158,1783
H3-e003Coalescence-mGAM-p3_S94,2078,1106
F3-e003Coalescence-mGAM-p3_S70,3082,1757
E100-e003Coalescence-mBHI-p7_S103,3622,2095
F9-e003Coalescence-mGAM-p5_S66,3723,2070
E100-e003Coalescence-mGAM-p3_S155,3138,1815
E3-e003Coalescence-mGAM-p5_S50,3841,2178
F5-e003Coalescence-mGAM-p3_S72,2505,1340
E9-e003Coalescence-mBHI-p7_S102,3791,2147
F111-e003Coalescence-mGAM-p7_S164,3697,2086
E111-e003Coalescence-mBHI-p5_S8,3807,2161
H100-e003Coalescence-mBHI-p5_S43,3843,2172
F2-e003Coalescence-mGAM-p5_S61,3839,2175
F8-e003Coalescence-mGAM-p5_S65,1709,874
H8-e003Coalescence-mBHI-p7_S137,3827,2175
G9-e003Coalescence-mGAM-p5_S78,2374,1257
G8-e003Coalescence-mGAM-p5_S77,3448,1964
G3-e003Coalescence-mBHI-p3_S34,3790,2139
G100-e003Coalescence-mBHI-p5_S31,3785,2148
F9-e003Coalescence-mBHI-p3_S118,1360,677
E111-e003Coalescence-mBHI-p3_S108,3742,2120
G3-e003Coalescence-mBHI-p5_S26,2971,1664
G5-e003Coalescence-mBHI-p5_S28,2977,1708
H111-e003Coalescence-mGAM-p5_S92,3816,2171
H9-e003Coalescence-mGAM-p5_S90,3464,1935
H2-e003Coalescence-mBHI-p3_S45,2938,1677
E8-e003Coalescence-mBHI-p7_S101,3816,2177
H2-e003Coalescence-mGAM-p3_S93,1534,867
E4-e003Coalescence-mGAM-p5_S51,2435,1468
G9-e003Coalescence-mGAM-p7_S174,3625,2030
E8-e003Coalescence-mGAM-p3_S153,3803,2154
G111-e003Coalescence-mGAM-p3_S180,3771,2132
G5-e003Coalescence-mGAM-p3_S84,3434,1967
H8-e003Coalescence-mBHI-p5_S41,3781,2138
E100-e003Coalescence-mBHI-p5_S7,3821,2166
G100-e003Coalescence-mGAM-p7_S175,1667,968
F9-e003Coalescence-mGAM-p7_S162,2999,1627
F8-e003Coalescence-mGAM-p7_S161,2711,1374
F3-e003Coalescence-mBHI-p3_S22,3712,2079
G3-e003Coalescence-mBHI-p7_S122,3434,1897
G5-e003Coalescence-mGAM-p5_S76,2312,1316
G5-e003Coalescence-mGAM-p7_S172,1154,626
G8-e003Coalescence-mBHI-p3_S129,3831,2168
E5-e003Coalescence-mGAM-p3_S60,3770,2113
G2-e003Coalescence-mGAM-p5_S73,3719,2160
E5-e003Coalescence-mGAM-p7_S148,3546,2008
H9-e003Coalescence-mGAM-p7_S186,3594,1985
E100-e003Coalescence-mGAM-p5_S55,3435,1985
H5-e003Coalescence-mGAM-p3_S96,3322,1920
H5-e003Coalescence-mGAM-p5_S88,2842,1591
H8-e003Coalescence-mGAM-p5_S89,3656,2094
F3-e003Coalescence-mBHI-p5_S14,3108,1755
F100-e003Coalescence-mBHI-p7_S115,3844,2176
E3-e003Coalescence-mGAM-p7_S146,3375,1951
F100-e003Coalescence-mGAM-p3_S167,3628,2050
G100-e003Coalescence-mBHI-p3_S131,2287,1376
E9-e003Coalescence-mGAM-p3_S154,3818,2144
G111-e003Coalescence-mBHI-p7_S128,3796,2151
F111-e003Coalescence-mGAM-p3_S168,3733,2123
F8-e003Coalescence-mBHI-p7_S113,3676,2053
H4-e003Coalescence-mBHI-p3_S47,1956,1149
G8-e003Coalescence-mBHI-p7_S125,3743,2139
F4-e003Coalescence-mBHI-p5_S15,2733,1486
H111-e003Coalescence-mBHI-p5_S44,3806,2153
E111-e003Coalescence-mBHI-p7_S104,3815,2161
E2-e003Coalescence-mGAM-p3_S57,3771,2156
F4-e003Coalescence-mBHI-p3_S23,1546,761
F2-e003Coalescence-mGAM-p3_S69,3458,1984
E9-e003Coalescence-mGAM-p5_S54,2479,1391
G3-e003Coalescence-mGAM-p5_S74,1818,1005
E111-e003Coalescence-mGAM-p5_S56,3570,2006
G100-e003Coalescence-mGAM-p5_S79,3758,2136
G9-e003Coalescence-mBHI-p3_S130,3590,1993
E4-e003Coalescence-mGAM-p3_S59,2080,1257
H100-e003Coalescence-mBHI-p7_S139,3833,2169
G8-e003Coalescence-mBHI-p5_S29,3824,2174
G8-e003Coalescence-mGAM-p7_S173,3782,2137
E2-e003Coalescence-mGAM-p5_S49,3695,2116
H9-e003Coalescence-mBHI-p5_S42,3796,2139
H111-e003Coalescence-mGAM-p3_S192,3829,2173
F5-e003Coalescence-mBHI-p3_S24,2240,1143
E8-e003Coalescence-mBHI-p3_S105,3777,2166
E8-e003Coalescence-mGAM-p7_S149,1441,888
G9-e003Coalescence-mBHI-p5_S30,3827,2158
F111-e003Coalescence-mBHI-p7_S116,3619,2012
F5-e003Coalescence-mBHI-p7_S112,1533,831
F111-e003Coalescence-mBHI-p3_S120,3466,1864
H3-e003Coalescence-mGAM-p5_S86,1241,658
E100-e003Coalescence-mGAM-p7_S151,3658,2103
G9-e003Coalescence-mGAM-p3_S178,3794,2134
H9-e003Coalescence-mBHI-p7_S138,2660,1462
H8-e003Coalescence-mGAM-p7_S185,3790,2160
G2-e003Coalescence-mGAM-p3_S81,3627,2093
F111-e003Coalescence-mBHI-p5_S20,2554,1358
F8-e003Coalescence-mBHI-p5_S17,3751,2114
G100-e003Coalescence-mBHI-p7_S127,3774,2153
