,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
D8-e003Coalescence-mBHI-p5,3062,5695
E5-e004Assembly-mGAM-p7,2718,4987
B10-e003Coalescence-mBHI-p5,3116,5769
D5-e003Coalescence-Inoculumn-mGAM,3086,5724
B3-e004Assembly-mBHI-p5,2693,5089
B5-e003Coalescence-mBHI-p3,1462,2668
C5-e003Coalescence-mBHI-inoculumn-redo,3073,5708
A10-e003Coalescence-mBHI-p5,2867,5294
BF-Fecal,2580,4884
AM-Fecal,1838,3481
B8-e003Assembly-mGAM-p3,901,1797
A4-e003Coalescence-mGAM-p5,3001,5562
D5-e003Coalescence-mBHI-p5,3129,5814
D3-e003Assembly-mBHI-p3,1409,2613
e003-inoculumn-fecal-inoculumn,2031,3733
A8-e003Coalescence-mBHI-p7,3135,5828
e003-inoculumn-fecal-AC,2254,4236
B9-e003GlycerolRevival-mGAM-p2,1984,3646
B2-e003Coalescence-Inoculumn-mGAM,3018,5700
C5-e003Coalescence-mBHI-p5,2139,4073
C5-e003Coalescence-mGAM-p3,3027,5648
A3-e003Coalescence-mBHI-inoculumn-redo,825,1896
B12-e003Coalescence-mGAM-p3,3032,5643
A11-e003Coalescence-mBHI-p7,2424,4503
A3-e003Coalescence-Inoculumn-mGAM,2112,4323
C10-e003GlycerolRevival-mGAM-p2,2566,4457
D3-e003Assembly-mBHI-p5,3059,5700
A10-e003Coalescence-mGAM-p3,2989,5464
A9-e003Coalescence-mBHI-p3,3134,5830
A2-e003Coalescence-Inoculumn-mBHI,3109,5787
C3-e003Coalescence-mBHI-p5,2648,4833
D2-e003Assembly-mBHI-p3,2436,4793
B3-e003Assembly-mBHI-p5,1987,3668
A9-e003Coalescence-mBHI-p5,3068,5711
D5-e003Coalescence-Inoculumn-mBHI,3132,5815
B2-e003Coalescence-mGAM-p3,2981,5599
B4-e003Assembly-mBHI-p3,1102,2038
C11-e003Coalescence-mGAM-p5,3066,5717
G4-e004Assembly-epsilon-p3,1498,2690
B3-e003Coalescence-Inoculumn-mBHI,3003,5560
A8-e003Coalescence-mBHI-p5,3077,5735
C2-e003Assembly-mBHI-p5,1216,2342
BG-Fecal,2748,5171
D2-e003Coalescence-mGAM-p5,1966,3577
D3-e003Coalescence-mGAM-p3,2602,4841
D9-e003Coalescence-mGAM-p3,3105,5781
D3-e003Coalescence-mGAM-p5,2661,4972
C10-e003Coalescence-mGAM-p3,2949,5416
A5-e003Coalescence-mBHI-inoculumn-redo,3081,5713
D2-e003Assembly-mBHI-p5,2191,4209
B9-e003Coalescence-mGAM-p7,2474,4604
B11-e003Coalescence-mGAM-p7,2217,4202
C3-e003Coalescence-Inoculumn-mGAM,3128,5820
B5-e003Coalescence-mBHI-p7,1427,2663
A3-e003Coalescence-mGAM-p7,3030,5669
D4-e003Coalescence-Inoculumn-mBHI,3092,5746
B3-e003Coalescence-mBHI-p7,1382,2495
D10-e003Coalescence-mGAM-p7,3112,5773
C12-e003Coalescence-mGAM-p3,2996,5514
C11-e003Coalescence-mGAM-p3,3137,5828
A10-e003Coalescence-mBHI-p7,2934,5441
C10-e003Coalescence-mBHI-p7,3110,5711
B9-e003Coalescence-mBHI-p5,3125,5815
B10-e003Coalescence-mBHI-p3,2702,4802
C11-e003Coalescence-mBHI-p5,3135,5828
A2-e003Coalescence-mGAM-p7,2799,5244
E3-e004Assembly-mGAM-p5,2939,5525
C3-e003GlycerolRevival-mBHI-p2,2853,5353
D10-e003Coalescence-mGAM-p3,1955,3463
B10-e003Coalescence-mGAM-p7,908,1474
C4-e004Assembly-mBHI-p3,2673,4924
A9-e003Coalescence-mBHI-p7,3136,5831
C2-e003Coalescence-Inoculumn-mGAM,3072,5728
B3-e003Coalescence-Inoculumn-mGAM,3107,5797
D11-e003Coalescence-mGAM-p7,2238,4055
D5-e003Coalescence-mGAM-p3,3098,5784
E4-e004Assembly-mGAM-p5,2397,4431
E5-e004Assembly-mGAM-p3,2320,4068
D2-e003Coalescence-Inoculumn-mBHI,2692,5216
B4-e003Coalescence-Inoculumn-mGAM,3136,5824
A10-e003Coalescence-mGAM-p7,3048,5631
B2-e003Assembly-mBHI-p3,2866,5350
D9-e003Coalescence-mBHI-p5,3033,5626
C4-e003Coalescence-Inoculumn-mGAM,3137,5832
D4-e003Coalescence-mGAM-p3,3048,5663
B9-e003Coalescence-mBHI-p7,3008,5569
A2-e003Coalescence-mGAM-p5,2935,5453
B11-e003GlycerolRevival-mGAM-p2,1806,3261
C5-e004Assembly-mBHI-p7,1152,2129
D9-e003Coalescence-mBHI-p7,2699,5160
D3-e004Assembly-mGAM-p5,2918,5500
C5-e003Coalescence-mBHI-p7,2256,4290
D4-e004Assembly-mGAM-p7,3043,5627
C11-e003Coalescence-mGAM-p7,2873,5324
D10-e003Coalescence-mBHI-p7,3113,5742
C9-e003Coalescence-mBHI-p7,2862,5126
B8-e003Coalescence-mGAM-p5,2840,5303
C3-e004Assembly-mBHI-p3,2955,5549
B10-e003GlycerolRevival-mGAM-p2,2058,3769
B3-e003Coalescence-mBHI-p5,2899,5483
C2-e003Coalescence-mBHI-inoculumn-redo,2294,4282
C11-e003GlycerolRevival-mGAM-p2,1302,2487
B2-e003Coalescence-Inoculumn-mBHI,2137,4313
A11-e003Coalescence-mBHI-p5,3002,5575
C10-e003Coalescence-mGAM-p5,3132,5817
C4-e003Assembly-mBHI-p5,3022,5543
A5-e003Coalescence-Inoculumn-mGAM,2837,5409
D4-e003Coalescence-Inoculumn-mGAM,2988,5411
C10-e003Coalescence-mBHI-p5,3109,5752
B9-e003Coalescence-mBHI-p3,2918,5420
C3-e003Coalescence-mBHI-inoculumn-redo,2914,5398
e004-inoculumn-fecal-AR,3018,5584
B5-e003Coalescence-mGAM-p3,2594,4859
BK-Fecal,1101,2160
C3-e003Assembly-mBHI-p5,1616,3062
C9-e003Coalescence-mGAM-p5,3118,5787
A2-e003Coalescence-mBHI-inoculumn-redo,3122,5808
C2-e003Coalescence-mGAM-p5,2355,4509
C8-e003Coalescence-mBHI-p5,3135,5832
B8-e003Coalescence-mGAM-p7,2962,5559
B4-e003Coalescence-Inoculumn-mBHI,3024,5590
D2-e003Coalescence-Inoculumn-mGAM,2924,5567
B8-e003Coalescence-mBHI-p7,3078,5768
B3-e004Assembly-mBHI-p3,2954,5539
e003-inoculumn-fecal-AE,2021,3617
D3-e003Coalescence-Inoculumn-mGAM,3128,5818
B11-e003Coalescence-mBHI-p3,2935,5487
C5-e003Coalescence-Inoculumn-mGAM,3126,5808
e004-inoculumn-fecal-BE,1642,2947
BA-Fecal,1451,2662
A11-e003Coalescence-mBHI-p3,3136,5831
A4-e003Coalescence-Inoculumn-mGAM,3135,5822
B4-e003Coalescence-mBHI-p3,1761,3356
A5-e003Coalescence-Inoculumn-mBHI,2047,4140
A9-e003Coalescence-mGAM-p5,3109,5787
C10-e003Coalescence-mGAM-p7,3132,5820
A11-e003Coalescence-mGAM-p3,3089,5761
C10-e003Coalescence-mBHI-p3,3125,5802
D2-e003Coalescence-mBHI-p3,3050,5686
H5-e003Coalescence-mBHI-p5_S40,2767,5166
E2-e003Coalescence-mGAM-p7_S145,3041,5696
G5-e003Coalescence-mBHI-p7_S124,2242,4163
H111-e003Coalescence-mGAM-p7_S188,3085,5737
F5-e003Coalescence-mGAM-p5_S64,2023,3774
F8-e003Coalescence-mBHI-p3_S117,3046,5691
H3-e003Coalescence-mBHI-p3_S46,2514,4703
F100-e003Coalescence-mGAM-p7_S163,2913,5099
F9-e003Coalescence-mBHI-p5_S18,3079,5714
E3-e003Coalescence-mGAM-p3_S58,2940,5636
E8-e003Coalescence-mBHI-p5_S5,3073,5767
E9-e003Coalescence-mBHI-p5_S6,3076,5733
H111-e003Coalescence-mBHI-p3_S144,3131,5819
G111-e003Coalescence-mGAM-p5_S80,3070,5680
G100-e003Coalescence-mGAM-p3_S179,1937,3302
F111-e003Coalescence-mGAM-p5_S68,2221,4064
G111-e003Coalescence-mBHI-p5_S32,3137,5831
H2-e003Coalescence-mGAM-p7_S181,2648,4991
G8-e003Coalescence-mGAM-p3_S177,1061,1908
F2-e003Coalescence-mGAM-p7_S157,2227,4270
H3-e003Coalescence-mGAM-p3_S94,1678,3283
F3-e003Coalescence-mGAM-p3_S70,2494,4655
E100-e003Coalescence-mBHI-p7_S103,2955,5506
F9-e003Coalescence-mGAM-p5_S66,3012,5601
E100-e003Coalescence-mGAM-p3_S155,2471,4461
E3-e003Coalescence-mGAM-p5_S50,3135,5829
F5-e003Coalescence-mGAM-p3_S72,2041,3861
E9-e003Coalescence-mBHI-p7_S102,3090,5746
F111-e003Coalescence-mGAM-p7_S164,2996,5604
E111-e003Coalescence-mBHI-p5_S8,3110,5777
H100-e003Coalescence-mBHI-p5_S43,3135,5822
F2-e003Coalescence-mGAM-p5_S61,3107,5808
F8-e003Coalescence-mGAM-p5_S65,1337,2605
H8-e003Coalescence-mBHI-p7_S137,3115,5811
G9-e003Coalescence-mGAM-p5_S78,1894,3176
G8-e003Coalescence-mGAM-p5_S77,2797,5053
G3-e003Coalescence-mBHI-p3_S34,3087,5705
G100-e003Coalescence-mBHI-p5_S31,3120,5779
F9-e003Coalescence-mBHI-p3_S118,1074,2068
E111-e003Coalescence-mBHI-p3_S108,3032,5626
G3-e003Coalescence-mBHI-p5_S26,2342,4461
G5-e003Coalescence-mBHI-p5_S28,2415,4540
H111-e003Coalescence-mGAM-p5_S92,3109,5792
H9-e003Coalescence-mGAM-p5_S90,2797,5301
H2-e003Coalescence-mBHI-p3_S45,2383,4420
E8-e003Coalescence-mBHI-p7_S101,3119,5829
H2-e003Coalescence-mGAM-p3_S93,1271,2369
E4-e003Coalescence-mGAM-p5_S51,1983,3768
G9-e003Coalescence-mGAM-p7_S174,2943,5306
E8-e003Coalescence-mGAM-p3_S153,3133,5813
G111-e003Coalescence-mGAM-p3_S180,3070,5702
G5-e003Coalescence-mGAM-p3_S84,2797,5184
H8-e003Coalescence-mBHI-p5_S41,3089,5743
E100-e003Coalescence-mBHI-p5_S7,3131,5818
G100-e003Coalescence-mGAM-p7_S175,1407,2358
F9-e003Coalescence-mGAM-p7_S162,2461,4728
F8-e003Coalescence-mGAM-p7_S161,2088,4072
F3-e003Coalescence-mBHI-p3_S22,3022,5609
G3-e003Coalescence-mBHI-p7_S122,2732,5072
G5-e003Coalescence-mGAM-p5_S76,1811,3452
G5-e003Coalescence-mGAM-p7_S172,897,1679
G8-e003Coalescence-mBHI-p3_S129,3136,5824
E5-e003Coalescence-mGAM-p3_S60,3049,5619
G2-e003Coalescence-mGAM-p5_S73,3038,5725
E5-e003Coalescence-mGAM-p7_S148,2843,5267
H9-e003Coalescence-mGAM-p7_S186,2918,5432
E100-e003Coalescence-mGAM-p5_S55,2790,5081
H5-e003Coalescence-mGAM-p3_S96,2716,5059
H5-e003Coalescence-mGAM-p5_S88,2271,4077
H8-e003Coalescence-mGAM-p5_S89,2984,5564
F3-e003Coalescence-mBHI-p5_S14,2552,4761
F100-e003Coalescence-mBHI-p7_S115,3127,5818
E3-e003Coalescence-mGAM-p7_S146,2526,5048
F100-e003Coalescence-mGAM-p3_S167,2923,5484
G100-e003Coalescence-mBHI-p3_S131,1858,3709
E9-e003Coalescence-mGAM-p3_S154,3109,5782
G111-e003Coalescence-mBHI-p7_S128,3104,5756
F111-e003Coalescence-mGAM-p3_S168,3046,5686
F8-e003Coalescence-mBHI-p7_S113,2974,5550
H4-e003Coalescence-mBHI-p3_S47,1554,3001
G8-e003Coalescence-mBHI-p7_S125,3066,5706
F4-e003Coalescence-mBHI-p5_S15,2216,4121
H111-e003Coalescence-mBHI-p5_S44,3105,5766
E111-e003Coalescence-mBHI-p7_S104,3112,5782
E2-e003Coalescence-mGAM-p3_S57,3092,5764
F4-e003Coalescence-mBHI-p3_S23,1222,2348
F2-e003Coalescence-mGAM-p3_S69,2614,5188
E9-e003Coalescence-mGAM-p5_S54,2013,3831
G3-e003Coalescence-mGAM-p5_S74,1425,2585
E111-e003Coalescence-mGAM-p5_S56,2885,5372
G100-e003Coalescence-mGAM-p5_S79,3117,5708
G9-e003Coalescence-mBHI-p3_S130,2909,5238
E4-e003Coalescence-mGAM-p3_S59,1709,3307
H100-e003Coalescence-mBHI-p7_S139,3137,5828
G8-e003Coalescence-mBHI-p5_S29,3126,5809
G8-e003Coalescence-mGAM-p7_S173,3106,5704
E2-e003Coalescence-mGAM-p5_S49,2998,5605
H9-e003Coalescence-mBHI-p5_S42,3080,5764
H111-e003Coalescence-mGAM-p3_S192,3125,5809
F5-e003Coalescence-mBHI-p3_S24,1788,3400
E8-e003Coalescence-mBHI-p3_S105,3097,5789
E8-e003Coalescence-mGAM-p7_S149,1152,2296
G9-e003Coalescence-mBHI-p5_S30,3104,5760
F111-e003Coalescence-mBHI-p7_S116,2930,5514
F5-e003Coalescence-mBHI-p7_S112,1150,2131
F111-e003Coalescence-mBHI-p3_S120,2805,5190
H3-e003Coalescence-mGAM-p5_S86,987,1868
E100-e003Coalescence-mGAM-p7_S151,3063,5599
G9-e003Coalescence-mGAM-p3_S178,3084,5717
H9-e003Coalescence-mBHI-p7_S138,2161,4227
H8-e003Coalescence-mGAM-p7_S185,3083,5702
G2-e003Coalescence-mGAM-p3_S81,2950,5556
F111-e003Coalescence-mBHI-p5_S20,2021,3890
F8-e003Coalescence-mBHI-p5_S17,3076,5736
G100-e003Coalescence-mBHI-p7_S127,3122,5769
