,B3-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,2992,5461
C9-e003Coalescence-mGAM-p3,3177,5907
C11-e003Coalescence-mBHI-p3,3153,5798
D11-e003Coalescence-mBHI-p5,3053,5606
C9-e003Coalescence-mGAM-p7,3151,5882
C8-e003Coalescence-mGAM-p7,3099,5713
D10-e003Coalescence-mBHI-p3,3203,5922
A8-e003Coalescence-mBHI-p3,3194,5928
e004-inoculumn-fecal-BD,1046,1741
B9-e003Coalescence-mGAM-p5,3201,5941
A4-e003Coalescence-mBHI-inoculumn-redo,1614,2861
B3-e003Coalescence-mBHI-p3,3198,5952
B3-e004Assembly-mBHI-p7,2649,4754
B5-e004Assembly-mBHI-p7,2624,4952
D4-e003Coalescence-mBHI-p3,1404,2484
C4-e003GlycerolRevival-mBHI-p2,3159,5892
C5-e004Assembly-mBHI-p3,2829,5274
C3-e004Assembly-mBHI-p5,2531,4510
B8-e003Assembly-mGAM-p5,1054,1857
B12-e003Coalescence-mBHI-p3,1030,2057
e004-inoculumn-fecal-AK,1377,2454
D3-e004Assembly-mGAM-p7,3054,5595
D4-e004Assembly-mGAM-p5,2296,4298
D3-e003Coalescence-Inoculumn-mBHI,3213,5959
C3-e003Coalescence-mBHI-p7,2225,4243
D11-e003Coalescence-mGAM-p5,3205,5929
A11-e003Coalescence-mGAM-p7,2388,4273
B8-e003Coalescence-mBHI-p5,3202,5937
B10-e003Assembly-mGAM-p5,1634,2883
C2-e003Coalescence-mGAM-p7,3216,5962
B11-e003Coalescence-mGAM-p3,3221,5976
B5-e003Assembly-mBHI-p5,1563,2704
D8-e003Assembly-mGAM-p5,2160,4023
D5-e003Coalescence-mGAM-p5,1570,2742
B5-e003Coalescence-mBHI-p5,840,1677
D5-e003Coalescence-mBHI-p7,1298,2311
C9-e003Coalescence-mBHI-p5,3205,5921
A5-e003Coalescence-mGAM-p3,2969,5397
A2-e003Coalescence-Inoculumn-mGAM,1682,3162
E5-e004Assembly-mGAM-p5,3074,5705
D8-e003Coalescence-mGAM-p5,3155,5829
A12-e003Coalescence-mGAM-p3,2358,4219
C4-e004Assembly-mBHI-p5,1126,2101
D9-e003Coalescence-mGAM-p7,2958,5456
D8-e003Assembly-mGAM-p3,1253,2305
E4-e004Assembly-mGAM-p7,2133,4056
E3-e004Assembly-mGAM-p3,3063,5574
B10-e003Coalescence-mGAM-p3,3090,5773
A9-e003Coalescence-mGAM-p7,2772,5252
B5-e003Coalescence-Inoculumn-mGAM,3186,5888
D10-e003Coalescence-mBHI-p5,3090,5657
D5-e003Coalescence-mBHI-p3,3087,5609
D9-e003Coalescence-mGAM-p5,3187,5904
C9-e003Coalescence-mBHI-p3,3213,5968
D10-e003Coalescence-mGAM-p5,3207,5947
C8-e003Coalescence-mBHI-p7,3134,5790
C3-e004Assembly-mBHI-p7,1923,3387
B5-e003Coalescence-mGAM-p5,1766,3115
BB-Fecal,3153,5881
B5-e003Coalescence-Inoculumn-mBHI,3015,5561
C2-e003Coalescence-mGAM-p3,2001,3575
D8-e003Coalescence-mBHI-p5,3148,5818
E5-e004Assembly-mGAM-p7,2776,5119
B10-e003Coalescence-mBHI-p5,3199,5944
D5-e003Coalescence-Inoculumn-mGAM,3221,5976
B3-e004Assembly-mBHI-p5,2825,5095
B5-e003Coalescence-mBHI-p3,1426,2733
C5-e003Coalescence-mBHI-inoculumn-redo,3141,5801
A10-e003Coalescence-mBHI-p5,3021,5592
BF-Fecal,2713,4794
AM-Fecal,1902,3473
B8-e003Assembly-mGAM-p3,1070,1799
