,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,0.762,0.23099999999999998
C9-e003Coalescence-mGAM-p3,0.208,0.015369110035678831
C11-e003Coalescence-mBHI-p3,0.731,0.263
D11-e003Coalescence-mBHI-p5,0.008238692433066104,0.9906579111153823
C9-e003Coalescence-mGAM-p7,0.125,0.01687633470060727
C8-e003Coalescence-mGAM-p7,0.9753238490001566,0.008057177506198974
D10-e003Coalescence-mBHI-p3,0.611,0.375
A8-e003Coalescence-mBHI-p3,0.007816485544500715,0.012179940155581567
e004-inoculumn-fecal-BD,0.22485460198401583,0.2400076362256461
B9-e003Coalescence-mGAM-p5,0.005478433885514041,0.014666509470884695
A4-e003Coalescence-mBHI-inoculumn-redo,0.12157649769642442,0.144705625141533
B3-e003Coalescence-mBHI-p3,0.0035177723262480873,0.006791013878043835
B3-e004Assembly-mBHI-p7,0.07152992917032448,0.05486967516426509
B5-e004Assembly-mBHI-p7,0.9371317954690102,0.028832513145650898
D4-e003Coalescence-mBHI-p3,0.1336694180287399,0.8572627171613375
C4-e003GlycerolRevival-mBHI-p2,0.643,0.019314480705320377
C5-e004Assembly-mBHI-p3,0.04367265341452121,0.04554305153556581
C3-e004Assembly-mBHI-p5,0.07680497348162155,0.060505739851848546
B8-e003Assembly-mGAM-p5,0.2170713142671484,0.2466055950558499
B12-e003Coalescence-mBHI-p3,0.15679850024398456,0.364
e004-inoculumn-fecal-AK,0.19735824190439688,0.17943647387698114
D3-e004Assembly-mGAM-p7,0.02221636839909329,0.014810742087740844
D4-e004Assembly-mGAM-p5,0.06826710118249482,0.07817962103209239
D3-e003Coalescence-Inoculumn-mBHI,0.006990326139309767,0.525
C3-e003Coalescence-mBHI-p7,0.0610898738857665,0.0880093017217265
D11-e003Coalescence-mGAM-p5,0.00023711568849267976,0.9996019351118529
A11-e003Coalescence-mGAM-p7,0.03745363100161735,0.9595069436835559
B8-e003Coalescence-mBHI-p5,0.00993181112589416,0.022560949331083373
B10-e003Assembly-mGAM-p5,0.8954090542387992,0.1011627800031402
C2-e003Coalescence-mGAM-p7,0.003606180675066541,0.0057703680536736945
B11-e003Coalescence-mGAM-p3,0.002978291727928918,0.084
B5-e003Assembly-mBHI-p5,0.10345945276843446,0.8387146598526689
D8-e003Assembly-mGAM-p5,0.08005840926887502,0.0946229031944767
D5-e003Coalescence-mGAM-p5,0.10587118588424756,0.8827366050572358
B5-e003Coalescence-mBHI-p5,0.2315784082884911,0.27121993841104963
D5-e003Coalescence-mBHI-p7,0.1489800092349416,0.846838424268884
C9-e003Coalescence-mBHI-p5,0.296,0.01849478627493038
A5-e003Coalescence-mGAM-p3,0.008807116407642712,0.9878890060236436
A2-e003Coalescence-Inoculumn-mGAM,0.11318408623743682,0.1272669188248143
E5-e004Assembly-mGAM-p5,0.970294884669853,0.009325013985161234
D8-e003Coalescence-mGAM-p5,0.0019111095316866231,0.9980547107298651
A12-e003Coalescence-mGAM-p3,0.040979485327692106,0.9582874218153853
C4-e004Assembly-mBHI-p5,0.2094713832784689,0.2167702414070853
D9-e003Coalescence-mGAM-p7,0.018932122602988696,0.417
D8-e003Assembly-mGAM-p3,0.19240366598506975,0.20771058120617636
E4-e004Assembly-mGAM-p7,0.08300548017413904,0.09653484387822656
E3-e004Assembly-mGAM-p3,0.02117672436838131,0.014292230214964124
B10-e003Coalescence-mGAM-p3,0.231,0.027812656548284503
A9-e003Coalescence-mGAM-p7,0.027538468281350537,0.07518508931123978
B5-e003Coalescence-Inoculumn-mGAM,0.008421547046152568,0.471
D10-e003Coalescence-mBHI-p5,0.533,0.444
D5-e003Coalescence-mBHI-p3,0.0046580518943488206,0.9910634564256207
D9-e003Coalescence-mGAM-p5,0.012311367430131613,0.194
C9-e003Coalescence-mBHI-p3,0.321,0.013868438195483982
D10-e003Coalescence-mGAM-p5,0.0028689664438586284,0.9969198326877216
C8-e003Coalescence-mBHI-p7,0.737,0.015050782876276658
C3-e004Assembly-mBHI-p7,0.12766458331732417,0.10908886136608698
B5-e003Coalescence-mGAM-p5,0.09502696654254279,0.8
BB-Fecal,0.008896364125047905,0.020587866357865095
B5-e003Coalescence-Inoculumn-mBHI,0.01532194266532383,0.571
C2-e003Coalescence-mGAM-p3,0.1002520990873478,0.11225034925543988
D8-e003Coalescence-mBHI-p5,0.0016636942734212176,0.9980196941831565
E5-e004Assembly-mGAM-p7,0.9416201181159765,0.025464533248209395
B10-e003Coalescence-mBHI-p5,0.25,0.017487247150945694
D5-e003Coalescence-Inoculumn-mGAM,3.358992499699559e-05,0.9999330655800974
B3-e004Assembly-mBHI-p5,0.04899360914950101,0.037103702729197524
B5-e003Coalescence-mBHI-p3,0.13844946103129036,0.1593047472640301
C5-e003Coalescence-mBHI-inoculumn-redo,0.008109179018414646,0.9604969103958158
A10-e003Coalescence-mBHI-p5,0.625,0.023468804768129653
BF-Fecal,0.04606668429265115,0.0918823716074964
AM-Fecal,0.12598122565049255,0.10321409729998146
B8-e003Assembly-mGAM-p3,0.22990272856157976,0.24526494187943101
A4-e003Coalescence-mGAM-p5,0.006298723478211545,0.9809832876760405
D5-e003Coalescence-mBHI-p5,0.004651964154905179,0.0073921875099773725
D3-e003Assembly-mBHI-p3,0.16487643950102135,0.18602560651666936
e003-inoculumn-fecal-inoculumn,0.08886498805431779,0.10489653547012719
A8-e003Coalescence-mBHI-p7,0.0037355060216957233,0.0059968600531595945
e003-inoculumn-fecal-AC,0.061261041656902354,0.08708305969313836
B9-e003GlycerolRevival-mGAM-p2,0.08384167287849519,0.12495713297208219
B2-e003Coalescence-Inoculumn-mGAM,0.0162234645881614,0.03878127804163056
C5-e003Coalescence-mBHI-p5,0.0488947893769863,0.9144179590104112
C5-e003Coalescence-mGAM-p3,0.0040303727432415715,0.9878162425851712
A3-e003Coalescence-mBHI-inoculumn-redo,0.21615900727943174,0.25721523701784615
B12-e003Coalescence-mGAM-p3,0.014459898428074124,0.0417967848834332
A11-e003Coalescence-mBHI-p7,0.031404311129336324,0.965404663188085
A3-e003Coalescence-Inoculumn-mGAM,0.05815961198027528,0.0979899919463565
