,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
C12-e003Coalescence-mBHI-p3,0.04587316035371711,0.05328501244214964
C9-e003Coalescence-mGAM-p3,0.011577090382887104,0.87
C11-e003Coalescence-mBHI-p3,0.028201331090466148,0.03509514696444251
D11-e003Coalescence-mBHI-p5,0.025300662262397296,0.04076812815479157
C9-e003Coalescence-mGAM-p7,0.008686195085418588,0.9772374869130687
C8-e003Coalescence-mGAM-p7,0.143,0.027839216765641824
D10-e003Coalescence-mBHI-p3,0.024086385764802334,0.030474994682076203
A8-e003Coalescence-mBHI-p3,0.9995205665374854,0.00026869431360556793
e004-inoculumn-fecal-BD,0.24505531058518026,0.2482863626163975
B9-e003Coalescence-mGAM-p5,0.0021478174128487467,0.9934043737222175
A4-e003Coalescence-mBHI-inoculumn-redo,0.8985817346442475,0.09361497533954077
B3-e003Coalescence-mBHI-p3,0.003940920818578985,0.302
B3-e004Assembly-mBHI-p7,0.07153830995177747,0.06970829472660867
B5-e004Assembly-mBHI-p7,0.05780334242155211,0.05538945993088335
D4-e003Coalescence-mBHI-p3,0.16890377380440122,0.21570753168338397
C4-e003GlycerolRevival-mBHI-p2,0.021932437463332663,0.471
C5-e004Assembly-mBHI-p3,0.04782538979634847,0.05338934474603665
C3-e004Assembly-mBHI-p5,0.07427543305568363,0.07347333311276487
B8-e003Assembly-mGAM-p5,0.8171577596835302,0.1833317747730385
B12-e003Coalescence-mBHI-p3,0.16109075418810012,0.7854054385070502
e004-inoculumn-fecal-AK,0.19537339279890417,0.19279057753844675
D3-e004Assembly-mGAM-p7,0.023008604373439774,0.023109564153007866
D4-e004Assembly-mGAM-p5,0.08644854172383178,0.0884935701077759
D3-e003Coalescence-Inoculumn-mBHI,0.0122384511626489,0.568
C3-e003Coalescence-mBHI-p7,0.045853698693597504,0.952630001408979
D11-e003Coalescence-mGAM-p5,0.009204506568866467,0.01577102145526789
A11-e003Coalescence-mGAM-p7,0.07016341066419368,0.09855717004553377
B8-e003Coalescence-mBHI-p5,0.015483815808041682,0.824
B10-e003Assembly-mGAM-p5,0.15212382220041673,0.14909650030366423
C2-e003Coalescence-mGAM-p7,0.9998800361509538,3.676471623502018e-05
B11-e003Coalescence-mGAM-p3,0.00550867199670604,0.924
B5-e003Assembly-mBHI-p5,0.13441458493075187,0.17296136954125943
D8-e003Assembly-mGAM-p5,0.9460868943149374,0.05223362017430946
D5-e003Coalescence-mGAM-p5,0.13895932400789435,0.1544091975063863
B5-e003Coalescence-mBHI-p5,0.2171694602916356,0.7500077200679314
D5-e003Coalescence-mBHI-p7,0.18986779999404524,0.21880708565264884
C9-e003Coalescence-mBHI-p5,0.016495322231365815,0.7635000000000001
A5-e003Coalescence-mGAM-p3,0.032803980719342346,0.04982629722259623
A2-e003Coalescence-Inoculumn-mGAM,0.9126705687040679,0.07705573200575269
E5-e004Assembly-mGAM-p5,0.02760961861629375,0.02673400995826721
D8-e003Coalescence-mGAM-p5,0.02059195516903949,0.03263171551057039
A12-e003Coalescence-mGAM-p3,0.0699357238981448,0.09482554965182362
C4-e004Assembly-mBHI-p5,0.22120516997840137,0.22876904286930175
D9-e003Coalescence-mGAM-p7,0.026035557372865892,0.706
D8-e003Assembly-mGAM-p3,0.8329955819840771,0.1527533877734005
E4-e004Assembly-mGAM-p7,0.10408714468608274,0.10546074783970527
E3-e004Assembly-mGAM-p3,0.021717470544327228,0.022025361794918517
B10-e003Coalescence-mGAM-p3,0.016704371940510616,0.9569446817237421
A9-e003Coalescence-mGAM-p7,0.026998553641431878,0.9348225626422597
B5-e003Coalescence-Inoculumn-mGAM,0.014809820651909496,0.667
D10-e003Coalescence-mBHI-p5,0.03579951434234289,0.04499655440950258
D5-e003Coalescence-mBHI-p3,0.02469169625640875,0.039636448075415415
D9-e003Coalescence-mGAM-p5,0.0195428743237213,0.758
C9-e003Coalescence-mBHI-p3,0.013753308612617417,0.719
D10-e003Coalescence-mGAM-p5,0.007721003782023779,0.012359307986076058
C8-e003Coalescence-mBHI-p7,0.4,0.023183994608745703
C3-e004Assembly-mBHI-p7,0.12502239621988173,0.12546105139899708
B5-e003Coalescence-mGAM-p5,0.11487544713388366,0.17675327276372116
BB-Fecal,0.014520836820005432,0.024491114995383614
B5-e003Coalescence-Inoculumn-mBHI,0.026175316100719357,0.571
C2-e003Coalescence-mGAM-p3,0.928649983813968,0.06415761105259549
D8-e003Coalescence-mBHI-p5,0.01785775115739728,0.0282663015930907
E5-e004Assembly-mGAM-p7,0.05407539418030402,0.052406432149084664
B10-e003Coalescence-mBHI-p5,0.0156615005771497,0.765
D5-e003Coalescence-Inoculumn-mGAM,0.0113895848469036,0.019161737891405996
B3-e004Assembly-mBHI-p5,0.05115192253197207,0.05152738249804004
B5-e003Coalescence-mBHI-p3,0.14324785347084443,0.33299999999999996
C5-e003Coalescence-mBHI-inoculumn-redo,0.02478130498953146,0.04339291361412061
A10-e003Coalescence-mBHI-p5,0.545,0.03191602102134215
BF-Fecal,0.0759811492199683,0.07549634185065168
AM-Fecal,0.13093582515473368,0.12264758128429339
B8-e003Assembly-mGAM-p3,0.7921352813005214,0.18195814062385454
A4-e003Coalescence-mGAM-p5,0.02534954307207108,0.04104644192833923
D5-e003Coalescence-mBHI-p5,0.9998059263229873,4.7134251583359214e-05
D3-e003Assembly-mBHI-p3,0.18532692083118407,0.18941859354318258
e003-inoculumn-fecal-inoculumn,0.9359867780532077,0.05432889582984239
A8-e003Coalescence-mBHI-p7,0.9999185878864985,3.829657941147936e-05
e003-inoculumn-fecal-AC,0.050634396067981896,0.9326746209620685
B9-e003GlycerolRevival-mGAM-p2,0.06928399002068983,0.9060055897950141
B2-e003Coalescence-Inoculumn-mGAM,0.188,0.733
C5-e003Coalescence-mBHI-p5,0.08483644819070174,0.1111673231522563
C5-e003Coalescence-mGAM-p3,0.02151905158582271,0.03548856679427088
A3-e003Coalescence-mBHI-inoculumn-redo,0.444,0.5
B12-e003Coalescence-mGAM-p3,0.007073856565798315,0.9839295787807699
A11-e003Coalescence-mBHI-p7,0.06491944670612956,0.08989939560986533
A3-e003Coalescence-Inoculumn-mGAM,0.10271419715626809,0.8687230315242176
C10-e003GlycerolRevival-mGAM-p2,0.04235457071813167,0.9141750052407532
D3-e003Assembly-mBHI-p5,0.03008061318204748,0.30800000000000005
A10-e003Coalescence-mGAM-p3,0.188,0.03315982520606512
A9-e003Coalescence-mBHI-p3,0.011180787183674368,0.849
A2-e003Coalescence-Inoculumn-mBHI,0.999973992197073,2.296211291791821e-05
C3-e003Coalescence-mBHI-p5,0.02046615402213412,0.9813827681469274
D2-e003Assembly-mBHI-p3,0.9694463328463824,0.025083836932768888
B3-e003Assembly-mBHI-p5,0.07960193990662598,0.8742228928462971
A9-e003Coalescence-mBHI-p5,0.016154480896998738,0.9655953152209524
D5-e003Coalescence-Inoculumn-mBHI,0.012481496548193355,0.022414269301461027
B2-e003Coalescence-mGAM-p3,0.238,0.727
B4-e003Assembly-mBHI-p3,0.23785994860764548,0.21321371957059856
C11-e003Coalescence-mGAM-p5,0.015443966376779616,0.024963064154063713
G4-e004Assembly-epsilon-p3,0.1801384343986552,0.1889424027430526
B3-e003Coalescence-Inoculumn-mBHI,0.006908910001742076,0.9941357307119106
A8-e003Coalescence-mBHI-p5,0.9987677431276444,0.0012470783311930814
C2-e003Assembly-mBHI-p5,0.8446202513081115,0.1533284314720926
BG-Fecal,0.051717264329082066,0.05722061939268709
D2-e003Coalescence-mGAM-p5,0.10485893015513251,0.12420377469970534
