,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
B11-e003Coalescence-mGAM-p7,2525,8142
C3-e003Coalescence-Inoculumn-mGAM,3899,11418
B5-e003Coalescence-mBHI-p7,1683,5048
A3-e003Coalescence-mGAM-p7,3769,11116
D4-e003Coalescence-Inoculumn-mBHI,3848,11306
B3-e003Coalescence-mBHI-p7,1679,4987
D10-e003Coalescence-mGAM-p7,3873,11339
C12-e003Coalescence-mGAM-p3,3729,10789
C11-e003Coalescence-mGAM-p3,3902,11431
A10-e003Coalescence-mBHI-p7,3739,10599
C10-e003Coalescence-mBHI-p7,3849,11146
B9-e003Coalescence-mBHI-p5,3898,11408
B10-e003Coalescence-mBHI-p3,3219,9355
C11-e003Coalescence-mBHI-p5,3902,11438
A2-e003Coalescence-mGAM-p7,3501,10223
E3-e004Assembly-mGAM-p5,3701,10806
C3-e003GlycerolRevival-mBHI-p2,3399,10450
D10-e003Coalescence-mGAM-p3,2373,6681
B10-e003Coalescence-mGAM-p7,956,2857
C4-e004Assembly-mBHI-p3,3277,9582
A9-e003Coalescence-mBHI-p7,3904,11439
C2-e003Coalescence-Inoculumn-mGAM,3851,11153
B3-e003Coalescence-Inoculumn-mGAM,3904,11445
D11-e003Coalescence-mGAM-p7,2776,7906
D5-e003Coalescence-mGAM-p3,3870,11322
E4-e004Assembly-mGAM-p5,2941,8649
E5-e004Assembly-mGAM-p3,2863,7850
D2-e003Coalescence-Inoculumn-mBHI,3494,10163
B4-e003Coalescence-Inoculumn-mGAM,3903,11433
A10-e003Coalescence-mGAM-p7,3794,10965
B2-e003Assembly-mBHI-p3,3555,10383
D9-e003Coalescence-mBHI-p5,3745,11071
C4-e003Coalescence-Inoculumn-mGAM,3904,11445
D4-e003Coalescence-mGAM-p3,3801,11093
B9-e003Coalescence-mBHI-p7,3706,10948
A2-e003Coalescence-mGAM-p5,3643,10644
B11-e003GlycerolRevival-mGAM-p2,2212,6387
C5-e004Assembly-mBHI-p7,1367,4052
D9-e003Coalescence-mBHI-p7,3302,10060
D3-e004Assembly-mGAM-p5,3678,10728
C5-e003Coalescence-mBHI-p7,2823,8355
D4-e004Assembly-mGAM-p7,3772,11056
C11-e003Coalescence-mGAM-p7,3587,10455
D10-e003Coalescence-mBHI-p7,3870,11264
C9-e003Coalescence-mBHI-p7,3375,9973
B8-e003Coalescence-mGAM-p5,3513,10419
C3-e004Assembly-mBHI-p3,3711,10837
B10-e003GlycerolRevival-mGAM-p2,2579,7195
B3-e003Coalescence-mBHI-p5,3603,10760
C2-e003Coalescence-mBHI-inoculumn-redo,2867,8405
C11-e003GlycerolRevival-mGAM-p2,1593,4673
B2-e003Coalescence-Inoculumn-mBHI,2626,8431
A11-e003Coalescence-mBHI-p5,3753,10920
C10-e003Coalescence-mGAM-p5,3894,11363
C4-e003Assembly-mBHI-p5,3733,10834
A5-e003Coalescence-Inoculumn-mGAM,3595,10517
D4-e003Coalescence-Inoculumn-mGAM,3691,10581
C10-e003Coalescence-mBHI-p5,3862,11210
B9-e003Coalescence-mBHI-p3,3523,10582
C3-e003Coalescence-mBHI-inoculumn-redo,3539,10599
e004-inoculumn-fecal-AR,3787,10937
B5-e003Coalescence-mGAM-p3,3121,9518
BK-Fecal,1374,4064
C3-e003Assembly-mBHI-p5,1761,5970
C9-e003Coalescence-mGAM-p5,3874,11354
A2-e003Coalescence-mBHI-inoculumn-redo,3882,11363
C2-e003Coalescence-mGAM-p5,2885,8604
C8-e003Coalescence-mBHI-p5,3903,11421
B8-e003Coalescence-mGAM-p7,3599,10854
B4-e003Coalescence-Inoculumn-mBHI,3690,10965
D2-e003Coalescence-Inoculumn-mGAM,3699,10875
B8-e003Coalescence-mBHI-p7,3829,11304
B3-e004Assembly-mBHI-p3,3707,10817
e003-inoculumn-fecal-AE,2474,6945
D3-e003Coalescence-Inoculumn-mGAM,3892,11408
B11-e003Coalescence-mBHI-p3,3552,10725
C5-e003Coalescence-Inoculumn-mGAM,3898,11406
e004-inoculumn-fecal-BE,2067,5635
BA-Fecal,1736,5050
A11-e003Coalescence-mBHI-p3,3904,11444
A4-e003Coalescence-Inoculumn-mGAM,3895,11385
B4-e003Coalescence-mBHI-p3,2126,6558
A5-e003Coalescence-Inoculumn-mBHI,2732,8101
A9-e003Coalescence-mGAM-p5,3864,11356
C10-e003Coalescence-mGAM-p7,3894,11370
A11-e003Coalescence-mGAM-p3,3862,11306
C10-e003Coalescence-mBHI-p3,3878,11293
D2-e003Coalescence-mBHI-p3,3800,11186
H5-e003Coalescence-mBHI-p5_S40,3443,10000
E2-e003Coalescence-mGAM-p7_S145,3791,11115
G5-e003Coalescence-mBHI-p7_S124,2755,8247
H111-e003Coalescence-mGAM-p7_S188,3868,11277
F5-e003Coalescence-mGAM-p5_S64,2345,7398
F8-e003Coalescence-mBHI-p3_S117,3743,11169
H3-e003Coalescence-mBHI-p3_S46,2948,9215
F100-e003Coalescence-mGAM-p7_S163,3414,9869
F9-e003Coalescence-mBHI-p5_S18,3781,11228
E3-e003Coalescence-mGAM-p3_S58,3698,11058
E8-e003Coalescence-mBHI-p5_S5,3859,11293
E9-e003Coalescence-mBHI-p5_S6,3819,11266
H111-e003Coalescence-mBHI-p3_S144,3899,11423
G111-e003Coalescence-mGAM-p5_S80,3820,11137
G100-e003Coalescence-mGAM-p3_S179,2333,6237
F111-e003Coalescence-mGAM-p5_S68,2542,8010
G111-e003Coalescence-mBHI-p5_S32,3902,11418
H2-e003Coalescence-mGAM-p7_S181,3334,9797
G8-e003Coalescence-mGAM-p3_S177,1640,3815
F2-e003Coalescence-mGAM-p7_S157,2705,8459
H3-e003Coalescence-mGAM-p3_S94,1984,6198
F3-e003Coalescence-mGAM-p3_S70,3115,9074
E100-e003Coalescence-mBHI-p7_S103,3731,10779
F9-e003Coalescence-mGAM-p5_S66,3696,10978
E100-e003Coalescence-mGAM-p3_S155,3298,8821
E3-e003Coalescence-mGAM-p5_S50,3903,11439
F5-e003Coalescence-mGAM-p3_S72,2415,7473
E9-e003Coalescence-mBHI-p7_S102,3821,11275
F111-e003Coalescence-mGAM-p7_S164,3703,10999
E111-e003Coalescence-mBHI-p5_S8,3869,11325
H100-e003Coalescence-mBHI-p5_S43,3902,11427
F2-e003Coalescence-mGAM-p5_S61,3880,11387
F8-e003Coalescence-mGAM-p5_S65,1522,4954
H8-e003Coalescence-mBHI-p7_S137,3893,11388
G9-e003Coalescence-mGAM-p5_S78,2078,6146
G8-e003Coalescence-mGAM-p5_S77,3586,9829
G3-e003Coalescence-mBHI-p3_S34,3820,11209
G100-e003Coalescence-mBHI-p5_S31,3878,11210
F9-e003Coalescence-mBHI-p3_S118,1135,4077
E111-e003Coalescence-mBHI-p3_S108,3764,11056
G3-e003Coalescence-mBHI-p5_S26,2932,8779
G5-e003Coalescence-mBHI-p5_S28,3019,8921
H111-e003Coalescence-mGAM-p5_S92,3889,11370
H9-e003Coalescence-mGAM-p5_S90,3470,10410
H2-e003Coalescence-mBHI-p3_S45,2920,8574
E8-e003Coalescence-mBHI-p7_S101,3896,11425
H2-e003Coalescence-mGAM-p3_S93,1458,4519
E4-e003Coalescence-mGAM-p5_S51,2511,7227
G9-e003Coalescence-mGAM-p7_S174,3554,10432
E8-e003Coalescence-mGAM-p3_S153,3898,11281
G111-e003Coalescence-mGAM-p3_S180,3808,11190
G5-e003Coalescence-mGAM-p3_S84,3457,10130
H8-e003Coalescence-mBHI-p5_S41,3830,11250
E100-e003Coalescence-mBHI-p5_S7,3900,11367
G100-e003Coalescence-mGAM-p7_S175,1718,4505
F9-e003Coalescence-mGAM-p7_S162,2895,9025
F8-e003Coalescence-mGAM-p7_S161,2452,8025
F3-e003Coalescence-mBHI-p3_S22,3696,10990
G3-e003Coalescence-mBHI-p7_S122,3406,10103
G5-e003Coalescence-mGAM-p5_S76,2258,6715
G5-e003Coalescence-mGAM-p7_S172,1095,3236
G8-e003Coalescence-mBHI-p3_S129,3903,11413
E5-e003Coalescence-mGAM-p3_S60,3781,11040
G2-e003Coalescence-mGAM-p5_S73,3823,11194
E5-e003Coalescence-mGAM-p7_S148,3531,10366
H9-e003Coalescence-mGAM-p7_S186,3581,10678
E100-e003Coalescence-mGAM-p5_S55,3575,9913
H5-e003Coalescence-mGAM-p3_S96,3405,9879
H5-e003Coalescence-mGAM-p5_S88,2798,8103
H8-e003Coalescence-mGAM-p5_S89,3732,10872
F3-e003Coalescence-mBHI-p5_S14,3103,9285
F100-e003Coalescence-mBHI-p7_S115,3898,11424
E3-e003Coalescence-mGAM-p7_S146,3229,9795
F100-e003Coalescence-mGAM-p3_S167,3668,10769
G100-e003Coalescence-mBHI-p3_S131,2349,7032
E9-e003Coalescence-mGAM-p3_S154,3850,11352
G111-e003Coalescence-mBHI-p7_S128,3878,11264
F111-e003Coalescence-mGAM-p3_S168,3780,11159
F8-e003Coalescence-mBHI-p7_S113,3676,10924
H4-e003Coalescence-mBHI-p3_S47,1937,5832
G8-e003Coalescence-mBHI-p7_S125,3839,11131
F4-e003Coalescence-mBHI-p5_S15,2666,8102
H111-e003Coalescence-mBHI-p5_S44,3855,11300
E111-e003Coalescence-mBHI-p7_S104,3876,11352
E2-e003Coalescence-mGAM-p3_S57,3850,11270
F4-e003Coalescence-mBHI-p3_S23,1272,4517
F2-e003Coalescence-mGAM-p3_S69,3264,10162
E9-e003Coalescence-mGAM-p5_S54,2362,7430
G3-e003Coalescence-mGAM-p5_S74,1776,5118
E111-e003Coalescence-mGAM-p5_S56,3624,10526
G100-e003Coalescence-mGAM-p5_S79,3861,11106
G9-e003Coalescence-mBHI-p3_S130,3515,10281
E4-e003Coalescence-mGAM-p3_S59,2171,6259
H100-e003Coalescence-mBHI-p7_S139,3902,11414
G8-e003Coalescence-mBHI-p5_S29,3889,11377
G8-e003Coalescence-mGAM-p7_S173,3863,11120
E2-e003Coalescence-mGAM-p5_S49,3756,10946
H9-e003Coalescence-mBHI-p5_S42,3814,11285
H111-e003Coalescence-mGAM-p3_S192,3891,11386
F5-e003Coalescence-mBHI-p3_S24,1942,6554
E8-e003Coalescence-mBHI-p3_S105,3869,11314
E8-e003Coalescence-mGAM-p7_S149,1563,4490
G9-e003Coalescence-mBHI-p5_S30,3865,11317
F111-e003Coalescence-mBHI-p7_S116,3628,10813
F5-e003Coalescence-mBHI-p7_S112,1413,4318
F111-e003Coalescence-mBHI-p3_S120,3383,10249
H3-e003Coalescence-mGAM-p5_S86,1068,3488
E100-e003Coalescence-mGAM-p7_S151,3802,10775
G9-e003Coalescence-mGAM-p3_S178,3833,11216
H9-e003Coalescence-mBHI-p7_S138,2550,8143
H8-e003Coalescence-mGAM-p7_S185,3838,11219
G2-e003Coalescence-mGAM-p3_S81,3704,10842
F111-e003Coalescence-mBHI-p5_S20,2373,7508
F8-e003Coalescence-mBHI-p5_S17,3802,11218
G100-e003Coalescence-mBHI-p7_S127,3887,11225
