,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
C12-e003Coalescence-mBHI-p3,0.26449921996879877,0.2901189164370982
C9-e003Coalescence-mGAM-p3,0.05551118044721788,0.8531175390266299
C11-e003Coalescence-mBHI-p3,0.2799058762350494,0.31146143250688707
D11-e003Coalescence-mBHI-p5,0.22602262090483616,0.35229889807162534
C9-e003Coalescence-mGAM-p7,0.033683567342693704,0.9051143250688705
C8-e003Coalescence-mGAM-p7,0.3459329173166927,0.25847566574839304
D10-e003Coalescence-mBHI-p3,0.2771541861674467,0.3237805325987144
A8-e003Coalescence-mBHI-p3,0.9887329693187727,0.00011753902662993572
e004-inoculumn-fecal-BD,0.09364404576183047,0.11323829201101927
B9-e003Coalescence-mGAM-p5,0.006984139365574622,0.9721303948576677
A4-e003Coalescence-mBHI-inoculumn-redo,0.491958138325533,0.0
B3-e003Coalescence-mBHI-p3,0.19985387415496622,0.534852157943067
B3-e004Assembly-mBHI-p7,0.24284971398855953,0.2598714416896235
B5-e004Assembly-mBHI-p7,0.24482579303172128,0.23737373737373738
D4-e003Coalescence-mBHI-p3,0.09919474778991161,0.1639894398530762
C4-e003GlycerolRevival-mBHI-p2,0.18369994799791992,0.5542112029384757
C5-e004Assembly-mBHI-p3,0.25161102444097766,0.2900771349862259
C3-e004Assembly-mBHI-p5,0.23756292251690067,0.24196510560146925
B8-e003Assembly-mGAM-p5,0.3338533541341654,0.0004591368227731864
B12-e003Coalescence-mBHI-p3,0.01873842953718149,0.3173489439853076
e004-inoculumn-fecal-AK,0.12712766510660425,0.10743801652892562
D3-e004Assembly-mGAM-p7,0.28593577743109727,0.29660238751147844
D4-e004Assembly-mGAM-p5,0.21450858034321374,0.23829201101928374
D3-e003Coalescence-Inoculumn-mBHI,0.1440312012480499,0.6195202020202021
C3-e003Coalescence-mBHI-p7,0.0,0.6849458218549127
D11-e003Coalescence-mGAM-p5,0.23644279771190846,0.3709219467401285
A11-e003Coalescence-mGAM-p7,0.17134009360374414,0.279979797979798
B8-e003Coalescence-mBHI-p5,0.07722620904836192,0.8146111111111111
B10-e003Assembly-mGAM-p5,0.14482579303172127,0.1588613406795225
C2-e003Coalescence-mGAM-p7,0.9961612064482579,0.00022176308539944905
B11-e003Coalescence-mGAM-p3,0.03092407696307852,0.9198792470156106
B5-e003Assembly-mBHI-p5,0.12378497139885596,0.18728558310376492
D8-e003Assembly-mGAM-p5,0.6856474258970359,0.0002295684113865932
D5-e003Coalescence-mGAM-p5,0.11611622464898595,0.18247153351698805
B5-e003Coalescence-mBHI-p5,0.008128445137805512,0.23828925619834712
D5-e003Coalescence-mBHI-p7,0.0826723868954758,0.16342011019283745
C9-e003Coalescence-mBHI-p5,0.08768772750910037,0.7710693296602387
A5-e003Coalescence-mGAM-p3,0.21425715028601144,0.33377823691460057
A2-e003Coalescence-Inoculumn-mGAM,0.5426937077483099,0.0
E5-e004Assembly-mGAM-p5,0.28211128445137806,0.2745638200183655
D8-e003Coalescence-mGAM-p5,0.23335491419656784,0.3597589531680441
A12-e003Coalescence-mGAM-p3,0.17420696827873114,0.28535353535353536
C4-e004Assembly-mBHI-p5,0.10114404576183048,0.10146923783287419
D9-e003Coalescence-mGAM-p7,0.08913832553302131,0.6457396694214876
D8-e003Assembly-mGAM-p3,0.3671346853874155,0.0
E4-e004Assembly-mGAM-p7,0.20505356214248568,0.23431267217630852
E3-e004Assembly-mGAM-p3,0.2888715548621945,0.2988861340679522
B10-e003Coalescence-mGAM-p3,0.05628939157566302,0.823846189164371
A9-e003Coalescence-mGAM-p7,0.05709126365054602,0.7239554637281911
B5-e003Coalescence-Inoculumn-mGAM,0.1015748829953198,0.6933723599632691
D10-e003Coalescence-mBHI-p5,0.2597878315132605,0.3185684113865932
D5-e003Coalescence-mBHI-p3,0.22385101404056162,0.3560872359963269
D9-e003Coalescence-mGAM-p5,0.09378003120124805,0.7609706152433425
C9-e003Coalescence-mBHI-p3,0.10602782111284452,0.7447323232323233
D10-e003Coalescence-mGAM-p5,0.23803614144565782,0.37015472910927455
C8-e003Coalescence-mBHI-p7,0.48769110764430573,0.20187098255280073
C3-e004Assembly-mBHI-p7,0.16926677067082682,0.18503213957759412
B5-e003Coalescence-mGAM-p5,0.11259386375455019,0.24276170798898072
BB-Fecal,0.26621372854914194,0.39900505050505053
B5-e003Coalescence-Inoculumn-mBHI,0.14101820072802912,0.5701611570247933
C2-e003Coalescence-mGAM-p3,0.6077425897035882,0.00035720844811753903
D8-e003Coalescence-mBHI-p5,0.2313133125325013,0.3586056014692378
E5-e004Assembly-mGAM-p7,0.24960998439937598,0.24058769513314968
B10-e003Coalescence-mBHI-p5,0.08747633905356214,0.7768558310376492
D5-e003Coalescence-Inoculumn-mGAM,0.2338634945397816,0.36648255280073466
B3-e004Assembly-mBHI-p5,0.26157046281851276,0.2695133149678604
B5-e003Coalescence-mBHI-p3,0.09758684347373896,0.2033549127640037
C5-e003Coalescence-mBHI-inoculumn-redo,0.23580317212688512,0.35978099173553724
A10-e003Coalescence-mBHI-p5,0.54598127925117,0.15884205693296605
BF-Fecal,0.2528608944357774,0.25378925619834714
AM-Fecal,0.1846427457098284,0.18135904499540864
B8-e003Assembly-mGAM-p3,0.2873114924596984,0.0
A4-e003Coalescence-mGAM-p5,0.22426521060842433,0.3477392102846648
D5-e003Coalescence-mBHI-p5,0.9946123244929798,0.0001657483930211203
D3-e003Assembly-mBHI-p3,0.1316318252730109,0.12900459136822773
e003-inoculumn-fecal-inoculumn,0.6418822152886116,0.00015289256198347108
A8-e003Coalescence-mBHI-p7,0.9970267810712429,0.0002226813590449954
e003-inoculumn-fecal-AC,0.01781929277171087,0.656915059687787
