,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,3079,3271
C9-e003Coalescence-mGAM-p3,3264,3520
C11-e003Coalescence-mBHI-p3,3210,3468
D11-e003Coalescence-mBHI-p5,3133,3361
C9-e003Coalescence-mGAM-p7,3260,3517
C8-e003Coalescence-mGAM-p7,3132,3403
D10-e003Coalescence-mBHI-p3,3271,3529
A8-e003Coalescence-mBHI-p3,3275,3546
e004-inoculumn-fecal-BD,1107,1088
B9-e003Coalescence-mGAM-p5,3281,3540
A4-e003Coalescence-mBHI-inoculumn-redo,1585,1764
B3-e003Coalescence-mBHI-p3,3274,3547
B3-e004Assembly-mBHI-p7,2671,2900
B5-e004Assembly-mBHI-p7,2746,2969
D4-e003Coalescence-mBHI-p3,1504,1503
C4-e003GlycerolRevival-mBHI-p2,3220,3479
C5-e004Assembly-mBHI-p3,2864,3139
C3-e004Assembly-mBHI-p5,2570,2717
B8-e003Assembly-mGAM-p5,1063,1137
B12-e003Coalescence-mBHI-p3,1381,1342
e004-inoculumn-fecal-AK,1437,1456
D3-e004Assembly-mGAM-p7,3080,3338
D4-e004Assembly-mGAM-p5,2359,2563
D3-e003Coalescence-Inoculumn-mBHI,3291,3554
C3-e003Coalescence-mBHI-p7,2320,2532
D11-e003Coalescence-mGAM-p5,3284,3542
A11-e003Coalescence-mGAM-p7,2491,2548
B8-e003Coalescence-mBHI-p5,3284,3525
B10-e003Assembly-mGAM-p5,1667,1752
C2-e003Coalescence-mGAM-p7,3297,3559
B11-e003Coalescence-mGAM-p3,3299,3561
B5-e003Assembly-mBHI-p5,1698,1650
D8-e003Assembly-mGAM-p5,2218,2460
D5-e003Coalescence-mGAM-p5,1581,1651
B5-e003Coalescence-mBHI-p5,961,1005
D5-e003Coalescence-mBHI-p7,1450,1449
C9-e003Coalescence-mBHI-p5,3275,3531
A5-e003Coalescence-mGAM-p3,3025,3238
A2-e003Coalescence-Inoculumn-mGAM,3299,3561
E5-e004Assembly-mGAM-p5,3143,3388
D8-e003Coalescence-mGAM-p5,3212,3466
A12-e003Coalescence-mGAM-p3,2379,2539
C4-e004Assembly-mBHI-p5,1199,1238
D9-e003Coalescence-mGAM-p7,3114,3262
D8-e003Assembly-mGAM-p3,1195,1407
E4-e004Assembly-mGAM-p7,2267,2506
E3-e004Assembly-mGAM-p3,3093,3312
B10-e003Coalescence-mGAM-p3,3204,3434
A9-e003Coalescence-mGAM-p7,2962,3168
B5-e003Coalescence-Inoculumn-mGAM,3258,3515
D10-e003Coalescence-mBHI-p5,3179,3352
D5-e003Coalescence-mBHI-p3,3166,3365
D9-e003Coalescence-mGAM-p5,3255,3517
C9-e003Coalescence-mBHI-p3,3284,3557
D10-e003Coalescence-mGAM-p5,3294,3547
C8-e003Coalescence-mBHI-p7,3178,3442
C3-e004Assembly-mBHI-p7,1937,2067
B5-e003Coalescence-mGAM-p5,1892,1907
BB-Fecal,3253,3513
B5-e003Coalescence-Inoculumn-mBHI,3150,3351
C2-e003Coalescence-mGAM-p3,2012,2173
D8-e003Coalescence-mBHI-p5,3230,3473
E5-e004Assembly-mGAM-p7,2839,3071
B10-e003Coalescence-mBHI-p5,3276,3543
D5-e003Coalescence-Inoculumn-mGAM,3299,3561
B3-e004Assembly-mBHI-p5,2853,3034
B5-e003Coalescence-mBHI-p3,1530,1579
C5-e003Coalescence-mBHI-inoculumn-redo,3240,3469
A10-e003Coalescence-mBHI-p5,3030,3333
BF-Fecal,2703,2910
AM-Fecal,1912,2089
B8-e003Assembly-mGAM-p3,980,1112
A4-e003Coalescence-mGAM-p5,3155,3325
D5-e003Coalescence-mBHI-p5,3289,3551
D3-e003Assembly-mBHI-p3,1487,1571
e003-inoculumn-fecal-inoculumn,2154,2301
A8-e003Coalescence-mBHI-p7,3297,3559
e003-inoculumn-fecal-AC,2330,2651
B9-e003GlycerolRevival-mGAM-p2,2118,2197
B2-e003Coalescence-Inoculumn-mGAM,3171,3442
C5-e003Coalescence-mBHI-p5,2265,2286
C5-e003Coalescence-mGAM-p3,3195,3430
A3-e003Coalescence-mBHI-inoculumn-redo,883,1081
B12-e003Coalescence-mGAM-p3,3186,3427
A11-e003Coalescence-mBHI-p7,2602,2689
A3-e003Coalescence-Inoculumn-mGAM,2262,2555
C10-e003GlycerolRevival-mGAM-p2,2691,2906
D3-e003Assembly-mBHI-p5,3207,3482
A10-e003Coalescence-mGAM-p3,3141,3376
A9-e003Coalescence-mBHI-p3,3296,3560
A2-e003Coalescence-Inoculumn-mBHI,3282,3529
C3-e003Coalescence-mBHI-p5,2814,2973
D2-e003Assembly-mBHI-p3,2569,2865
B3-e003Assembly-mBHI-p5,2088,2117
A9-e003Coalescence-mBHI-p5,3227,3477
D5-e003Coalescence-Inoculumn-mBHI,3294,3549
B2-e003Coalescence-mGAM-p3,3118,3412
B4-e003Assembly-mBHI-p3,1124,1294
C11-e003Coalescence-mGAM-p5,3235,3483
G4-e004Assembly-epsilon-p3,1536,1660
B3-e003Coalescence-Inoculumn-mBHI,3150,3407
A8-e003Coalescence-mBHI-p5,3229,3506
C2-e003Assembly-mBHI-p5,1270,1461
BG-Fecal,2894,3124
D2-e003Coalescence-mGAM-p5,2034,2137
D3-e003Coalescence-mGAM-p3,2755,2818
D9-e003Coalescence-mGAM-p3,3261,3535
D3-e003Coalescence-mGAM-p5,2805,2968
C10-e003Coalescence-mGAM-p3,3079,3332
A5-e003Coalescence-mBHI-inoculumn-redo,3214,3438
D2-e003Assembly-mBHI-p5,2313,2560
B9-e003Coalescence-mGAM-p7,2601,2795
B11-e003Coalescence-mGAM-p7,2355,2412
C3-e003Coalescence-Inoculumn-mGAM,3290,3551
B5-e003Coalescence-mBHI-p7,1488,1591
A3-e003Coalescence-mGAM-p7,3176,3446
D4-e003Coalescence-Inoculumn-mBHI,3265,3505
B3-e003Coalescence-mBHI-p7,1420,1546
D10-e003Coalescence-mGAM-p7,3273,3528
C12-e003Coalescence-mGAM-p3,3156,3379
C11-e003Coalescence-mGAM-p3,3298,3559
A10-e003Coalescence-mBHI-p7,3110,3414
C10-e003Coalescence-mBHI-p7,3236,3475
B9-e003Coalescence-mBHI-p5,3282,3553
B10-e003Coalescence-mBHI-p3,2874,3111
C11-e003Coalescence-mBHI-p5,3287,3542
A2-e003Coalescence-mGAM-p7,2944,3202
E3-e004Assembly-mGAM-p5,3094,3326
C3-e003GlycerolRevival-mBHI-p2,2984,3239
D10-e003Coalescence-mGAM-p3,2049,2075
B10-e003Coalescence-mGAM-p7,975,973
C4-e004Assembly-mBHI-p3,2834,3009
A9-e003Coalescence-mBHI-p7,3298,3560
C2-e003Coalescence-Inoculumn-mGAM,3213,3471
B3-e003Coalescence-Inoculumn-mGAM,3266,3527
D11-e003Coalescence-mGAM-p7,2351,2488
D5-e003Coalescence-mGAM-p3,3263,3519
E4-e004Assembly-mGAM-p5,2541,2660
E5-e004Assembly-mGAM-p3,2429,2588
D2-e003Coalescence-Inoculumn-mBHI,2769,3032
B4-e003Coalescence-Inoculumn-mGAM,3297,3550
A10-e003Coalescence-mGAM-p7,3153,3417
B2-e003Assembly-mBHI-p3,3000,3275
D9-e003Coalescence-mBHI-p5,3178,3411
C4-e003Coalescence-Inoculumn-mGAM,3246,3489
D4-e003Coalescence-mGAM-p3,3214,3458
B9-e003Coalescence-mBHI-p7,3158,3409
A2-e003Coalescence-mGAM-p5,3092,3334
B11-e003GlycerolRevival-mGAM-p2,1952,1960
C5-e004Assembly-mBHI-p7,1192,1283
D9-e003Coalescence-mBHI-p7,2827,3087
D3-e004Assembly-mGAM-p5,3068,3309
C5-e003Coalescence-mBHI-p7,2400,2483
D4-e004Assembly-mGAM-p7,3193,3444
C11-e003Coalescence-mGAM-p7,3036,3230
D10-e003Coalescence-mBHI-p7,3265,3526
C9-e003Coalescence-mBHI-p7,3008,3239
B8-e003Coalescence-mGAM-p5,2996,3253
C3-e004Assembly-mBHI-p3,3100,3346
B10-e003GlycerolRevival-mGAM-p2,2158,2320
B3-e003Coalescence-mBHI-p5,3066,3332
C2-e003Coalescence-mBHI-inoculumn-redo,2407,2666
C11-e003GlycerolRevival-mGAM-p2,1389,1407
B2-e003Coalescence-Inoculumn-mBHI,2295,2553
A11-e003Coalescence-mBHI-p5,3158,3384
C10-e003Coalescence-mGAM-p5,3270,3524
C4-e003Assembly-mBHI-p5,3136,3402
A5-e003Coalescence-Inoculumn-mGAM,2968,3213
D4-e003Coalescence-Inoculumn-mGAM,3111,3348
C10-e003Coalescence-mBHI-p5,3240,3491
B9-e003Coalescence-mBHI-p3,3062,3256
C3-e003Coalescence-mBHI-inoculumn-redo,3069,3265
e004-inoculumn-fecal-AR,3173,3424
B5-e003Coalescence-mGAM-p3,2766,2805
BK-Fecal,1157,1286
C3-e003Assembly-mBHI-p5,1687,1824
C9-e003Coalescence-mGAM-p5,3278,3542
A2-e003Coalescence-mBHI-inoculumn-redo,3271,3536
C2-e003Coalescence-mGAM-p5,2504,2745
C8-e003Coalescence-mBHI-p5,3282,3538
B8-e003Coalescence-mGAM-p7,3132,3351
B4-e003Coalescence-Inoculumn-mBHI,3182,3413
D2-e003Coalescence-Inoculumn-mGAM,3064,3310
B8-e003Coalescence-mBHI-p7,3242,3504
B3-e004Assembly-mBHI-p3,3103,3335
e003-inoculumn-fecal-AE,2087,2266
D3-e003Coalescence-Inoculumn-mGAM,3292,3552
B11-e003Coalescence-mBHI-p3,3081,3268
C5-e003Coalescence-Inoculumn-mGAM,3288,3544
e004-inoculumn-fecal-BE,1739,1878
BA-Fecal,1552,1566
A11-e003Coalescence-mBHI-p3,3298,3561
A4-e003Coalescence-Inoculumn-mGAM,3278,3525
B4-e003Coalescence-mBHI-p3,1880,2026
A5-e003Coalescence-Inoculumn-mBHI,2116,2299
A9-e003Coalescence-mGAM-p5,3276,3536
C10-e003Coalescence-mGAM-p7,3269,3518
A11-e003Coalescence-mGAM-p3,3258,3517
C10-e003Coalescence-mBHI-p3,3260,3500
D2-e003Coalescence-mBHI-p3,3219,3471
