,0
B5-e004Assembly-mBHI-p3,4.0
F3-e004Assembly-epsilon-p3,10.0
B2-e003Coalescence-mBHI-p3,5.0
A4-e003Coalescence-mBHI-p7,4.0
B4-e003Coalescence-mBHI-p5,3.0
A4-e003Coalescence-mBHI-inoculumn-redo,4.0
B3-e003Coalescence-mBHI-p3,143.0
D4-e003Coalescence-mBHI-p5,13.0
C2-e003Coalescence-mBHI-p5,5.0
B3-e004Assembly-mBHI-p7,4.0
B5-e004Assembly-mBHI-p7,10.0
D4-e003Coalescence-mBHI-p3,9.0
C4-e003GlycerolRevival-mBHI-p2,6.0
G5-e004Assembly-epsilon-p3,7.0
C5-e004Assembly-mBHI-p3,8.0
D10-e003Assembly-mGAM-p5,4.0
C3-e004Assembly-mBHI-p5,7.0
B2-e003Coalescence-mBHI-p5,4.0
F4-e004Assembly-epsilon-p5,12.0
C4-e003Coalescence-mGAM-p7,13.0
C3-e003Coalescence-mGAM-p3,29.0
B4-e003Assembly-mBHI-p5,10.0
D3-e003Coalescence-Inoculumn-mBHI,19.0
C3-e003Coalescence-mBHI-p7,9.0
C2-e003Coalescence-mGAM-p7,11.0
D3-e003Coalescence-mBHI-p5,14.0
C4-e003Coalescence-mBHI-inoculumn-redo,7.0
B5-e003Coalescence-mBHI-p5,19.0
D5-e003Coalescence-mBHI-p7,10.0
E5-e004Assembly-mGAM-p5,4.0
C2-e003Coalescence-mBHI-p3,20.0
D4-e003Coalescence-mBHI-p7,7.0
D5-e003Coalescence-mBHI-p3,4.0
C5-e003Coalescence-mBHI-p3,9.0
G3-e004Assembly-epsilon-p7,15.0
B4-e003Coalescence-mGAM-p5,13.0
D4-e003Coalescence-mGAM-p5,50.0
C3-e004Assembly-mBHI-p7,18.0
B5-e003Coalescence-mGAM-p5,11.0
B5-e003Coalescence-Inoculumn-mBHI,11.0
G3-e004Assembly-epsilon-p3,7.0
B5-e003Coalescence-mGAM-p7,10.0
F5-e004Assembly-epsilon-p5,6.0
E5-e004Assembly-mGAM-p7,4.0
B3-e004Assembly-mBHI-p5,4.0
B5-e003Coalescence-mBHI-p3,22.0
G4-e004Assembly-epsilon-p5,15.0
C4-e003Coalescence-mGAM-p5,4.0
C5-e003Coalescence-mGAM-p7,14.0
C5-e003Coalescence-mBHI-inoculumn-redo,15.0
A4-e003Coalescence-mGAM-p5,13.0
D5-e003Coalescence-mBHI-p5,4.0
D4-e003Coalescence-mGAM-p7,26.0
C4-e003Coalescence-mGAM-p3,9.0
C5-e003Coalescence-mBHI-p5,29.0
C5-e003Coalescence-mGAM-p3,5.0
A3-e003Coalescence-mBHI-inoculumn-redo,4.0
C3-e003Coalescence-mGAM-p5,26.0
D3-e003Coalescence-mBHI-p7,5.0
C3-e003Coalescence-mBHI-p5,12.0
B3-e003Assembly-mBHI-p5,4.0
B2-e003Coalescence-mGAM-p3,5.0
B4-e003Assembly-mBHI-p3,4.0
G4-e004Assembly-epsilon-p3,20.0
B3-e003Coalescence-Inoculumn-mBHI,15.0
D3-e003Coalescence-mGAM-p3,6.0
D3-e003Coalescence-mGAM-p5,33.0
B5-e003Coalescence-mBHI-p7,39.0
A3-e003Coalescence-mGAM-p7,4.0
D4-e003Coalescence-Inoculumn-mBHI,7.0
A4-e003Coalescence-mBHI-p5,5.0
B3-e003Coalescence-mBHI-p7,11.0
F4-e004Assembly-epsilon-p3,12.0
F5-e004Assembly-epsilon-p3,31.0
C4-e004Assembly-mBHI-p3,4.0
E5-e004Assembly-mGAM-p3,3.0
F4-e004Assembly-epsilon-p7,13.0
D4-e003Coalescence-mGAM-p3,5.0
C3-e003Coalescence-mGAM-p7,48.0
C5-e004Assembly-mBHI-p7,12.0
B3-e003Coalescence-mGAM-p5,22.0
G5-e004Assembly-epsilon-p5,9.0
C5-e003Coalescence-mBHI-p7,31.0
D4-e004Assembly-mGAM-p7,4.0
C3-e004Assembly-mBHI-p3,9.0
B3-e003Coalescence-mBHI-p5,5.0
C2-e003Coalescence-mBHI-inoculumn-redo,5.0
B2-e003Coalescence-Inoculumn-mBHI,4.0
C4-e003Assembly-mBHI-p5,4.0
A3-e003Coalescence-mBHI-p3,5.0
C3-e003Coalescence-mBHI-inoculumn-redo,17.0
B5-e003Coalescence-mGAM-p3,5.0
C4-e004Assembly-mBHI-p7,3.0
A4-e003Coalescence-mBHI-p3,4.0
F3-e004Assembly-epsilon-p5,6.0
C2-e003Coalescence-mGAM-p5,3.0
B4-e003Coalescence-Inoculumn-mBHI,9.0
B3-e004Assembly-mBHI-p3,5.0
C4-e003Coalescence-mBHI-p5,38.0
