,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A5-e003Coalescence-mBHI-inoculumn-redo,621,673
A5-e003Coalescence-mBHI-p7,853,931
D2-e003Coalescence-Inoculumn-mBHI,692,718
D2-e003Coalescence-mBHI-p5,746,787
D2-e003Coalescence-mGAM-p5,770,844
E5-e003Coalescence-mBHI-p3_S12,873,948
E5-e003Coalescence-mBHI-p5_S4,821,903
E5-e003Coalescence-mBHI-p7_S100,917,993
E5-e003Coalescence-mGAM-p7_S148,907,977
H2-e003Coalescence-mBHI-p7_S133,787,881
H2-e003Coalescence-mGAM-p3_S93,637,641
H2-e003Coalescence-mGAM-p7_S181,915,986
