,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A5-e003Coalescence-Inoculumn-mBHI,257.0,264.0
A5-e003Coalescence-mBHI-inoculumn-redo,626.0,779.0
A5-e003Coalescence-mBHI-p3,119.0,212.0
A5-e003Coalescence-mBHI-p7,941.0,1049.0
A5-e003Coalescence-mGAM-p3,94.0,190.0
D2-e003Coalescence-Inoculumn-mBHI,675.0,866.0
D2-e003Coalescence-mBHI-p3,252.0,320.0
D2-e003Coalescence-mBHI-p5,669.0,874.0
D2-e003Coalescence-mGAM-p5,749.0,869.0
E5-e003Coalescence-mBHI-p3_S12,924.0,1183.0
E5-e003Coalescence-mBHI-p5_S4,808.0,1052.0
E5-e003Coalescence-mBHI-p7_S100,1932.0,2515.0
E5-e003Coalescence-mGAM-p7_S148,1292.0,1485.0
H2-e003Coalescence-mBHI-p7_S133,812.0,1016.0
H2-e003Coalescence-mGAM-p3_S93,612.0,815.0
H2-e003Coalescence-mGAM-p7_S181,1597.0,2051.0
