,0
C9-e003Coalescence-mGAM-p3,30.0
Coalescence-F12-F9-ACPP-ACPP-mGAM-mGAM-3_S691,208.0
C9-e003Coalescence-mGAM-p7,10.0
e004-inoculumn-fecal-BD,4.0
B9-e003Coalescence-mGAM-p5,23.0
B5-e004Assembly-mBHI-p7,4.0
G9-e003Coalescence-mGAM-p3_S178,57.0
F9-e003Coalescence-mGAM-p5_S66,21.0
F10-e003Coalescence-mGAM-p1_S833,20.0
e003-inoculumn-fecal-AA,5.0
F9-e003Coalescence-mGAM-p1_S825,17.0
B11-e003Coalescence-mGAM-p3,10.0
E9-e003Coalescence-mBHI-p1_S820,4.0
G9-e003Coalescence-mGAM-p1_S826,30.0
E5-e004Assembly-mGAM-p5,12.0
H9-e003Coalescence-mGAM-p1_S827,41.0
E9-e003Coalescence-mGAM-p1_S824,13.0
D9-e003Coalescence-mGAM-p7,11.0
B10-e003Coalescence-mGAM-p3,21.0
B5-e003Coalescence-Inoculumn-mGAM,45.0
D9-e003Coalescence-mGAM-p5,4.0
C9-e003Coalescence-mGAM-p1_S762,29.0
E9-e003Coalescence-mGAM-p3_S154,22.0
A9-e003Coalescence-mGAM-p3,11.0
E5-e004Assembly-mGAM-p7,21.0
Coalescence-H12-AA-fecal-0_S715,34.0
F8-e003Coalescence-mGAM-p5_S65,6.0
Coalescence-D10-A9-AA-ACPP-mGAM-mGAM-3_S665,8.0
BF-Fecal,13.0
AM-Fecal,13.0
e003-inoculumn-fecal-inoculumn,7.0
H9-e003Coalescence-mGAM-p5_S90,4.0
e003-inoculumn-fecal-AC,13.0
Coalescence-E1-B8-AA-ACPP-mGAM-mBHI-3_S668,4.0
B9-e003GlycerolRevival-mGAM-p2,22.0
A9-e003Coalescence-mGAM-p1_S760,20.0
F100-e003Coalescence-mGAM-p3_S167,13.0
B2-e003Coalescence-Inoculumn-mGAM,39.0
A9-e003Coalescence-mBHI-p1_S756,5.0
A3-e003Coalescence-Inoculumn-mGAM,20.0
Coalescence-C10-B10-ACPP-AE-mGAM-mGAM-5_S653,22.0
G9-e003Coalescence-mGAM-p7_S174,18.0
B8-e003Coalescence-mGAM-p1_S753,8.0
BG-Fecal,12.0
B9-e003Assembly-mGAM-p5,5.0
E9-e003Coalescence-mGAM-p5_S54,10.0
F111-e003Coalescence-mGAM-p3_S168,16.0
G9-e003Coalescence-mGAM-p5_S78,15.0
B11-e003Coalescence-mGAM-p7,5.0
C3-e003Coalescence-Inoculumn-mGAM,36.0
B9-e003Coalescence-mBHI-p1_S757,6.0
F8-e003Coalescence-mGAM-p1_S817,7.0
B3-e003Coalescence-Inoculumn-mGAM,106.0
B4-e003Coalescence-Inoculumn-mGAM,86.0
F100-e003Coalescence-mGAM-p7_S163,4.0
H9-e003Coalescence-mBHI-p1_S823,4.0
H9-e003Coalescence-mGAM-p7_S186,4.0
B8-e003Coalescence-mGAM-p5,18.0
D9-e003Coalescence-mGAM-p1_S763,29.0
Coalescence-C12-B11-ACPP-AF-mGAM-mGAM-5_S655,5.0
C9-e003GlycerolRevival-mGAM-p2,7.0
C9-e003Coalescence-mGAM-p5,36.0
F11-e003Coalescence-mGAM-p1_S841,16.0
B8-e003Coalescence-mGAM-p7,4.0
B9-e003Coalescence-mGAM-p3,7.0
D3-e003Coalescence-Inoculumn-mGAM,36.0
BC-Fecal,7.0
e004-inoculumn-fecal-BE,12.0
BA-Fecal,5.0
B9-e003Coalescence-mGAM-p1_S761,12.0
A9-e003Coalescence-mGAM-p5,21.0
B10-e003Coalescence-mGAM-p1_S769,16.0
