,index,fixed_diffs,num_int_sites,sample1,species_id
0,D2-e004Assembly-mGAM-p7,0,2236651,D2-e004Assembly-mGAM-p7,103694
1,e004-inoculumn-fecal-BD,13150,2298826,D2-e004Assembly-mGAM-p7,103694
2,e004-inoculumn-fecal-AK,62,2031768,D2-e004Assembly-mGAM-p7,103694
3,Coalescence-H12-AA-fecal-0_S715,10112,2277894,D2-e004Assembly-mGAM-p7,103694
4,BG-Fecal,5341,943755,D2-e004Assembly-mGAM-p7,103694
5,E2-e004Assembly-mGAM-p7,6,1434826,D2-e004Assembly-mGAM-p7,103694
6,E2-e004Assembly-mGAM-p5,8,1020284,D2-e004Assembly-mGAM-p7,103694
7,BA-Fecal,13861,2391740,D2-e004Assembly-mGAM-p7,103694
0,D2-e004Assembly-mGAM-p7,13157,2236651,e004-inoculumn-fecal-BD,103694
1,e004-inoculumn-fecal-BD,0,2298826,e004-inoculumn-fecal-BD,103694
2,e004-inoculumn-fecal-AK,11742,2031768,e004-inoculumn-fecal-BD,103694
3,Coalescence-H12-AA-fecal-0_S715,8045,2277894,e004-inoculumn-fecal-BD,103694
4,BG-Fecal,3700,943755,e004-inoculumn-fecal-BD,103694
5,E2-e004Assembly-mGAM-p7,8348,1434826,e004-inoculumn-fecal-BD,103694
6,E2-e004Assembly-mGAM-p5,5892,1020284,e004-inoculumn-fecal-BD,103694
7,BA-Fecal,9757,2391740,e004-inoculumn-fecal-BD,103694
0,D2-e004Assembly-mGAM-p7,31,2236651,e004-inoculumn-fecal-AK,103694
1,e004-inoculumn-fecal-BD,11727,2298826,e004-inoculumn-fecal-AK,103694
2,e004-inoculumn-fecal-AK,0,2031768,e004-inoculumn-fecal-AK,103694
3,Coalescence-H12-AA-fecal-0_S715,8981,2277894,e004-inoculumn-fecal-AK,103694
4,BG-Fecal,4766,943755,e004-inoculumn-fecal-AK,103694
5,E2-e004Assembly-mGAM-p7,8,1434826,e004-inoculumn-fecal-AK,103694
6,E2-e004Assembly-mGAM-p5,6,1020284,e004-inoculumn-fecal-AK,103694
7,BA-Fecal,12237,2391740,e004-inoculumn-fecal-AK,103694
0,D2-e004Assembly-mGAM-p7,9902,2236651,Coalescence-H12-AA-fecal-0_S715,103694
1,e004-inoculumn-fecal-BD,5013,2298826,Coalescence-H12-AA-fecal-0_S715,103694
2,e004-inoculumn-fecal-AK,8810,2031768,Coalescence-H12-AA-fecal-0_S715,103694
3,Coalescence-H12-AA-fecal-0_S715,0,2277894,Coalescence-H12-AA-fecal-0_S715,103694
4,BG-Fecal,2237,943755,Coalescence-H12-AA-fecal-0_S715,103694
5,E2-e004Assembly-mGAM-p7,6306,1434826,Coalescence-H12-AA-fecal-0_S715,103694
6,E2-e004Assembly-mGAM-p5,4447,1020284,Coalescence-H12-AA-fecal-0_S715,103694
7,BA-Fecal,5531,2391740,Coalescence-H12-AA-fecal-0_S715,103694
0,D2-e004Assembly-mGAM-p7,5343,2236651,BG-Fecal,103694
1,e004-inoculumn-fecal-BD,3714,2298826,BG-Fecal,103694
2,e004-inoculumn-fecal-AK,4780,2031768,BG-Fecal,103694
3,Coalescence-H12-AA-fecal-0_S715,3462,2277894,BG-Fecal,103694
4,BG-Fecal,0,943755,BG-Fecal,103694
5,E2-e004Assembly-mGAM-p7,3354,1434826,BG-Fecal,103694
6,E2-e004Assembly-mGAM-p5,2305,1020284,BG-Fecal,103694
7,BA-Fecal,3833,2391740,BG-Fecal,103694
0,D2-e004Assembly-mGAM-p7,12,2236651,E2-e004Assembly-mGAM-p7,103694
1,e004-inoculumn-fecal-BD,8345,2298826,E2-e004Assembly-mGAM-p7,103694
2,e004-inoculumn-fecal-AK,36,2031768,E2-e004Assembly-mGAM-p7,103694
3,Coalescence-H12-AA-fecal-0_S715,6384,2277894,E2-e004Assembly-mGAM-p7,103694
4,BG-Fecal,3350,943755,E2-e004Assembly-mGAM-p7,103694
5,E2-e004Assembly-mGAM-p7,0,1434826,E2-e004Assembly-mGAM-p7,103694
6,E2-e004Assembly-mGAM-p5,6,1020284,E2-e004Assembly-mGAM-p7,103694
7,BA-Fecal,8552,2391740,E2-e004Assembly-mGAM-p7,103694
0,D2-e004Assembly-mGAM-p7,10,2236651,E2-e004Assembly-mGAM-p5,103694
1,e004-inoculumn-fecal-BD,5896,2298826,E2-e004Assembly-mGAM-p5,103694
2,e004-inoculumn-fecal-AK,28,2031768,E2-e004Assembly-mGAM-p5,103694
3,Coalescence-H12-AA-fecal-0_S715,4481,2277894,E2-e004Assembly-mGAM-p5,103694
4,BG-Fecal,2302,943755,E2-e004Assembly-mGAM-p5,103694
5,E2-e004Assembly-mGAM-p7,6,1434826,E2-e004Assembly-mGAM-p5,103694
6,E2-e004Assembly-mGAM-p5,0,1020284,E2-e004Assembly-mGAM-p5,103694
7,BA-Fecal,6162,2391740,E2-e004Assembly-mGAM-p5,103694
0,D2-e004Assembly-mGAM-p7,13876,2236651,BA-Fecal,103694
1,e004-inoculumn-fecal-BD,9792,2298826,BA-Fecal,103694
2,e004-inoculumn-fecal-AK,12277,2031768,BA-Fecal,103694
3,Coalescence-H12-AA-fecal-0_S715,8933,2277894,BA-Fecal,103694
4,BG-Fecal,3833,943755,BA-Fecal,103694
5,E2-e004Assembly-mGAM-p7,8556,1434826,BA-Fecal,103694
6,E2-e004Assembly-mGAM-p5,6163,1020284,BA-Fecal,103694
7,BA-Fecal,0,2391740,BA-Fecal,103694
