,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
C12-e003Coalescence-mBHI-p3,0.9921789065226165,0.9904462003814692
C9-e003Coalescence-mGAM-p3,0.9998444881337869,0.9997917294731861
C11-e003Coalescence-mBHI-p3,0.9983917745684491,0.9980935150499556
C9-e003Coalescence-mGAM-p7,0.9999092035788039,0.9999028464259664
C8-e003Coalescence-mGAM-p7,0.9926211110108308,0.9929963916063892
D10-e003Coalescence-mBHI-p3,0.9990496177281125,0.9992602069861585
F3-e004Assembly-epsilon-p3,0.04344673424938646,0.040830190185438854
B2-e003Coalescence-mBHI-p3,0.976259131953814,0.9730658289936677
A4-e003Coalescence-mBHI-p7,0.30000000000000004,0.28600000000000003
A4-e003Coalescence-mBHI-inoculumn-redo,0.833,0.833
B3-e003Coalescence-mBHI-p3,0.956,0.952
D4-e003Coalescence-mBHI-p5,0.9929178537147182,0.9938883677765366
C2-e003Coalescence-mBHI-p5,0.727,0.704
B3-e004Assembly-mBHI-p7,0.015046207415624083,0.014003566942202771
B5-e004Assembly-mBHI-p7,0.027661691073184072,0.02980430545733119
D4-e003Coalescence-mBHI-p3,0.9867841322642169,0.9889349807367659
C4-e003GlycerolRevival-mBHI-p2,0.996900310060648,0.9960225430670488
G5-e004Assembly-epsilon-p3,0.1432275196271787,0.1250018943191072
C5-e004Assembly-mBHI-p3,0.05067210344690901,0.062116274882598604
D10-e003Assembly-mGAM-p5,0.9886642925361706,0.9873925279954611
C3-e004Assembly-mBHI-p5,0.022768972847514828,0.021489572627590985
B2-e003Coalescence-mBHI-p5,0.9751505160899937,0.9701376625026615
C4-e003Coalescence-mGAM-p7,0.9974901112853868,0.9977808412523936
D3-e004Assembly-mGAM-p7,0.0213868661997636,0.020111809045550197
C3-e003Coalescence-mGAM-p3,0.9991488803764148,0.9993314238876305
B4-e003Assembly-mBHI-p5,0.615,0.636
D3-e003Coalescence-Inoculumn-mBHI,0.898,0.9
C3-e003Coalescence-mBHI-p7,0.9894686131035145,0.9892714688572976
B10-e003Assembly-mGAM-p5,0.9952316422912058,0.9948890097414116
C2-e003Coalescence-mGAM-p7,0.9998837508070061,0.999743544811434
D3-e003Coalescence-mBHI-p5,0.9769987877503248,0.9764164914272653
C4-e003Coalescence-mBHI-inoculumn-redo,0.7,0.9872044596413856
