,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
C12-e003Coalescence-mBHI-p3,1306,401
C9-e003Coalescence-mGAM-p3,1407,437
C11-e003Coalescence-mBHI-p3,1381,428
C9-e003Coalescence-mGAM-p7,1406,439
C8-e003Coalescence-mGAM-p7,1405,438
D10-e003Coalescence-mBHI-p3,1386,437
F3-e004Assembly-epsilon-p3,1194,370
B2-e003Coalescence-mBHI-p3,1376,430
A4-e003Coalescence-mBHI-p7,1376,429
A4-e003Coalescence-mBHI-inoculumn-redo,1375,426
B3-e003Coalescence-mBHI-p3,1409,439
D4-e003Coalescence-mBHI-p5,1371,427
C2-e003Coalescence-mBHI-p5,1320,421
B3-e004Assembly-mBHI-p7,1368,426
B5-e004Assembly-mBHI-p7,1345,423
D4-e003Coalescence-mBHI-p3,1320,426
C4-e003GlycerolRevival-mBHI-p2,1396,435
G5-e004Assembly-epsilon-p3,683,236
C5-e004Assembly-mBHI-p3,1185,355
D10-e003Assembly-mGAM-p5,1282,394
C3-e004Assembly-mBHI-p5,1328,413
B2-e003Coalescence-mBHI-p5,1349,407
C4-e003Coalescence-mGAM-p7,1403,436
D3-e004Assembly-mGAM-p7,1345,418
C3-e003Coalescence-mGAM-p3,1409,439
B4-e003Assembly-mBHI-p5,1347,403
D3-e003Coalescence-Inoculumn-mBHI,1402,436
C3-e003Coalescence-mBHI-p7,1408,436
B10-e003Assembly-mGAM-p5,1348,421
C2-e003Coalescence-mGAM-p7,1408,439
D3-e003Coalescence-mBHI-p5,1367,427
C4-e003Coalescence-mBHI-inoculumn-redo,1409,439
B5-e003Coalescence-mBHI-p5,1383,433
D5-e003Coalescence-mBHI-p7,1396,436
C9-e003Coalescence-mBHI-p5,1396,436
A10-e003Coalescence-mBHI-p3,574,160
E5-e004Assembly-mGAM-p5,894,293
C2-e003Coalescence-mBHI-p3,1405,438
D4-e003Coalescence-mBHI-p7,1390,434
E3-e004Assembly-mGAM-p3,1358,423
B10-e003Coalescence-mGAM-p3,1407,438
D10-e003Coalescence-mBHI-p5,1392,434
D5-e003Coalescence-mBHI-p3,1406,436
C5-e003Coalescence-mBHI-p3,1241,371
C9-e003Coalescence-mBHI-p3,1408,435
D10-e003Coalescence-mGAM-p5,1409,438
C8-e003Coalescence-mBHI-p7,1388,425
G3-e004Assembly-epsilon-p7,1268,386
B4-e003Coalescence-mGAM-p5,1406,433
D4-e003Coalescence-mGAM-p5,1409,439
C3-e004Assembly-mBHI-p7,1384,431
B5-e003Coalescence-mGAM-p5,1407,436
B5-e003Coalescence-Inoculumn-mBHI,1347,417
G3-e004Assembly-epsilon-p3,1048,311
C2-e003Coalescence-mGAM-p3,1382,432
B5-e003Coalescence-mGAM-p7,1395,433
C10-e003Assembly-mGAM-p3,782,254
B10-e003Coalescence-mBHI-p5,1400,434
B3-e004Assembly-mBHI-p5,1284,390
B5-e003Coalescence-mBHI-p3,1403,436
C4-e003Coalescence-mGAM-p5,1406,432
C5-e003Coalescence-mGAM-p7,1405,439
C5-e003Coalescence-mBHI-inoculumn-redo,1404,436
A10-e003Coalescence-mBHI-p5,1338,421
BF-Fecal,700,237
AM-Fecal,1377,433
A4-e003Coalescence-mGAM-p5,1399,438
D5-e003Coalescence-mBHI-p5,1409,439
D4-e003Coalescence-mGAM-p7,1408,438
E3-e004Assembly-mGAM-p7,1270,399
C4-e003Coalescence-mGAM-p3,1407,439
C5-e003Coalescence-mBHI-p5,1409,436
C5-e003Coalescence-mGAM-p3,1408,439
A3-e003Coalescence-mBHI-inoculumn-redo,535,156
D10-e003Assembly-mGAM-p3,1025,321
C3-e003Coalescence-mGAM-p5,1407,437
C10-e003GlycerolRevival-mGAM-p2,1397,435
A10-e003Coalescence-mGAM-p3,1409,439
D3-e003Coalescence-mBHI-p7,1407,439
C3-e003Coalescence-mBHI-p5,1399,429
B3-e003Assembly-mBHI-p5,1071,347
B2-e003Coalescence-mGAM-p3,1398,439
B4-e003Assembly-mBHI-p3,861,254
