,s1,s2,fixed_diffs,Species,Strain Shift
0,A2-e003Coalescence-Inoculumn-mBHI,C12-e003Coalescence-mBHI-p3,18004,100099,True
1,A2-e003Coalescence-Inoculumn-mBHI,C9-e003Coalescence-mGAM-p3,21403,100099,True
2,A2-e003Coalescence-Inoculumn-mBHI,B5-e004Assembly-mBHI-p3,25326,100099,True
3,A2-e003Coalescence-Inoculumn-mBHI,C11-e003Coalescence-mBHI-p3,17868,100099,True
4,A2-e003Coalescence-Inoculumn-mBHI,D11-e003Coalescence-mBHI-p5,28803,100099,True
5,A2-e003Coalescence-Inoculumn-mBHI,C9-e003Coalescence-mGAM-p7,15901,100099,True
6,A2-e003Coalescence-Inoculumn-mBHI,C8-e003Coalescence-mGAM-p7,25166,100099,True
7,A2-e003Coalescence-Inoculumn-mBHI,D10-e003Coalescence-mBHI-p3,28681,100099,True
8,A2-e003Coalescence-Inoculumn-mBHI,B2-e003Coalescence-mBHI-p3,86,100099,False
9,A2-e003Coalescence-Inoculumn-mBHI,A8-e003Coalescence-mBHI-p3,0,100099,False
10,A2-e003Coalescence-Inoculumn-mBHI,A4-e003Coalescence-mBHI-p7,25155,100099,True
11,A2-e003Coalescence-Inoculumn-mBHI,A3-e003Coalescence-mBHI-p7,25744,100099,True
12,A2-e003Coalescence-Inoculumn-mBHI,B9-e003Coalescence-mGAM-p5,28645,100099,True
13,A2-e003Coalescence-Inoculumn-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,17262,100099,True
14,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-mBHI-p3,25561,100099,True
15,A2-e003Coalescence-Inoculumn-mBHI,D4-e003Coalescence-mBHI-p5,27963,100099,True
16,A2-e003Coalescence-Inoculumn-mBHI,C2-e003Coalescence-mBHI-p5,25239,100099,True
17,A2-e003Coalescence-Inoculumn-mBHI,B3-e004Assembly-mBHI-p7,25994,100099,True
18,A2-e003Coalescence-Inoculumn-mBHI,B5-e004Assembly-mBHI-p7,25666,100099,True
19,A2-e003Coalescence-Inoculumn-mBHI,D4-e003Coalescence-mBHI-p3,25827,100099,True
20,A2-e003Coalescence-Inoculumn-mBHI,C4-e003GlycerolRevival-mBHI-p2,25031,100099,True
21,A2-e003Coalescence-Inoculumn-mBHI,G5-e004Assembly-epsilon-p3,24057,100099,True
22,A2-e003Coalescence-Inoculumn-mBHI,C5-e004Assembly-mBHI-p3,14886,100099,True
23,A2-e003Coalescence-Inoculumn-mBHI,B2-e003Assembly-mBHI-p5,1,100099,False
24,A2-e003Coalescence-Inoculumn-mBHI,C3-e004Assembly-mBHI-p5,17697,100099,True
25,A2-e003Coalescence-Inoculumn-mBHI,B2-e003Coalescence-mBHI-p5,3865,100099,True
26,A2-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mGAM-p7,24937,100099,True
27,A2-e003Coalescence-Inoculumn-mBHI,B12-e003Coalescence-mBHI-p3,27488,100099,True
28,A2-e003Coalescence-Inoculumn-mBHI,D3-e004Assembly-mGAM-p7,17262,100099,True
29,A2-e003Coalescence-Inoculumn-mBHI,C3-e003Coalescence-mGAM-p3,25445,100099,True
30,A2-e003Coalescence-Inoculumn-mBHI,B4-e003Assembly-mBHI-p5,13785,100099,True
31,A2-e003Coalescence-Inoculumn-mBHI,D4-e004Assembly-mGAM-p5,23174,100099,True
32,A2-e003Coalescence-Inoculumn-mBHI,D3-e003Coalescence-Inoculumn-mBHI,13219,100099,True
33,A2-e003Coalescence-Inoculumn-mBHI,C3-e003Coalescence-mBHI-p7,25480,100099,True
34,A2-e003Coalescence-Inoculumn-mBHI,D11-e003Coalescence-mGAM-p5,28516,100099,True
35,A2-e003Coalescence-Inoculumn-mBHI,A11-e003Coalescence-mGAM-p7,27047,100099,True
36,A2-e003Coalescence-Inoculumn-mBHI,B8-e003Coalescence-mBHI-p5,28774,100099,True
37,A2-e003Coalescence-Inoculumn-mBHI,C2-e003Coalescence-mGAM-p7,25456,100099,True
38,A2-e003Coalescence-Inoculumn-mBHI,D3-e003Coalescence-mBHI-p5,28302,100099,True
39,A2-e003Coalescence-Inoculumn-mBHI,B11-e003Coalescence-mGAM-p3,28793,100099,True
40,A2-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo,25218,100099,True
41,A2-e003Coalescence-Inoculumn-mBHI,B5-e003Assembly-mBHI-p5,27744,100099,True
42,A2-e003Coalescence-Inoculumn-mBHI,D2-e003Coalescence-mBHI-p5,25382,100099,True
43,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-mGAM-p5,27996,100099,True
44,A2-e003Coalescence-Inoculumn-mBHI,B5-e003Coalescence-mBHI-p5,28064,100099,True
45,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-mBHI-p7,28382,100099,True
46,A2-e003Coalescence-Inoculumn-mBHI,C9-e003Coalescence-mBHI-p5,28677,100099,True
47,A2-e003Coalescence-Inoculumn-mBHI,A10-e003Coalescence-mBHI-p3,3248,100099,True
48,A2-e003Coalescence-Inoculumn-mBHI,A5-e003Coalescence-mGAM-p3,27891,100099,True
49,A2-e003Coalescence-Inoculumn-mBHI,A2-e003Coalescence-Inoculumn-mGAM,0,100099,False
50,A2-e003Coalescence-Inoculumn-mBHI,E5-e004Assembly-mGAM-p5,14754,100099,True
51,A2-e003Coalescence-Inoculumn-mBHI,D8-e003Coalescence-mGAM-p5,26174,100099,True
52,A2-e003Coalescence-Inoculumn-mBHI,A12-e003Coalescence-mGAM-p3,27778,100099,True
53,A2-e003Coalescence-Inoculumn-mBHI,C2-e003Coalescence-mBHI-p3,25583,100099,True
54,A2-e003Coalescence-Inoculumn-mBHI,C4-e004Assembly-mBHI-p5,25913,100099,True
55,A2-e003Coalescence-Inoculumn-mBHI,D9-e003Coalescence-mGAM-p7,28454,100099,True
56,A2-e003Coalescence-Inoculumn-mBHI,D4-e003Coalescence-mBHI-p7,28455,100099,True
57,A2-e003Coalescence-Inoculumn-mBHI,E3-e004Assembly-mGAM-p3,20547,100099,True
