,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
A2-e003Coalescence-Inoculumn-mGAM,0.9994094284791735,0.0003742148760330579
B3-e003Coalescence-Inoculumn-mGAM,0.10974620600581209,0.9663999999999999
A3-e003Coalescence-Inoculumn-mGAM,0.8449631901840491,0.13160958677685952
A9-e003Coalescence-mBHI-p3,0.9745586051017113,0.0006532231404958677
A9-e003Coalescence-mBHI-p5,0.9625150145301904,0.0002796694214876033
A9-e003Coalescence-mBHI-p7,0.9978001291572489,0.00040264462809917355
A9-e003Coalescence-mGAM-p5,0.9102302227962545,0.0012704132231404958
A9-e003Coalescence-mGAM-p7,0.8070087181143042,0.0008376859504132231
B2-e003Coalescence-Inoculumn-mGAM,0.8517500807232807,0.13950512396694217
B8-e003Coalescence-mBHI-p5,0.9914275104940264,0.00016264462809917357
B8-e003Coalescence-mBHI-p7,0.9893813367775266,0.00021289256198347108
B8-e003Coalescence-mGAM-p5,0.8328666451404585,0.0010528925619834712
B8-e003Coalescence-mGAM-p7,0.9721969648046496,0.0005504132231404959
E9-e003Coalescence-mBHI-p5_S6,0.9383274136260897,0.0003414876033057851
E9-e003Coalescence-mBHI-p7_S102,0.7215347110106555,0.00033057851239669424
E9-e003Coalescence-mGAM-p3_S154,0.9303261220536003,0.02165487603305785
E9-e003Coalescence-mGAM-p5_S54,0.5228837584759445,0.0005646280991735537
F8-e003Coalescence-mBHI-p3_S117,0.8798040038747175,0.0017811570247933885
F8-e003Coalescence-mBHI-p5_S17,0.9628672909267033,5.818181818181818e-05
F8-e003Coalescence-mBHI-p7_S113,0.9600781401356151,0.00025884297520661155
F8-e003Coalescence-mGAM-p5_S65,0.6976625766871166,0.0013447933884297518
F8-e003Coalescence-mGAM-p7_S161,0.7568614788505005,0.0004981818181818182
