,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A11-e003Coalescence-mGAM-p3,7829,8569
A11-e003Coalescence-mGAM-p7,9130,10086
A5-e003Coalescence-Inoculumn-mGAM,11647,13040
A_E8_A11_AF_AA_mGAM_mGAM_2_S56,11676,13030
A_H5_D8_AA_AF_mGAM_mGAM_2_S89,11512,12843
B_E12_A11_AF_AA_mGAM_mGAM_4_S156,11498,12881
B_E8_E11_AF_AA_mGAM_mGAM_2_S152,11773,13174
B_H5_H8_AA_AF_mGAM_mGAM_2_S185,11777,13182
B_H9_D8_AA_AF_mGAM_mGAM_4_S189,10920,12201
C_E8_A11_AF_AA_mGAM_mGAM_6_S248,11708,13104
C_H5_D8_AA_AF_mGAM_mGAM_6_S281,9142,10060
Coalescence-B5-D8-AA-AF-mGAM-mGAM-7_S636,11631,12959
Coalescence-B6-E11-AA-AF-mGAM-mGAM-7_S637,11680,13054
Coalescence-C3-A11-AA-AF-mGAM-mGAM-5_S646,11560,12930
Coalescence-F10-H8-AA-AF-mGAM-mGAM-3_S689,11688,13062
Coalescence-F3-E11-AA-AF-mGAM-mGAM-3_S682,11732,13133
D2-e003Coalescence-Inoculumn-mGAM,11655,13054
D8-e003Coalescence-mGAM-p1_S755,11373,12719
D8-e003Coalescence-mGAM-p5,8377,9274
D_E12_E11_AF_AA_mGAM_mGAM_4_S348,11733,13118
D_E8_A11_AF_AA_mGAM_mGAM_6_S344,11764,13158
D_H5_D8_AA_AF_mGAM_mGAM_6_S377,11772,13179
E11-e003Coalescence-mBHI-p1_S836,7796,8724
E11-e003Coalescence-mGAM-p1_S840,11620,13025
E111-e003Coalescence-mGAM-p5_S56,7969,8695
H8-e003Coalescence-mGAM-p1_S819,11287,12682
H8-e003Coalescence-mGAM-p5_S89,8437,9190
H8-e003Coalescence-mGAM-p7_S185,11724,13115
