,index,fixed_diffs,num_int_sites,sample1,species_id
0,F2-e004Assembly-epsilon-p3,0,3036317,F2-e004Assembly-epsilon-p3,103933
1,G2-e004Assembly-epsilon-p3,0,3034026,F2-e004Assembly-epsilon-p3,103933
2,F2-e004Assembly-epsilon-p7,1,3001428,F2-e004Assembly-epsilon-p3,103933
3,G2-e004Assembly-epsilon-p5,1,3007351,F2-e004Assembly-epsilon-p3,103933
4,F2-e004Assembly-epsilon-p5,3,3036398,F2-e004Assembly-epsilon-p3,103933
0,F2-e004Assembly-epsilon-p3,3,3036317,G2-e004Assembly-epsilon-p3,103933
1,G2-e004Assembly-epsilon-p3,0,3034026,G2-e004Assembly-epsilon-p3,103933
2,F2-e004Assembly-epsilon-p7,1,3001428,G2-e004Assembly-epsilon-p3,103933
3,G2-e004Assembly-epsilon-p5,4,3007351,G2-e004Assembly-epsilon-p3,103933
4,F2-e004Assembly-epsilon-p5,3,3036398,G2-e004Assembly-epsilon-p3,103933
0,F2-e004Assembly-epsilon-p3,3,3036317,F2-e004Assembly-epsilon-p7,103933
1,G2-e004Assembly-epsilon-p3,0,3034026,F2-e004Assembly-epsilon-p7,103933
2,F2-e004Assembly-epsilon-p7,0,3001428,F2-e004Assembly-epsilon-p7,103933
3,G2-e004Assembly-epsilon-p5,2,3007351,F2-e004Assembly-epsilon-p7,103933
4,F2-e004Assembly-epsilon-p5,3,3036398,F2-e004Assembly-epsilon-p7,103933
0,F2-e004Assembly-epsilon-p3,0,3036317,G2-e004Assembly-epsilon-p5,103933
1,G2-e004Assembly-epsilon-p3,0,3034026,G2-e004Assembly-epsilon-p5,103933
2,F2-e004Assembly-epsilon-p7,1,3001428,G2-e004Assembly-epsilon-p5,103933
3,G2-e004Assembly-epsilon-p5,0,3007351,G2-e004Assembly-epsilon-p5,103933
4,F2-e004Assembly-epsilon-p5,5,3036398,G2-e004Assembly-epsilon-p5,103933
0,F2-e004Assembly-epsilon-p3,3,3036317,F2-e004Assembly-epsilon-p5,103933
1,G2-e004Assembly-epsilon-p3,0,3034026,F2-e004Assembly-epsilon-p5,103933
2,F2-e004Assembly-epsilon-p7,0,3001428,F2-e004Assembly-epsilon-p5,103933
3,G2-e004Assembly-epsilon-p5,4,3007351,F2-e004Assembly-epsilon-p5,103933
4,F2-e004Assembly-epsilon-p5,0,3036398,F2-e004Assembly-epsilon-p5,103933
