,C4-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
A_C4_C5_AF_AE_mBHI_mBHI_2_S28,134,134
A_G4_C5_AF_AE_mBHI_mGAM_2_S76,145,146
A_H3_D4_AE_AF_mBHI_mGAM_2_S87,157,153
C5-e003Coalescence-mBHI-inoculumn-redo,162,158
C5-e003Coalescence-mBHI-p7,137,140
C5-e003Coalescence-mGAM-p3,160,159
C_C4_C5_AF_AE_mBHI_mBHI_6_S220,123,124
C_H11_H4_AE_AF_mBHI_mGAM_4_S287,107,105
D4-e003Coalescence-mBHI-p1_S735,116,107
D4-e003Coalescence-mGAM-p1_S739,166,164
D4-e003Coalescence-mGAM-p5,144,145
D_H3_D4_AE_AF_mBHI_mGAM_6_S375,136,137
G5-e003Coalescence-mBHI-p7_S124,112,120
G5-e003Coalescence-mGAM-p3_S84,140,145
G5-e003Coalescence-mGAM-p7_S172,111,118
H4-e003Coalescence-mGAM-p5_S87,90,74
H4-e003Coalescence-mGAM-p7_S183,153,158
