,sample,boot_med,boot_low,boot_high,actual_med
0,B4-e003Coalescence-Inoculumn-mBHI,0.364,0.0,0.5,0.364
1,B4-e003Coalescence-mGAM-p1_S737,,,,
2,B4-e003Coalescence-mGAM-p5,,,,
3,C3-e003Coalescence-mBHI-inoculumn-redo,0.5,0.444,0.571,0.5
4,C3-e003Coalescence-mGAM-p1_S730,,,,
5,C3-e003Coalescence-mGAM-p3,,,,
6,C3-e003Coalescence-mGAM-p7,,,,
7,Coalescence-B9-G3-ACPP-AE-mBHI-mGAM-7_S640,,,,
8,F4-e003Coalescence-mGAM-p1_S801,,,,
9,F4-e003Coalescence-mGAM-p7_S159,,,,
10,G3-e003Coalescence-mGAM-p1_S794,,,,
11,G3-e003Coalescence-mGAM-p3_S82,,,,
12,G3-e003Coalescence-mGAM-p5_S74,,,,
