,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
B4-e003Coalescence-Inoculumn-mBHI,95,61
B4-e003Coalescence-mGAM-p1_S737,189,123
B4-e003Coalescence-mGAM-p5,148,107
C3-e003Coalescence-mBHI-inoculumn-redo,140,100
C3-e003Coalescence-mGAM-p1_S730,130,93
C3-e003Coalescence-mGAM-p3,174,127
C3-e003Coalescence-mGAM-p7,160,112
Coalescence-B9-G3-ACPP-AE-mBHI-mGAM-7_S640,163,109
F4-e003Coalescence-mGAM-p1_S801,153,108
F4-e003Coalescence-mGAM-p7_S159,162,101
G3-e003Coalescence-mGAM-p1_S794,135,88
G3-e003Coalescence-mGAM-p3_S82,185,124
G3-e003Coalescence-mGAM-p5_S74,180,117
