,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
B5-e003Coalescence-Inoculumn-mBHI,596.0,571.0
B5-e003Coalescence-mGAM-p3,3070.0,2650.0
B5-e003Coalescence-mGAM-p5,3976.0,3192.0
B5-e003Coalescence-mGAM-p7,1955.0,1667.0
D3-e003Coalescence-Inoculumn-mBHI,2557.0,1971.0
D3-e003Coalescence-mGAM-p3,3694.0,3352.0
D3-e003Coalescence-mGAM-p5,11354.0,9505.0
F5-e003Coalescence-mGAM-p3_S72,1195.0,933.0
F5-e003Coalescence-mGAM-p5_S64,6110.0,5441.0
F5-e003Coalescence-mGAM-p7_S160,5523.0,4540.0
H3-e003Coalescence-mGAM-p3_S94,2631.0,2140.0
H3-e003Coalescence-mGAM-p5_S86,3002.0,2618.0
H3-e003Coalescence-mGAM-p7_S182,3477.0,3107.0
