,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C11-e003Coalescence-mBHI-p3,1618.0,1864.0
C11-e003Coalescence-mBHI-p5,12098.0,16607.0
C11-e003Coalescence-mGAM-p3,62823.0,83882.0
C11-e003Coalescence-mGAM-p5,25904.0,34850.0
C11-e003Coalescence-mGAM-p7,33653.0,46347.0
C5-e003Coalescence-Inoculumn-mGAM,38973.0,51611.0
D10-e003Coalescence-mBHI-p3,8111.0,10809.0
D10-e003Coalescence-mBHI-p5,4651.0,6489.0
D10-e003Coalescence-mBHI-p7,4216.0,6098.0
D10-e003Coalescence-mGAM-p3,23960.0,31213.0
D10-e003Coalescence-mGAM-p5,35878.0,48378.0
D10-e003Coalescence-mGAM-p7,46712.0,63345.0
D4-e003Coalescence-Inoculumn-mGAM,5514.0,7043.0
G111-e003Coalescence-mBHI-p5_S32,14375.0,20074.0
G111-e003Coalescence-mBHI-p7_S128,5614.0,7995.0
G111-e003Coalescence-mGAM-p3_S180,23518.0,30350.0
G111-e003Coalescence-mGAM-p5_S80,23711.0,31210.0
H100-e003Coalescence-mBHI-p5_S43,9565.0,13112.0
H100-e003Coalescence-mBHI-p7_S139,16346.0,22223.0
H100-e003Coalescence-mGAM-p5_S91,4007.0,5552.0
H100-e003Coalescence-mGAM-p7_S187,3985.0,5777.0
