,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
A10-e003Coalescence-mGAM-p3,124525.0,81196.0
A10-e003Coalescence-mGAM-p7,45571.0,29501.0
A4-e003Coalescence-Inoculumn-mGAM,125575.0,87879.0
C2-e003Coalescence-Inoculumn-mGAM,52170.0,36506.0
C8-e003Coalescence-mBHI-p5,26974.0,18193.0
C8-e003Coalescence-mBHI-p7,2803.0,2070.0
C8-e003Coalescence-mGAM-p7,105213.0,68656.0
E100-e003Coalescence-mGAM-p3_S155,73414.0,45995.0
E100-e003Coalescence-mGAM-p5_S55,42373.0,26512.0
E100-e003Coalescence-mGAM-p7_S151,46558.0,29461.0
G8-e003Coalescence-mGAM-p3_S177,104319.0,66078.0
G8-e003Coalescence-mGAM-p5_S77,101949.0,64282.0
G8-e003Coalescence-mGAM-p7_S173,196854.0,127307.0
