,0
Coalescence-H3-A3-e003Coalescence-inoculumn-mBHI-0_S706,117.0
B2-e003Coalescence-mBHI-p3,78.0
G3-e003Coalescence-mBHI-p3_S34,27.0
E3-e003Coalescence-mGAM-p7_S146,35.0
B3-e003Coalescence-mBHI-p3,538.0
Coalescence-B7-E3-AA-ACPP-mBHI-mBHI-7_S638,52.0
F2-e003Coalescence-mGAM-p5_S61,17.0
B2-e003Coalescence-mBHI-p5,61.0
C3-e003Coalescence-mGAM-p3,53.0
B3-e003Coalescence-mGAM-p1_S729,76.0
D3-e003Coalescence-Inoculumn-mBHI,130.0
C3-e003Coalescence-mBHI-p7,6.0
B5-e003Coalescence-mBHI-p1_S741,16.0
Coalescence-F6-G3-ACPP-AE-mBHI-mBHI-3_S685,85.0
F4-e003Coalescence-mGAM-p7_S159,94.0
F3-e003Coalescence-mBHI-p1_S789,80.0
Coalescence-H7-C3-e003Coalescence-inoculumn-mBHI-0_S710,121.0
B3-e003Coalescence-mBHI-p1_S725,128.0
F4-e003Coalescence-mGAM-p1_S801,41.0
B5-e003Coalescence-Inoculumn-mBHI,73.0
Coalescence-A7-B3-ACPP-ACPP-mBHI-mGAM-7_S626,46.0
C3-e003Coalescence-mBHI-p1_S726,67.0
E3-e003Coalescence-mGAM-p3_S58,59.0
F4-e003Coalescence-mGAM-p3_S71,28.0
F2-e003Coalescence-mBHI-p3_S21,26.0
F4-e003Coalescence-mBHI-p3_S23,56.0
E3-e003Coalescence-mGAM-p5_S50,52.0
F3-e003Coalescence-mBHI-p3_S22,129.0
G3-e003Coalescence-mGAM-p1_S794,28.0
A3-e003Coalescence-mBHI-inoculumn-redo,19.0
Coalescence-A6-B2-AA-ACPP-mBHI-mGAM-7_S625,44.0
D3-e003Assembly-mBHI-p5,12.0
E3-e003Coalescence-mBHI-p1_S788,45.0
F5-e003Coalescence-mBHI-p1_S805,12.0
C3-e003Coalescence-mBHI-p5,66.0
B3-e003Assembly-mBHI-p5,15.0
G3-e003Coalescence-mBHI-p1_S790,79.0
B2-e003Coalescence-mGAM-p3,60.0
A3-e003Coalescence-mBHI-p1_S724,67.0
B3-e003Coalescence-Inoculumn-mBHI,113.0
F3-e003Coalescence-mGAM-p5_S62,52.0
C3-e003Coalescence-mGAM-p1_S730,32.0
H3-e003Coalescence-mBHI-p1_S791,10.0
G3-e003Coalescence-mBHI-p5_S26,20.0
F5-e003Coalescence-mGAM-p1_S809,9.0
F3-e003Coalescence-mGAM-p7_S158,68.0
A3-e003Coalescence-mGAM-p7,7.0
F3-e003Coalescence-mBHI-p7_S110,65.0
B3-e003Coalescence-mBHI-p7,61.0
C2-e004Assembly-mBHI-p7,17.0
F2-e003Coalescence-mBHI-p1_S781,56.0
Coalescence-D1-B2-AA-ACPP-mBHI-mGAM-5_S656,82.0
F3-e003Coalescence-mBHI-p5_S14,83.0
B2-e003Coalescence-mBHI-p1_S717,64.0
F3-e003Coalescence-mGAM-p1_S793,61.0
C3-e003GlycerolRevival-mBHI-p2,13.0
B3-e003Coalescence-mGAM-p5,15.0
E3-e003Coalescence-mBHI-p3_S10,132.0
F4-e003Coalescence-mGAM-p5_S63,51.0
D3-e003Coalescence-mGAM-p1_S731,12.0
E3-e003Coalescence-mBHI-p5_S2,80.0
Coalescence-D11-B3-ACPP-ACPP-mBHI-mGAM-3_S666,195.0
F2-e003Coalescence-mGAM-p7_S157,56.0
B3-e003Coalescence-mBHI-p5,33.0
B2-e003Coalescence-Inoculumn-mBHI,16.0
B2-e003Coalescence-mGAM-p5,51.0
A3-e003Coalescence-mBHI-p3,79.0
B4-e003Coalescence-mBHI-p1_S733,66.0
Coalescence-D12-B4-ACPP-AE-mBHI-mGAM-3_S667,20.0
C3-e003Coalescence-mBHI-inoculumn-redo,66.0
Coalescence-E4-C3-ACPP-AE-mBHI-mBHI-3_S671,125.0
G3-e003Coalescence-mGAM-p3_S82,78.0
B2-e004Assembly-mBHI-p7,7.0
F2-e003Coalescence-mBHI-p5_S13,175.0
B4-e003Coalescence-Inoculumn-mBHI,36.0
A3-e003Coalescence-mGAM-p1_S728,29.0
Coalescence-C5-A3-AA-ACPP-mBHI-mGAM-5_S648,47.0
B5-e003Coalescence-mGAM-p1_S745,8.0
B2-e004Assembly-mBHI-p5,13.0
B4-e004Assembly-mBHI-p7,8.0
F2-e003Coalescence-mGAM-p1_S785,31.0
B2-e003Coalescence-mBHI-p7,22.0
B4-e003Coalescence-mGAM-p1_S737,84.0
B4-e003Coalescence-mBHI-p3,38.0
A2-e003Coalescence-mGAM-p1_S720,7.0
F4-e003Coalescence-mBHI-p1_S797,40.0
Coalescence-D7-A3-AA-ACPP-mBHI-mGAM-3_S662,50.0
