,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
B10-e003Coalescence-mBHI-p5,0.8,0.636
B10-e003Coalescence-mGAM-p7,0.28200000000000003,1.0
B4-e003Coalescence-Inoculumn-mGAM,0.8140000000000001,0.481
C3-e003Coalescence-Inoculumn-mGAM,0.828,0.46499999999999997
C9-e003Coalescence-mBHI-p3,0.583,1.0
C9-e003Coalescence-mBHI-p5,0.643,1.0
C9-e003Coalescence-mBHI-p7,0.625,1.0
C9-e003Coalescence-mGAM-p3,0.7989999999999999,0.527
C9-e003Coalescence-mGAM-p5,0.5725,0.766
C9-e003Coalescence-mGAM-p7,0.27,0.923
