,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
B5-e003Coalescence-Inoculumn-mBHI,0.66,0.30000000000000004
B5-e003Coalescence-mBHI-p3,0.345,0.625
B5-e003Coalescence-mBHI-p5,0.657,0.294
B5-e003Coalescence-mBHI-p7,0.676,0.265
B5-e003Coalescence-mGAM-p3,0.023,0.975
B5-e003Coalescence-mGAM-p5,0.004,1.0
B5-e003Coalescence-mGAM-p7,0.0,1.0
D3-e003Coalescence-Inoculumn-mBHI,0.651,0.302
D3-e003Coalescence-mBHI-p5,0.719,0.25
D3-e003Coalescence-mBHI-p7,0.915,0.061000000000000054
D3-e003Coalescence-mGAM-p3,0.007000000000000006,0.993
D3-e003Coalescence-mGAM-p5,0.004,0.995
