,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C11-e003Coalescence-mGAM-p3,0.0,1.0
C11-e003Coalescence-mGAM-p5,0.0,1.0
C11-e003Coalescence-mGAM-p7,0.0,1.0
C5-e003Coalescence-Inoculumn-mGAM,0.583,0.486
D10-e003Coalescence-mGAM-p3,0.0,1.0
D10-e003Coalescence-mGAM-p5,0.0,1.0
D10-e003Coalescence-mGAM-p7,0.0,1.0
D4-e003Coalescence-Inoculumn-mGAM,0.5,0.5
G111-e003Coalescence-mGAM-p3_S180,0.0,1.0
G111-e003Coalescence-mGAM-p5_S80,0.0,1.0
H100-e003Coalescence-mBHI-p7_S139,0.0,1.0
H100-e003Coalescence-mGAM-p5_S91,0.0,1.0
H100-e003Coalescence-mGAM-p7_S187,0.0,1.0
