,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
A10-e003Coalescence-mGAM-p3,0.449,0.542
A10-e003Coalescence-mGAM-p7,1.0,0.0
A4-e003Coalescence-Inoculumn-mGAM,0.571,0.415
C2-e003Coalescence-Inoculumn-mGAM,0.5,0.48
C8-e003Coalescence-mGAM-p7,1.0,0.0
E100-e003Coalescence-mGAM-p3_S155,0.697,0.28800000000000003
E100-e003Coalescence-mGAM-p5_S55,0.75,0.231
E100-e003Coalescence-mGAM-p7_S151,0.708,0.273
G8-e003Coalescence-mGAM-p3_S177,0.753,0.239
G8-e003Coalescence-mGAM-p5_S77,0.645,0.33999999999999997
G8-e003Coalescence-mGAM-p7_S173,0.837,0.15200000000000002
