,sample,boot_med,boot_low,boot_high,actual_med
0,A3-e003Coalescence-mBHI-inoculumn-redo,0.348,0.345,0.350025,0.348
1,A3-e003Coalescence-mBHI-p3,0.893,0.892,0.894,0.893
2,A3-e003Coalescence-mBHI-p7,0.031000000000000028,0.031,0.032,0.031000000000000028
3,B2-e003Coalescence-Inoculumn-mBHI,0.333,0.33299999999999996,0.333,0.333
4,B2-e003Coalescence-mBHI-p3,0.854,0.853,0.854,0.854
5,B2-e003Coalescence-mBHI-p5,0.893,0.892,0.894,0.893
6,B2-e003Coalescence-mBHI-p7,0.875,0.872,0.875,0.875
7,B2-e003Coalescence-mGAM-p3,0.24,0.239,0.241,0.24
8,E3-e003Coalescence-mBHI-p3_S10,0.855,0.854,0.856,0.855
9,E3-e003Coalescence-mBHI-p5_S2,0.947,0.946,0.948,0.947
10,E3-e003Coalescence-mGAM-p3_S58,0.229,0.227,0.23099999999999998,0.229
11,E3-e003Coalescence-mGAM-p5_S50,0.147,0.146,0.14800000000000002,0.147
12,E3-e003Coalescence-mGAM-p7_S146,0.052,0.051000000000000045,0.053,0.052
13,F2-e003Coalescence-mBHI-p3_S21,0.908,0.907,0.909,0.908
14,F2-e003Coalescence-mBHI-p5_S13,0.927,0.926,0.928,0.927
15,F2-e003Coalescence-mGAM-p5_S61,0.017628464838880562,0.016784910352581953,0.01852296017659596,0.028627374013643625
16,F2-e003Coalescence-mGAM-p7_S157,0.051000000000000045,0.051,0.052000000000000046,0.051000000000000045
