,sample,boot_med,boot_low,boot_high,actual_med
0,A3-e003Coalescence-mBHI-inoculumn-redo,0.611,0.607,0.614,0.611
1,A3-e003Coalescence-mBHI-p3,0.089,0.08899999999999997,0.09,0.089
2,A3-e003Coalescence-mBHI-p7,0.963,0.962,0.963,0.963
3,B2-e003Coalescence-Inoculumn-mBHI,0.6,0.6,0.615,0.6
4,B2-e003Coalescence-mBHI-p3,0.12,0.119,0.121,0.12
5,B2-e003Coalescence-mBHI-p5,0.08899999999999997,0.08799999999999997,0.08999999999999997,0.088
6,B2-e003Coalescence-mBHI-p7,0.10499999999999998,0.103,0.10699999999999998,0.10499999999999998
7,B2-e003Coalescence-mGAM-p3,0.726,0.725,0.728,0.726
8,E3-e003Coalescence-mBHI-p3_S10,0.115,0.114,0.116,0.115
9,E3-e003Coalescence-mBHI-p5_S2,0.04,0.039,0.04,0.04
10,E3-e003Coalescence-mGAM-p3_S58,0.724,0.722,0.726,0.724
11,E3-e003Coalescence-mGAM-p5_S50,0.816,0.814,0.817,0.816
12,E3-e003Coalescence-mGAM-p7_S146,0.929,0.928,0.9299999999999999,0.929
13,F2-e003Coalescence-mBHI-p3_S21,0.07,0.06897499999999995,0.071,0.07
14,F2-e003Coalescence-mBHI-p5_S13,0.057,0.056,0.057,0.057
15,F2-e003Coalescence-mGAM-p5_S61,0.9753626536493788,0.9742998059710761,0.9763411544074921,0.9580783359117091
16,F2-e003Coalescence-mGAM-p7_S157,0.933,0.9319999999999999,0.933,0.933
