comm,comm-media,inoculumn,inoculumn_sample,is_inoculumn,media,mesocosm,parent_media,parent_subjects,passage,sample,type_mesocosm,redo,counts,mesocosm-passage
H5,H5-mBHI,AF-AF-mBHI,D5-e003Coalescence-Inoculumn-mBHI,False,mBHI,H5-AF-AF-mBHI-mBHI,mBHI,AF-AF,6,D_D4_D5_AF_AF_mBHI_mBHI_6_S328,AF-AF-mBHI-mBHI,False,1,D5-AF-AF-mBHI-mBHI-6
H8,H8-mBHI,AA-AF-mGAM,D2-e003Coalescence-Inoculumn-mGAM,False,mBHI,H8-AA-AF-mGAM-mBHI,mGAM,AA-AF,6,D_D5_D8_AA_AF_mGAM_mBHI_6_S329,AA-AF-mGAM-mBHI,False,1,D8-AA-AF-mGAM-mBHI-6
H9,H9-mBHI,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,False,mBHI,D10-AE-AF-mGAM-mBHI,mGAM,AE-AF,2,D_D6_D9_ACPP_AF_mGAM_mBHI_6_S330,AE-AF-mGAM-mBHI,False,1,D10-AE-AF-mGAM-mBHI-2
H10,H10-mBHI,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,False,mBHI,H10-AE-AF-mGAM-mBHI,mGAM,AE-AF,6,D_D7_D10_AE_AF_mGAM_mBHI_6_S331,AE-AF-mGAM-mBHI,False,1,D10-AE-AF-mGAM-mBHI-6
H11,H11-mBHI,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,False,mBHI,H11-AF-AF-mGAM-mBHI,mGAM,AF-AF,6,D_D8_D11_AF_AF_mGAM_mBHI_6_S332,AF-AF-mGAM-mBHI,False,1,D11-AF-AF-mGAM-mBHI-6
H8,H8-mBHI,AA-AF-mGAM,D2-e003Coalescence-Inoculumn-mGAM,False,mBHI,H8-AA-AF-mGAM-mBHI,mGAM,AA-AF,4,D_D9_H8_AA_AF_mGAM_mBHI_4_S333,AA-AF-mGAM-mBHI,False,1,H8-AA-AF-mGAM-mBHI-4
H9,H9-mBHI,AC/PP-AF-mGAM,D3-e003Coalescence-Inoculumn-mGAM,False,mBHI,H9-AC/PP-AF-mGAM-mBHI,mGAM,AC/PP-AF,4,D_D10_H9_ACPP_AF_mGAM_mBHI_4_S334,AC/PP-AF-mGAM-mBHI,False,1,H9-AC/PP-AF-mGAM-mBHI-4
H10,H10-mBHI,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,False,mBHI,H10-AE-AF-mGAM-mBHI,mGAM,AE-AF,4,D_D11_H10_AE_AF_mGAM_mBHI_4_S335,AE-AF-mGAM-mBHI,False,1,H10-AE-AF-mGAM-mBHI-4
H11,H11-mBHI,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,False,mBHI,H11-AF-AF-mGAM-mBHI,mGAM,AF-AF,4,D_D12_H11_AF_AF_mGAM_mBHI_4_S336,AF-AF-mGAM-mBHI,False,1,H11-AF-AF-mGAM-mBHI-4
E2,E2-mGAM,AA-AA-mBHI,A2-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,E2-AA-AA-mBHI-mGAM,mBHI,AA-AA,6,D_E1_A2_AA_AA_mBHI_mGAM_6_S337,AA-AA-mBHI-mGAM,False,1,A2-AA-AA-mBHI-mGAM-6
E3,E3-mGAM,AA-AC/PP-mBHI,A3-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,E3-AA-AC/PP-mBHI-mGAM,mBHI,AA-AC/PP,6,D_E2_A3_ACPP_AA_mBHI_mGAM_6_S338,AA-AC/PP-mBHI-mGAM,False,1,A3-AA-AC/PP-mBHI-mGAM-6
E4,E4-mGAM,AA-AE-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,E4-AA-AE-mBHI-mGAM,mBHI,AA-AE,6,D_E3_A4_AE_AA_mBHI_mGAM_6_S339,AA-AE-mBHI-mGAM,False,1,A4-AA-AE-mBHI-mGAM-6
E5,E5-mGAM,AA-AF-mBHI,A5-e003Coalescence-Inoculumn-mBHI,False,mGAM,E5-AA-AF-mBHI-mGAM,mBHI,AA-AF,6,D_E4_A5_AF_AA_mBHI_mGAM_6_S340,AA-AF-mBHI-mGAM,False,1,A5-AA-AF-mBHI-mGAM-6
E8,E8-mGAM,AA-AA-mGAM,A2-e003Coalescence-Inoculumn-mGAM,False,mGAM,E8-AA-AA-mGAM-mGAM,mGAM,AA-AA,6,D_E5_A8_AA_AA_mGAM_mGAM_6_S341,AA-AA-mGAM-mGAM,False,1,A8-AA-AA-mGAM-mGAM-6
E9,E9-mGAM,AA-AE-mGAM,A4-e003Coalescence-Inoculumn-mGAM,False,mGAM,A10-AA-AE-mGAM-mGAM,mGAM,AA-AE,2,D_E6_A9_ACPP_AA_mGAM_mGAM_6_S342,AA-AE-mGAM-mGAM,False,1,A10-AA-AE-mGAM-mGAM-2
E10,E10-mGAM,AA-AE-mGAM,A4-e003Coalescence-Inoculumn-mGAM,False,mGAM,E10-AA-AE-mGAM-mGAM,mGAM,AA-AE,6,D_E7_A10_AE_AA_mGAM_mGAM_6_S343,AA-AE-mGAM-mGAM,False,1,A10-AA-AE-mGAM-mGAM-6
E11,E11-mGAM,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,False,mGAM,E11-AA-AF-mGAM-mGAM,mGAM,AA-AF,6,D_E8_A11_AF_AA_mGAM_mGAM_6_S344,AA-AF-mGAM-mGAM,False,1,A11-AA-AF-mGAM-mGAM-6
E8,E8-mGAM,AA-AA-mGAM,A2-e003Coalescence-Inoculumn-mGAM,False,mGAM,E8-AA-AA-mGAM-mGAM,mGAM,AA-AA,4,D_E9_E8_AA_AA_mGAM_mGAM_4_S345,AA-AA-mGAM-mGAM,False,1,E8-AA-AA-mGAM-mGAM-4
E9,E9-mGAM,AA-AC/PP-mGAM,A3-e003Coalescence-Inoculumn-mGAM,False,mGAM,E9-AA-AC/PP-mGAM-mGAM,mGAM,AA-AC/PP,4,D_E10_E9_ACPP_AA_mGAM_mGAM_4_S346,AA-AC/PP-mGAM-mGAM,False,1,E9-AA-AC/PP-mGAM-mGAM-4
E10,E10-mGAM,AA-AE-mGAM,A4-e003Coalescence-Inoculumn-mGAM,False,mGAM,E10-AA-AE-mGAM-mGAM,mGAM,AA-AE,4,D_E11_E10_AE_AA_mGAM_mGAM_4_S347,AA-AE-mGAM-mGAM,False,1,E10-AA-AE-mGAM-mGAM-4
E11,E11-mGAM,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,False,mGAM,E11-AA-AF-mGAM-mGAM,mGAM,AA-AF,4,D_E12_E11_AF_AA_mGAM_mGAM_4_S348,AA-AF-mGAM-mGAM,False,1,E11-AA-AF-mGAM-mGAM-4
G2,G2-mGAM,AA-AE-mBHI,C2-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,G2-AA-AE-mBHI-mGAM,mBHI,AA-AE,6,D_G1_C2_AA_AE_mBHI_mGAM_6_S361,AA-AE-mBHI-mGAM,False,1,C2-AA-AE-mBHI-mGAM-6
G3,G3-mGAM,AC/PP-AE-mBHI,C3-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,G3-AC/PP-AE-mBHI-mGAM,mBHI,AC/PP-AE,6,D_G2_C3_ACPP_AE_mBHI_mGAM_6_S362,AC/PP-AE-mBHI-mGAM,False,1,C3-AC/PP-AE-mBHI-mGAM-6
G4,G4-mGAM,AE-AE-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,G4-AE-AE-mBHI-mGAM,mBHI,AE-AE,6,D_G3_C4_AE_AE_mBHI_mGAM_6_S363,AE-AE-mBHI-mGAM,False,1,C4-AE-AE-mBHI-mGAM-6
G5,G5-mGAM,AE-AF-mBHI,C5-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,G5-AE-AF-mBHI-mGAM,mBHI,AE-AF,6,D_G4_C5_AF_AE_mBHI_mGAM_6_S364,AE-AF-mBHI-mGAM,False,1,C5-AE-AF-mBHI-mGAM-6
G8,G8-mGAM,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mGAM,G8-AA-AE-mGAM-mGAM,mGAM,AA-AE,6,D_G5_C8_AA_AE_mGAM_mGAM_6_S365,AA-AE-mGAM-mGAM,False,1,C8-AA-AE-mGAM-mGAM-6
G9,G9-mGAM,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,False,mGAM,C10-AE-AE-mGAM-mGAM,mGAM,AE-AE,2,D_G6_C9_ACPP_AE_mGAM_mGAM_6_S366,AE-AE-mGAM-mGAM,False,1,C10-AE-AE-mGAM-mGAM-2
G10,G10-mGAM,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,False,mGAM,G10-AE-AE-mGAM-mGAM,mGAM,AE-AE,6,D_G7_C10_AE_AE_mGAM_mGAM_6_S367,AE-AE-mGAM-mGAM,False,1,C10-AE-AE-mGAM-mGAM-6
G11,G11-mGAM,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,False,mGAM,G11-AE-AF-mGAM-mGAM,mGAM,AE-AF,6,D_G8_C11_AF_AE_mGAM_mGAM_6_S368,AE-AF-mGAM-mGAM,False,1,C11-AE-AF-mGAM-mGAM-6
G8,G8-mGAM,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mGAM,G8-AA-AE-mGAM-mGAM,mGAM,AA-AE,4,D_G9_G8_AA_AE_mGAM_mGAM_4_S369,AA-AE-mGAM-mGAM,False,1,G8-AA-AE-mGAM-mGAM-4
G9,G9-mGAM,AC/PP-AE-mGAM,C3-e003Coalescence-Inoculumn-mGAM,False,mGAM,G9-AC/PP-AE-mGAM-mGAM,mGAM,AC/PP-AE,4,D_G10_G9_ACPP_AE_mGAM_mGAM_4_S370,AC/PP-AE-mGAM-mGAM,False,1,G9-AC/PP-AE-mGAM-mGAM-4
G10,G10-mGAM,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,False,mGAM,G10-AE-AE-mGAM-mGAM,mGAM,AE-AE,4,D_G11_G10_AE_AE_mGAM_mGAM_4_S371,AE-AE-mGAM-mGAM,False,1,G10-AE-AE-mGAM-mGAM-4
G11,G11-mGAM,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,False,mGAM,G11-AE-AF-mGAM-mGAM,mGAM,AE-AF,4,D_G12_G11_AF_AE_mGAM_mGAM_4_S372,AE-AF-mGAM-mGAM,False,1,G11-AE-AF-mGAM-mGAM-4
H2,H2-mGAM,AA-AF-mBHI,D2-e003Coalescence-Inoculumn-mBHI,False,mGAM,H2-AA-AF-mBHI-mGAM,mBHI,AA-AF,6,D_H1_D2_AA_AF_mBHI_mGAM_6_S373,AA-AF-mBHI-mGAM,False,1,D2-AA-AF-mBHI-mGAM-6
H3,H3-mGAM,AC/PP-AF-mBHI,D3-e003Coalescence-Inoculumn-mBHI,False,mGAM,H3-AC/PP-AF-mBHI-mGAM,mBHI,AC/PP-AF,6,D_H2_D3_ACPP_AF_mBHI_mGAM_6_S374,AC/PP-AF-mBHI-mGAM,False,1,D3-AC/PP-AF-mBHI-mGAM-6
H4,H4-mGAM,AE-AF-mBHI,D4-e003Coalescence-Inoculumn-mBHI,False,mGAM,H4-AE-AF-mBHI-mGAM,mBHI,AE-AF,6,D_H3_D4_AE_AF_mBHI_mGAM_6_S375,AE-AF-mBHI-mGAM,False,1,D4-AE-AF-mBHI-mGAM-6
H5,H5-mGAM,AF-AF-mBHI,D5-e003Coalescence-Inoculumn-mBHI,False,mGAM,H5-AF-AF-mBHI-mGAM,mBHI,AF-AF,6,D_H4_D5_AF_AF_mBHI_mGAM_6_S376,AF-AF-mBHI-mGAM,False,1,D5-AF-AF-mBHI-mGAM-6
H8,H8-mGAM,AA-AF-mGAM,D2-e003Coalescence-Inoculumn-mGAM,False,mGAM,H8-AA-AF-mGAM-mGAM,mGAM,AA-AF,6,D_H5_D8_AA_AF_mGAM_mGAM_6_S377,AA-AF-mGAM-mGAM,False,1,D8-AA-AF-mGAM-mGAM-6
H9,H9-mGAM,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,False,mGAM,D10-AE-AF-mGAM-mGAM,mGAM,AE-AF,2,D_H6_D9_ACPP_AF_mGAM_mGAM_6_S378,AE-AF-mGAM-mGAM,False,1,D10-AE-AF-mGAM-mGAM-2
H10,H10-mGAM,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,False,mGAM,H10-AE-AF-mGAM-mGAM,mGAM,AE-AF,6,D_H7_D10_AE_AF_mGAM_mGAM_6_S379,AE-AF-mGAM-mGAM,False,1,D10-AE-AF-mGAM-mGAM-6
H11,H11-mGAM,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,False,mGAM,H11-AF-AF-mGAM-mGAM,mGAM,AF-AF,6,D_H8_D11_AF_AF_mGAM_mGAM_6_S380,AF-AF-mGAM-mGAM,False,1,D11-AF-AF-mGAM-mGAM-6
H8,H8-mGAM,AA-AF-mGAM,D2-e003Coalescence-Inoculumn-mGAM,False,mGAM,H8-AA-AF-mGAM-mGAM,mGAM,AA-AF,4,D_H9_H8_AA_AF_mGAM_mGAM_4_S381,AA-AF-mGAM-mGAM,False,1,H8-AA-AF-mGAM-mGAM-4
H9,H9-mGAM,AC/PP-AF-mGAM,D3-e003Coalescence-Inoculumn-mGAM,False,mGAM,H9-AC/PP-AF-mGAM-mGAM,mGAM,AC/PP-AF,4,D_H10_H9_ACPP_AF_mGAM_mGAM_4_S382,AC/PP-AF-mGAM-mGAM,False,1,H9-AC/PP-AF-mGAM-mGAM-4
H10,H10-mGAM,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,False,mGAM,H10-AE-AF-mGAM-mGAM,mGAM,AE-AF,4,D_H11_H10_AE_AF_mGAM_mGAM_4_S383,AE-AF-mGAM-mGAM,False,1,H10-AE-AF-mGAM-mGAM-4
H11,H11-mGAM,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,False,mGAM,H11-AF-AF-mGAM-mGAM,mGAM,AF-AF,4,D_H12_H11_AF_AF_mGAM_mGAM_4_S384,AF-AF-mGAM-mGAM,False,1,H11-AF-AF-mGAM-mGAM-4
C9,C9-mGAM,AC/PP-AE-mGAM,C3-e003Coalescence-Inoculumn-mGAM,False,mGAM,C9-AC/PP-AE-mGAM-mGAM,mGAM,AC/PP-AE,3,C9-e003Coalescence-mGAM-p3,AC/PP-AE-mGAM-mGAM,False,1,C9-AC/PP-AE-mGAM-mGAM3
C11,C11-mBHI,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,False,mBHI,C11-AE-AF-mGAM-mBHI,mGAM,AE-AF,3,C11-e003Coalescence-mBHI-p3,AE-AF-mGAM-mBHI,False,1,C11-AE-AF-mGAM-mBHI3
D11,D11-mBHI,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,False,mBHI,D11-AF-AF-mGAM-mBHI,mGAM,AF-AF,5,D11-e003Coalescence-mBHI-p5,AF-AF-mGAM-mBHI,False,1,D11-AF-AF-mGAM-mBHI5
C9,C9-mGAM,AC/PP-AE-mGAM,C3-e003Coalescence-Inoculumn-mGAM,False,mGAM,C9-AC/PP-AE-mGAM-mGAM,mGAM,AC/PP-AE,7,C9-e003Coalescence-mGAM-p7,AC/PP-AE-mGAM-mGAM,False,1,C9-AC/PP-AE-mGAM-mGAM7
C8,C8-mGAM,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mGAM,C8-AA-AE-mGAM-mGAM,mGAM,AA-AE,7,C8-e003Coalescence-mGAM-p7,AA-AE-mGAM-mGAM,False,1,C8-AA-AE-mGAM-mGAM7
D10,D10-mBHI,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,False,mBHI,D10-AE-AF-mGAM-mBHI,mGAM,AE-AF,3,D10-e003Coalescence-mBHI-p3,AE-AF-mGAM-mBHI,False,1,D10-AE-AF-mGAM-mBHI3
B2,B2-mBHI,AA-AC/PP-mBHI,B2-e003Coalescence-Inoculumn-mBHI,False,mBHI,B2-AA-AC/PP-mBHI-mBHI,mBHI,AA-AC/PP,3,B2-e003Coalescence-mBHI-p3,AA-AC/PP-mBHI-mBHI,False,1,B2-AA-AC/PP-mBHI-mBHI3
A8,A8-mBHI,AA-AA-mGAM,A2-e003Coalescence-Inoculumn-mGAM,False,mBHI,A8-AA-AA-mGAM-mBHI,mGAM,AA-AA,3,A8-e003Coalescence-mBHI-p3,AA-AA-mGAM-mBHI,False,1,A8-AA-AA-mGAM-mBHI3
A4,A4-mBHI,AA-AE-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,A4-AA-AE-mBHI-mBHI,mBHI,AA-AE,7,A4-e003Coalescence-mBHI-p7,AA-AE-mBHI-mBHI,False,1,A4-AA-AE-mBHI-mBHI7
B4,B4-mBHI,AC/PP-AE-mBHI,B4-e003Coalescence-Inoculumn-mBHI,False,mBHI,B4-AC/PP-AE-mBHI-mBHI,mBHI,AC/PP-AE,5,B4-e003Coalescence-mBHI-p5,AC/PP-AE-mBHI-mBHI,False,1,B4-AC/PP-AE-mBHI-mBHI5
A3,A3-mBHI,AA-AC/PP-mBHI,A3-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,A3-AA-AC/PP-mBHI-mBHI,mBHI,AA-AC/PP,7,A3-e003Coalescence-mBHI-p7,AA-AC/PP-mBHI-mBHI,False,1,A3-AA-AC/PP-mBHI-mBHI7
B9,B9-mGAM,AC/PP-AC/PP-mGAM,B3-e003Coalescence-Inoculumn-mGAM,False,mGAM,B9-AC/PP-AC/PP-mGAM-mGAM,mGAM,AC/PP-AC/PP,5,B9-e003Coalescence-mGAM-p5,AC/PP-AC/PP-mGAM-mGAM,False,1,B9-AC/PP-AC/PP-mGAM-mGAM5
B3,B3-mBHI,AC/PP-AC/PP-mBHI,B3-e003Coalescence-Inoculumn-mBHI,False,mBHI,B3-AC/PP-AC/PP-mBHI-mBHI,mBHI,AC/PP-AC/PP,3,B3-e003Coalescence-mBHI-p3,AC/PP-AC/PP-mBHI-mBHI,False,1,B3-AC/PP-AC/PP-mBHI-mBHI3
D4,D4-mBHI,AE-AF-mBHI,D4-e003Coalescence-Inoculumn-mBHI,False,mBHI,D4-AE-AF-mBHI-mBHI,mBHI,AE-AF,5,D4-e003Coalescence-mBHI-p5,AE-AF-mBHI-mBHI,False,1,D4-AE-AF-mBHI-mBHI5
C2,C2-mBHI,AA-AE-mBHI,C2-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,C2-AA-AE-mBHI-mBHI,mBHI,AA-AE,5,C2-e003Coalescence-mBHI-p5,AA-AE-mBHI-mBHI,False,1,C2-AA-AE-mBHI-mBHI5
D4,D4-mBHI,AE-AF-mBHI,D4-e003Coalescence-Inoculumn-mBHI,False,mBHI,D4-AE-AF-mBHI-mBHI,mBHI,AE-AF,3,D4-e003Coalescence-mBHI-p3,AE-AF-mBHI-mBHI,False,1,D4-AE-AF-mBHI-mBHI3
B2,B2-mBHI,AA-AC/PP-mBHI,B2-e003Coalescence-Inoculumn-mBHI,False,mBHI,B2-AA-AC/PP-mBHI-mBHI,mBHI,AA-AC/PP,5,B2-e003Coalescence-mBHI-p5,AA-AC/PP-mBHI-mBHI,False,1,B2-AA-AC/PP-mBHI-mBHI5
C4,C4-mGAM,AE-AE-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,C4-AE-AE-mBHI-mGAM,mBHI,AE-AE,7,C4-e003Coalescence-mGAM-p7,AE-AE-mBHI-mGAM,False,1,C4-AE-AE-mBHI-mGAM7
C3,C3-mGAM,AC/PP-AE-mBHI,C3-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,C3-AC/PP-AE-mBHI-mGAM,mBHI,AC/PP-AE,3,C3-e003Coalescence-mGAM-p3,AC/PP-AE-mBHI-mGAM,False,1,C3-AC/PP-AE-mBHI-mGAM3
C3,C3-mBHI,AC/PP-AE-mBHI,C3-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,C3-AC/PP-AE-mBHI-mBHI,mBHI,AC/PP-AE,7,C3-e003Coalescence-mBHI-p7,AC/PP-AE-mBHI-mBHI,False,1,C3-AC/PP-AE-mBHI-mBHI7
D11,D11-mGAM,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,False,mGAM,D11-AF-AF-mGAM-mGAM,mGAM,AF-AF,5,D11-e003Coalescence-mGAM-p5,AF-AF-mGAM-mGAM,False,1,D11-AF-AF-mGAM-mGAM5
A11,A11-mGAM,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,False,mGAM,A11-AA-AF-mGAM-mGAM,mGAM,AA-AF,7,A11-e003Coalescence-mGAM-p7,AA-AF-mGAM-mGAM,False,1,A11-AA-AF-mGAM-mGAM7
B8,B8-mBHI,AA-AC/PP-mGAM,B2-e003Coalescence-Inoculumn-mGAM,False,mBHI,B8-AA-AC/PP-mGAM-mBHI,mGAM,AA-AC/PP,5,B8-e003Coalescence-mBHI-p5,AA-AC/PP-mGAM-mBHI,False,1,B8-AA-AC/PP-mGAM-mBHI5
C2,C2-mGAM,AA-AE-mBHI,C2-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,C2-AA-AE-mBHI-mGAM,mBHI,AA-AE,7,C2-e003Coalescence-mGAM-p7,AA-AE-mBHI-mGAM,False,1,C2-AA-AE-mBHI-mGAM7
D3,D3-mBHI,AC/PP-AF-mBHI,D3-e003Coalescence-Inoculumn-mBHI,False,mBHI,D3-AC/PP-AF-mBHI-mBHI,mBHI,AC/PP-AF,5,D3-e003Coalescence-mBHI-p5,AC/PP-AF-mBHI-mBHI,False,1,D3-AC/PP-AF-mBHI-mBHI5
B11,B11-mGAM,AC/PP-AF-mGAM,B5-e003Coalescence-Inoculumn-mGAM,False,mGAM,B11-AC/PP-AF-mGAM-mGAM,mGAM,AC/PP-AF,3,B11-e003Coalescence-mGAM-p3,AC/PP-AF-mGAM-mGAM,False,1,B11-AC/PP-AF-mGAM-mGAM3
D2,D2-mBHI,AA-AF-mBHI,D2-e003Coalescence-Inoculumn-mBHI,False,mBHI,D2-AA-AF-mBHI-mBHI,mBHI,AA-AF,5,D2-e003Coalescence-mBHI-p5,AA-AF-mBHI-mBHI,False,1,D2-AA-AF-mBHI-mBHI5
D5,D5-mGAM,AF-AF-mBHI,D5-e003Coalescence-Inoculumn-mBHI,False,mGAM,D5-AF-AF-mBHI-mGAM,mBHI,AF-AF,5,D5-e003Coalescence-mGAM-p5,AF-AF-mBHI-mGAM,False,1,D5-AF-AF-mBHI-mGAM5
B5,B5-mBHI,AC/PP-AF-mBHI,B5-e003Coalescence-Inoculumn-mBHI,False,mBHI,B5-AC/PP-AF-mBHI-mBHI,mBHI,AC/PP-AF,5,B5-e003Coalescence-mBHI-p5,AC/PP-AF-mBHI-mBHI,False,1,B5-AC/PP-AF-mBHI-mBHI5
D5,D5-mBHI,AF-AF-mBHI,D5-e003Coalescence-Inoculumn-mBHI,False,mBHI,D5-AF-AF-mBHI-mBHI,mBHI,AF-AF,7,D5-e003Coalescence-mBHI-p7,AF-AF-mBHI-mBHI,False,1,D5-AF-AF-mBHI-mBHI7
C9,C9-mBHI,AC/PP-AE-mGAM,C3-e003Coalescence-Inoculumn-mGAM,False,mBHI,C9-AC/PP-AE-mGAM-mBHI,mGAM,AC/PP-AE,5,C9-e003Coalescence-mBHI-p5,AC/PP-AE-mGAM-mBHI,False,1,C9-AC/PP-AE-mGAM-mBHI5
A10,A10-mBHI,AA-AE-mGAM,A4-e003Coalescence-Inoculumn-mGAM,False,mBHI,A10-AA-AE-mGAM-mBHI,mGAM,AA-AE,3,A10-e003Coalescence-mBHI-p3,AA-AE-mGAM-mBHI,False,1,A10-AA-AE-mGAM-mBHI3
A5,A5-mGAM,AA-AF-mBHI,A5-e003Coalescence-Inoculumn-mBHI,False,mGAM,A5-AA-AF-mBHI-mGAM,mBHI,AA-AF,3,A5-e003Coalescence-mGAM-p3,AA-AF-mBHI-mGAM,False,1,A5-AA-AF-mBHI-mGAM3
D8,D8-mGAM,AA-AF-mGAM,D2-e003Coalescence-Inoculumn-mGAM,False,mGAM,D8-AA-AF-mGAM-mGAM,mGAM,AA-AF,5,D8-e003Coalescence-mGAM-p5,AA-AF-mGAM-mGAM,False,1,D8-AA-AF-mGAM-mGAM5
C2,C2-mBHI,AA-AE-mBHI,C2-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,C2-AA-AE-mBHI-mBHI,mBHI,AA-AE,3,C2-e003Coalescence-mBHI-p3,AA-AE-mBHI-mBHI,False,1,C2-AA-AE-mBHI-mBHI3
D9,D9-mGAM,AC/PP-AF-mGAM,D3-e003Coalescence-Inoculumn-mGAM,False,mGAM,D9-AC/PP-AF-mGAM-mGAM,mGAM,AC/PP-AF,7,D9-e003Coalescence-mGAM-p7,AC/PP-AF-mGAM-mGAM,False,1,D9-AC/PP-AF-mGAM-mGAM7
D4,D4-mBHI,AE-AF-mBHI,D4-e003Coalescence-Inoculumn-mBHI,False,mBHI,D4-AE-AF-mBHI-mBHI,mBHI,AE-AF,7,D4-e003Coalescence-mBHI-p7,AE-AF-mBHI-mBHI,False,1,D4-AE-AF-mBHI-mBHI7
B10,B10-mGAM,AC/PP-AE-mGAM,B4-e003Coalescence-Inoculumn-mGAM,False,mGAM,B10-AC/PP-AE-mGAM-mGAM,mGAM,AC/PP-AE,3,B10-e003Coalescence-mGAM-p3,AC/PP-AE-mGAM-mGAM,False,1,B10-AC/PP-AE-mGAM-mGAM3
A9,A9-mGAM,AA-AC/PP-mGAM,A3-e003Coalescence-Inoculumn-mGAM,False,mGAM,A9-AA-AC/PP-mGAM-mGAM,mGAM,AA-AC/PP,7,A9-e003Coalescence-mGAM-p7,AA-AC/PP-mGAM-mGAM,False,1,A9-AA-AC/PP-mGAM-mGAM7
D10,D10-mBHI,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,False,mBHI,D10-AE-AF-mGAM-mBHI,mGAM,AE-AF,5,D10-e003Coalescence-mBHI-p5,AE-AF-mGAM-mBHI,False,1,D10-AE-AF-mGAM-mBHI5
D5,D5-mBHI,AF-AF-mBHI,D5-e003Coalescence-Inoculumn-mBHI,False,mBHI,D5-AF-AF-mBHI-mBHI,mBHI,AF-AF,3,D5-e003Coalescence-mBHI-p3,AF-AF-mBHI-mBHI,False,1,D5-AF-AF-mBHI-mBHI3
C5,C5-mBHI,AE-AF-mBHI,C5-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,C5-AE-AF-mBHI-mBHI,mBHI,AE-AF,3,C5-e003Coalescence-mBHI-p3,AE-AF-mBHI-mBHI,False,1,C5-AE-AF-mBHI-mBHI3
D9,D9-mGAM,AC/PP-AF-mGAM,D3-e003Coalescence-Inoculumn-mGAM,False,mGAM,D9-AC/PP-AF-mGAM-mGAM,mGAM,AC/PP-AF,5,D9-e003Coalescence-mGAM-p5,AC/PP-AF-mGAM-mGAM,False,1,D9-AC/PP-AF-mGAM-mGAM5
C9,C9-mBHI,AC/PP-AE-mGAM,C3-e003Coalescence-Inoculumn-mGAM,False,mBHI,C9-AC/PP-AE-mGAM-mBHI,mGAM,AC/PP-AE,3,C9-e003Coalescence-mBHI-p3,AC/PP-AE-mGAM-mBHI,False,1,C9-AC/PP-AE-mGAM-mBHI3
D10,D10-mGAM,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,False,mGAM,D10-AE-AF-mGAM-mGAM,mGAM,AE-AF,5,D10-e003Coalescence-mGAM-p5,AE-AF-mGAM-mGAM,False,1,D10-AE-AF-mGAM-mGAM5
