comm,comm-media,inoculumn,inoculumn_sample,is_inoculumn,media,mesocosm,parent_media,parent_subjects,passage,sample,type_mesocosm,redo,counts,mesocosm-passage
E5,E5-mBHI,AA-AF-mBHI,A5-e003Coalescence-Inoculumn-mBHI,False,mBHI,E5-AA-AF-mBHI-mBHI,mBHI,AA-AF,2,B_A4_E5_AF_AA_mBHI_mBHI_2_S100,AA-AF-mBHI-mBHI,False,1,E5-AA-AF-mBHI-mBHI-2
E8,E8-mBHI,AA-AA-mGAM,A2-e003Coalescence-Inoculumn-mGAM,False,mBHI,E8-AA-AA-mGAM-mBHI,mGAM,AA-AA,2,B_A5_E8_AA_AA_mGAM_mBHI_2_S101,AA-AA-mGAM-mBHI,False,1,E8-AA-AA-mGAM-mBHI-2
E9,E9-mBHI,AA-AC/PP-mGAM,A3-e003Coalescence-Inoculumn-mGAM,False,mBHI,E9-AA-AC/PP-mGAM-mBHI,mGAM,AA-AC/PP,2,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,AA-AC/PP-mGAM-mBHI,False,1,E9-AA-AC/PP-mGAM-mBHI-2
E10,E10-mBHI,AA-AE-mGAM,A4-e003Coalescence-Inoculumn-mGAM,False,mBHI,E10-AA-AE-mGAM-mBHI,mGAM,AA-AE,2,B_A7_E10_AE_AA_mGAM_mBHI_2_S103,AA-AE-mGAM-mBHI,False,1,E10-AA-AE-mGAM-mBHI-2
E11,E11-mBHI,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,False,mBHI,E11-AA-AF-mGAM-mBHI,mGAM,AA-AF,2,B_A8_E11_AF_AA_mGAM_mBHI_2_S104,AA-AF-mGAM-mBHI,False,1,E11-AA-AF-mGAM-mBHI-2
A8,A8-mBHI,AA-AA-mGAM,A2-e003Coalescence-Inoculumn-mGAM,False,mBHI,A8-AA-AA-mGAM-mBHI,mGAM,AA-AA,4,B_A9_A8_AA_AA_mGAM_mBHI_4_S105,AA-AA-mGAM-mBHI,False,1,A8-AA-AA-mGAM-mBHI-4
A9,A9-mBHI,AA-AC/PP-mGAM,A3-e003Coalescence-Inoculumn-mGAM,False,mBHI,A9-AA-AC/PP-mGAM-mBHI,mGAM,AA-AC/PP,4,B_A10_A9_ACPP_AA_mGAM_mBHI_4_S106,AA-AC/PP-mGAM-mBHI,False,1,A9-AA-AC/PP-mGAM-mBHI-4
A10,A10-mBHI,AA-AE-mGAM,A4-e003Coalescence-Inoculumn-mGAM,False,mBHI,A10-AA-AE-mGAM-mBHI,mGAM,AA-AE,4,B_A11_A10_AE_AA_mGAM_mBHI_4_S107,AA-AE-mGAM-mBHI,False,1,A10-AA-AE-mGAM-mBHI-4
A11,A11-mBHI,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,False,mBHI,A11-AA-AF-mGAM-mBHI,mGAM,AA-AF,4,B_A12_A11_AF_AA_mGAM_mBHI_4_S108,AA-AF-mGAM-mBHI,False,1,A11-AA-AF-mGAM-mBHI-4
F2,F2-mBHI,AA-AC/PP-mBHI,B2-e003Coalescence-Inoculumn-mBHI,False,mBHI,F2-AA-AC/PP-mBHI-mBHI,mBHI,AA-AC/PP,2,B_B1_F2_AA_ACPP_mBHI_mBHI_2_S109,AA-AC/PP-mBHI-mBHI,False,1,F2-AA-AC/PP-mBHI-mBHI-2
F3,F3-mBHI,AC/PP-AC/PP-mBHI,B3-e003Coalescence-Inoculumn-mBHI,False,mBHI,F3-AC/PP-AC/PP-mBHI-mBHI,mBHI,AC/PP-AC/PP,2,B_B2_F3_ACPP_ACPP_mBHI_mBHI_2_S110,AC/PP-AC/PP-mBHI-mBHI,False,1,F3-AC/PP-AC/PP-mBHI-mBHI-2
F4,F4-mBHI,AC/PP-AE-mBHI,B4-e003Coalescence-Inoculumn-mBHI,False,mBHI,F4-AC/PP-AE-mBHI-mBHI,mBHI,AC/PP-AE,2,B_B3_F4_AE_ACPP_mBHI_mBHI_2_S111,AC/PP-AE-mBHI-mBHI,False,1,F4-AC/PP-AE-mBHI-mBHI-2
F5,F5-mBHI,AC/PP-AF-mBHI,B5-e003Coalescence-Inoculumn-mBHI,False,mBHI,F5-AC/PP-AF-mBHI-mBHI,mBHI,AC/PP-AF,2,B_B4_F5_AF_ACPP_mBHI_mBHI_2_S112,AC/PP-AF-mBHI-mBHI,False,1,F5-AC/PP-AF-mBHI-mBHI-2
F8,F8-mBHI,AA-AC/PP-mGAM,B2-e003Coalescence-Inoculumn-mGAM,False,mBHI,F8-AA-AC/PP-mGAM-mBHI,mGAM,AA-AC/PP,2,B_B5_F8_AA_ACPP_mGAM_mBHI_2_S113,AA-AC/PP-mGAM-mBHI,False,1,F8-AA-AC/PP-mGAM-mBHI-2
F9,F9-mBHI,AC/PP-AC/PP-mGAM,B3-e003Coalescence-Inoculumn-mGAM,False,mBHI,F9-AC/PP-AC/PP-mGAM-mBHI,mGAM,AC/PP-AC/PP,2,B_B6_F9_ACPP_ACPP_mGAM_mBHI_2_S114,AC/PP-AC/PP-mGAM-mBHI,False,1,F9-AC/PP-AC/PP-mGAM-mBHI-2
F10,F10-mBHI,AC/PP-AE-mGAM,B4-e003Coalescence-Inoculumn-mGAM,False,mBHI,F10-AC/PP-AE-mGAM-mBHI,mGAM,AC/PP-AE,2,B_B7_F10_AE_ACPP_mGAM_mBHI_2_S115,AC/PP-AE-mGAM-mBHI,False,1,F10-AC/PP-AE-mGAM-mBHI-2
F11,F11-mBHI,AC/PP-AF-mGAM,B5-e003Coalescence-Inoculumn-mGAM,False,mBHI,F11-AC/PP-AF-mGAM-mBHI,mGAM,AC/PP-AF,2,B_B8_F11_AF_ACPP_mGAM_mBHI_2_S116,AC/PP-AF-mGAM-mBHI,False,1,F11-AC/PP-AF-mGAM-mBHI-2
B8,B8-mBHI,AA-AC/PP-mGAM,B2-e003Coalescence-Inoculumn-mGAM,False,mBHI,B8-AA-AC/PP-mGAM-mBHI,mGAM,AA-AC/PP,4,B_B9_B8_AA_ACPP_mGAM_mBHI_4_S117,AA-AC/PP-mGAM-mBHI,False,1,B8-AA-AC/PP-mGAM-mBHI-4
B9,B9-mBHI,AC/PP-AC/PP-mGAM,B3-e003Coalescence-Inoculumn-mGAM,False,mBHI,B9-AC/PP-AC/PP-mGAM-mBHI,mGAM,AC/PP-AC/PP,4,B_B10_B9_ACPP_ACPP_mGAM_mBHI_4_S118,AC/PP-AC/PP-mGAM-mBHI,False,1,B9-AC/PP-AC/PP-mGAM-mBHI-4
B10,B10-mBHI,AC/PP-AE-mGAM,B4-e003Coalescence-Inoculumn-mGAM,False,mBHI,B10-AC/PP-AE-mGAM-mBHI,mGAM,AC/PP-AE,4,B_B11_B10_AE_ACPP_mGAM_mBHI_4_S119,AC/PP-AE-mGAM-mBHI,False,1,B10-AC/PP-AE-mGAM-mBHI-4
B11,B11-mBHI,AC/PP-AF-mGAM,B5-e003Coalescence-Inoculumn-mGAM,False,mBHI,B11-AC/PP-AF-mGAM-mBHI,mGAM,AC/PP-AF,4,B_B12_B11_AF_ACPP_mGAM_mBHI_4_S120,AC/PP-AF-mGAM-mBHI,False,1,B11-AC/PP-AF-mGAM-mBHI-4
G2,G2-mBHI,AA-AE-mBHI,C2-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,G2-AA-AE-mBHI-mBHI,mBHI,AA-AE,2,B_C1_G2_AA_AE_mBHI_mBHI_2_S121,AA-AE-mBHI-mBHI,False,1,G2-AA-AE-mBHI-mBHI-2
G3,G3-mBHI,AC/PP-AE-mBHI,C3-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,G3-AC/PP-AE-mBHI-mBHI,mBHI,AC/PP-AE,2,B_C2_G3_ACPP_AE_mBHI_mBHI_2_S122,AC/PP-AE-mBHI-mBHI,False,1,G3-AC/PP-AE-mBHI-mBHI-2
G4,G4-mBHI,AE-AE-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,G4-AE-AE-mBHI-mBHI,mBHI,AE-AE,2,B_C3_G4_AE_AE_mBHI_mBHI_2_S123,AE-AE-mBHI-mBHI,False,1,G4-AE-AE-mBHI-mBHI-2
G5,G5-mBHI,AE-AF-mBHI,C5-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,G5-AE-AF-mBHI-mBHI,mBHI,AE-AF,2,B_C4_G5_AF_AE_mBHI_mBHI_2_S124,AE-AF-mBHI-mBHI,False,1,G5-AE-AF-mBHI-mBHI-2
G8,G8-mBHI,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mBHI,G8-AA-AE-mGAM-mBHI,mGAM,AA-AE,2,B_C5_G8_AA_AE_mGAM_mBHI_2_S125,AA-AE-mGAM-mBHI,False,1,G8-AA-AE-mGAM-mBHI-2
G9,G9-mBHI,AC/PP-AE-mGAM,C3-e003Coalescence-Inoculumn-mGAM,False,mBHI,G9-AC/PP-AE-mGAM-mBHI,mGAM,AC/PP-AE,2,B_C6_G9_ACPP_AE_mGAM_mBHI_2_S126,AC/PP-AE-mGAM-mBHI,False,1,G9-AC/PP-AE-mGAM-mBHI-2
G10,G10-mBHI,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,False,mBHI,G10-AE-AE-mGAM-mBHI,mGAM,AE-AE,2,B_C7_G10_AE_AE_mGAM_mBHI_2_S127,AE-AE-mGAM-mBHI,False,1,G10-AE-AE-mGAM-mBHI-2
G11,G11-mBHI,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,False,mBHI,G11-AE-AF-mGAM-mBHI,mGAM,AE-AF,2,B_C8_G11_AF_AE_mGAM_mBHI_2_S128,AE-AF-mGAM-mBHI,False,1,G11-AE-AF-mGAM-mBHI-2
C8,C8-mBHI,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mBHI,C8-AA-AE-mGAM-mBHI,mGAM,AA-AE,4,B_C9_C8_AA_AE_mGAM_mBHI_4_S129,AA-AE-mGAM-mBHI,False,1,C8-AA-AE-mGAM-mBHI-4
C9,C9-mBHI,AC/PP-AE-mGAM,C3-e003Coalescence-Inoculumn-mGAM,False,mBHI,C9-AC/PP-AE-mGAM-mBHI,mGAM,AC/PP-AE,4,B_C10_C9_ACPP_AE_mGAM_mBHI_4_S130,AC/PP-AE-mGAM-mBHI,False,1,C9-AC/PP-AE-mGAM-mBHI-4
C10,C10-mBHI,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,False,mBHI,C10-AE-AE-mGAM-mBHI,mGAM,AE-AE,4,B_C11_C10_AE_AE_mGAM_mBHI_4_S131,AE-AE-mGAM-mBHI,False,1,C10-AE-AE-mGAM-mBHI-4
C11,C11-mBHI,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,False,mBHI,C11-AE-AF-mGAM-mBHI,mGAM,AE-AF,4,B_C12_C11_AF_AE_mGAM_mBHI_4_S132,AE-AF-mGAM-mBHI,False,1,C11-AE-AF-mGAM-mBHI-4
H2,H2-mBHI,AA-AF-mBHI,D2-e003Coalescence-Inoculumn-mBHI,False,mBHI,H2-AA-AF-mBHI-mBHI,mBHI,AA-AF,2,B_D1_H2_AA_AF_mBHI_mBHI_2_S133,AA-AF-mBHI-mBHI,False,1,H2-AA-AF-mBHI-mBHI-2
H3,H3-mBHI,AC/PP-AF-mBHI,D3-e003Coalescence-Inoculumn-mBHI,False,mBHI,H3-AC/PP-AF-mBHI-mBHI,mBHI,AC/PP-AF,2,B_D2_H3_ACPP_AF_mBHI_mBHI_2_S134,AC/PP-AF-mBHI-mBHI,False,1,H3-AC/PP-AF-mBHI-mBHI-2
H4,H4-mBHI,AE-AF-mBHI,D4-e003Coalescence-Inoculumn-mBHI,False,mBHI,H4-AE-AF-mBHI-mBHI,mBHI,AE-AF,2,B_D3_H4_AE_AF_mBHI_mBHI_2_S135,AE-AF-mBHI-mBHI,False,1,H4-AE-AF-mBHI-mBHI-2
H5,H5-mBHI,AF-AF-mBHI,D5-e003Coalescence-Inoculumn-mBHI,False,mBHI,H5-AF-AF-mBHI-mBHI,mBHI,AF-AF,2,B_D4_H5_AF_AF_mBHI_mBHI_2_S136,AF-AF-mBHI-mBHI,False,1,H5-AF-AF-mBHI-mBHI-2
H8,H8-mBHI,AA-AF-mGAM,D2-e003Coalescence-Inoculumn-mGAM,False,mBHI,H8-AA-AF-mGAM-mBHI,mGAM,AA-AF,2,B_D5_H8_AA_AF_mGAM_mBHI_2_S137,AA-AF-mGAM-mBHI,False,1,H8-AA-AF-mGAM-mBHI-2
H9,H9-mBHI,AC/PP-AF-mGAM,D3-e003Coalescence-Inoculumn-mGAM,False,mBHI,H9-AC/PP-AF-mGAM-mBHI,mGAM,AC/PP-AF,2,B_D6_H9_ACPP_AF_mGAM_mBHI_2_S138,AC/PP-AF-mGAM-mBHI,False,1,H9-AC/PP-AF-mGAM-mBHI-2
H10,H10-mBHI,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,False,mBHI,H10-AE-AF-mGAM-mBHI,mGAM,AE-AF,2,B_D7_H10_AE_AF_mGAM_mBHI_2_S139,AE-AF-mGAM-mBHI,False,1,H10-AE-AF-mGAM-mBHI-2
H11,H11-mBHI,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,False,mBHI,H11-AF-AF-mGAM-mBHI,mGAM,AF-AF,2,B_D8_H11_AF_AF_mGAM_mBHI_2_S140,AF-AF-mGAM-mBHI,False,1,H11-AF-AF-mGAM-mBHI-2
D8,D8-mBHI,AA-AF-mGAM,D2-e003Coalescence-Inoculumn-mGAM,False,mBHI,D8-AA-AF-mGAM-mBHI,mGAM,AA-AF,4,B_D9_D8_AA_AF_mGAM_mBHI_4_S141,AA-AF-mGAM-mBHI,False,1,D8-AA-AF-mGAM-mBHI-4
D9,D9-mBHI,AC/PP-AF-mGAM,D3-e003Coalescence-Inoculumn-mGAM,False,mBHI,D9-AC/PP-AF-mGAM-mBHI,mGAM,AC/PP-AF,4,B_D10_D9_ACPP_AF_mGAM_mBHI_4_S142,AC/PP-AF-mGAM-mBHI,False,1,D9-AC/PP-AF-mGAM-mBHI-4
D10,D10-mBHI,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,False,mBHI,D10-AE-AF-mGAM-mBHI,mGAM,AE-AF,4,B_D11_D10_AE_AF_mGAM_mBHI_4_S143,AE-AF-mGAM-mBHI,False,1,D10-AE-AF-mGAM-mBHI-4
D11,D11-mBHI,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,False,mBHI,D11-AF-AF-mGAM-mBHI,mGAM,AF-AF,4,B_D12_D11_AF_AF_mGAM_mBHI_4_S144,AF-AF-mGAM-mBHI,False,1,D11-AF-AF-mGAM-mBHI-4
E2,E2-mGAM,AA-AA-mBHI,A2-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,E2-AA-AA-mBHI-mGAM,mBHI,AA-AA,2,B_E1_E2_AA_AA_mBHI_mGAM_2_S145,AA-AA-mBHI-mGAM,False,1,E2-AA-AA-mBHI-mGAM-2
E3,E3-mGAM,AA-AC/PP-mBHI,A3-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,E3-AA-AC/PP-mBHI-mGAM,mBHI,AA-AC/PP,2,B_E2_E3_ACPP_AA_mBHI_mGAM_2_S146,AA-AC/PP-mBHI-mGAM,False,1,E3-AA-AC/PP-mBHI-mGAM-2
E4,E4-mGAM,AA-AE-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,E4-AA-AE-mBHI-mGAM,mBHI,AA-AE,2,B_E3_E4_AE_AA_mBHI_mGAM_2_S147,AA-AE-mBHI-mGAM,False,1,E4-AA-AE-mBHI-mGAM-2
E5,E5-mGAM,AA-AF-mBHI,A5-e003Coalescence-Inoculumn-mBHI,False,mGAM,E5-AA-AF-mBHI-mGAM,mBHI,AA-AF,2,B_E4_E5_AF_AA_mBHI_mGAM_2_S148,AA-AF-mBHI-mGAM,False,1,E5-AA-AF-mBHI-mGAM-2
E8,E8-mGAM,AA-AA-mGAM,A2-e003Coalescence-Inoculumn-mGAM,False,mGAM,E8-AA-AA-mGAM-mGAM,mGAM,AA-AA,2,B_E5_E8_AA_AA_mGAM_mGAM_2_S149,AA-AA-mGAM-mGAM,False,1,E8-AA-AA-mGAM-mGAM-2
E9,E9-mGAM,AA-AC/PP-mGAM,A3-e003Coalescence-Inoculumn-mGAM,False,mGAM,E9-AA-AC/PP-mGAM-mGAM,mGAM,AA-AC/PP,2,B_E6_E9_ACPP_AA_mGAM_mGAM_2_S150,AA-AC/PP-mGAM-mGAM,False,1,E9-AA-AC/PP-mGAM-mGAM-2
E10,E10-mGAM,AA-AE-mGAM,A4-e003Coalescence-Inoculumn-mGAM,False,mGAM,E10-AA-AE-mGAM-mGAM,mGAM,AA-AE,2,B_E7_E10_AE_AA_mGAM_mGAM_2_S151,AA-AE-mGAM-mGAM,False,1,E10-AA-AE-mGAM-mGAM-2
E11,E11-mGAM,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,False,mGAM,E11-AA-AF-mGAM-mGAM,mGAM,AA-AF,2,B_E8_E11_AF_AA_mGAM_mGAM_2_S152,AA-AF-mGAM-mGAM,False,1,E11-AA-AF-mGAM-mGAM-2
A8,A8-mGAM,AA-AA-mGAM,A2-e003Coalescence-Inoculumn-mGAM,False,mGAM,A8-AA-AA-mGAM-mGAM,mGAM,AA-AA,4,B_E9_A8_AA_AA_mGAM_mGAM_4_S153,AA-AA-mGAM-mGAM,False,1,A8-AA-AA-mGAM-mGAM-4
A9,A9-mGAM,AA-AC/PP-mGAM,A3-e003Coalescence-Inoculumn-mGAM,False,mGAM,A9-AA-AC/PP-mGAM-mGAM,mGAM,AA-AC/PP,4,B_E10_A9_ACPP_AA_mGAM_mGAM_4_S154,AA-AC/PP-mGAM-mGAM,False,1,A9-AA-AC/PP-mGAM-mGAM-4
A10,A10-mGAM,AA-AE-mGAM,A4-e003Coalescence-Inoculumn-mGAM,False,mGAM,A10-AA-AE-mGAM-mGAM,mGAM,AA-AE,4,B_E11_A10_AE_AA_mGAM_mGAM_4_S155,AA-AE-mGAM-mGAM,False,1,A10-AA-AE-mGAM-mGAM-4
A11,A11-mGAM,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,False,mGAM,A11-AA-AF-mGAM-mGAM,mGAM,AA-AF,4,B_E12_A11_AF_AA_mGAM_mGAM_4_S156,AA-AF-mGAM-mGAM,False,1,A11-AA-AF-mGAM-mGAM-4
F2,F2-mGAM,AA-AC/PP-mBHI,B2-e003Coalescence-Inoculumn-mBHI,False,mGAM,F2-AA-AC/PP-mBHI-mGAM,mBHI,AA-AC/PP,2,B_F1_F2_AA_ACPP_mBHI_mGAM_2_S157,AA-AC/PP-mBHI-mGAM,False,1,F2-AA-AC/PP-mBHI-mGAM-2
F3,F3-mGAM,AC/PP-AC/PP-mBHI,B3-e003Coalescence-Inoculumn-mBHI,False,mGAM,F3-AC/PP-AC/PP-mBHI-mGAM,mBHI,AC/PP-AC/PP,2,B_F2_F3_ACPP_ACPP_mBHI_mGAM_2_S158,AC/PP-AC/PP-mBHI-mGAM,False,1,F3-AC/PP-AC/PP-mBHI-mGAM-2
F4,F4-mGAM,AC/PP-AE-mBHI,B4-e003Coalescence-Inoculumn-mBHI,False,mGAM,F4-AC/PP-AE-mBHI-mGAM,mBHI,AC/PP-AE,2,B_F3_F4_AE_ACPP_mBHI_mGAM_2_S159,AC/PP-AE-mBHI-mGAM,False,1,F4-AC/PP-AE-mBHI-mGAM-2
F5,F5-mGAM,AC/PP-AF-mBHI,B5-e003Coalescence-Inoculumn-mBHI,False,mGAM,F5-AC/PP-AF-mBHI-mGAM,mBHI,AC/PP-AF,2,B_F4_F5_AF_ACPP_mBHI_mGAM_2_S160,AC/PP-AF-mBHI-mGAM,False,1,F5-AC/PP-AF-mBHI-mGAM-2
F8,F8-mGAM,AA-AC/PP-mGAM,B2-e003Coalescence-Inoculumn-mGAM,False,mGAM,F8-AA-AC/PP-mGAM-mGAM,mGAM,AA-AC/PP,2,B_F5_F8_AA_ACPP_mGAM_mGAM_2_S161,AA-AC/PP-mGAM-mGAM,False,1,F8-AA-AC/PP-mGAM-mGAM-2
F9,F9-mGAM,AC/PP-AC/PP-mGAM,B3-e003Coalescence-Inoculumn-mGAM,False,mGAM,F9-AC/PP-AC/PP-mGAM-mGAM,mGAM,AC/PP-AC/PP,2,B_F6_F9_ACPP_ACPP_mGAM_mGAM_2_S162,AC/PP-AC/PP-mGAM-mGAM,False,1,F9-AC/PP-AC/PP-mGAM-mGAM-2
F10,F10-mGAM,AC/PP-AE-mGAM,B4-e003Coalescence-Inoculumn-mGAM,False,mGAM,F10-AC/PP-AE-mGAM-mGAM,mGAM,AC/PP-AE,2,B_F7_F10_AE_ACPP_mGAM_mGAM_2_S163,AC/PP-AE-mGAM-mGAM,False,1,F10-AC/PP-AE-mGAM-mGAM-2
F11,F11-mGAM,AC/PP-AF-mGAM,B5-e003Coalescence-Inoculumn-mGAM,False,mGAM,F11-AC/PP-AF-mGAM-mGAM,mGAM,AC/PP-AF,2,B_F8_F11_AF_ACPP_mGAM_mGAM_2_S164,AC/PP-AF-mGAM-mGAM,False,1,F11-AC/PP-AF-mGAM-mGAM-2
B8,B8-mGAM,AA-AC/PP-mGAM,B2-e003Coalescence-Inoculumn-mGAM,False,mGAM,B8-AA-AC/PP-mGAM-mGAM,mGAM,AA-AC/PP,4,B_F9_B8_AA_ACPP_mGAM_mGAM_4_S165,AA-AC/PP-mGAM-mGAM,False,1,B8-AA-AC/PP-mGAM-mGAM-4
B9,B9-mGAM,AC/PP-AC/PP-mGAM,B3-e003Coalescence-Inoculumn-mGAM,False,mGAM,B9-AC/PP-AC/PP-mGAM-mGAM,mGAM,AC/PP-AC/PP,4,B_F10_B9_ACPP_ACPP_mGAM_mGAM_4_S166,AC/PP-AC/PP-mGAM-mGAM,False,1,B9-AC/PP-AC/PP-mGAM-mGAM-4
B10,B10-mGAM,AC/PP-AE-mGAM,B4-e003Coalescence-Inoculumn-mGAM,False,mGAM,B10-AC/PP-AE-mGAM-mGAM,mGAM,AC/PP-AE,4,B_F11_B10_AE_ACPP_mGAM_mGAM_4_S167,AC/PP-AE-mGAM-mGAM,False,1,B10-AC/PP-AE-mGAM-mGAM-4
B11,B11-mGAM,AC/PP-AF-mGAM,B5-e003Coalescence-Inoculumn-mGAM,False,mGAM,B11-AC/PP-AF-mGAM-mGAM,mGAM,AC/PP-AF,4,B_F12_B11_AF_ACPP_mGAM_mGAM_4_S168,AC/PP-AF-mGAM-mGAM,False,1,B11-AC/PP-AF-mGAM-mGAM-4
G2,G2-mGAM,AA-AE-mBHI,C2-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,G2-AA-AE-mBHI-mGAM,mBHI,AA-AE,2,B_G1_G2_AA_AE_mBHI_mGAM_2_S169,AA-AE-mBHI-mGAM,False,1,G2-AA-AE-mBHI-mGAM-2
G3,G3-mGAM,AC/PP-AE-mBHI,C3-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,G3-AC/PP-AE-mBHI-mGAM,mBHI,AC/PP-AE,2,B_G2_G3_ACPP_AE_mBHI_mGAM_2_S170,AC/PP-AE-mBHI-mGAM,False,1,G3-AC/PP-AE-mBHI-mGAM-2
G4,G4-mGAM,AE-AE-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,G4-AE-AE-mBHI-mGAM,mBHI,AE-AE,2,B_G3_G4_AE_AE_mBHI_mGAM_2_S171,AE-AE-mBHI-mGAM,False,1,G4-AE-AE-mBHI-mGAM-2
G5,G5-mGAM,AE-AF-mBHI,C5-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,G5-AE-AF-mBHI-mGAM,mBHI,AE-AF,2,B_G4_G5_AF_AE_mBHI_mGAM_2_S172,AE-AF-mBHI-mGAM,False,1,G5-AE-AF-mBHI-mGAM-2
G8,G8-mGAM,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mGAM,G8-AA-AE-mGAM-mGAM,mGAM,AA-AE,2,B_G5_G8_AA_AE_mGAM_mGAM_2_S173,AA-AE-mGAM-mGAM,False,1,G8-AA-AE-mGAM-mGAM-2
G9,G9-mGAM,AC/PP-AE-mGAM,C3-e003Coalescence-Inoculumn-mGAM,False,mGAM,G9-AC/PP-AE-mGAM-mGAM,mGAM,AC/PP-AE,2,B_G6_G9_ACPP_AE_mGAM_mGAM_2_S174,AC/PP-AE-mGAM-mGAM,False,1,G9-AC/PP-AE-mGAM-mGAM-2
G10,G10-mGAM,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,False,mGAM,G10-AE-AE-mGAM-mGAM,mGAM,AE-AE,2,B_G7_G10_AE_AE_mGAM_mGAM_2_S175,AE-AE-mGAM-mGAM,False,1,G10-AE-AE-mGAM-mGAM-2
G11,G11-mGAM,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,False,mGAM,G11-AE-AF-mGAM-mGAM,mGAM,AE-AF,2,B_G8_G11_AF_AE_mGAM_mGAM_2_S176,AE-AF-mGAM-mGAM,False,1,G11-AE-AF-mGAM-mGAM-2
C8,C8-mGAM,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mGAM,C8-AA-AE-mGAM-mGAM,mGAM,AA-AE,4,B_G9_C8_AA_AE_mGAM_mGAM_4_S177,AA-AE-mGAM-mGAM,False,1,C8-AA-AE-mGAM-mGAM-4
C9,C9-mGAM,AC/PP-AE-mGAM,C3-e003Coalescence-Inoculumn-mGAM,False,mGAM,C9-AC/PP-AE-mGAM-mGAM,mGAM,AC/PP-AE,4,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,AC/PP-AE-mGAM-mGAM,False,1,C9-AC/PP-AE-mGAM-mGAM-4
C10,C10-mGAM,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,False,mGAM,C10-AE-AE-mGAM-mGAM,mGAM,AE-AE,4,B_G11_C10_AE_AE_mGAM_mGAM_4_S179,AE-AE-mGAM-mGAM,False,1,C10-AE-AE-mGAM-mGAM-4
C11,C11-mGAM,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,False,mGAM,C11-AE-AF-mGAM-mGAM,mGAM,AE-AF,4,B_G12_C11_AF_AE_mGAM_mGAM_4_S180,AE-AF-mGAM-mGAM,False,1,C11-AE-AF-mGAM-mGAM-4
H2,H2-mGAM,AA-AF-mBHI,D2-e003Coalescence-Inoculumn-mBHI,False,mGAM,H2-AA-AF-mBHI-mGAM,mBHI,AA-AF,2,B_H1_H2_AA_AF_mBHI_mGAM_2_S181,AA-AF-mBHI-mGAM,False,1,H2-AA-AF-mBHI-mGAM-2
H3,H3-mGAM,AC/PP-AF-mBHI,D3-e003Coalescence-Inoculumn-mBHI,False,mGAM,H3-AC/PP-AF-mBHI-mGAM,mBHI,AC/PP-AF,2,B_H2_H3_ACPP_AF_mBHI_mGAM_2_S182,AC/PP-AF-mBHI-mGAM,False,1,H3-AC/PP-AF-mBHI-mGAM-2
H4,H4-mGAM,AE-AF-mBHI,D4-e003Coalescence-Inoculumn-mBHI,False,mGAM,H4-AE-AF-mBHI-mGAM,mBHI,AE-AF,2,B_H3_H4_AE_AF_mBHI_mGAM_2_S183,AE-AF-mBHI-mGAM,False,1,H4-AE-AF-mBHI-mGAM-2
H5,H5-mGAM,AF-AF-mBHI,D5-e003Coalescence-Inoculumn-mBHI,False,mGAM,H5-AF-AF-mBHI-mGAM,mBHI,AF-AF,2,B_H4_H5_AF_AF_mBHI_mGAM_2_S184,AF-AF-mBHI-mGAM,False,1,H5-AF-AF-mBHI-mGAM-2
