,sample 2,fixed diffs,sample 1
2,A11-e003Coalescence-mBHI-p7,380,A5-e003Coalescence-Inoculumn-mGAM
3,A11-e003Coalescence-mGAM-p7,1551,A5-e003Coalescence-Inoculumn-mGAM
4,A2-e003Coalescence-Inoculumn-mBHI,4427,A5-e003Coalescence-Inoculumn-mGAM
5,A2-e003Coalescence-Inoculumn-mGAM,2919,A5-e003Coalescence-Inoculumn-mGAM
6,A2-e003Coalescence-mBHI-inoculumn-redo,6736,A5-e003Coalescence-Inoculumn-mGAM
7,A2-e003Coalescence-mBHI-p5,4071,A5-e003Coalescence-Inoculumn-mGAM
8,A2-e003Coalescence-mGAM-p5,2363,A5-e003Coalescence-Inoculumn-mGAM
9,A2-e003Coalescence-mGAM-p7,7503,A5-e003Coalescence-Inoculumn-mGAM
10,A3-e003Coalescence-Inoculumn-mGAM,789,A5-e003Coalescence-Inoculumn-mGAM
11,A3-e003Coalescence-mBHI-inoculumn-redo,558,A5-e003Coalescence-Inoculumn-mGAM
12,A4-e003Coalescence-Inoculumn-mGAM,3340,A5-e003Coalescence-Inoculumn-mGAM
13,A4-e003Coalescence-mBHI-inoculumn-redo,3042,A5-e003Coalescence-Inoculumn-mGAM
14,A4-e003Coalescence-mBHI-p7,1969,A5-e003Coalescence-Inoculumn-mGAM
15,A5-e003Coalescence-Inoculumn-mBHI,452,A5-e003Coalescence-Inoculumn-mGAM
16,A5-e003Coalescence-Inoculumn-mGAM,0,A5-e003Coalescence-Inoculumn-mGAM
17,A5-e003Coalescence-mBHI-inoculumn-redo,1828,A5-e003Coalescence-Inoculumn-mGAM
18,A5-e003Coalescence-mBHI-p7,3741,A5-e003Coalescence-Inoculumn-mGAM
19,A8-e003Coalescence-mBHI-p7,1336,A5-e003Coalescence-Inoculumn-mGAM
20,A9-e003Coalescence-mBHI-p7,730,A5-e003Coalescence-Inoculumn-mGAM
21,A9-e003Coalescence-mGAM-p5,806,A5-e003Coalescence-Inoculumn-mGAM
22,A9-e003Coalescence-mGAM-p7,852,A5-e003Coalescence-Inoculumn-mGAM
23,B10-e003Coalescence-mGAM-p7,1065,A5-e003Coalescence-Inoculumn-mGAM
24,B11-e003Coalescence-mGAM-p7,1920,A5-e003Coalescence-Inoculumn-mGAM
25,B2-e003Coalescence-Inoculumn-mBHI,2467,A5-e003Coalescence-Inoculumn-mGAM
26,B2-e003Coalescence-Inoculumn-mGAM,1955,A5-e003Coalescence-Inoculumn-mGAM
27,B2-e003Coalescence-mBHI-p5,528,A5-e003Coalescence-Inoculumn-mGAM
28,B2-e003Coalescence-mGAM-p7,6338,A5-e003Coalescence-Inoculumn-mGAM
29,B3-e003Coalescence-Inoculumn-mBHI,5618,A5-e003Coalescence-Inoculumn-mGAM
30,B3-e003Coalescence-Inoculumn-mGAM,5256,A5-e003Coalescence-Inoculumn-mGAM
31,B3-e003Coalescence-mBHI-p7,1222,A5-e003Coalescence-Inoculumn-mGAM
32,B3-e003Coalescence-mGAM-p5,6154,A5-e003Coalescence-Inoculumn-mGAM
33,B4-e003Coalescence-Inoculumn-mBHI,6186,A5-e003Coalescence-Inoculumn-mGAM
34,B4-e003Coalescence-Inoculumn-mGAM,4024,A5-e003Coalescence-Inoculumn-mGAM
35,B4-e003Coalescence-mGAM-p5,2926,A5-e003Coalescence-Inoculumn-mGAM
36,B5-e003Coalescence-Inoculumn-mBHI,1919,A5-e003Coalescence-Inoculumn-mGAM
37,B5-e003Coalescence-Inoculumn-mGAM,5167,A5-e003Coalescence-Inoculumn-mGAM
38,B5-e003Coalescence-mGAM-p5,519,A5-e003Coalescence-Inoculumn-mGAM
39,B5-e003Coalescence-mGAM-p7,1527,A5-e003Coalescence-Inoculumn-mGAM
40,B8-e003Coalescence-mGAM-p5,8217,A5-e003Coalescence-Inoculumn-mGAM
41,B9-e003Coalescence-mGAM-p5,1658,A5-e003Coalescence-Inoculumn-mGAM
42,C2-e003Coalescence-Inoculumn-mGAM,2468,A5-e003Coalescence-Inoculumn-mGAM
43,C2-e003Coalescence-mBHI-inoculumn-redo,2219,A5-e003Coalescence-Inoculumn-mGAM
44,C2-e003Coalescence-mBHI-p7,8313,A5-e003Coalescence-Inoculumn-mGAM
45,C2-e003Coalescence-mGAM-p5,3784,A5-e003Coalescence-Inoculumn-mGAM
46,C2-e003Coalescence-mGAM-p7,7940,A5-e003Coalescence-Inoculumn-mGAM
47,C3-e003Coalescence-Inoculumn-mGAM,1890,A5-e003Coalescence-Inoculumn-mGAM
48,C3-e003Coalescence-mBHI-inoculumn-redo,6221,A5-e003Coalescence-Inoculumn-mGAM
49,C3-e003Coalescence-mBHI-p7,11489,A5-e003Coalescence-Inoculumn-mGAM
50,C3-e003Coalescence-mGAM-p5,1603,A5-e003Coalescence-Inoculumn-mGAM
51,C4-e003Coalescence-mGAM-p7,1257,A5-e003Coalescence-Inoculumn-mGAM
52,C5-e003Coalescence-Inoculumn-mGAM,6092,A5-e003Coalescence-Inoculumn-mGAM
53,C5-e003Coalescence-mBHI-inoculumn-redo,2189,A5-e003Coalescence-Inoculumn-mGAM
54,C5-e003Coalescence-mGAM-p7,4233,A5-e003Coalescence-Inoculumn-mGAM
55,C8-e003Coalescence-mBHI-p5,2059,A5-e003Coalescence-Inoculumn-mGAM
56,C8-e003Coalescence-mBHI-p7,1990,A5-e003Coalescence-Inoculumn-mGAM
57,C8-e003Coalescence-mGAM-p7,1124,A5-e003Coalescence-Inoculumn-mGAM
58,C9-e003Coalescence-mGAM-p5,2034,A5-e003Coalescence-Inoculumn-mGAM
59,D10-e003Coalescence-mBHI-p7,1263,A5-e003Coalescence-Inoculumn-mGAM
60,D11-e003Coalescence-mBHI-p5,4197,A5-e003Coalescence-Inoculumn-mGAM
61,D11-e003Coalescence-mGAM-p5,3436,A5-e003Coalescence-Inoculumn-mGAM
62,D11-e003Coalescence-mGAM-p7,3183,A5-e003Coalescence-Inoculumn-mGAM
63,D2-e003Coalescence-Inoculumn-mBHI,748,A5-e003Coalescence-Inoculumn-mGAM
64,D2-e003Coalescence-Inoculumn-mGAM,577,A5-e003Coalescence-Inoculumn-mGAM
65,D2-e003Coalescence-mGAM-p5,2539,A5-e003Coalescence-Inoculumn-mGAM
66,D3-e003Coalescence-Inoculumn-mBHI,1857,A5-e003Coalescence-Inoculumn-mGAM
67,D3-e003Coalescence-Inoculumn-mGAM,7220,A5-e003Coalescence-Inoculumn-mGAM
68,D3-e003Coalescence-mGAM-p5,1385,A5-e003Coalescence-Inoculumn-mGAM
69,D4-e003Coalescence-Inoculumn-mBHI,3117,A5-e003Coalescence-Inoculumn-mGAM
70,D4-e003Coalescence-Inoculumn-mGAM,510,A5-e003Coalescence-Inoculumn-mGAM
71,D4-e003Coalescence-mGAM-p5,1923,A5-e003Coalescence-Inoculumn-mGAM
72,D4-e003Coalescence-mGAM-p7,4514,A5-e003Coalescence-Inoculumn-mGAM
73,D5-e003Coalescence-Inoculumn-mBHI,1913,A5-e003Coalescence-Inoculumn-mGAM
74,D5-e003Coalescence-Inoculumn-mGAM,7315,A5-e003Coalescence-Inoculumn-mGAM
75,D5-e003Coalescence-mBHI-p5,2269,A5-e003Coalescence-Inoculumn-mGAM
76,D5-e003Coalescence-mGAM-p5,605,A5-e003Coalescence-Inoculumn-mGAM
77,D8-e003Coalescence-mBHI-p5,326,A5-e003Coalescence-Inoculumn-mGAM
78,D8-e003Coalescence-mGAM-p5,4011,A5-e003Coalescence-Inoculumn-mGAM
79,D9-e003Coalescence-mGAM-p5,2125,A5-e003Coalescence-Inoculumn-mGAM
80,D9-e003Coalescence-mGAM-p7,1497,A5-e003Coalescence-Inoculumn-mGAM
0,A10-e003Coalescence-mBHI-p7,206,A5-e003Coalescence-mBHI-inoculumn-redo
1,A11-e003Coalescence-mBHI-p5,1173,A5-e003Coalescence-mBHI-inoculumn-redo
2,A11-e003Coalescence-mBHI-p7,216,A5-e003Coalescence-mBHI-inoculumn-redo
3,A11-e003Coalescence-mGAM-p7,2684,A5-e003Coalescence-mBHI-inoculumn-redo
4,A2-e003Coalescence-Inoculumn-mBHI,787,A5-e003Coalescence-mBHI-inoculumn-redo
5,A2-e003Coalescence-Inoculumn-mGAM,3463,A5-e003Coalescence-mBHI-inoculumn-redo
6,A2-e003Coalescence-mBHI-inoculumn-redo,1168,A5-e003Coalescence-mBHI-inoculumn-redo
7,A2-e003Coalescence-mBHI-p5,715,A5-e003Coalescence-mBHI-inoculumn-redo
8,A2-e003Coalescence-mGAM-p5,448,A5-e003Coalescence-mBHI-inoculumn-redo
9,A2-e003Coalescence-mGAM-p7,1338,A5-e003Coalescence-mBHI-inoculumn-redo
10,A3-e003Coalescence-Inoculumn-mGAM,1572,A5-e003Coalescence-mBHI-inoculumn-redo
11,A3-e003Coalescence-mBHI-inoculumn-redo,281,A5-e003Coalescence-mBHI-inoculumn-redo
12,A4-e003Coalescence-Inoculumn-mGAM,3454,A5-e003Coalescence-mBHI-inoculumn-redo
13,A4-e003Coalescence-mBHI-inoculumn-redo,558,A5-e003Coalescence-mBHI-inoculumn-redo
14,A4-e003Coalescence-mBHI-p7,329,A5-e003Coalescence-mBHI-inoculumn-redo
15,A5-e003Coalescence-Inoculumn-mBHI,266,A5-e003Coalescence-mBHI-inoculumn-redo
16,A5-e003Coalescence-Inoculumn-mGAM,1835,A5-e003Coalescence-mBHI-inoculumn-redo
17,A5-e003Coalescence-mBHI-inoculumn-redo,0,A5-e003Coalescence-mBHI-inoculumn-redo
18,A5-e003Coalescence-mBHI-p7,1512,A5-e003Coalescence-mBHI-inoculumn-redo
19,A8-e003Coalescence-mBHI-p7,2090,A5-e003Coalescence-mBHI-inoculumn-redo
20,A9-e003Coalescence-mBHI-p7,1162,A5-e003Coalescence-mBHI-inoculumn-redo
21,A9-e003Coalescence-mGAM-p5,1248,A5-e003Coalescence-mBHI-inoculumn-redo
22,A9-e003Coalescence-mGAM-p7,1328,A5-e003Coalescence-mBHI-inoculumn-redo
23,B10-e003Coalescence-mGAM-p7,1601,A5-e003Coalescence-mBHI-inoculumn-redo
24,B11-e003Coalescence-mGAM-p7,3017,A5-e003Coalescence-mBHI-inoculumn-redo
25,B2-e003Coalescence-Inoculumn-mBHI,1154,A5-e003Coalescence-mBHI-inoculumn-redo
26,B2-e003Coalescence-Inoculumn-mGAM,2516,A5-e003Coalescence-mBHI-inoculumn-redo
27,B2-e003Coalescence-mBHI-p5,637,A5-e003Coalescence-mBHI-inoculumn-redo
28,B2-e003Coalescence-mGAM-p7,3723,A5-e003Coalescence-mBHI-inoculumn-redo
29,B3-e003Coalescence-Inoculumn-mBHI,3437,A5-e003Coalescence-mBHI-inoculumn-redo
30,B3-e003Coalescence-Inoculumn-mGAM,8033,A5-e003Coalescence-mBHI-inoculumn-redo
31,B3-e003Coalescence-mBHI-p7,1932,A5-e003Coalescence-mBHI-inoculumn-redo
32,B3-e003Coalescence-mGAM-p5,3500,A5-e003Coalescence-mBHI-inoculumn-redo
33,B4-e003Coalescence-Inoculumn-mBHI,3570,A5-e003Coalescence-mBHI-inoculumn-redo
34,B4-e003Coalescence-Inoculumn-mGAM,5598,A5-e003Coalescence-mBHI-inoculumn-redo
35,B4-e003Coalescence-mGAM-p5,4062,A5-e003Coalescence-mBHI-inoculumn-redo
36,B5-e003Coalescence-Inoculumn-mBHI,1993,A5-e003Coalescence-mBHI-inoculumn-redo
37,B5-e003Coalescence-Inoculumn-mGAM,13890,A5-e003Coalescence-mBHI-inoculumn-redo
38,B5-e003Coalescence-mGAM-p5,462,A5-e003Coalescence-mBHI-inoculumn-redo
39,B5-e003Coalescence-mGAM-p7,1089,A5-e003Coalescence-mBHI-inoculumn-redo
40,B8-e003Coalescence-mGAM-p5,12479,A5-e003Coalescence-mBHI-inoculumn-redo
41,B9-e003Coalescence-mGAM-p5,2727,A5-e003Coalescence-mBHI-inoculumn-redo
42,C2-e003Coalescence-Inoculumn-mGAM,2910,A5-e003Coalescence-mBHI-inoculumn-redo
43,C2-e003Coalescence-mBHI-inoculumn-redo,426,A5-e003Coalescence-mBHI-inoculumn-redo
44,C2-e003Coalescence-mBHI-p7,1391,A5-e003Coalescence-mBHI-inoculumn-redo
45,C2-e003Coalescence-mGAM-p5,637,A5-e003Coalescence-mBHI-inoculumn-redo
46,C2-e003Coalescence-mGAM-p7,1372,A5-e003Coalescence-mBHI-inoculumn-redo
47,C3-e003Coalescence-Inoculumn-mGAM,2597,A5-e003Coalescence-mBHI-inoculumn-redo
48,C3-e003Coalescence-mBHI-inoculumn-redo,3495,A5-e003Coalescence-mBHI-inoculumn-redo
49,C3-e003Coalescence-mBHI-p7,17271,A5-e003Coalescence-mBHI-inoculumn-redo
50,C3-e003Coalescence-mGAM-p5,2011,A5-e003Coalescence-mBHI-inoculumn-redo
51,C4-e003Coalescence-mGAM-p7,1812,A5-e003Coalescence-mBHI-inoculumn-redo
52,C5-e003Coalescence-Inoculumn-mGAM,16016,A5-e003Coalescence-mBHI-inoculumn-redo
53,C5-e003Coalescence-mBHI-inoculumn-redo,5080,A5-e003Coalescence-mBHI-inoculumn-redo
54,C5-e003Coalescence-mGAM-p7,1800,A5-e003Coalescence-mBHI-inoculumn-redo
55,C8-e003Coalescence-mBHI-p5,388,A5-e003Coalescence-mBHI-inoculumn-redo
56,C8-e003Coalescence-mBHI-p7,362,A5-e003Coalescence-mBHI-inoculumn-redo
57,C8-e003Coalescence-mGAM-p7,459,A5-e003Coalescence-mBHI-inoculumn-redo
58,C9-e003Coalescence-mGAM-p5,3038,A5-e003Coalescence-mBHI-inoculumn-redo
59,D10-e003Coalescence-mBHI-p7,2718,A5-e003Coalescence-mBHI-inoculumn-redo
60,D11-e003Coalescence-mBHI-p5,11937,A5-e003Coalescence-mBHI-inoculumn-redo
61,D11-e003Coalescence-mGAM-p5,9746,A5-e003Coalescence-mBHI-inoculumn-redo
62,D11-e003Coalescence-mGAM-p7,9218,A5-e003Coalescence-mBHI-inoculumn-redo
63,D2-e003Coalescence-Inoculumn-mBHI,317,A5-e003Coalescence-mBHI-inoculumn-redo
64,D2-e003Coalescence-Inoculumn-mGAM,2081,A5-e003Coalescence-mBHI-inoculumn-redo
65,D2-e003Coalescence-mGAM-p5,446,A5-e003Coalescence-mBHI-inoculumn-redo
66,D3-e003Coalescence-Inoculumn-mBHI,1536,A5-e003Coalescence-mBHI-inoculumn-redo
67,D3-e003Coalescence-Inoculumn-mGAM,18434,A5-e003Coalescence-mBHI-inoculumn-redo
68,D3-e003Coalescence-mGAM-p5,1278,A5-e003Coalescence-mBHI-inoculumn-redo
69,D4-e003Coalescence-Inoculumn-mBHI,6853,A5-e003Coalescence-mBHI-inoculumn-redo
70,D4-e003Coalescence-Inoculumn-mGAM,1404,A5-e003Coalescence-mBHI-inoculumn-redo
71,D4-e003Coalescence-mGAM-p5,862,A5-e003Coalescence-mBHI-inoculumn-redo
72,D4-e003Coalescence-mGAM-p7,1794,A5-e003Coalescence-mBHI-inoculumn-redo
73,D5-e003Coalescence-Inoculumn-mBHI,3246,A5-e003Coalescence-mBHI-inoculumn-redo
74,D5-e003Coalescence-Inoculumn-mGAM,18961,A5-e003Coalescence-mBHI-inoculumn-redo
75,D5-e003Coalescence-mBHI-p5,424,A5-e003Coalescence-mBHI-inoculumn-redo
76,D5-e003Coalescence-mGAM-p5,615,A5-e003Coalescence-mBHI-inoculumn-redo
77,D8-e003Coalescence-mBHI-p5,965,A5-e003Coalescence-mBHI-inoculumn-redo
78,D8-e003Coalescence-mGAM-p5,1277,A5-e003Coalescence-mBHI-inoculumn-redo
79,D9-e003Coalescence-mGAM-p5,3152,A5-e003Coalescence-mBHI-inoculumn-redo
80,D9-e003Coalescence-mGAM-p7,2404,A5-e003Coalescence-mBHI-inoculumn-redo
0,A10-e003Coalescence-mBHI-p7,415,B2-e003Coalescence-Inoculumn-mBHI
1,A11-e003Coalescence-mBHI-p5,1844,B2-e003Coalescence-Inoculumn-mBHI
2,A11-e003Coalescence-mBHI-p7,346,B2-e003Coalescence-Inoculumn-mBHI
3,A11-e003Coalescence-mGAM-p7,2432,B2-e003Coalescence-Inoculumn-mBHI
4,A2-e003Coalescence-Inoculumn-mBHI,1506,B2-e003Coalescence-Inoculumn-mBHI
5,A2-e003Coalescence-Inoculumn-mGAM,3132,B2-e003Coalescence-Inoculumn-mBHI
6,A2-e003Coalescence-mBHI-inoculumn-redo,1990,B2-e003Coalescence-Inoculumn-mBHI
7,A2-e003Coalescence-mBHI-p5,1407,B2-e003Coalescence-Inoculumn-mBHI
8,A2-e003Coalescence-mGAM-p5,852,B2-e003Coalescence-Inoculumn-mBHI
9,A2-e003Coalescence-mGAM-p7,2196,B2-e003Coalescence-Inoculumn-mBHI
10,A3-e003Coalescence-Inoculumn-mGAM,1607,B2-e003Coalescence-Inoculumn-mBHI
11,A3-e003Coalescence-mBHI-inoculumn-redo,87,B2-e003Coalescence-Inoculumn-mBHI
12,A4-e003Coalescence-Inoculumn-mGAM,3060,B2-e003Coalescence-Inoculumn-mBHI
13,A4-e003Coalescence-mBHI-inoculumn-redo,981,B2-e003Coalescence-Inoculumn-mBHI
14,A4-e003Coalescence-mBHI-p7,715,B2-e003Coalescence-Inoculumn-mBHI
15,A5-e003Coalescence-Inoculumn-mBHI,401,B2-e003Coalescence-Inoculumn-mBHI
16,A5-e003Coalescence-Inoculumn-mGAM,2477,B2-e003Coalescence-Inoculumn-mBHI
17,A5-e003Coalescence-mBHI-inoculumn-redo,1154,B2-e003Coalescence-Inoculumn-mBHI
18,A5-e003Coalescence-mBHI-p7,1895,B2-e003Coalescence-Inoculumn-mBHI
19,A8-e003Coalescence-mBHI-p7,2068,B2-e003Coalescence-Inoculumn-mBHI
20,A9-e003Coalescence-mBHI-p7,1434,B2-e003Coalescence-Inoculumn-mBHI
21,A9-e003Coalescence-mGAM-p5,1361,B2-e003Coalescence-Inoculumn-mBHI
22,A9-e003Coalescence-mGAM-p7,1459,B2-e003Coalescence-Inoculumn-mBHI
23,B10-e003Coalescence-mGAM-p7,1790,B2-e003Coalescence-Inoculumn-mBHI
24,B11-e003Coalescence-mGAM-p7,3499,B2-e003Coalescence-Inoculumn-mBHI
25,B2-e003Coalescence-Inoculumn-mBHI,0,B2-e003Coalescence-Inoculumn-mBHI
26,B2-e003Coalescence-Inoculumn-mGAM,2520,B2-e003Coalescence-Inoculumn-mBHI
27,B2-e003Coalescence-mBHI-p5,762,B2-e003Coalescence-Inoculumn-mBHI
28,B2-e003Coalescence-mGAM-p7,514,B2-e003Coalescence-Inoculumn-mBHI
29,B3-e003Coalescence-Inoculumn-mBHI,557,B2-e003Coalescence-Inoculumn-mBHI
30,B3-e003Coalescence-Inoculumn-mGAM,8945,B2-e003Coalescence-Inoculumn-mBHI
31,B3-e003Coalescence-mBHI-p7,2118,B2-e003Coalescence-Inoculumn-mBHI
32,B3-e003Coalescence-mGAM-p5,537,B2-e003Coalescence-Inoculumn-mBHI
33,B4-e003Coalescence-Inoculumn-mBHI,641,B2-e003Coalescence-Inoculumn-mBHI
34,B4-e003Coalescence-Inoculumn-mGAM,6333,B2-e003Coalescence-Inoculumn-mBHI
35,B4-e003Coalescence-mGAM-p5,4350,B2-e003Coalescence-Inoculumn-mBHI
36,B5-e003Coalescence-Inoculumn-mBHI,1166,B2-e003Coalescence-Inoculumn-mBHI
37,B5-e003Coalescence-Inoculumn-mGAM,16865,B2-e003Coalescence-Inoculumn-mBHI
38,B5-e003Coalescence-mGAM-p5,321,B2-e003Coalescence-Inoculumn-mBHI
39,B5-e003Coalescence-mGAM-p7,360,B2-e003Coalescence-Inoculumn-mBHI
40,B8-e003Coalescence-mGAM-p5,13946,B2-e003Coalescence-Inoculumn-mBHI
41,B9-e003Coalescence-mGAM-p5,2977,B2-e003Coalescence-Inoculumn-mBHI
42,C2-e003Coalescence-Inoculumn-mGAM,2640,B2-e003Coalescence-Inoculumn-mBHI
43,C2-e003Coalescence-mBHI-inoculumn-redo,741,B2-e003Coalescence-Inoculumn-mBHI
44,C2-e003Coalescence-mBHI-p7,2302,B2-e003Coalescence-Inoculumn-mBHI
45,C2-e003Coalescence-mGAM-p5,1295,B2-e003Coalescence-Inoculumn-mBHI
46,C2-e003Coalescence-mGAM-p7,2309,B2-e003Coalescence-Inoculumn-mBHI
47,C3-e003Coalescence-Inoculumn-mGAM,2875,B2-e003Coalescence-Inoculumn-mBHI
48,C3-e003Coalescence-mBHI-inoculumn-redo,613,B2-e003Coalescence-Inoculumn-mBHI
49,C3-e003Coalescence-mBHI-p7,19273,B2-e003Coalescence-Inoculumn-mBHI
50,C3-e003Coalescence-mGAM-p5,2180,B2-e003Coalescence-Inoculumn-mBHI
51,C4-e003Coalescence-mGAM-p7,1994,B2-e003Coalescence-Inoculumn-mBHI
52,C5-e003Coalescence-Inoculumn-mGAM,19656,B2-e003Coalescence-Inoculumn-mBHI
53,C5-e003Coalescence-mBHI-inoculumn-redo,6657,B2-e003Coalescence-Inoculumn-mBHI
54,C5-e003Coalescence-mGAM-p7,1867,B2-e003Coalescence-Inoculumn-mBHI
55,C8-e003Coalescence-mBHI-p5,775,B2-e003Coalescence-Inoculumn-mBHI
56,C8-e003Coalescence-mBHI-p7,656,B2-e003Coalescence-Inoculumn-mBHI
57,C8-e003Coalescence-mGAM-p7,587,B2-e003Coalescence-Inoculumn-mBHI
58,C9-e003Coalescence-mGAM-p5,3282,B2-e003Coalescence-Inoculumn-mBHI
59,D10-e003Coalescence-mBHI-p7,3297,B2-e003Coalescence-Inoculumn-mBHI
60,D11-e003Coalescence-mBHI-p5,14568,B2-e003Coalescence-Inoculumn-mBHI
61,D11-e003Coalescence-mGAM-p5,11902,B2-e003Coalescence-Inoculumn-mBHI
62,D11-e003Coalescence-mGAM-p7,11229,B2-e003Coalescence-Inoculumn-mBHI
63,D2-e003Coalescence-Inoculumn-mBHI,562,B2-e003Coalescence-Inoculumn-mBHI
64,D2-e003Coalescence-Inoculumn-mGAM,2637,B2-e003Coalescence-Inoculumn-mBHI
65,D2-e003Coalescence-mGAM-p5,960,B2-e003Coalescence-Inoculumn-mBHI
66,D3-e003Coalescence-Inoculumn-mBHI,510,B2-e003Coalescence-Inoculumn-mBHI
67,D3-e003Coalescence-Inoculumn-mGAM,22476,B2-e003Coalescence-Inoculumn-mBHI
68,D3-e003Coalescence-mGAM-p5,1281,B2-e003Coalescence-Inoculumn-mBHI
69,D4-e003Coalescence-Inoculumn-mBHI,8894,B2-e003Coalescence-Inoculumn-mBHI
70,D4-e003Coalescence-Inoculumn-mGAM,1732,B2-e003Coalescence-Inoculumn-mBHI
71,D4-e003Coalescence-mGAM-p5,1004,B2-e003Coalescence-Inoculumn-mBHI
72,D4-e003Coalescence-mGAM-p7,1915,B2-e003Coalescence-Inoculumn-mBHI
73,D5-e003Coalescence-Inoculumn-mBHI,4415,B2-e003Coalescence-Inoculumn-mBHI
74,D5-e003Coalescence-Inoculumn-mGAM,23227,B2-e003Coalescence-Inoculumn-mBHI
75,D5-e003Coalescence-mBHI-p5,618,B2-e003Coalescence-Inoculumn-mBHI
76,D5-e003Coalescence-mGAM-p5,869,B2-e003Coalescence-Inoculumn-mBHI
77,D8-e003Coalescence-mBHI-p5,1190,B2-e003Coalescence-Inoculumn-mBHI
78,D8-e003Coalescence-mGAM-p5,1718,B2-e003Coalescence-Inoculumn-mBHI
79,D9-e003Coalescence-mGAM-p5,3547,B2-e003Coalescence-Inoculumn-mBHI
80,D9-e003Coalescence-mGAM-p7,2638,B2-e003Coalescence-Inoculumn-mBHI
0,A10-e003Coalescence-mBHI-p7,996,B2-e003Coalescence-Inoculumn-mGAM
1,A11-e003Coalescence-mBHI-p5,3119,B2-e003Coalescence-Inoculumn-mGAM
2,A11-e003Coalescence-mBHI-p7,707,B2-e003Coalescence-Inoculumn-mGAM
3,A11-e003Coalescence-mGAM-p7,131,B2-e003Coalescence-Inoculumn-mGAM
4,A2-e003Coalescence-Inoculumn-mBHI,3473,B2-e003Coalescence-Inoculumn-mGAM
5,A2-e003Coalescence-Inoculumn-mGAM,273,B2-e003Coalescence-Inoculumn-mGAM
6,A2-e003Coalescence-mBHI-inoculumn-redo,4778,B2-e003Coalescence-Inoculumn-mGAM
7,A2-e003Coalescence-mBHI-p5,3178,B2-e003Coalescence-Inoculumn-mGAM
8,A2-e003Coalescence-mGAM-p5,1961,B2-e003Coalescence-Inoculumn-mGAM
9,A2-e003Coalescence-mGAM-p7,5037,B2-e003Coalescence-Inoculumn-mGAM
10,A3-e003Coalescence-Inoculumn-mGAM,231,B2-e003Coalescence-Inoculumn-mGAM
11,A3-e003Coalescence-mBHI-inoculumn-redo,616,B2-e003Coalescence-Inoculumn-mGAM
12,A4-e003Coalescence-Inoculumn-mGAM,274,B2-e003Coalescence-Inoculumn-mGAM
13,A4-e003Coalescence-mBHI-inoculumn-redo,2435,B2-e003Coalescence-Inoculumn-mGAM
14,A4-e003Coalescence-mBHI-p7,1567,B2-e003Coalescence-Inoculumn-mGAM
15,A5-e003Coalescence-Inoculumn-mBHI,816,B2-e003Coalescence-Inoculumn-mGAM
16,A5-e003Coalescence-Inoculumn-mGAM,1956,B2-e003Coalescence-Inoculumn-mGAM
17,A5-e003Coalescence-mBHI-inoculumn-redo,2505,B2-e003Coalescence-Inoculumn-mGAM
18,A5-e003Coalescence-mBHI-p7,3705,B2-e003Coalescence-Inoculumn-mGAM
19,A8-e003Coalescence-mBHI-p7,119,B2-e003Coalescence-Inoculumn-mGAM
20,A9-e003Coalescence-mBHI-p7,2069,B2-e003Coalescence-Inoculumn-mGAM
21,A9-e003Coalescence-mGAM-p5,2587,B2-e003Coalescence-Inoculumn-mGAM
22,A9-e003Coalescence-mGAM-p7,2820,B2-e003Coalescence-Inoculumn-mGAM
23,B10-e003Coalescence-mGAM-p7,3220,B2-e003Coalescence-Inoculumn-mGAM
24,B11-e003Coalescence-mGAM-p7,6414,B2-e003Coalescence-Inoculumn-mGAM
25,B2-e003Coalescence-Inoculumn-mBHI,2520,B2-e003Coalescence-Inoculumn-mGAM
26,B2-e003Coalescence-Inoculumn-mGAM,0,B2-e003Coalescence-Inoculumn-mGAM
27,B2-e003Coalescence-mBHI-p5,1509,B2-e003Coalescence-Inoculumn-mGAM
28,B2-e003Coalescence-mGAM-p7,6287,B2-e003Coalescence-Inoculumn-mGAM
29,B3-e003Coalescence-Inoculumn-mBHI,5967,B2-e003Coalescence-Inoculumn-mGAM
30,B3-e003Coalescence-Inoculumn-mGAM,16955,B2-e003Coalescence-Inoculumn-mGAM
31,B3-e003Coalescence-mBHI-p7,4125,B2-e003Coalescence-Inoculumn-mGAM
32,B3-e003Coalescence-mGAM-p5,6736,B2-e003Coalescence-Inoculumn-mGAM
33,B4-e003Coalescence-Inoculumn-mBHI,6662,B2-e003Coalescence-Inoculumn-mGAM
34,B4-e003Coalescence-Inoculumn-mGAM,12006,B2-e003Coalescence-Inoculumn-mGAM
35,B4-e003Coalescence-mGAM-p5,8416,B2-e003Coalescence-Inoculumn-mGAM
36,B5-e003Coalescence-Inoculumn-mBHI,4564,B2-e003Coalescence-Inoculumn-mGAM
37,B5-e003Coalescence-Inoculumn-mGAM,31803,B2-e003Coalescence-Inoculumn-mGAM
38,B5-e003Coalescence-mGAM-p5,979,B2-e003Coalescence-Inoculumn-mGAM
39,B5-e003Coalescence-mGAM-p7,2142,B2-e003Coalescence-Inoculumn-mGAM
40,B8-e003Coalescence-mGAM-p5,26208,B2-e003Coalescence-Inoculumn-mGAM
41,B9-e003Coalescence-mGAM-p5,5541,B2-e003Coalescence-Inoculumn-mGAM
42,C2-e003Coalescence-Inoculumn-mGAM,225,B2-e003Coalescence-Inoculumn-mGAM
