,species_id,AJ_powersoil_01312023_SW_66,PP_AC_inPowersoil_1007_SW_60,PP_AC_inPowersoil_1007_SW_68,AB_powersoil_01312023_SW_62,AA_powersoil_01312023_SW_61,AF_powersoil_01312023_SW_65,AE_powersoil_01312023_SW_64,PP_powersoil_DNA_SW_16,AD_powersoil_01312023_SW_63,AL_powersoil_01312023_SW_67,Lineage,species,genus,family,order,class,phylum
74,100013,0.001,0.001,0.001,0.002,0.0,0.001,0.001,0.001,0.0,0.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__,s__,g__Bacteroides,f__Bacteroidaceae,o__Bacteroidales,c__Bacteroidia,p__Bacteroidota
75,101456,0.004,0.002,0.002,0.0,0.002,0.0,0.003,0.002,0.005,0.0,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__Eubacterium_I ramulus,s__Eubacterium_I ramulus,g__Eubacterium_I,f__Lachnospiraceae,o__Lachnospirales,c__Clostridia,p__Firmicutes_A
76,100120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A harei_A,s__Peptoniphilus_A harei_A,g__Peptoniphilus_A,f__Peptoniphilaceae,o__Tissierellales,c__Clostridia,p__Firmicutes_A
77,101315,0.002,0.002,0.003,0.0,0.002,0.004,0.0,0.003,0.014,0.004,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_B;s__Coprococcus_B comes,s__Coprococcus_B comes,g__Coprococcus_B,f__Lachnospiraceae,o__Lachnospirales,c__Clostridia,p__Firmicutes_A
78,104285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__;g__;s__,s__,g__,f__,o__Lachnospirales,c__Clostridia,p__Firmicutes_A
79,100185,0.016,0.002,0.002,0.006,0.008,0.008,0.003,0.002,0.011,0.002,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens,s__Agathobaculum butyriciproducens,g__Agathobaculum,f__Butyricicoccaceae,o__Oscillospirales,c__Clostridia,p__Firmicutes_A
80,101433,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.001,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae,s__Bacteroides salyersiae,g__Bacteroides,f__Bacteroidaceae,o__Bacteroidales,c__Bacteroidia,p__Bacteroidota
81,101365,0.0,0.003,0.003,0.0,0.0,0.0,0.0,0.003,0.004,0.0,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A succinatutens,s__Phascolarctobacterium_A succinatutens,g__Phascolarctobacterium_A,f__Acidaminococcaceae,o__Acidaminococcales,c__Negativicutes,p__Firmicutes_C
82,100229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea sp000433215,s__Dorea sp000433215,g__Dorea,f__Lachnospiraceae,o__Lachnospirales,c__Clostridia,p__Firmicutes_A
83,100146,0.004,0.002,0.002,0.009,0.006,0.003,0.006,0.003,0.005,0.002,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans,s__Dorea formicigenerans,g__Dorea,f__Lachnospiraceae,o__Lachnospirales,c__Clostridia,p__Firmicutes_A
84,102684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA3818;s__,s__,g__UBA3818,f__Ruminococcaceae,o__Oscillospirales,c__Clostridia,p__Firmicutes_A
85,100977,0.0,0.006,0.005,0.0,0.0,0.0,0.0,0.005,0.0,0.0,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__,s__,g__Clostridium,f__Clostridiaceae,o__Clostridiales,c__Clostridia,p__Firmicutes_A
86,103656,0.0,0.003,0.003,0.006,0.013,0.001,0.006,0.003,0.004,0.0,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417;s__UBA1417 sp003531055,s__UBA1417 sp003531055,g__UBA1417,f__Acutalibacteraceae,o__Oscillospirales,c__Clostridia,p__Firmicutes_A
87,100243,0.004,0.013,0.013,0.0,0.001,0.026,0.026,0.011,0.012,0.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_B;s__Bacteroides_B massiliensis,s__Bacteroides_B massiliensis,g__Bacteroides_B,f__Bacteroidaceae,o__Bacteroidales,c__Bacteroidia,p__Bacteroidota
