species_id,sample,relative_abundance,experiment,sub_experiment,comm,media,passage,subject
102695,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102577,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100878,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
101089,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
104497,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
104422,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103080,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
104227,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102838,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
101582,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102029,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100925,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
104209,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103861,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
104467,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100327,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103768,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102931,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100202,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102290,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102017,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
101293,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
101194,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
101016,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
104017,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103237,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
104081,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103211,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103049,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
101573,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102853,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100833,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102199,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
104578,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
104328,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
104297,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103157,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
104231,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102694,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
101072,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103045,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102932,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103122,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100856,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103101,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100375,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103046,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
104263,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102968,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
101550,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
104318,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102947,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102766,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
104069,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100769,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
104097,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103830,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103078,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103707,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103700,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100135,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
104364,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
104307,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103757,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103336,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103370,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102642,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103345,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103750,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
104267,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100765,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102495,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
101927,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103238,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
104319,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103822,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102024,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100223,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
104223,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102025,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
104120,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102962,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102785,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103074,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100285,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103242,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
104136,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102738,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
101623,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
104271,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
104273,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100771,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102982,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102146,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103820,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
101989,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
101078,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102068,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100226,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103021,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
101112,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
104558,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102893,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
101012,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100395,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103673,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103972,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102259,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
101749,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
101109,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100537,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102412,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103299,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102273,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102580,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
101552,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
101316,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
101124,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103913,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100257,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100180,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102858,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100239,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102083,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103698,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100188,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100928,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
101114,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102566,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103923,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102183,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
101138,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
101137,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102576,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100599,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103038,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
101121,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103261,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103688,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
101086,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100802,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103275,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103020,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100799,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
101122,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102054,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100845,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100835,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103865,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
104625,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
101142,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102995,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
101127,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
101152,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100981,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103915,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
101139,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102294,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
104258,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100237,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102065,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
101636,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100260,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100570,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100805,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102043,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100832,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103906,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100579,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102130,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100904,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
104368,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100797,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
101099,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103917,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100912,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100556,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100826,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100594,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103968,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100830,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100756,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
104280,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103342,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102041,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
104156,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103276,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
104274,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100158,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
100947,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102894,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103228,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
102816,B4-e004Assembly-mBHI-p7,0.0,e004,e004Assembly,B4,mBHI,7,BD
103681,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
101346,B3-e004Assembly-mBHI-p3,0.075,e004,e004Assembly,B3,mBHI,3,AR
102506,B3-e004Assembly-mBHI-p3,0.142,e004,e004Assembly,B3,mBHI,3,AR
102438,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
100099,B3-e004Assembly-mBHI-p3,0.154,e004,e004Assembly,B3,mBHI,3,AR
100196,B3-e004Assembly-mBHI-p3,0.105,e004,e004Assembly,B3,mBHI,3,AR
101294,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
102478,B3-e004Assembly-mBHI-p3,0.015,e004,e004Assembly,B3,mBHI,3,AR
100146,B3-e004Assembly-mBHI-p3,0.034,e004,e004Assembly,B3,mBHI,3,AR
101060,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
101444,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
103117,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
103656,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
101493,B3-e004Assembly-mBHI-p3,0.013,e004,e004Assembly,B3,mBHI,3,AR
102320,B3-e004Assembly-mBHI-p3,0.044,e004,e004Assembly,B3,mBHI,3,AR
101694,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
102819,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
103022,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
102323,B3-e004Assembly-mBHI-p3,0.006,e004,e004Assembly,B3,mBHI,3,AR
100198,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
103876,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
100057,B3-e004Assembly-mBHI-p3,0.001,e004,e004Assembly,B3,mBHI,3,AR
100150,B3-e004Assembly-mBHI-p3,0.02,e004,e004Assembly,B3,mBHI,3,AR
101562,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
102281,B3-e004Assembly-mBHI-p3,0.01,e004,e004Assembly,B3,mBHI,3,AR
102515,B3-e004Assembly-mBHI-p3,0.015,e004,e004Assembly,B3,mBHI,3,AR
100758,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
102279,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
103933,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
101199,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
100013,B3-e004Assembly-mBHI-p3,0.004,e004,e004Assembly,B3,mBHI,3,AR
102455,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
101367,B3-e004Assembly-mBHI-p3,0.007,e004,e004Assembly,B3,mBHI,3,AR
100177,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
100032,B3-e004Assembly-mBHI-p3,0.006,e004,e004Assembly,B3,mBHI,3,AR
101489,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
101617,B3-e004Assembly-mBHI-p3,0.001,e004,e004Assembly,B3,mBHI,3,AR
100106,B3-e004Assembly-mBHI-p3,0.003,e004,e004Assembly,B3,mBHI,3,AR
102953,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
102720,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
102327,B3-e004Assembly-mBHI-p3,0.004,e004,e004Assembly,B3,mBHI,3,AR
101311,B3-e004Assembly-mBHI-p3,0.005,e004,e004Assembly,B3,mBHI,3,AR
100162,B3-e004Assembly-mBHI-p3,0.003,e004,e004Assembly,B3,mBHI,3,AR
102057,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
102544,B3-e004Assembly-mBHI-p3,0.002,e004,e004Assembly,B3,mBHI,3,AR
100074,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
101349,B3-e004Assembly-mBHI-p3,0.003,e004,e004Assembly,B3,mBHI,3,AR
100265,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
101690,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
101502,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
100837,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
100192,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
102715,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
100818,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
101315,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
102640,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
101045,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
104579,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
102353,B3-e004Assembly-mBHI-p3,0.007,e004,e004Assembly,B3,mBHI,3,AR
101683,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
100206,B3-e004Assembly-mBHI-p3,0.002,e004,e004Assembly,B3,mBHI,3,AR
100123,B3-e004Assembly-mBHI-p3,0.001,e004,e004Assembly,B3,mBHI,3,AR
102546,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
100293,B3-e004Assembly-mBHI-p3,0.001,e004,e004Assembly,B3,mBHI,3,AR
101710,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
100172,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
103682,B3-e004Assembly-mBHI-p3,0.001,e004,e004Assembly,B3,mBHI,3,AR
101345,B3-e004Assembly-mBHI-p3,0.001,e004,e004Assembly,B3,mBHI,3,AR
102155,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
101400,B3-e004Assembly-mBHI-p3,0.009,e004,e004Assembly,B3,mBHI,3,AR
102328,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
101059,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
101361,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
101433,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
101365,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
100044,B3-e004Assembly-mBHI-p3,0.005,e004,e004Assembly,B3,mBHI,3,AR
102470,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
100486,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
100591,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
100068,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
101714,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
102659,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
100138,B3-e004Assembly-mBHI-p3,0.001,e004,e004Assembly,B3,mBHI,3,AR
100242,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
100120,B3-e004Assembly-mBHI-p3,0.118,e004,e004Assembly,B3,mBHI,3,AR
101362,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
100910,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
103439,B3-e004Assembly-mBHI-p3,0.023,e004,e004Assembly,B3,mBHI,3,AR
100059,B3-e004Assembly-mBHI-p3,0.006,e004,e004Assembly,B3,mBHI,3,AR
101611,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
102684,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
102945,B3-e004Assembly-mBHI-p3,0.005,e004,e004Assembly,B3,mBHI,3,AR
102287,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
104285,B3-e004Assembly-mBHI-p3,0.001,e004,e004Assembly,B3,mBHI,3,AR
100243,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
101303,B3-e004Assembly-mBHI-p3,0.001,e004,e004Assembly,B3,mBHI,3,AR
102035,B3-e004Assembly-mBHI-p3,0.0,e004,e004Assembly,B3,mBHI,3,AR
