,sample_name,round2,sample,ise003,comm,is_inoculumn,passage,media,parent_media,parent_subjects,mesocosm,type_mesocosm,inoculumn,sample2,sample_name2
344,H8-e003Coalescence-mGAM-p7,True,H8-e003Coalescence-mGAM-p7_S185,True,H8,False,7,mGAM,mGAM,AA-AF,H8-AA-AF-mGAM-mGAM,AA-AF-mGAM-mGAM,AF-AA-mGAM,H8-e003Coalescence-mGAM-p7_S185,H8-e003Coalescence-mGAM-p7
345,G2-e003Coalescence-mGAM-p3,True,G2-e003Coalescence-mGAM-p3_S81,True,G2,False,3,mGAM,mBHI,AA-AE,G2-AA-AE-mBHI-mGAM,AA-AE-mBHI-mGAM,AE-AA-mBHI,G2-e003Coalescence-mGAM-p3_S81,G2-e003Coalescence-mGAM-p3
346,F11-e003Coalescence-mBHI-p5,True,F111-e003Coalescence-mBHI-p5_S20,True,F11,False,5,mBHI,mGAM,AC/PP-AF,F11-AC/PP-AF-mGAM-mBHI,AC/PP-AF-mGAM-mBHI,AC/PP-AF-mGAM,F111-e003Coalescence-mBHI-p5_S20,F11-e003Coalescence-mBHI-p5
347,F8-e003Coalescence-mBHI-p5,True,F8-e003Coalescence-mBHI-p5_S17,True,F8,False,5,mBHI,mGAM,AA-AC/PP,F8-AA-AC/PP-mGAM-mBHI,AA-AC/PP-mGAM-mBHI,AC/PP-AA-mGAM,F8-e003Coalescence-mBHI-p5_S17,F8-e003Coalescence-mBHI-p5
348,G10-e003Coalescence-mBHI-p7,True,G100-e003Coalescence-mBHI-p7_S127,True,G10,False,7,mBHI,mGAM,AE-AE,G10-AE-AE-mGAM-mBHI,AE-AE-mGAM-mBHI,AE-AE-mGAM,G100-e003Coalescence-mBHI-p7_S127,G10-e003Coalescence-mBHI-p7
349,E5-e003Coalescence-mGAM-p5,True,E5-e003Coalescence-mGAM-p5_S52,True,E5,False,5,mGAM,mBHI,AA-AF,E5-AA-AF-mBHI-mGAM,AA-AF-mBHI-mGAM,AA-AF-mBHI,E5-e003Coalescence-mGAM-p5_S52,E5-e003Coalescence-mGAM-p5
350,A4-e003Coalescence-mBHI-inoculumn-redo,False,A4-e003Coalescence-mBHI-inoculumn-redo,True,A4,True,0,mBHI,mBHI,AA-AE,A4-AA-AE-mBHI-mBHI,AA-AE-mBHI-mBHI,AA-AE-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,A4-e003Coalescence-mBHI-inoculumn-redo
351,D3-e003Coalescence-Inoculumn-mBHI,False,D3-e003Coalescence-Inoculumn-mBHI,True,D3,True,0,mBHI,mBHI,AC/PP-AF,D3-AC/PP-AF-mBHI-mBHI,AC/PP-AF-mBHI-mBHI,AF-AC/PP-mBHI,D3-e003Coalescence-Inoculumn-mBHI,D3-e003Coalescence-Inoculumn-mBHI
352,C4-e003Coalescence-mBHI-inoculumn-redo,False,C4-e003Coalescence-mBHI-inoculumn-redo,True,C4,True,0,mBHI,mBHI,AE-AE,C4-AE-AE-mBHI-mBHI,AE-AE-mBHI-mBHI,AE-AE-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo,C4-e003Coalescence-mBHI-inoculumn-redo
353,A2-e003Coalescence-Inoculumn-mGAM,False,A2-e003Coalescence-Inoculumn-mGAM,True,A2,True,0,mGAM,mGAM,AA-AA,A2-AA-AA-mGAM-mGAM,AA-AA-mGAM-mGAM,AA-AA-mGAM,A2-e003Coalescence-Inoculumn-mGAM,A2-e003Coalescence-Inoculumn-mGAM
354,B5-e003Coalescence-Inoculumn-mGAM,False,B5-e003Coalescence-Inoculumn-mGAM,True,B5,True,0,mGAM,mGAM,AC/PP-AF,B5-AC/PP-AF-mGAM-mGAM,AC/PP-AF-mGAM-mGAM,AC/PP-AF-mGAM,B5-e003Coalescence-Inoculumn-mGAM,B5-e003Coalescence-Inoculumn-mGAM
355,B5-e003Coalescence-Inoculumn-mBHI,False,B5-e003Coalescence-Inoculumn-mBHI,True,B5,True,0,mBHI,mBHI,AC/PP-AF,B5-AC/PP-AF-mBHI-mBHI,AC/PP-AF-mBHI-mBHI,AC/PP-AF-mBHI,B5-e003Coalescence-Inoculumn-mBHI,B5-e003Coalescence-Inoculumn-mBHI
356,D5-e003Coalescence-Inoculumn-mGAM,False,D5-e003Coalescence-Inoculumn-mGAM,True,D5,True,0,mGAM,mGAM,AF-AF,D5-AF-AF-mGAM-mGAM,AF-AF-mGAM-mGAM,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
357,C5-e003Coalescence-mBHI-inoculumn-redo,False,C5-e003Coalescence-mBHI-inoculumn-redo,True,C5,True,0,mBHI,mBHI,AE-AF,C5-AE-AF-mBHI-mBHI,AE-AF-mBHI-mBHI,AE-AF-mBHI,C5-e003Coalescence-mBHI-inoculumn-redo,C5-e003Coalescence-mBHI-inoculumn-redo
358,B2-e003Coalescence-Inoculumn-mGAM,False,B2-e003Coalescence-Inoculumn-mGAM,True,B2,True,0,mGAM,mGAM,AA-AC/PP,B2-AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM-mGAM,AC/PP-AA-mGAM,B2-e003Coalescence-Inoculumn-mGAM,B2-e003Coalescence-Inoculumn-mGAM
359,A3-e003Coalescence-mBHI-inoculumn-redo,False,A3-e003Coalescence-mBHI-inoculumn-redo,True,A3,True,0,mBHI,mBHI,AA-AC/PP,A3-AA-AC/PP-mBHI-mBHI,AA-AC/PP-mBHI-mBHI,AA-AC/PP-mBHI,A3-e003Coalescence-mBHI-inoculumn-redo,A3-e003Coalescence-mBHI-inoculumn-redo
360,A3-e003Coalescence-Inoculumn-mGAM,False,A3-e003Coalescence-Inoculumn-mGAM,True,A3,True,0,mGAM,mGAM,AA-AC/PP,A3-AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM,A3-e003Coalescence-Inoculumn-mGAM,A3-e003Coalescence-Inoculumn-mGAM
361,A2-e003Coalescence-Inoculumn-mBHI,False,A2-e003Coalescence-Inoculumn-mBHI,True,A2,True,0,mBHI,mBHI,AA-AA,A2-AA-AA-mBHI-mBHI,AA-AA-mBHI-mBHI,AA-AA-mBHI,A2-e003Coalescence-Inoculumn-mBHI,A2-e003Coalescence-Inoculumn-mBHI
362,D5-e003Coalescence-Inoculumn-mBHI,False,D5-e003Coalescence-Inoculumn-mBHI,True,D5,True,0,mBHI,mBHI,AF-AF,D5-AF-AF-mBHI-mBHI,AF-AF-mBHI-mBHI,AF-AF-mBHI,D5-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
363,B3-e003Coalescence-Inoculumn-mBHI,False,B3-e003Coalescence-Inoculumn-mBHI,True,B3,True,0,mBHI,mBHI,AC/PP-AC/PP,B3-AC/PP-AC/PP-mBHI-mBHI,AC/PP-AC/PP-mBHI-mBHI,AC/PP-AC/PP-mBHI,B3-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
364,A5-e003Coalescence-mBHI-inoculumn-redo,False,A5-e003Coalescence-mBHI-inoculumn-redo,True,A5,True,0,mBHI,mBHI,AA-AF,A5-AA-AF-mBHI-mBHI,AA-AF-mBHI-mBHI,AA-AF-mBHI,A5-e003Coalescence-mBHI-inoculumn-redo,A5-e003Coalescence-mBHI-inoculumn-redo
365,C3-e003Coalescence-Inoculumn-mGAM,False,C3-e003Coalescence-Inoculumn-mGAM,True,C3,True,0,mGAM,mGAM,AC/PP-AE,C3-AC/PP-AE-mGAM-mGAM,AC/PP-AE-mGAM-mGAM,AE-AC/PP-mGAM,C3-e003Coalescence-Inoculumn-mGAM,C3-e003Coalescence-Inoculumn-mGAM
366,D4-e003Coalescence-Inoculumn-mBHI,False,D4-e003Coalescence-Inoculumn-mBHI,True,D4,True,0,mBHI,mBHI,AE-AF,D4-AE-AF-mBHI-mBHI,AE-AF-mBHI-mBHI,AF-AE-mBHI,D4-e003Coalescence-Inoculumn-mBHI,D4-e003Coalescence-Inoculumn-mBHI
367,C2-e003Coalescence-Inoculumn-mGAM,False,C2-e003Coalescence-Inoculumn-mGAM,True,C2,True,0,mGAM,mGAM,AA-AE,C2-AA-AE-mGAM-mGAM,AA-AE-mGAM-mGAM,AE-AA-mGAM,C2-e003Coalescence-Inoculumn-mGAM,C2-e003Coalescence-Inoculumn-mGAM
368,B3-e003Coalescence-Inoculumn-mGAM,False,B3-e003Coalescence-Inoculumn-mGAM,True,B3,True,0,mGAM,mGAM,AC/PP-AC/PP,B3-AC/PP-AC/PP-mGAM-mGAM,AC/PP-AC/PP-mGAM-mGAM,AC/PP-AC/PP-mGAM,B3-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
369,D2-e003Coalescence-Inoculumn-mBHI,False,D2-e003Coalescence-Inoculumn-mBHI,True,D2,True,0,mBHI,mBHI,AA-AF,D2-AA-AF-mBHI-mBHI,AA-AF-mBHI-mBHI,AF-AA-mBHI,D2-e003Coalescence-Inoculumn-mBHI,D2-e003Coalescence-Inoculumn-mBHI
370,B4-e003Coalescence-Inoculumn-mGAM,False,B4-e003Coalescence-Inoculumn-mGAM,True,B4,True,0,mGAM,mGAM,AC/PP-AE,B4-AC/PP-AE-mGAM-mGAM,AC/PP-AE-mGAM-mGAM,AC/PP-AE-mGAM,B4-e003Coalescence-Inoculumn-mGAM,B4-e003Coalescence-Inoculumn-mGAM
371,C4-e003Coalescence-Inoculumn-mGAM,False,C4-e003Coalescence-Inoculumn-mGAM,True,C4,True,0,mGAM,mGAM,AE-AE,C4-AE-AE-mGAM-mGAM,AE-AE-mGAM-mGAM,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
372,C2-e003Coalescence-mBHI-inoculumn-redo,False,C2-e003Coalescence-mBHI-inoculumn-redo,True,C2,True,0,mBHI,mBHI,AA-AE,C2-AA-AE-mBHI-mBHI,AA-AE-mBHI-mBHI,AE-AA-mBHI,C2-e003Coalescence-mBHI-inoculumn-redo,C2-e003Coalescence-mBHI-inoculumn-redo
373,B2-e003Coalescence-Inoculumn-mBHI,False,B2-e003Coalescence-Inoculumn-mBHI,True,B2,True,0,mBHI,mBHI,AA-AC/PP,B2-AA-AC/PP-mBHI-mBHI,AA-AC/PP-mBHI-mBHI,AC/PP-AA-mBHI,B2-e003Coalescence-Inoculumn-mBHI,B2-e003Coalescence-Inoculumn-mBHI
374,A5-e003Coalescence-Inoculumn-mGAM,False,A5-e003Coalescence-Inoculumn-mGAM,True,A5,True,0,mGAM,mGAM,AA-AF,A5-AA-AF-mGAM-mGAM,AA-AF-mGAM-mGAM,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,A5-e003Coalescence-Inoculumn-mGAM
375,D4-e003Coalescence-Inoculumn-mGAM,False,D4-e003Coalescence-Inoculumn-mGAM,True,D4,True,0,mGAM,mGAM,AE-AF,D4-AE-AF-mGAM-mGAM,AE-AF-mGAM-mGAM,AF-AE-mGAM,D4-e003Coalescence-Inoculumn-mGAM,D4-e003Coalescence-Inoculumn-mGAM
376,C3-e003Coalescence-mBHI-inoculumn-redo,False,C3-e003Coalescence-mBHI-inoculumn-redo,True,C3,True,0,mBHI,mBHI,AC/PP-AE,C3-AC/PP-AE-mBHI-mBHI,AC/PP-AE-mBHI-mBHI,AE-AC/PP-mBHI,C3-e003Coalescence-mBHI-inoculumn-redo,C3-e003Coalescence-mBHI-inoculumn-redo
377,A2-e003Coalescence-mBHI-inoculumn-redo,False,A2-e003Coalescence-mBHI-inoculumn-redo,True,A2,True,0,mBHI,mBHI,AA-AA,A2-AA-AA-mBHI-mBHI,AA-AA-mBHI-mBHI,AA-AA-mBHI,A2-e003Coalescence-mBHI-inoculumn-redo,A2-e003Coalescence-mBHI-inoculumn-redo
378,B4-e003Coalescence-Inoculumn-mBHI,False,B4-e003Coalescence-Inoculumn-mBHI,True,B4,True,0,mBHI,mBHI,AC/PP-AE,B4-AC/PP-AE-mBHI-mBHI,AC/PP-AE-mBHI-mBHI,AC/PP-AE-mBHI,B4-e003Coalescence-Inoculumn-mBHI,B4-e003Coalescence-Inoculumn-mBHI
379,D2-e003Coalescence-Inoculumn-mGAM,False,D2-e003Coalescence-Inoculumn-mGAM,True,D2,True,0,mGAM,mGAM,AA-AF,D2-AA-AF-mGAM-mGAM,AA-AF-mGAM-mGAM,AF-AA-mGAM,D2-e003Coalescence-Inoculumn-mGAM,D2-e003Coalescence-Inoculumn-mGAM
380,D3-e003Coalescence-Inoculumn-mGAM,False,D3-e003Coalescence-Inoculumn-mGAM,True,D3,True,0,mGAM,mGAM,AC/PP-AF,D3-AC/PP-AF-mGAM-mGAM,AC/PP-AF-mGAM-mGAM,AF-AC/PP-mGAM,D3-e003Coalescence-Inoculumn-mGAM,D3-e003Coalescence-Inoculumn-mGAM
381,C5-e003Coalescence-Inoculumn-mGAM,False,C5-e003Coalescence-Inoculumn-mGAM,True,C5,True,0,mGAM,mGAM,AE-AF,C5-AE-AF-mGAM-mGAM,AE-AF-mGAM-mGAM,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,C5-e003Coalescence-Inoculumn-mGAM
382,A4-e003Coalescence-Inoculumn-mGAM,False,A4-e003Coalescence-Inoculumn-mGAM,True,A4,True,0,mGAM,mGAM,AA-AE,A4-AA-AE-mGAM-mGAM,AA-AE-mGAM-mGAM,AA-AE-mGAM,A4-e003Coalescence-Inoculumn-mGAM,A4-e003Coalescence-Inoculumn-mGAM
383,A5-e003Coalescence-Inoculumn-mBHI,False,A5-e003Coalescence-Inoculumn-mBHI,True,A5,True,0,mBHI,mBHI,AA-AF,A5-AA-AF-mBHI-mBHI,AA-AF-mBHI-mBHI,AA-AF-mBHI,A5-e003Coalescence-Inoculumn-mBHI,A5-e003Coalescence-Inoculumn-mBHI
