,sample 2,fixed diffs,sample 1
40,D3-e003Coalescence-Inoculumn-mGAM,111,B5-e003Coalescence-Inoculumn-mGAM
41,D4-e003Coalescence-Inoculumn-mBHI,1287,B5-e003Coalescence-Inoculumn-mGAM
42,D4-e003Coalescence-mGAM-p3,29710,B5-e003Coalescence-Inoculumn-mGAM
43,D4-e003Coalescence-mGAM-p7,36500,B5-e003Coalescence-Inoculumn-mGAM
44,D5-e003Coalescence-Inoculumn-mBHI,4348,B5-e003Coalescence-Inoculumn-mGAM
45,D5-e003Coalescence-Inoculumn-mGAM,152,B5-e003Coalescence-Inoculumn-mGAM
46,D5-e003Coalescence-mGAM-p3,15749,B5-e003Coalescence-Inoculumn-mGAM
47,D8-e003Coalescence-mGAM-p5,45834,B5-e003Coalescence-Inoculumn-mGAM
0,A11-e003Coalescence-mBHI-p5,3821,C2-e003Coalescence-Inoculumn-mGAM
1,A11-e003Coalescence-mGAM-p7,7,C2-e003Coalescence-Inoculumn-mGAM
2,A2-e003Coalescence-Inoculumn-mBHI,3415,C2-e003Coalescence-Inoculumn-mGAM
3,A2-e003Coalescence-Inoculumn-mGAM,28,C2-e003Coalescence-Inoculumn-mGAM
4,A2-e003Coalescence-mBHI-inoculumn-redo,4666,C2-e003Coalescence-Inoculumn-mGAM
5,A2-e003Coalescence-mBHI-p5,3163,C2-e003Coalescence-Inoculumn-mGAM
6,A2-e003Coalescence-mGAM-p7,4983,C2-e003Coalescence-Inoculumn-mGAM
7,A3-e003Coalescence-Inoculumn-mGAM,224,C2-e003Coalescence-Inoculumn-mGAM
8,A4-e003Coalescence-Inoculumn-mGAM,13,C2-e003Coalescence-Inoculumn-mGAM
9,A5-e003Coalescence-Inoculumn-mGAM,2476,C2-e003Coalescence-Inoculumn-mGAM
10,A5-e003Coalescence-mBHI-inoculumn-redo,2907,C2-e003Coalescence-Inoculumn-mGAM
11,A5-e003Coalescence-mBHI-p7,3736,C2-e003Coalescence-Inoculumn-mGAM
12,A5-e003Coalescence-mGAM-p3,3036,C2-e003Coalescence-Inoculumn-mGAM
13,A8-e003Coalescence-mBHI-p3,173,C2-e003Coalescence-Inoculumn-mGAM
14,A8-e003Coalescence-mBHI-p7,18,C2-e003Coalescence-Inoculumn-mGAM
15,B2-e003Coalescence-Inoculumn-mGAM,225,C2-e003Coalescence-Inoculumn-mGAM
16,B2-e003Coalescence-mGAM-p7,6478,C2-e003Coalescence-Inoculumn-mGAM
17,B3-e003Coalescence-Inoculumn-mBHI,6273,C2-e003Coalescence-Inoculumn-mGAM
18,B3-e003Coalescence-mBHI-p3,6030,C2-e003Coalescence-Inoculumn-mGAM
19,B3-e003Coalescence-mGAM-p5,7238,C2-e003Coalescence-Inoculumn-mGAM
20,B4-e003Coalescence-Inoculumn-mBHI,7164,C2-e003Coalescence-Inoculumn-mGAM
21,B5-e003Coalescence-Inoculumn-mBHI,5286,C2-e003Coalescence-Inoculumn-mGAM
22,B5-e003Coalescence-Inoculumn-mGAM,40007,C2-e003Coalescence-Inoculumn-mGAM
23,B5-e003Coalescence-mGAM-p3,5506,C2-e003Coalescence-Inoculumn-mGAM
24,B8-e003Coalescence-mGAM-p5,33189,C2-e003Coalescence-Inoculumn-mGAM
25,C2-e003Coalescence-Inoculumn-mGAM,0,C2-e003Coalescence-Inoculumn-mGAM
26,C2-e003Coalescence-mBHI-p7,5208,C2-e003Coalescence-Inoculumn-mGAM
27,C2-e003Coalescence-mGAM-p5,2995,C2-e003Coalescence-Inoculumn-mGAM
28,C2-e003Coalescence-mGAM-p7,5251,C2-e003Coalescence-Inoculumn-mGAM
29,C3-e003Coalescence-mBHI-inoculumn-redo,6935,C2-e003Coalescence-Inoculumn-mGAM
30,C3-e003Coalescence-mBHI-p7,46052,C2-e003Coalescence-Inoculumn-mGAM
31,C3-e003Coalescence-mGAM-p3,51852,C2-e003Coalescence-Inoculumn-mGAM
32,C5-e003Coalescence-Inoculumn-mGAM,46269,C2-e003Coalescence-Inoculumn-mGAM
33,C5-e003Coalescence-mBHI-inoculumn-redo,15956,C2-e003Coalescence-Inoculumn-mGAM
34,C5-e003Coalescence-mGAM-p3,4123,C2-e003Coalescence-Inoculumn-mGAM
35,C5-e003Coalescence-mGAM-p7,2969,C2-e003Coalescence-Inoculumn-mGAM
36,C9-e003Coalescence-mBHI-p3,5004,C2-e003Coalescence-Inoculumn-mGAM
37,D11-e003Coalescence-mBHI-p5,34071,C2-e003Coalescence-Inoculumn-mGAM
38,D2-e003Coalescence-Inoculumn-mGAM,3025,C2-e003Coalescence-Inoculumn-mGAM
39,D3-e003Coalescence-Inoculumn-mBHI,5757,C2-e003Coalescence-Inoculumn-mGAM
40,D3-e003Coalescence-Inoculumn-mGAM,53274,C2-e003Coalescence-Inoculumn-mGAM
41,D4-e003Coalescence-Inoculumn-mBHI,21821,C2-e003Coalescence-Inoculumn-mGAM
42,D4-e003Coalescence-mGAM-p3,3739,C2-e003Coalescence-Inoculumn-mGAM
43,D4-e003Coalescence-mGAM-p7,3169,C2-e003Coalescence-Inoculumn-mGAM
44,D5-e003Coalescence-Inoculumn-mBHI,11159,C2-e003Coalescence-Inoculumn-mGAM
45,D5-e003Coalescence-Inoculumn-mGAM,54817,C2-e003Coalescence-Inoculumn-mGAM
46,D5-e003Coalescence-mGAM-p3,4142,C2-e003Coalescence-Inoculumn-mGAM
47,D8-e003Coalescence-mGAM-p5,63,C2-e003Coalescence-Inoculumn-mGAM
0,A11-e003Coalescence-mBHI-p5,4468,C3-e003Coalescence-mBHI-inoculumn-redo
1,A11-e003Coalescence-mGAM-p7,6246,C3-e003Coalescence-mBHI-inoculumn-redo
2,A2-e003Coalescence-Inoculumn-mBHI,5460,C3-e003Coalescence-mBHI-inoculumn-redo
3,A2-e003Coalescence-Inoculumn-mGAM,8499,C3-e003Coalescence-mBHI-inoculumn-redo
4,A2-e003Coalescence-mBHI-inoculumn-redo,7693,C3-e003Coalescence-mBHI-inoculumn-redo
5,A2-e003Coalescence-mBHI-p5,5154,C3-e003Coalescence-mBHI-inoculumn-redo
6,A2-e003Coalescence-mGAM-p7,8479,C3-e003Coalescence-mBHI-inoculumn-redo
7,A3-e003Coalescence-Inoculumn-mGAM,3965,C3-e003Coalescence-mBHI-inoculumn-redo
8,A4-e003Coalescence-Inoculumn-mGAM,8221,C3-e003Coalescence-mBHI-inoculumn-redo
9,A5-e003Coalescence-Inoculumn-mGAM,6217,C3-e003Coalescence-mBHI-inoculumn-redo
10,A5-e003Coalescence-mBHI-inoculumn-redo,3487,C3-e003Coalescence-mBHI-inoculumn-redo
11,A5-e003Coalescence-mBHI-p7,4294,C3-e003Coalescence-mBHI-inoculumn-redo
12,A5-e003Coalescence-mGAM-p3,5663,C3-e003Coalescence-mBHI-inoculumn-redo
13,A8-e003Coalescence-mBHI-p3,5654,C3-e003Coalescence-mBHI-inoculumn-redo
14,A8-e003Coalescence-mBHI-p7,5432,C3-e003Coalescence-mBHI-inoculumn-redo
15,B2-e003Coalescence-Inoculumn-mGAM,6591,C3-e003Coalescence-mBHI-inoculumn-redo
16,B2-e003Coalescence-mGAM-p7,545,C3-e003Coalescence-mBHI-inoculumn-redo
17,B3-e003Coalescence-Inoculumn-mBHI,563,C3-e003Coalescence-mBHI-inoculumn-redo
18,B3-e003Coalescence-mBHI-p3,437,C3-e003Coalescence-mBHI-inoculumn-redo
19,B3-e003Coalescence-mGAM-p5,622,C3-e003Coalescence-mBHI-inoculumn-redo
20,B4-e003Coalescence-Inoculumn-mBHI,706,C3-e003Coalescence-mBHI-inoculumn-redo
21,B5-e003Coalescence-Inoculumn-mBHI,1713,C3-e003Coalescence-mBHI-inoculumn-redo
22,B5-e003Coalescence-Inoculumn-mGAM,22381,C3-e003Coalescence-mBHI-inoculumn-redo
23,B5-e003Coalescence-mGAM-p3,556,C3-e003Coalescence-mBHI-inoculumn-redo
24,B8-e003Coalescence-mGAM-p5,17783,C3-e003Coalescence-mBHI-inoculumn-redo
25,C2-e003Coalescence-Inoculumn-mGAM,6938,C3-e003Coalescence-mBHI-inoculumn-redo
26,C2-e003Coalescence-mBHI-p7,8875,C3-e003Coalescence-mBHI-inoculumn-redo
27,C2-e003Coalescence-mGAM-p5,4644,C3-e003Coalescence-mBHI-inoculumn-redo
28,C2-e003Coalescence-mGAM-p7,8783,C3-e003Coalescence-mBHI-inoculumn-redo
29,C3-e003Coalescence-mBHI-inoculumn-redo,0,C3-e003Coalescence-mBHI-inoculumn-redo
30,C3-e003Coalescence-mBHI-p7,24508,C3-e003Coalescence-mBHI-inoculumn-redo
31,C3-e003Coalescence-mGAM-p3,27711,C3-e003Coalescence-mBHI-inoculumn-redo
32,C5-e003Coalescence-Inoculumn-mGAM,26419,C3-e003Coalescence-mBHI-inoculumn-redo
33,C5-e003Coalescence-mBHI-inoculumn-redo,9350,C3-e003Coalescence-mBHI-inoculumn-redo
34,C5-e003Coalescence-mGAM-p3,5452,C3-e003Coalescence-mBHI-inoculumn-redo
35,C5-e003Coalescence-mGAM-p7,4762,C3-e003Coalescence-mBHI-inoculumn-redo
36,C9-e003Coalescence-mBHI-p3,8599,C3-e003Coalescence-mBHI-inoculumn-redo
37,D11-e003Coalescence-mBHI-p5,19634,C3-e003Coalescence-mBHI-inoculumn-redo
38,D2-e003Coalescence-Inoculumn-mGAM,6360,C3-e003Coalescence-mBHI-inoculumn-redo
39,D3-e003Coalescence-Inoculumn-mBHI,1327,C3-e003Coalescence-mBHI-inoculumn-redo
40,D3-e003Coalescence-Inoculumn-mGAM,30004,C3-e003Coalescence-mBHI-inoculumn-redo
41,D4-e003Coalescence-Inoculumn-mBHI,12685,C3-e003Coalescence-mBHI-inoculumn-redo
42,D4-e003Coalescence-mGAM-p3,5043,C3-e003Coalescence-mBHI-inoculumn-redo
43,D4-e003Coalescence-mGAM-p7,5103,C3-e003Coalescence-mBHI-inoculumn-redo
44,D5-e003Coalescence-Inoculumn-mBHI,7878,C3-e003Coalescence-mBHI-inoculumn-redo
45,D5-e003Coalescence-Inoculumn-mGAM,32103,C3-e003Coalescence-mBHI-inoculumn-redo
46,D5-e003Coalescence-mGAM-p3,4771,C3-e003Coalescence-mBHI-inoculumn-redo
47,D8-e003Coalescence-mGAM-p5,6523,C3-e003Coalescence-mBHI-inoculumn-redo
0,A11-e003Coalescence-mBHI-p5,11432,C5-e003Coalescence-Inoculumn-mGAM
1,A11-e003Coalescence-mGAM-p7,40381,C5-e003Coalescence-Inoculumn-mGAM
2,A2-e003Coalescence-Inoculumn-mBHI,34025,C5-e003Coalescence-Inoculumn-mGAM
3,A2-e003Coalescence-Inoculumn-mGAM,54338,C5-e003Coalescence-Inoculumn-mGAM
4,A2-e003Coalescence-mBHI-inoculumn-redo,47819,C5-e003Coalescence-Inoculumn-mGAM
5,A2-e003Coalescence-mBHI-p5,30774,C5-e003Coalescence-Inoculumn-mGAM
6,A2-e003Coalescence-mGAM-p7,51797,C5-e003Coalescence-Inoculumn-mGAM
7,A3-e003Coalescence-Inoculumn-mGAM,22372,C5-e003Coalescence-Inoculumn-mGAM
8,A4-e003Coalescence-Inoculumn-mGAM,54479,C5-e003Coalescence-Inoculumn-mGAM
9,A5-e003Coalescence-Inoculumn-mGAM,6463,C5-e003Coalescence-Inoculumn-mGAM
10,A5-e003Coalescence-mBHI-inoculumn-redo,16013,C5-e003Coalescence-Inoculumn-mGAM
11,A5-e003Coalescence-mBHI-p7,25543,C5-e003Coalescence-Inoculumn-mGAM
12,A5-e003Coalescence-mGAM-p3,45604,C5-e003Coalescence-Inoculumn-mGAM
13,A8-e003Coalescence-mBHI-p3,42427,C5-e003Coalescence-Inoculumn-mGAM
14,A8-e003Coalescence-mBHI-p7,35750,C5-e003Coalescence-Inoculumn-mGAM
15,B2-e003Coalescence-Inoculumn-mGAM,38063,C5-e003Coalescence-Inoculumn-mGAM
16,B2-e003Coalescence-mGAM-p7,34086,C5-e003Coalescence-Inoculumn-mGAM
17,B3-e003Coalescence-Inoculumn-mBHI,30036,C5-e003Coalescence-Inoculumn-mGAM
18,B3-e003Coalescence-mBHI-p3,35791,C5-e003Coalescence-Inoculumn-mGAM
19,B3-e003Coalescence-mGAM-p5,28673,C5-e003Coalescence-Inoculumn-mGAM
20,B4-e003Coalescence-Inoculumn-mBHI,27213,C5-e003Coalescence-Inoculumn-mGAM
21,B5-e003Coalescence-Inoculumn-mBHI,11591,C5-e003Coalescence-Inoculumn-mGAM
22,B5-e003Coalescence-Inoculumn-mGAM,186,C5-e003Coalescence-Inoculumn-mGAM
23,B5-e003Coalescence-mGAM-p3,37096,C5-e003Coalescence-Inoculumn-mGAM
24,B8-e003Coalescence-mGAM-p5,6385,C5-e003Coalescence-Inoculumn-mGAM
25,C2-e003Coalescence-Inoculumn-mGAM,46265,C5-e003Coalescence-Inoculumn-mGAM
26,C2-e003Coalescence-mBHI-p7,55184,C5-e003Coalescence-Inoculumn-mGAM
27,C2-e003Coalescence-mGAM-p5,28221,C5-e003Coalescence-Inoculumn-mGAM
28,C2-e003Coalescence-mGAM-p7,54832,C5-e003Coalescence-Inoculumn-mGAM
29,C3-e003Coalescence-mBHI-inoculumn-redo,26909,C5-e003Coalescence-Inoculumn-mGAM
30,C3-e003Coalescence-mBHI-p7,8212,C5-e003Coalescence-Inoculumn-mGAM
31,C3-e003Coalescence-mGAM-p3,9576,C5-e003Coalescence-Inoculumn-mGAM
32,C5-e003Coalescence-Inoculumn-mGAM,0,C5-e003Coalescence-Inoculumn-mGAM
33,C5-e003Coalescence-mBHI-inoculumn-redo,1781,C5-e003Coalescence-Inoculumn-mGAM
34,C5-e003Coalescence-mGAM-p3,37691,C5-e003Coalescence-Inoculumn-mGAM
35,C5-e003Coalescence-mGAM-p7,39709,C5-e003Coalescence-Inoculumn-mGAM
36,C9-e003Coalescence-mBHI-p3,52559,C5-e003Coalescence-Inoculumn-mGAM
37,D11-e003Coalescence-mBHI-p5,76,C5-e003Coalescence-Inoculumn-mGAM
38,D2-e003Coalescence-Inoculumn-mGAM,7578,C5-e003Coalescence-Inoculumn-mGAM
39,D3-e003Coalescence-Inoculumn-mBHI,9886,C5-e003Coalescence-Inoculumn-mGAM
40,D3-e003Coalescence-Inoculumn-mGAM,167,C5-e003Coalescence-Inoculumn-mGAM
41,D4-e003Coalescence-Inoculumn-mBHI,1444,C5-e003Coalescence-Inoculumn-mGAM
42,D4-e003Coalescence-mGAM-p3,34355,C5-e003Coalescence-Inoculumn-mGAM
43,D4-e003Coalescence-mGAM-p7,42116,C5-e003Coalescence-Inoculumn-mGAM
44,D5-e003Coalescence-Inoculumn-mBHI,5125,C5-e003Coalescence-Inoculumn-mGAM
45,D5-e003Coalescence-Inoculumn-mGAM,137,C5-e003Coalescence-Inoculumn-mGAM
46,D5-e003Coalescence-mGAM-p3,18601,C5-e003Coalescence-Inoculumn-mGAM
47,D8-e003Coalescence-mGAM-p5,53543,C5-e003Coalescence-Inoculumn-mGAM
0,A11-e003Coalescence-mBHI-p5,3871,C5-e003Coalescence-mBHI-inoculumn-redo
1,A11-e003Coalescence-mGAM-p7,13908,C5-e003Coalescence-mBHI-inoculumn-redo
2,A2-e003Coalescence-Inoculumn-mBHI,11626,C5-e003Coalescence-mBHI-inoculumn-redo
3,A2-e003Coalescence-Inoculumn-mGAM,19292,C5-e003Coalescence-mBHI-inoculumn-redo
4,A2-e003Coalescence-mBHI-inoculumn-redo,16680,C5-e003Coalescence-mBHI-inoculumn-redo
5,A2-e003Coalescence-mBHI-p5,10657,C5-e003Coalescence-mBHI-inoculumn-redo
6,A2-e003Coalescence-mGAM-p7,18315,C5-e003Coalescence-mBHI-inoculumn-redo
7,A3-e003Coalescence-Inoculumn-mGAM,7730,C5-e003Coalescence-mBHI-inoculumn-redo
8,A4-e003Coalescence-Inoculumn-mGAM,19074,C5-e003Coalescence-mBHI-inoculumn-redo
9,A5-e003Coalescence-Inoculumn-mGAM,2299,C5-e003Coalescence-mBHI-inoculumn-redo
10,A5-e003Coalescence-mBHI-inoculumn-redo,5077,C5-e003Coalescence-mBHI-inoculumn-redo
11,A5-e003Coalescence-mBHI-p7,7905,C5-e003Coalescence-mBHI-inoculumn-redo
12,A5-e003Coalescence-mGAM-p3,14695,C5-e003Coalescence-mBHI-inoculumn-redo
13,A8-e003Coalescence-mBHI-p3,14265,C5-e003Coalescence-mBHI-inoculumn-redo
14,A8-e003Coalescence-mBHI-p7,12195,C5-e003Coalescence-mBHI-inoculumn-redo
15,B2-e003Coalescence-Inoculumn-mGAM,12977,C5-e003Coalescence-mBHI-inoculumn-redo
16,B2-e003Coalescence-mGAM-p7,12326,C5-e003Coalescence-mBHI-inoculumn-redo
17,B3-e003Coalescence-Inoculumn-mBHI,10632,C5-e003Coalescence-mBHI-inoculumn-redo
18,B3-e003Coalescence-mBHI-p3,12644,C5-e003Coalescence-mBHI-inoculumn-redo
19,B3-e003Coalescence-mGAM-p5,10116,C5-e003Coalescence-mBHI-inoculumn-redo
20,B4-e003Coalescence-Inoculumn-mBHI,9546,C5-e003Coalescence-mBHI-inoculumn-redo
21,B5-e003Coalescence-Inoculumn-mBHI,3979,C5-e003Coalescence-mBHI-inoculumn-redo
22,B5-e003Coalescence-Inoculumn-mGAM,1600,C5-e003Coalescence-mBHI-inoculumn-redo
23,B5-e003Coalescence-mGAM-p3,12869,C5-e003Coalescence-mBHI-inoculumn-redo
24,B8-e003Coalescence-mGAM-p5,4076,C5-e003Coalescence-mBHI-inoculumn-redo
25,C2-e003Coalescence-Inoculumn-mGAM,15951,C5-e003Coalescence-mBHI-inoculumn-redo
26,C2-e003Coalescence-mBHI-p7,19506,C5-e003Coalescence-mBHI-inoculumn-redo
27,C2-e003Coalescence-mGAM-p5,9755,C5-e003Coalescence-mBHI-inoculumn-redo
28,C2-e003Coalescence-mGAM-p7,19370,C5-e003Coalescence-mBHI-inoculumn-redo
29,C3-e003Coalescence-mBHI-inoculumn-redo,9494,C5-e003Coalescence-mBHI-inoculumn-redo
30,C3-e003Coalescence-mBHI-p7,5350,C5-e003Coalescence-mBHI-inoculumn-redo
31,C3-e003Coalescence-mGAM-p3,6258,C5-e003Coalescence-mBHI-inoculumn-redo
32,C5-e003Coalescence-Inoculumn-mGAM,1776,C5-e003Coalescence-mBHI-inoculumn-redo
33,C5-e003Coalescence-mBHI-inoculumn-redo,0,C5-e003Coalescence-mBHI-inoculumn-redo
34,C5-e003Coalescence-mGAM-p3,11744,C5-e003Coalescence-mBHI-inoculumn-redo
35,C5-e003Coalescence-mGAM-p7,12382,C5-e003Coalescence-mBHI-inoculumn-redo
36,C9-e003Coalescence-mBHI-p3,18563,C5-e003Coalescence-mBHI-inoculumn-redo
37,D11-e003Coalescence-mBHI-p5,1429,C5-e003Coalescence-mBHI-inoculumn-redo
38,D2-e003Coalescence-Inoculumn-mGAM,2778,C5-e003Coalescence-mBHI-inoculumn-redo
39,D3-e003Coalescence-Inoculumn-mBHI,3132,C5-e003Coalescence-mBHI-inoculumn-redo
40,D3-e003Coalescence-Inoculumn-mGAM,2211,C5-e003Coalescence-mBHI-inoculumn-redo
41,D4-e003Coalescence-Inoculumn-mBHI,1033,C5-e003Coalescence-mBHI-inoculumn-redo
42,D4-e003Coalescence-mGAM-p3,10563,C5-e003Coalescence-mBHI-inoculumn-redo
43,D4-e003Coalescence-mGAM-p7,13380,C5-e003Coalescence-mBHI-inoculumn-redo
44,D5-e003Coalescence-Inoculumn-mBHI,2016,C5-e003Coalescence-mBHI-inoculumn-redo
45,D5-e003Coalescence-Inoculumn-mGAM,2366,C5-e003Coalescence-mBHI-inoculumn-redo
46,D5-e003Coalescence-mGAM-p3,5546,C5-e003Coalescence-mBHI-inoculumn-redo
47,D8-e003Coalescence-mGAM-p5,18236,C5-e003Coalescence-mBHI-inoculumn-redo
0,A11-e003Coalescence-mBHI-p5,1227,D2-e003Coalescence-Inoculumn-mGAM
1,A11-e003Coalescence-mGAM-p7,2128,D2-e003Coalescence-Inoculumn-mGAM
2,A2-e003Coalescence-Inoculumn-mBHI,4733,D2-e003Coalescence-Inoculumn-mGAM
3,A2-e003Coalescence-Inoculumn-mGAM,3673,D2-e003Coalescence-Inoculumn-mGAM
4,A2-e003Coalescence-mBHI-inoculumn-redo,7079,D2-e003Coalescence-Inoculumn-mGAM
5,A2-e003Coalescence-mBHI-p5,4325,D2-e003Coalescence-Inoculumn-mGAM
6,A2-e003Coalescence-mGAM-p7,7780,D2-e003Coalescence-Inoculumn-mGAM
7,A3-e003Coalescence-Inoculumn-mGAM,1048,D2-e003Coalescence-Inoculumn-mGAM
8,A4-e003Coalescence-Inoculumn-mGAM,4033,D2-e003Coalescence-Inoculumn-mGAM
9,A5-e003Coalescence-Inoculumn-mGAM,577,D2-e003Coalescence-Inoculumn-mGAM
10,A5-e003Coalescence-mBHI-inoculumn-redo,2074,D2-e003Coalescence-Inoculumn-mGAM
11,A5-e003Coalescence-mBHI-p7,4002,D2-e003Coalescence-Inoculumn-mGAM
12,A5-e003Coalescence-mGAM-p3,5581,D2-e003Coalescence-Inoculumn-mGAM
13,A8-e003Coalescence-mBHI-p3,2620,D2-e003Coalescence-Inoculumn-mGAM
14,A8-e003Coalescence-mBHI-p7,1828,D2-e003Coalescence-Inoculumn-mGAM
15,B2-e003Coalescence-Inoculumn-mGAM,2384,D2-e003Coalescence-Inoculumn-mGAM
16,B2-e003Coalescence-mGAM-p7,6527,D2-e003Coalescence-Inoculumn-mGAM
17,B3-e003Coalescence-Inoculumn-mBHI,5857,D2-e003Coalescence-Inoculumn-mGAM
18,B3-e003Coalescence-mBHI-p3,6535,D2-e003Coalescence-Inoculumn-mGAM
19,B3-e003Coalescence-mGAM-p5,6286,D2-e003Coalescence-Inoculumn-mGAM
20,B4-e003Coalescence-Inoculumn-mBHI,6368,D2-e003Coalescence-Inoculumn-mGAM
21,B5-e003Coalescence-Inoculumn-mBHI,2146,D2-e003Coalescence-Inoculumn-mGAM
22,B5-e003Coalescence-Inoculumn-mGAM,6041,D2-e003Coalescence-Inoculumn-mGAM
23,B5-e003Coalescence-mGAM-p3,6144,D2-e003Coalescence-Inoculumn-mGAM
24,B8-e003Coalescence-mGAM-p5,8818,D2-e003Coalescence-Inoculumn-mGAM
25,C2-e003Coalescence-Inoculumn-mGAM,3008,D2-e003Coalescence-Inoculumn-mGAM
26,C2-e003Coalescence-mBHI-p7,8698,D2-e003Coalescence-Inoculumn-mGAM
27,C2-e003Coalescence-mGAM-p5,3997,D2-e003Coalescence-Inoculumn-mGAM
28,C2-e003Coalescence-mGAM-p7,8414,D2-e003Coalescence-Inoculumn-mGAM
29,C3-e003Coalescence-mBHI-inoculumn-redo,6366,D2-e003Coalescence-Inoculumn-mGAM
30,C3-e003Coalescence-mBHI-p7,12322,D2-e003Coalescence-Inoculumn-mGAM
31,C3-e003Coalescence-mGAM-p3,14568,D2-e003Coalescence-Inoculumn-mGAM
32,C5-e003Coalescence-Inoculumn-mGAM,7253,D2-e003Coalescence-Inoculumn-mGAM
33,C5-e003Coalescence-mBHI-inoculumn-redo,2693,D2-e003Coalescence-Inoculumn-mGAM
34,C5-e003Coalescence-mGAM-p3,5388,D2-e003Coalescence-Inoculumn-mGAM
35,C5-e003Coalescence-mGAM-p7,4589,D2-e003Coalescence-Inoculumn-mGAM
36,C9-e003Coalescence-mBHI-p3,8047,D2-e003Coalescence-Inoculumn-mGAM
37,D11-e003Coalescence-mBHI-p5,5058,D2-e003Coalescence-Inoculumn-mGAM
38,D2-e003Coalescence-Inoculumn-mGAM,0,D2-e003Coalescence-Inoculumn-mGAM
39,D3-e003Coalescence-Inoculumn-mBHI,1899,D2-e003Coalescence-Inoculumn-mGAM
40,D3-e003Coalescence-Inoculumn-mGAM,8455,D2-e003Coalescence-Inoculumn-mGAM
41,D4-e003Coalescence-Inoculumn-mBHI,3587,D2-e003Coalescence-Inoculumn-mGAM
42,D4-e003Coalescence-mGAM-p3,4476,D2-e003Coalescence-Inoculumn-mGAM
43,D4-e003Coalescence-mGAM-p7,4921,D2-e003Coalescence-Inoculumn-mGAM
44,D5-e003Coalescence-Inoculumn-mBHI,2097,D2-e003Coalescence-Inoculumn-mGAM
45,D5-e003Coalescence-Inoculumn-mGAM,8592,D2-e003Coalescence-Inoculumn-mGAM
46,D5-e003Coalescence-mGAM-p3,2448,D2-e003Coalescence-Inoculumn-mGAM
47,D8-e003Coalescence-mGAM-p5,4548,D2-e003Coalescence-Inoculumn-mGAM
0,A11-e003Coalescence-mBHI-p5,1658,D3-e003Coalescence-Inoculumn-mBHI
1,A11-e003Coalescence-mGAM-p7,4872,D3-e003Coalescence-Inoculumn-mBHI
2,A2-e003Coalescence-Inoculumn-mBHI,4005,D3-e003Coalescence-Inoculumn-mBHI
3,A2-e003Coalescence-Inoculumn-mGAM,6991,D3-e003Coalescence-Inoculumn-mBHI
4,A2-e003Coalescence-mBHI-inoculumn-redo,5788,D3-e003Coalescence-Inoculumn-mBHI
5,A2-e003Coalescence-mBHI-p5,3666,D3-e003Coalescence-Inoculumn-mBHI
6,A2-e003Coalescence-mGAM-p7,6529,D3-e003Coalescence-Inoculumn-mBHI
7,A3-e003Coalescence-Inoculumn-mGAM,2704,D3-e003Coalescence-Inoculumn-mBHI
8,A4-e003Coalescence-Inoculumn-mGAM,7082,D3-e003Coalescence-Inoculumn-mBHI
9,A5-e003Coalescence-Inoculumn-mGAM,1826,D3-e003Coalescence-Inoculumn-mBHI
10,A5-e003Coalescence-mBHI-inoculumn-redo,1513,D3-e003Coalescence-Inoculumn-mBHI
11,A5-e003Coalescence-mBHI-p7,2452,D3-e003Coalescence-Inoculumn-mBHI
12,A5-e003Coalescence-mGAM-p3,3961,D3-e003Coalescence-Inoculumn-mBHI
13,A8-e003Coalescence-mBHI-p3,4183,D3-e003Coalescence-Inoculumn-mBHI
14,A8-e003Coalescence-mBHI-p7,3968,D3-e003Coalescence-Inoculumn-mBHI
15,B2-e003Coalescence-Inoculumn-mGAM,4708,D3-e003Coalescence-Inoculumn-mBHI
16,B2-e003Coalescence-mGAM-p7,881,D3-e003Coalescence-Inoculumn-mBHI
17,B3-e003Coalescence-Inoculumn-mBHI,809,D3-e003Coalescence-Inoculumn-mBHI
18,B3-e003Coalescence-mBHI-p3,807,D3-e003Coalescence-Inoculumn-mBHI
19,B3-e003Coalescence-mGAM-p5,1040,D3-e003Coalescence-Inoculumn-mBHI
20,B4-e003Coalescence-Inoculumn-mBHI,1263,D3-e003Coalescence-Inoculumn-mBHI
21,B5-e003Coalescence-Inoculumn-mBHI,592,D3-e003Coalescence-Inoculumn-mBHI
22,B5-e003Coalescence-Inoculumn-mGAM,7320,D3-e003Coalescence-Inoculumn-mBHI
23,B5-e003Coalescence-mGAM-p3,871,D3-e003Coalescence-Inoculumn-mBHI
24,B8-e003Coalescence-mGAM-p5,7808,D3-e003Coalescence-Inoculumn-mBHI
25,C2-e003Coalescence-Inoculumn-mGAM,5706,D3-e003Coalescence-Inoculumn-mBHI
26,C2-e003Coalescence-mBHI-p7,7138,D3-e003Coalescence-Inoculumn-mBHI
27,C2-e003Coalescence-mGAM-p5,3341,D3-e003Coalescence-Inoculumn-mBHI
28,C2-e003Coalescence-mGAM-p7,6902,D3-e003Coalescence-Inoculumn-mBHI
29,C3-e003Coalescence-mBHI-inoculumn-redo,1314,D3-e003Coalescence-Inoculumn-mBHI
30,C3-e003Coalescence-mBHI-p7,10871,D3-e003Coalescence-Inoculumn-mBHI
31,C3-e003Coalescence-mGAM-p3,12813,D3-e003Coalescence-Inoculumn-mBHI
32,C5-e003Coalescence-Inoculumn-mGAM,9203,D3-e003Coalescence-Inoculumn-mBHI
