,sample_name,round2,sample,ise003,comm,is_inoculumn,passage,media,parent_media,parent_subjects,mesocosm,type_mesocosm,inoculumn,inoculumn_sample,sample2,sample_name2
400,F9-e003Coalescence-mBHI-p3,True,F9-e003Coalescence-mBHI-p3_S118,True,F9,False,3,mBHI,mGAM,AC/PP-AC/PP,F9-AC/PP-AC/PP-mGAM-mBHI,AC/PP-AC/PP-mGAM-mBHI,AC/PP-AC/PP-mGAM,B3-e003Coalescence-Inoculumn-mGAM,F9-e003Coalescence-mBHI-p3_S118,F9-e003Coalescence-mBHI-p3
401,E11-e003Coalescence-mBHI-p3,True,E111-e003Coalescence-mBHI-p3_S108,True,E11,False,3,mBHI,mGAM,AA-AF,E11-AA-AF-mGAM-mBHI,AA-AF-mGAM-mBHI,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,E111-e003Coalescence-mBHI-p3_S108,E11-e003Coalescence-mBHI-p3
402,F8-e003Coalescence-mGAM-p3,True,F8-e003Coalescence-mGAM-p3_S165,True,F8,False,3,mGAM,mGAM,AA-AC/PP,F8-AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM,B2-e003Coalescence-Inoculumn-mGAM,F8-e003Coalescence-mGAM-p3_S165,F8-e003Coalescence-mGAM-p3
403,G3-e003Coalescence-mBHI-p5,True,G3-e003Coalescence-mBHI-p5_S26,True,G3,False,5,mBHI,mBHI,AC/PP-AE,G3-AC/PP-AE-mBHI-mBHI,AC/PP-AE-mBHI-mBHI,AC/PP-AE-mBHI,C3-e003Coalescence-mBHI-inoculumn-redo,G3-e003Coalescence-mBHI-p5_S26,G3-e003Coalescence-mBHI-p5
404,G5-e003Coalescence-mBHI-p5,True,G5-e003Coalescence-mBHI-p5_S28,True,G5,False,5,mBHI,mBHI,AE-AF,G5-AE-AF-mBHI-mBHI,AE-AF-mBHI-mBHI,AE-AF-mBHI,C5-e003Coalescence-mBHI-inoculumn-redo,G5-e003Coalescence-mBHI-p5_S28,G5-e003Coalescence-mBHI-p5
405,H11-e003Coalescence-mGAM-p5,True,H111-e003Coalescence-mGAM-p5_S92,True,H11,False,5,mGAM,mGAM,AF-AF,H11-AF-AF-mGAM-mGAM,AF-AF-mGAM-mGAM,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,H111-e003Coalescence-mGAM-p5_S92,H11-e003Coalescence-mGAM-p5
406,G4-e003Coalescence-mBHI-p3,True,G4-e003Coalescence-mBHI-p3_S35,True,G4,False,3,mBHI,mBHI,AE-AE,G4-AE-AE-mBHI-mBHI,AE-AE-mBHI-mBHI,AE-AE-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo,G4-e003Coalescence-mBHI-p3_S35,G4-e003Coalescence-mBHI-p3
407,H9-e003Coalescence-mGAM-p5,True,H9-e003Coalescence-mGAM-p5_S90,True,H9,False,5,mGAM,mGAM,AC/PP-AF,H9-AC/PP-AF-mGAM-mGAM,AC/PP-AF-mGAM-mGAM,AC/PP-AF-mGAM,D3-e003Coalescence-Inoculumn-mGAM,H9-e003Coalescence-mGAM-p5_S90,H9-e003Coalescence-mGAM-p5
408,H2-e003Coalescence-mBHI-p3,True,H2-e003Coalescence-mBHI-p3_S45,True,H2,False,3,mBHI,mBHI,AA-AF,H2-AA-AF-mBHI-mBHI,AA-AF-mBHI-mBHI,AA-AF-mBHI,D2-e003Coalescence-Inoculumn-mBHI,H2-e003Coalescence-mBHI-p3_S45,H2-e003Coalescence-mBHI-p3
409,E8-e003Coalescence-mBHI-p7,True,E8-e003Coalescence-mBHI-p7_S101,True,E8,False,7,mBHI,mGAM,AA-AA,E8-AA-AA-mGAM-mBHI,AA-AA-mGAM-mBHI,AA-AA-mGAM,A2-e003Coalescence-Inoculumn-mGAM,E8-e003Coalescence-mBHI-p7_S101,E8-e003Coalescence-mBHI-p7
410,E4-e003Coalescence-mBHI-p5,True,E4-e003Coalescence-mBHI-p5_S3,True,E4,False,5,mBHI,mBHI,AA-AE,E4-AA-AE-mBHI-mBHI,AA-AE-mBHI-mBHI,AA-AE-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,E4-e003Coalescence-mBHI-p5_S3,E4-e003Coalescence-mBHI-p5
411,H2-e003Coalescence-mGAM-p3,True,H2-e003Coalescence-mGAM-p3_S93,True,H2,False,3,mGAM,mBHI,AA-AF,H2-AA-AF-mBHI-mGAM,AA-AF-mBHI-mGAM,AA-AF-mBHI,D2-e003Coalescence-Inoculumn-mBHI,H2-e003Coalescence-mGAM-p3_S93,H2-e003Coalescence-mGAM-p3
412,E4-e003Coalescence-mGAM-p5,True,E4-e003Coalescence-mGAM-p5_S51,True,E4,False,5,mGAM,mBHI,AA-AE,E4-AA-AE-mBHI-mGAM,AA-AE-mBHI-mGAM,AA-AE-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,E4-e003Coalescence-mGAM-p5_S51,E4-e003Coalescence-mGAM-p5
413,G9-e003Coalescence-mGAM-p7,True,G9-e003Coalescence-mGAM-p7_S174,True,G9,False,7,mGAM,mGAM,AC/PP-AE,G9-AC/PP-AE-mGAM-mGAM,AC/PP-AE-mGAM-mGAM,AC/PP-AE-mGAM,C3-e003Coalescence-Inoculumn-mGAM,G9-e003Coalescence-mGAM-p7_S174,G9-e003Coalescence-mGAM-p7
414,F9-e003Coalescence-mBHI-p7,True,F9-e003Coalescence-mBHI-p7_S114,True,F9,False,7,mBHI,mGAM,AC/PP-AC/PP,F9-AC/PP-AC/PP-mGAM-mBHI,AC/PP-AC/PP-mGAM-mBHI,AC/PP-AC/PP-mGAM,B3-e003Coalescence-Inoculumn-mGAM,F9-e003Coalescence-mBHI-p7_S114,F9-e003Coalescence-mBHI-p7
415,F2-e003Coalescence-mBHI-p3,True,F2-e003Coalescence-mBHI-p3_S21,True,F2,False,3,mBHI,mBHI,AA-AC/PP,F2-AA-AC/PP-mBHI-mBHI,AA-AC/PP-mBHI-mBHI,AA-AC/PP-mBHI,B2-e003Coalescence-Inoculumn-mBHI,F2-e003Coalescence-mBHI-p3_S21,F2-e003Coalescence-mBHI-p3
416,E8-e003Coalescence-mGAM-p3,True,E8-e003Coalescence-mGAM-p3_S153,True,E8,False,3,mGAM,mGAM,AA-AA,E8-AA-AA-mGAM-mGAM,AA-AA-mGAM-mGAM,AA-AA-mGAM,A2-e003Coalescence-Inoculumn-mGAM,E8-e003Coalescence-mGAM-p3_S153,E8-e003Coalescence-mGAM-p3
417,G11-e003Coalescence-mGAM-p3,True,G111-e003Coalescence-mGAM-p3_S180,True,G11,False,3,mGAM,mGAM,AE-AF,G11-AE-AF-mGAM-mGAM,AE-AF-mGAM-mGAM,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,G111-e003Coalescence-mGAM-p3_S180,G11-e003Coalescence-mGAM-p3
418,G5-e003Coalescence-mGAM-p3,True,G5-e003Coalescence-mGAM-p3_S84,True,G5,False,3,mGAM,mBHI,AE-AF,G5-AE-AF-mBHI-mGAM,AE-AF-mBHI-mGAM,AE-AF-mBHI,C5-e003Coalescence-mBHI-inoculumn-redo,G5-e003Coalescence-mGAM-p3_S84,G5-e003Coalescence-mGAM-p3
419,H8-e003Coalescence-mBHI-p5,True,H8-e003Coalescence-mBHI-p5_S41,True,H8,False,5,mBHI,mGAM,AA-AF,H8-AA-AF-mGAM-mBHI,AA-AF-mGAM-mBHI,AA-AF-mGAM,D2-e003Coalescence-Inoculumn-mGAM,H8-e003Coalescence-mBHI-p5_S41,H8-e003Coalescence-mBHI-p5
420,E10-e003Coalescence-mBHI-p5,True,E100-e003Coalescence-mBHI-p5_S7,True,E10,False,5,mBHI,mGAM,AA-AE,E10-AA-AE-mGAM-mBHI,AA-AE-mGAM-mBHI,AA-AE-mGAM,A4-e003Coalescence-Inoculumn-mGAM,E100-e003Coalescence-mBHI-p5_S7,E10-e003Coalescence-mBHI-p5
421,G10-e003Coalescence-mGAM-p7,True,G100-e003Coalescence-mGAM-p7_S175,True,G10,False,7,mGAM,mGAM,AE-AE,G10-AE-AE-mGAM-mGAM,AE-AE-mGAM-mGAM,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,G100-e003Coalescence-mGAM-p7_S175,G10-e003Coalescence-mGAM-p7
422,F9-e003Coalescence-mGAM-p7,True,F9-e003Coalescence-mGAM-p7_S162,True,F9,False,7,mGAM,mGAM,AC/PP-AC/PP,F9-AC/PP-AC/PP-mGAM-mGAM,AC/PP-AC/PP-mGAM-mGAM,AC/PP-AC/PP-mGAM,B3-e003Coalescence-Inoculumn-mGAM,F9-e003Coalescence-mGAM-p7_S162,F9-e003Coalescence-mGAM-p7
423,E2-e003Coalescence-mBHI-p7,True,E2-e003Coalescence-mBHI-p7_S97,True,E2,False,7,mBHI,mBHI,AA-AA,E2-AA-AA-mBHI-mBHI,AA-AA-mBHI-mBHI,AA-AA-mBHI,A2-e003Coalescence-Inoculumn-mBHI,E2-e003Coalescence-mBHI-p7_S97,E2-e003Coalescence-mBHI-p7
424,F8-e003Coalescence-mGAM-p7,True,F8-e003Coalescence-mGAM-p7_S161,True,F8,False,7,mGAM,mGAM,AA-AC/PP,F8-AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM,B2-e003Coalescence-Inoculumn-mGAM,F8-e003Coalescence-mGAM-p7_S161,F8-e003Coalescence-mGAM-p7
425,F3-e003Coalescence-mBHI-p3,True,F3-e003Coalescence-mBHI-p3_S22,True,F3,False,3,mBHI,mBHI,AC/PP-AC/PP,F3-AC/PP-AC/PP-mBHI-mBHI,AC/PP-AC/PP-mBHI-mBHI,AC/PP-AC/PP-mBHI,B3-e003Coalescence-Inoculumn-mBHI,F3-e003Coalescence-mBHI-p3_S22,F3-e003Coalescence-mBHI-p3
426,G3-e003Coalescence-mBHI-p7,True,G3-e003Coalescence-mBHI-p7_S122,True,G3,False,7,mBHI,mBHI,AC/PP-AE,G3-AC/PP-AE-mBHI-mBHI,AC/PP-AE-mBHI-mBHI,AC/PP-AE-mBHI,C3-e003Coalescence-mBHI-inoculumn-redo,G3-e003Coalescence-mBHI-p7_S122,G3-e003Coalescence-mBHI-p7
427,G5-e003Coalescence-mGAM-p5,True,G5-e003Coalescence-mGAM-p5_S76,True,G5,False,5,mGAM,mBHI,AE-AF,G5-AE-AF-mBHI-mGAM,AE-AF-mBHI-mGAM,AE-AF-mBHI,C5-e003Coalescence-mBHI-inoculumn-redo,G5-e003Coalescence-mGAM-p5_S76,G5-e003Coalescence-mGAM-p5
428,G5-e003Coalescence-mGAM-p7,True,G5-e003Coalescence-mGAM-p7_S172,True,G5,False,7,mGAM,mBHI,AE-AF,G5-AE-AF-mBHI-mGAM,AE-AF-mBHI-mGAM,AE-AF-mBHI,C5-e003Coalescence-mBHI-inoculumn-redo,G5-e003Coalescence-mGAM-p7_S172,G5-e003Coalescence-mGAM-p7
429,H10-e003Coalescence-mBHI-p3,True,H100-e003Coalescence-mBHI-p3_S143,True,H10,False,3,mBHI,mGAM,AE-AF,H10-AE-AF-mGAM-mBHI,AE-AF-mGAM-mBHI,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,H100-e003Coalescence-mBHI-p3_S143,H10-e003Coalescence-mBHI-p3
430,G4-e003Coalescence-mGAM-p5,True,G4-e003Coalescence-mGAM-p5_S75,True,G4,False,5,mGAM,mBHI,AE-AE,G4-AE-AE-mBHI-mGAM,AE-AE-mBHI-mGAM,AE-AE-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo,G4-e003Coalescence-mGAM-p5_S75,G4-e003Coalescence-mGAM-p5
431,G8-e003Coalescence-mBHI-p3,True,G8-e003Coalescence-mBHI-p3_S129,True,G8,False,3,mBHI,mGAM,AA-AE,G8-AA-AE-mGAM-mBHI,AA-AE-mGAM-mBHI,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,G8-e003Coalescence-mBHI-p3_S129,G8-e003Coalescence-mBHI-p3
432,E5-e003Coalescence-mGAM-p3,True,E5-e003Coalescence-mGAM-p3_S60,True,E5,False,3,mGAM,mBHI,AA-AF,E5-AA-AF-mBHI-mGAM,AA-AF-mBHI-mGAM,AA-AF-mBHI,A5-e003Coalescence-Inoculumn-mBHI,E5-e003Coalescence-mGAM-p3_S60,E5-e003Coalescence-mGAM-p3
433,G2-e003Coalescence-mGAM-p5,True,G2-e003Coalescence-mGAM-p5_S73,True,G2,False,5,mGAM,mBHI,AA-AE,G2-AA-AE-mBHI-mGAM,AA-AE-mBHI-mGAM,AA-AE-mBHI,C2-e003Coalescence-mBHI-inoculumn-redo,G2-e003Coalescence-mGAM-p5_S73,G2-e003Coalescence-mGAM-p5
434,E5-e003Coalescence-mGAM-p7,True,E5-e003Coalescence-mGAM-p7_S148,True,E5,False,7,mGAM,mBHI,AA-AF,E5-AA-AF-mBHI-mGAM,AA-AF-mBHI-mGAM,AA-AF-mBHI,A5-e003Coalescence-Inoculumn-mBHI,E5-e003Coalescence-mGAM-p7_S148,E5-e003Coalescence-mGAM-p7
435,H9-e003Coalescence-mGAM-p7,True,H9-e003Coalescence-mGAM-p7_S186,True,H9,False,7,mGAM,mGAM,AC/PP-AF,H9-AC/PP-AF-mGAM-mGAM,AC/PP-AF-mGAM-mGAM,AC/PP-AF-mGAM,D3-e003Coalescence-Inoculumn-mGAM,H9-e003Coalescence-mGAM-p7_S186,H9-e003Coalescence-mGAM-p7
436,E10-e003Coalescence-mGAM-p5,True,E100-e003Coalescence-mGAM-p5_S55,True,E10,False,5,mGAM,mGAM,AA-AE,E10-AA-AE-mGAM-mGAM,AA-AE-mGAM-mGAM,AA-AE-mGAM,A4-e003Coalescence-Inoculumn-mGAM,E100-e003Coalescence-mGAM-p5_S55,E10-e003Coalescence-mGAM-p5
437,E8-e003Coalescence-mGAM-p5,True,E8-e003Coalescence-mGAM-p5_S53,True,E8,False,5,mGAM,mGAM,AA-AA,E8-AA-AA-mGAM-mGAM,AA-AA-mGAM-mGAM,AA-AA-mGAM,A2-e003Coalescence-Inoculumn-mGAM,E8-e003Coalescence-mGAM-p5_S53,E8-e003Coalescence-mGAM-p5
438,H5-e003Coalescence-mGAM-p3,True,H5-e003Coalescence-mGAM-p3_S96,True,H5,False,3,mGAM,mBHI,AF-AF,H5-AF-AF-mBHI-mGAM,AF-AF-mBHI-mGAM,AF-AF-mBHI,D5-e003Coalescence-Inoculumn-mBHI,H5-e003Coalescence-mGAM-p3_S96,H5-e003Coalescence-mGAM-p3
439,G4-e003Coalescence-mGAM-p3,True,G4-e003Coalescence-mGAM-p3_S83,True,G4,False,3,mGAM,mBHI,AE-AE,G4-AE-AE-mBHI-mGAM,AE-AE-mBHI-mGAM,AE-AE-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo,G4-e003Coalescence-mGAM-p3_S83,G4-e003Coalescence-mGAM-p3
440,F4-e003Coalescence-mBHI-p7,True,F4-e003Coalescence-mBHI-p7_S111,True,F4,False,7,mBHI,mBHI,AC/PP-AE,F4-AC/PP-AE-mBHI-mBHI,AC/PP-AE-mBHI-mBHI,AC/PP-AE-mBHI,B4-e003Coalescence-Inoculumn-mBHI,F4-e003Coalescence-mBHI-p7_S111,F4-e003Coalescence-mBHI-p7
441,H3-e003Coalescence-mGAM-p7,True,H3-e003Coalescence-mGAM-p7_S182,True,H3,False,7,mGAM,mBHI,AC/PP-AF,H3-AC/PP-AF-mBHI-mGAM,AC/PP-AF-mBHI-mGAM,AC/PP-AF-mBHI,D3-e003Coalescence-Inoculumn-mBHI,H3-e003Coalescence-mGAM-p7_S182,H3-e003Coalescence-mGAM-p7
442,H5-e003Coalescence-mGAM-p5,True,H5-e003Coalescence-mGAM-p5_S88,True,H5,False,5,mGAM,mBHI,AF-AF,H5-AF-AF-mBHI-mGAM,AF-AF-mBHI-mGAM,AF-AF-mBHI,D5-e003Coalescence-Inoculumn-mBHI,H5-e003Coalescence-mGAM-p5_S88,H5-e003Coalescence-mGAM-p5
443,F4-e003Coalescence-mGAM-p5,True,F4-e003Coalescence-mGAM-p5_S63,True,F4,False,5,mGAM,mBHI,AC/PP-AE,F4-AC/PP-AE-mBHI-mGAM,AC/PP-AE-mBHI-mGAM,AC/PP-AE-mBHI,B4-e003Coalescence-Inoculumn-mBHI,F4-e003Coalescence-mGAM-p5_S63,F4-e003Coalescence-mGAM-p5
444,G4-e003Coalescence-mGAM-p7,True,G4-e003Coalescence-mGAM-p7_S171,True,G4,False,7,mGAM,mBHI,AE-AE,G4-AE-AE-mBHI-mGAM,AE-AE-mBHI-mGAM,AE-AE-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo,G4-e003Coalescence-mGAM-p7_S171,G4-e003Coalescence-mGAM-p7
445,H8-e003Coalescence-mGAM-p5,True,H8-e003Coalescence-mGAM-p5_S89,True,H8,False,5,mGAM,mGAM,AA-AF,H8-AA-AF-mGAM-mGAM,AA-AF-mGAM-mGAM,AA-AF-mGAM,D2-e003Coalescence-Inoculumn-mGAM,H8-e003Coalescence-mGAM-p5_S89,H8-e003Coalescence-mGAM-p5
446,F3-e003Coalescence-mBHI-p5,True,F3-e003Coalescence-mBHI-p5_S14,True,F3,False,5,mBHI,mBHI,AC/PP-AC/PP,F3-AC/PP-AC/PP-mBHI-mBHI,AC/PP-AC/PP-mBHI-mBHI,AC/PP-AC/PP-mBHI,B3-e003Coalescence-Inoculumn-mBHI,F3-e003Coalescence-mBHI-p5_S14,F3-e003Coalescence-mBHI-p5
447,F10-e003Coalescence-mBHI-p7,True,F100-e003Coalescence-mBHI-p7_S115,True,F10,False,7,mBHI,mGAM,AC/PP-AE,F10-AC/PP-AE-mGAM-mBHI,AC/PP-AE-mGAM-mBHI,AC/PP-AE-mGAM,B4-e003Coalescence-Inoculumn-mGAM,F100-e003Coalescence-mBHI-p7_S115,F10-e003Coalescence-mBHI-p7
448,E3-e003Coalescence-mGAM-p7,True,E3-e003Coalescence-mGAM-p7_S146,True,E3,False,7,mGAM,mBHI,AA-AC/PP,E3-AA-AC/PP-mBHI-mGAM,AA-AC/PP-mBHI-mGAM,AA-AC/PP-mBHI,A3-e003Coalescence-mBHI-inoculumn-redo,E3-e003Coalescence-mGAM-p7_S146,E3-e003Coalescence-mGAM-p7
449,F10-e003Coalescence-mGAM-p3,True,F100-e003Coalescence-mGAM-p3_S167,True,F10,False,3,mGAM,mGAM,AC/PP-AE,F10-AC/PP-AE-mGAM-mGAM,AC/PP-AE-mGAM-mGAM,AC/PP-AE-mGAM,B4-e003Coalescence-Inoculumn-mGAM,F100-e003Coalescence-mGAM-p3_S167,F10-e003Coalescence-mGAM-p3
450,G10-e003Coalescence-mBHI-p3,True,G100-e003Coalescence-mBHI-p3_S131,True,G10,False,3,mBHI,mGAM,AE-AE,G10-AE-AE-mGAM-mBHI,AE-AE-mGAM-mBHI,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,G100-e003Coalescence-mBHI-p3_S131,G10-e003Coalescence-mBHI-p3
451,G4-e003Coalescence-mBHI-p7,True,G4-e003Coalescence-mBHI-p7_S123,True,G4,False,7,mBHI,mBHI,AE-AE,G4-AE-AE-mBHI-mBHI,AE-AE-mBHI-mBHI,AE-AE-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo,G4-e003Coalescence-mBHI-p7_S123,G4-e003Coalescence-mBHI-p7
452,E9-e003Coalescence-mGAM-p3,True,E9-e003Coalescence-mGAM-p3_S154,True,E9,False,3,mGAM,mGAM,AA-AC/PP,E9-AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM,A3-e003Coalescence-Inoculumn-mGAM,E9-e003Coalescence-mGAM-p3_S154,E9-e003Coalescence-mGAM-p3
453,F3-e003Coalescence-mGAM-p5,True,F3-e003Coalescence-mGAM-p5_S62,True,F3,False,5,mGAM,mBHI,AC/PP-AC/PP,F3-AC/PP-AC/PP-mBHI-mGAM,AC/PP-AC/PP-mBHI-mGAM,AC/PP-AC/PP-mBHI,B3-e003Coalescence-Inoculumn-mBHI,F3-e003Coalescence-mGAM-p5_S62,F3-e003Coalescence-mGAM-p5
454,H4-e003Coalescence-mBHI-p7,True,H4-e003Coalescence-mBHI-p7_S135,True,H4,False,7,mBHI,mBHI,AE-AF,H4-AE-AF-mBHI-mBHI,AE-AF-mBHI-mBHI,AE-AF-mBHI,D4-e003Coalescence-Inoculumn-mBHI,H4-e003Coalescence-mBHI-p7_S135,H4-e003Coalescence-mBHI-p7
455,E3-e003Coalescence-mBHI-p5,True,E3-e003Coalescence-mBHI-p5_S2,True,E3,False,5,mBHI,mBHI,AA-AC/PP,E3-AA-AC/PP-mBHI-mBHI,AA-AC/PP-mBHI-mBHI,AA-AC/PP-mBHI,A3-e003Coalescence-mBHI-inoculumn-redo,E3-e003Coalescence-mBHI-p5_S2,E3-e003Coalescence-mBHI-p5
456,H10-e003Coalescence-mGAM-p3,True,H100-e003Coalescence-mGAM-p3_S191,True,H10,False,3,mGAM,mGAM,AE-AF,H10-AE-AF-mGAM-mGAM,AE-AF-mGAM-mGAM,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,H100-e003Coalescence-mGAM-p3_S191,H10-e003Coalescence-mGAM-p3
457,G11-e003Coalescence-mBHI-p7,True,G111-e003Coalescence-mBHI-p7_S128,True,G11,False,7,mBHI,mGAM,AE-AF,G11-AE-AF-mGAM-mBHI,AE-AF-mGAM-mBHI,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,G111-e003Coalescence-mBHI-p7_S128,G11-e003Coalescence-mBHI-p7
458,H3-e003Coalescence-mBHI-p5,True,H3-e003Coalescence-mBHI-p5_S38,True,H3,False,5,mBHI,mBHI,AC/PP-AF,H3-AC/PP-AF-mBHI-mBHI,AC/PP-AF-mBHI-mBHI,AC/PP-AF-mBHI,D3-e003Coalescence-Inoculumn-mBHI,H3-e003Coalescence-mBHI-p5_S38,H3-e003Coalescence-mBHI-p5
459,G3-e003Coalescence-mGAM-p3,True,G3-e003Coalescence-mGAM-p3_S82,True,G3,False,3,mGAM,mBHI,AC/PP-AE,G3-AC/PP-AE-mBHI-mGAM,AC/PP-AE-mBHI-mGAM,AC/PP-AE-mBHI,C3-e003Coalescence-mBHI-inoculumn-redo,G3-e003Coalescence-mGAM-p3_S82,G3-e003Coalescence-mGAM-p3
460,F11-e003Coalescence-mGAM-p3,True,F111-e003Coalescence-mGAM-p3_S168,True,F11,False,3,mGAM,mGAM,AC/PP-AF,F11-AC/PP-AF-mGAM-mGAM,AC/PP-AF-mGAM-mGAM,AC/PP-AF-mGAM,B5-e003Coalescence-Inoculumn-mGAM,F111-e003Coalescence-mGAM-p3_S168,F11-e003Coalescence-mGAM-p3
461,F3-e003Coalescence-mGAM-p7,True,F3-e003Coalescence-mGAM-p7_S158,True,F3,False,7,mGAM,mBHI,AC/PP-AC/PP,F3-AC/PP-AC/PP-mBHI-mGAM,AC/PP-AC/PP-mBHI-mGAM,AC/PP-AC/PP-mBHI,B3-e003Coalescence-Inoculumn-mBHI,F3-e003Coalescence-mGAM-p7_S158,F3-e003Coalescence-mGAM-p7
462,E9-e003Coalescence-mBHI-p3,True,E9-e003Coalescence-mBHI-p3_S106,True,E9,False,3,mBHI,mGAM,AA-AC/PP,E9-AA-AC/PP-mGAM-mBHI,AA-AC/PP-mGAM-mBHI,AA-AC/PP-mGAM,A3-e003Coalescence-Inoculumn-mGAM,E9-e003Coalescence-mBHI-p3_S106,E9-e003Coalescence-mBHI-p3
463,F8-e003Coalescence-mBHI-p7,True,F8-e003Coalescence-mBHI-p7_S113,True,F8,False,7,mBHI,mGAM,AA-AC/PP,F8-AA-AC/PP-mGAM-mBHI,AA-AC/PP-mGAM-mBHI,AA-AC/PP-mGAM,B2-e003Coalescence-Inoculumn-mGAM,F8-e003Coalescence-mBHI-p7_S113,F8-e003Coalescence-mBHI-p7
464,G2-e003Coalescence-mBHI-p7,True,G2-e003Coalescence-mBHI-p7_S121,True,G2,False,7,mBHI,mBHI,AA-AE,G2-AA-AE-mBHI-mBHI,AA-AE-mBHI-mBHI,AA-AE-mBHI,C2-e003Coalescence-mBHI-inoculumn-redo,G2-e003Coalescence-mBHI-p7_S121,G2-e003Coalescence-mBHI-p7
465,H4-e003Coalescence-mBHI-p3,True,H4-e003Coalescence-mBHI-p3_S47,True,H4,False,3,mBHI,mBHI,AE-AF,H4-AE-AF-mBHI-mBHI,AE-AF-mBHI-mBHI,AE-AF-mBHI,D4-e003Coalescence-Inoculumn-mBHI,H4-e003Coalescence-mBHI-p3_S47,H4-e003Coalescence-mBHI-p3
466,F3-e003Coalescence-mBHI-p7,True,F3-e003Coalescence-mBHI-p7_S110,True,F3,False,7,mBHI,mBHI,AC/PP-AC/PP,F3-AC/PP-AC/PP-mBHI-mBHI,AC/PP-AC/PP-mBHI-mBHI,AC/PP-AC/PP-mBHI,B3-e003Coalescence-Inoculumn-mBHI,F3-e003Coalescence-mBHI-p7_S110,F3-e003Coalescence-mBHI-p7
467,F10-e003Coalescence-mGAM-p5,True,F100-e003Coalescence-mGAM-p5_S67,True,F10,False,5,mGAM,mGAM,AC/PP-AE,F10-AC/PP-AE-mGAM-mGAM,AC/PP-AE-mGAM-mGAM,AC/PP-AE-mGAM,B4-e003Coalescence-Inoculumn-mGAM,F100-e003Coalescence-mGAM-p5_S67,F10-e003Coalescence-mGAM-p5
468,G8-e003Coalescence-mBHI-p7,True,G8-e003Coalescence-mBHI-p7_S125,True,G8,False,7,mBHI,mGAM,AA-AE,G8-AA-AE-mGAM-mBHI,AA-AE-mGAM-mBHI,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,G8-e003Coalescence-mBHI-p7_S125,G8-e003Coalescence-mBHI-p7
469,F4-e003Coalescence-mBHI-p5,True,F4-e003Coalescence-mBHI-p5_S15,True,F4,False,5,mBHI,mBHI,AC/PP-AE,F4-AC/PP-AE-mBHI-mBHI,AC/PP-AE-mBHI-mBHI,AC/PP-AE-mBHI,B4-e003Coalescence-Inoculumn-mBHI,F4-e003Coalescence-mBHI-p5_S15,F4-e003Coalescence-mBHI-p5
470,H11-e003Coalescence-mBHI-p5,True,H111-e003Coalescence-mBHI-p5_S44,True,H11,False,5,mBHI,mGAM,AF-AF,H11-AF-AF-mGAM-mBHI,AF-AF-mGAM-mBHI,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,H111-e003Coalescence-mBHI-p5_S44,H11-e003Coalescence-mBHI-p5
471,H2-e003Coalescence-mBHI-p5,True,H2-e003Coalescence-mBHI-p5_S37,True,H2,False,5,mBHI,mBHI,AA-AF,H2-AA-AF-mBHI-mBHI,AA-AF-mBHI-mBHI,AA-AF-mBHI,D2-e003Coalescence-Inoculumn-mBHI,H2-e003Coalescence-mBHI-p5_S37,H2-e003Coalescence-mBHI-p5
472,E11-e003Coalescence-mBHI-p7,True,E111-e003Coalescence-mBHI-p7_S104,True,E11,False,7,mBHI,mGAM,AA-AF,E11-AA-AF-mGAM-mBHI,AA-AF-mGAM-mBHI,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,E111-e003Coalescence-mBHI-p7_S104,E11-e003Coalescence-mBHI-p7
473,E2-e003Coalescence-mGAM-p3,True,E2-e003Coalescence-mGAM-p3_S57,True,E2,False,3,mGAM,mBHI,AA-AA,E2-AA-AA-mBHI-mGAM,AA-AA-mBHI-mGAM,AA-AA-mBHI,A2-e003Coalescence-Inoculumn-mBHI,E2-e003Coalescence-mGAM-p3_S57,E2-e003Coalescence-mGAM-p3
