sample_name	midas_outdir
G111-e003Coalescence-mGAM-p3_S180	workflow/out/midas2_output/
G5-e003Coalescence-mGAM-p3_S84	workflow/out/midas2_output/
H8-e003Coalescence-mBHI-p5_S41	workflow/out/midas2_output/
E100-e003Coalescence-mBHI-p5_S7	workflow/out/midas2_output/
G100-e003Coalescence-mGAM-p7_S175	workflow/out/midas2_output/
F9-e003Coalescence-mGAM-p7_S162	workflow/out/midas2_output/
E2-e003Coalescence-mBHI-p7_S97	workflow/out/midas2_output/
F8-e003Coalescence-mGAM-p7_S161	workflow/out/midas2_output/
F3-e003Coalescence-mBHI-p3_S22	workflow/out/midas2_output/
G3-e003Coalescence-mBHI-p7_S122	workflow/out/midas2_output/
G5-e003Coalescence-mGAM-p5_S76	workflow/out/midas2_output/
G5-e003Coalescence-mGAM-p7_S172	workflow/out/midas2_output/
H100-e003Coalescence-mBHI-p3_S143	workflow/out/midas2_output/
G4-e003Coalescence-mGAM-p5_S75	workflow/out/midas2_output/
G8-e003Coalescence-mBHI-p3_S129	workflow/out/midas2_output/
E5-e003Coalescence-mGAM-p3_S60	workflow/out/midas2_output/
G2-e003Coalescence-mGAM-p5_S73	workflow/out/midas2_output/
E5-e003Coalescence-mGAM-p7_S148	workflow/out/midas2_output/
H9-e003Coalescence-mGAM-p7_S186	workflow/out/midas2_output/
E100-e003Coalescence-mGAM-p5_S55	workflow/out/midas2_output/
E8-e003Coalescence-mGAM-p5_S53	workflow/out/midas2_output/
H5-e003Coalescence-mGAM-p3_S96	workflow/out/midas2_output/
G4-e003Coalescence-mGAM-p3_S83	workflow/out/midas2_output/
F4-e003Coalescence-mBHI-p7_S111	workflow/out/midas2_output/
H3-e003Coalescence-mGAM-p7_S182	workflow/out/midas2_output/
H5-e003Coalescence-mGAM-p5_S88	workflow/out/midas2_output/
F4-e003Coalescence-mGAM-p5_S63	workflow/out/midas2_output/
G4-e003Coalescence-mGAM-p7_S171	workflow/out/midas2_output/
H8-e003Coalescence-mGAM-p5_S89	workflow/out/midas2_output/
F3-e003Coalescence-mBHI-p5_S14	workflow/out/midas2_output/
F100-e003Coalescence-mBHI-p7_S115	workflow/out/midas2_output/
E3-e003Coalescence-mGAM-p7_S146	workflow/out/midas2_output/
F100-e003Coalescence-mGAM-p3_S167	workflow/out/midas2_output/
G100-e003Coalescence-mBHI-p3_S131	workflow/out/midas2_output/
G4-e003Coalescence-mBHI-p7_S123	workflow/out/midas2_output/
E9-e003Coalescence-mGAM-p3_S154	workflow/out/midas2_output/
F3-e003Coalescence-mGAM-p5_S62	workflow/out/midas2_output/
H4-e003Coalescence-mBHI-p7_S135	workflow/out/midas2_output/
E3-e003Coalescence-mBHI-p5_S2	workflow/out/midas2_output/
H100-e003Coalescence-mGAM-p3_S191	workflow/out/midas2_output/
G111-e003Coalescence-mBHI-p7_S128	workflow/out/midas2_output/
H3-e003Coalescence-mBHI-p5_S38	workflow/out/midas2_output/
G3-e003Coalescence-mGAM-p3_S82	workflow/out/midas2_output/
F111-e003Coalescence-mGAM-p3_S168	workflow/out/midas2_output/
F3-e003Coalescence-mGAM-p7_S158	workflow/out/midas2_output/
E9-e003Coalescence-mBHI-p3_S106	workflow/out/midas2_output/
F8-e003Coalescence-mBHI-p7_S113	workflow/out/midas2_output/
G2-e003Coalescence-mBHI-p7_S121	workflow/out/midas2_output/
H4-e003Coalescence-mBHI-p3_S47	workflow/out/midas2_output/
F3-e003Coalescence-mBHI-p7_S110	workflow/out/midas2_output/
F100-e003Coalescence-mGAM-p5_S67	workflow/out/midas2_output/
G8-e003Coalescence-mBHI-p7_S125	workflow/out/midas2_output/
F4-e003Coalescence-mBHI-p5_S15	workflow/out/midas2_output/
H111-e003Coalescence-mBHI-p5_S44	workflow/out/midas2_output/
H2-e003Coalescence-mBHI-p5_S37	workflow/out/midas2_output/
E111-e003Coalescence-mBHI-p7_S104	workflow/out/midas2_output/
E2-e003Coalescence-mGAM-p3_S57	workflow/out/midas2_output/
F2-e003Coalescence-mBHI-p5_S13	workflow/out/midas2_output/
F4-e003Coalescence-mBHI-p3_S23	workflow/out/midas2_output/
F2-e003Coalescence-mGAM-p3_S69	workflow/out/midas2_output/
E9-e003Coalescence-mGAM-p5_S54	workflow/out/midas2_output/
G3-e003Coalescence-mGAM-p5_S74	workflow/out/midas2_output/
E111-e003Coalescence-mGAM-p5_S56	workflow/out/midas2_output/
G100-e003Coalescence-mGAM-p5_S79	workflow/out/midas2_output/
H100-e003Coalescence-mGAM-p5_S91	workflow/out/midas2_output/
G9-e003Coalescence-mBHI-p3_S130	workflow/out/midas2_output/
E4-e003Coalescence-mGAM-p7_S147	workflow/out/midas2_output/
G9-e003Coalescence-mBHI-p7_S126	workflow/out/midas2_output/
E4-e003Coalescence-mGAM-p3_S59	workflow/out/midas2_output/
F9-e003Coalescence-mGAM-p3_S166	workflow/out/midas2_output/
H4-e003Coalescence-mBHI-p5_S39	workflow/out/midas2_output/
H9-e003Coalescence-mBHI-p3_S142	workflow/out/midas2_output/
F4-e003Coalescence-mGAM-p3_S71	workflow/out/midas2_output/
H100-e003Coalescence-mBHI-p7_S139	workflow/out/midas2_output/
G8-e003Coalescence-mBHI-p5_S29	workflow/out/midas2_output/
G2-e003Coalescence-mBHI-p5_S25	workflow/out/midas2_output/
G8-e003Coalescence-mGAM-p7_S173	workflow/out/midas2_output/
E4-e003Coalescence-mBHI-p3_S11	workflow/out/midas2_output/
E2-e003Coalescence-mGAM-p5_S49	workflow/out/midas2_output/
H9-e003Coalescence-mBHI-p5_S42	workflow/out/midas2_output/
H111-e003Coalescence-mGAM-p3_S192	workflow/out/midas2_output/
F5-e003Coalescence-mBHI-p3_S24	workflow/out/midas2_output/
E8-e003Coalescence-mBHI-p3_S105	workflow/out/midas2_output/
E8-e003Coalescence-mGAM-p7_S149	workflow/out/midas2_output/
E9-e003Coalescence-mGAM-p7_S150	workflow/out/midas2_output/
H5-e003Coalescence-mBHI-p7_S136	workflow/out/midas2_output/
G9-e003Coalescence-mBHI-p5_S30	workflow/out/midas2_output/
F111-e003Coalescence-mBHI-p7_S116	workflow/out/midas2_output/
F5-e003Coalescence-mBHI-p7_S112	workflow/out/midas2_output/
F4-e003Coalescence-mGAM-p7_S159	workflow/out/midas2_output/
E100-e003Coalescence-mBHI-p3_S107	workflow/out/midas2_output/
F111-e003Coalescence-mBHI-p3_S120	workflow/out/midas2_output/
H3-e003Coalescence-mGAM-p5_S86	workflow/out/midas2_output/
E4-e003Coalescence-mBHI-p7_S99	workflow/out/midas2_output/
H4-e003Coalescence-mGAM-p5_S87	workflow/out/midas2_output/
F100-e003Coalescence-mBHI-p5_S19	workflow/out/midas2_output/
E100-e003Coalescence-mGAM-p7_S151	workflow/out/midas2_output/
G9-e003Coalescence-mGAM-p3_S178	workflow/out/midas2_output/
H9-e003Coalescence-mBHI-p7_S138	workflow/out/midas2_output/
H8-e003Coalescence-mGAM-p7_S185	workflow/out/midas2_output/
G2-e003Coalescence-mGAM-p3_S81	workflow/out/midas2_output/
F111-e003Coalescence-mBHI-p5_S20	workflow/out/midas2_output/
F8-e003Coalescence-mBHI-p5_S17	workflow/out/midas2_output/
G100-e003Coalescence-mBHI-p7_S127	workflow/out/midas2_output/
E5-e003Coalescence-mGAM-p5_S52	workflow/out/midas2_output/
