,Unnamed: 0,comm,comm-media,inoculumn,inoculumn_sample,is_inoculumn,media,mesocosm,parent_media,parent_subjects,passage,sample,type_mesocosm,redo,counts,mesocosm-passage,replicate
74,74,C8,C8-mBHI,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mBHI,C8-AA-AE-mGAM-mBHI,mGAM,AA-AE,4,B_C9_C8_AA_AE_mGAM_mBHI_4_S129,AA-AE-mGAM-mBHI,False,1,C8-AA-AE-mGAM-mBHI4,0.0
75,75,C9,C9-mBHI,AC/PP-AE-mGAM,C3-e003Coalescence-Inoculumn-mGAM,False,mBHI,C9-AC/PP-AE-mGAM-mBHI,mGAM,AC/PP-AE,4,B_C10_C9_ACPP_AE_mGAM_mBHI_4_S130,AC/PP-AE-mGAM-mBHI,False,1,C9-AC/PP-AE-mGAM-mBHI4,1.0
76,76,C10,C10-mBHI,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,False,mBHI,C10-AE-AE-mGAM-mBHI,mGAM,AE-AE,4,B_C11_C10_AE_AE_mGAM_mBHI_4_S131,AE-AE-mGAM-mBHI,False,1,C10-AE-AE-mGAM-mBHI4,1.0
77,77,C11,C11-mBHI,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,False,mBHI,C11-AE-AF-mGAM-mBHI,mGAM,AE-AF,4,B_C12_C11_AF_AE_mGAM_mBHI_4_S132,AE-AF-mGAM-mBHI,False,1,C11-AE-AF-mGAM-mBHI4,0.0
78,78,H2,H2-mBHI,AA-AF-mBHI,D2-e003Coalescence-Inoculumn-mBHI,False,mBHI,H2-AA-AF-mBHI-mBHI,mBHI,AA-AF,2,B_D1_H2_AA_AF_mBHI_mBHI_2_S133,AA-AF-mBHI-mBHI,False,1,H2-AA-AF-mBHI-mBHI2,3.0
79,79,H3,H3-mBHI,AC/PP-AF-mBHI,D3-e003Coalescence-Inoculumn-mBHI,False,mBHI,H3-AC/PP-AF-mBHI-mBHI,mBHI,AC/PP-AF,2,B_D2_H3_ACPP_AF_mBHI_mBHI_2_S134,AC/PP-AF-mBHI-mBHI,False,1,H3-AC/PP-AF-mBHI-mBHI2,1.0
80,80,H4,H4-mBHI,AE-AF-mBHI,D4-e003Coalescence-Inoculumn-mBHI,False,mBHI,H4-AE-AF-mBHI-mBHI,mBHI,AE-AF,2,B_D3_H4_AE_AF_mBHI_mBHI_2_S135,AE-AF-mBHI-mBHI,False,1,H4-AE-AF-mBHI-mBHI2,3.0
81,81,H5,H5-mBHI,AF-AF-mBHI,D5-e003Coalescence-Inoculumn-mBHI,False,mBHI,H5-AF-AF-mBHI-mBHI,mBHI,AF-AF,2,B_D4_H5_AF_AF_mBHI_mBHI_2_S136,AF-AF-mBHI-mBHI,False,1,H5-AF-AF-mBHI-mBHI2,1.0
82,82,H8,H8-mBHI,AA-AF-mGAM,D2-e003Coalescence-Inoculumn-mGAM,False,mBHI,H8-AA-AF-mGAM-mBHI,mGAM,AA-AF,2,B_D5_H8_AA_AF_mGAM_mBHI_2_S137,AA-AF-mGAM-mBHI,False,1,H8-AA-AF-mGAM-mBHI2,3.0
83,83,H9,H9-mBHI,AC/PP-AF-mGAM,D3-e003Coalescence-Inoculumn-mGAM,False,mBHI,H9-AC/PP-AF-mGAM-mBHI,mGAM,AC/PP-AF,2,B_D6_H9_ACPP_AF_mGAM_mBHI_2_S138,AC/PP-AF-mGAM-mBHI,False,1,H9-AC/PP-AF-mGAM-mBHI2,0.0
84,84,H10,H10-mBHI,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,False,mBHI,H10-AE-AF-mGAM-mBHI,mGAM,AE-AF,2,B_D7_H10_AE_AF_mGAM_mBHI_2_S139,AE-AF-mGAM-mBHI,False,1,H10-AE-AF-mGAM-mBHI2,2.0
85,85,H11,H11-mBHI,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,False,mBHI,H11-AF-AF-mGAM-mBHI,mGAM,AF-AF,2,B_D8_H11_AF_AF_mGAM_mBHI_2_S140,AF-AF-mGAM-mBHI,False,1,H11-AF-AF-mGAM-mBHI2,1.0
86,86,D8,D8-mBHI,AA-AF-mGAM,D2-e003Coalescence-Inoculumn-mGAM,False,mBHI,D8-AA-AF-mGAM-mBHI,mGAM,AA-AF,4,B_D9_D8_AA_AF_mGAM_mBHI_4_S141,AA-AF-mGAM-mBHI,False,1,D8-AA-AF-mGAM-mBHI4,1.0
87,87,D9,D9-mBHI,AC/PP-AF-mGAM,D3-e003Coalescence-Inoculumn-mGAM,False,mBHI,D9-AC/PP-AF-mGAM-mBHI,mGAM,AC/PP-AF,4,B_D10_D9_ACPP_AF_mGAM_mBHI_4_S142,AC/PP-AF-mGAM-mBHI,False,1,D9-AC/PP-AF-mGAM-mBHI4,1.0
88,88,D10,D10-mBHI,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,False,mBHI,D10-AE-AF-mGAM-mBHI,mGAM,AE-AF,4,B_D11_D10_AE_AF_mGAM_mBHI_4_S143,AE-AF-mGAM-mBHI,False,1,D10-AE-AF-mGAM-mBHI4,3.0
89,89,D11,D11-mBHI,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,False,mBHI,D11-AF-AF-mGAM-mBHI,mGAM,AF-AF,4,B_D12_D11_AF_AF_mGAM_mBHI_4_S144,AF-AF-mGAM-mBHI,False,1,D11-AF-AF-mGAM-mBHI4,0.0
90,90,E3,E3-mGAM,AA-AC/PP-mBHI,A3-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,E3-AA-AC/PP-mBHI-mGAM,mBHI,AA-AC/PP,2,B_E2_E3_ACPP_AA_mBHI_mGAM_2_S146,AA-AC/PP-mBHI-mGAM,False,1,E3-AA-AC/PP-mBHI-mGAM2,1.0
91,91,E4,E4-mGAM,AA-AE-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,E4-AA-AE-mBHI-mGAM,mBHI,AA-AE,2,B_E3_E4_AE_AA_mBHI_mGAM_2_S147,AA-AE-mBHI-mGAM,False,1,E4-AA-AE-mBHI-mGAM2,2.0
92,92,E5,E5-mGAM,AA-AF-mBHI,A5-e003Coalescence-Inoculumn-mBHI,False,mGAM,E5-AA-AF-mBHI-mGAM,mBHI,AA-AF,2,B_E4_E5_AF_AA_mBHI_mGAM_2_S148,AA-AF-mBHI-mGAM,False,1,E5-AA-AF-mBHI-mGAM2,2.0
93,93,E8,E8-mGAM,AA-AA-mGAM,A2-e003Coalescence-Inoculumn-mGAM,False,mGAM,E8-AA-AA-mGAM-mGAM,mGAM,AA-AA,2,B_E5_E8_AA_AA_mGAM_mGAM_2_S149,AA-AA-mGAM-mGAM,False,1,E8-AA-AA-mGAM-mGAM2,1.0
94,94,E9,E9-mGAM,AA-AC/PP-mGAM,A3-e003Coalescence-Inoculumn-mGAM,False,mGAM,E9-AA-AC/PP-mGAM-mGAM,mGAM,AA-AC/PP,2,B_E6_E9_ACPP_AA_mGAM_mGAM_2_S150,AA-AC/PP-mGAM-mGAM,False,1,E9-AA-AC/PP-mGAM-mGAM2,0.0
95,95,E10,E10-mGAM,AA-AE-mGAM,A4-e003Coalescence-Inoculumn-mGAM,False,mGAM,E10-AA-AE-mGAM-mGAM,mGAM,AA-AE,2,B_E7_E10_AE_AA_mGAM_mGAM_2_S151,AA-AE-mGAM-mGAM,False,1,E10-AA-AE-mGAM-mGAM2,1.0
96,96,E11,E11-mGAM,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,False,mGAM,E11-AA-AF-mGAM-mGAM,mGAM,AA-AF,2,B_E8_E11_AF_AA_mGAM_mGAM_2_S152,AA-AF-mGAM-mGAM,False,1,E11-AA-AF-mGAM-mGAM2,2.0
97,97,A8,A8-mGAM,AA-AA-mGAM,A2-e003Coalescence-Inoculumn-mGAM,False,mGAM,A8-AA-AA-mGAM-mGAM,mGAM,AA-AA,4,B_E9_A8_AA_AA_mGAM_mGAM_4_S153,AA-AA-mGAM-mGAM,False,1,A8-AA-AA-mGAM-mGAM4,0.0
98,98,A9,A9-mGAM,AA-AC/PP-mGAM,A3-e003Coalescence-Inoculumn-mGAM,False,mGAM,A9-AA-AC/PP-mGAM-mGAM,mGAM,AA-AC/PP,4,B_E10_A9_ACPP_AA_mGAM_mGAM_4_S154,AA-AC/PP-mGAM-mGAM,False,1,A9-AA-AC/PP-mGAM-mGAM4,1.0
99,99,A10,A10-mGAM,AA-AE-mGAM,A4-e003Coalescence-Inoculumn-mGAM,False,mGAM,A10-AA-AE-mGAM-mGAM,mGAM,AA-AE,4,B_E11_A10_AE_AA_mGAM_mGAM_4_S155,AA-AE-mGAM-mGAM,False,1,A10-AA-AE-mGAM-mGAM4,2.0
100,100,A11,A11-mGAM,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,False,mGAM,A11-AA-AF-mGAM-mGAM,mGAM,AA-AF,4,B_E12_A11_AF_AA_mGAM_mGAM_4_S156,AA-AF-mGAM-mGAM,False,1,A11-AA-AF-mGAM-mGAM4,0.0
101,101,G2,G2-mGAM,AA-AE-mBHI,C2-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,G2-AA-AE-mBHI-mGAM,mBHI,AA-AE,2,B_G1_G2_AA_AE_mBHI_mGAM_2_S169,AA-AE-mBHI-mGAM,False,1,G2-AA-AE-mBHI-mGAM2,3.0
102,102,G4,G4-mGAM,AE-AE-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,G4-AE-AE-mBHI-mGAM,mBHI,AE-AE,2,B_G3_G4_AE_AE_mBHI_mGAM_2_S171,AE-AE-mBHI-mGAM,False,1,G4-AE-AE-mBHI-mGAM2,1.0
103,103,G5,G5-mGAM,AE-AF-mBHI,C5-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,G5-AE-AF-mBHI-mGAM,mBHI,AE-AF,2,B_G4_G5_AF_AE_mBHI_mGAM_2_S172,AE-AF-mBHI-mGAM,False,1,G5-AE-AF-mBHI-mGAM2,2.0
104,104,G8,G8-mGAM,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mGAM,G8-AA-AE-mGAM-mGAM,mGAM,AA-AE,2,B_G5_G8_AA_AE_mGAM_mGAM_2_S173,AA-AE-mGAM-mGAM,False,1,G8-AA-AE-mGAM-mGAM2,3.0
105,105,G9,G9-mGAM,AC/PP-AE-mGAM,C3-e003Coalescence-Inoculumn-mGAM,False,mGAM,G9-AC/PP-AE-mGAM-mGAM,mGAM,AC/PP-AE,2,B_G6_G9_ACPP_AE_mGAM_mGAM_2_S174,AC/PP-AE-mGAM-mGAM,False,1,G9-AC/PP-AE-mGAM-mGAM2,0.0
106,106,G10,G10-mGAM,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,False,mGAM,G10-AE-AE-mGAM-mGAM,mGAM,AE-AE,2,B_G7_G10_AE_AE_mGAM_mGAM_2_S175,AE-AE-mGAM-mGAM,False,1,G10-AE-AE-mGAM-mGAM2,0.0
107,107,G11,G11-mGAM,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,False,mGAM,G11-AE-AF-mGAM-mGAM,mGAM,AE-AF,2,B_G8_G11_AF_AE_mGAM_mGAM_2_S176,AE-AF-mGAM-mGAM,False,1,G11-AE-AF-mGAM-mGAM2,1.0
108,108,C8,C8-mGAM,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mGAM,C8-AA-AE-mGAM-mGAM,mGAM,AA-AE,4,B_G9_C8_AA_AE_mGAM_mGAM_4_S177,AA-AE-mGAM-mGAM,False,1,C8-AA-AE-mGAM-mGAM4,0.0
109,109,C9,C9-mGAM,AC/PP-AE-mGAM,C3-e003Coalescence-Inoculumn-mGAM,False,mGAM,C9-AC/PP-AE-mGAM-mGAM,mGAM,AC/PP-AE,4,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,AC/PP-AE-mGAM-mGAM,False,1,C9-AC/PP-AE-mGAM-mGAM4,1.0
110,110,C10,C10-mGAM,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,False,mGAM,C10-AE-AE-mGAM-mGAM,mGAM,AE-AE,4,B_G11_C10_AE_AE_mGAM_mGAM_4_S179,AE-AE-mGAM-mGAM,False,1,C10-AE-AE-mGAM-mGAM4,1.0
111,111,C11,C11-mGAM,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,False,mGAM,C11-AE-AF-mGAM-mGAM,mGAM,AE-AF,4,B_G12_C11_AF_AE_mGAM_mGAM_4_S180,AE-AF-mGAM-mGAM,False,1,C11-AE-AF-mGAM-mGAM4,0.0
112,112,H3,H3-mGAM,AC/PP-AF-mBHI,D3-e003Coalescence-Inoculumn-mBHI,False,mGAM,H3-AC/PP-AF-mBHI-mGAM,mBHI,AC/PP-AF,2,B_H2_H3_ACPP_AF_mBHI_mGAM_2_S182,AC/PP-AF-mBHI-mGAM,False,1,H3-AC/PP-AF-mBHI-mGAM2,1.0
113,113,H4,H4-mGAM,AE-AF-mBHI,D4-e003Coalescence-Inoculumn-mBHI,False,mGAM,H4-AE-AF-mBHI-mGAM,mBHI,AE-AF,2,B_H3_H4_AE_AF_mBHI_mGAM_2_S183,AE-AF-mBHI-mGAM,False,1,H4-AE-AF-mBHI-mGAM2,3.0
114,114,H5,H5-mGAM,AF-AF-mBHI,D5-e003Coalescence-Inoculumn-mBHI,False,mGAM,H5-AF-AF-mBHI-mGAM,mBHI,AF-AF,2,B_H4_H5_AF_AF_mBHI_mGAM_2_S184,AF-AF-mBHI-mGAM,False,1,H5-AF-AF-mBHI-mGAM2,1.0
115,115,H8,H8-mGAM,AA-AF-mGAM,D2-e003Coalescence-Inoculumn-mGAM,False,mGAM,H8-AA-AF-mGAM-mGAM,mGAM,AA-AF,2,B_H5_H8_AA_AF_mGAM_mGAM_2_S185,AA-AF-mGAM-mGAM,False,1,H8-AA-AF-mGAM-mGAM2,3.0
116,116,H9,H9-mGAM,AC/PP-AF-mGAM,D3-e003Coalescence-Inoculumn-mGAM,False,mGAM,H9-AC/PP-AF-mGAM-mGAM,mGAM,AC/PP-AF,2,B_H6_H9_ACPP_AF_mGAM_mGAM_2_S186,AC/PP-AF-mGAM-mGAM,False,1,H9-AC/PP-AF-mGAM-mGAM2,0.0
117,117,H10,H10-mGAM,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,False,mGAM,H10-AE-AF-mGAM-mGAM,mGAM,AE-AF,2,B_H7_H10_AE_AF_mGAM_mGAM_2_S187,AE-AF-mGAM-mGAM,False,1,H10-AE-AF-mGAM-mGAM2,2.0
118,118,H11,H11-mGAM,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,False,mGAM,H11-AF-AF-mGAM-mGAM,mGAM,AF-AF,2,B_H8_H11_AF_AF_mGAM_mGAM_2_S188,AF-AF-mGAM-mGAM,False,1,H11-AF-AF-mGAM-mGAM2,1.0
119,119,D8,D8-mGAM,AA-AF-mGAM,D2-e003Coalescence-Inoculumn-mGAM,False,mGAM,D8-AA-AF-mGAM-mGAM,mGAM,AA-AF,4,B_H9_D8_AA_AF_mGAM_mGAM_4_S189,AA-AF-mGAM-mGAM,False,1,D8-AA-AF-mGAM-mGAM4,1.0
120,120,D9,D9-mGAM,AC/PP-AF-mGAM,D3-e003Coalescence-Inoculumn-mGAM,False,mGAM,D9-AC/PP-AF-mGAM-mGAM,mGAM,AC/PP-AF,4,B_H10_D9_ACPP_AF_mGAM_mGAM_4_S190,AC/PP-AF-mGAM-mGAM,False,1,D9-AC/PP-AF-mGAM-mGAM4,1.0
121,121,D10,D10-mGAM,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,False,mGAM,D10-AE-AF-mGAM-mGAM,mGAM,AE-AF,4,B_H11_D10_AE_AF_mGAM_mGAM_4_S191,AE-AF-mGAM-mGAM,False,1,D10-AE-AF-mGAM-mGAM4,3.0
122,122,D11,D11-mGAM,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,False,mGAM,D11-AF-AF-mGAM-mGAM,mGAM,AF-AF,4,B_H12_D11_AF_AF_mGAM_mGAM_4_S192,AF-AF-mGAM-mGAM,False,1,D11-AF-AF-mGAM-mGAM4,0.0
123,123,A2,A2-mBHI,AA-AA-mBHI,A2-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,A2-AA-AA-mBHI-mBHI,mBHI,AA-AA,6,C_A1_A2_AA_AA_mBHI_mBHI_6_S193,AA-AA-mBHI-mBHI,False,1,A2-AA-AA-mBHI-mBHI6,0.0
124,124,A4,A4-mBHI,AA-AE-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,A4-AA-AE-mBHI-mBHI,mBHI,AA-AE,6,C_A3_A4_AE_AA_mBHI_mBHI_6_S195,AA-AE-mBHI-mBHI,False,1,A4-AA-AE-mBHI-mBHI6,0.0
125,125,A5,A5-mBHI,AA-AF-mBHI,A5-e003Coalescence-Inoculumn-mBHI,False,mBHI,A5-AA-AF-mBHI-mBHI,mBHI,AA-AF,6,C_A4_A5_AF_AA_mBHI_mBHI_6_S196,AA-AF-mBHI-mBHI,False,1,A5-AA-AF-mBHI-mBHI6,0.0
126,126,A8,A8-mBHI,AA-AA-mGAM,A2-e003Coalescence-Inoculumn-mGAM,False,mBHI,A8-AA-AA-mGAM-mBHI,mGAM,AA-AA,6,C_A5_A8_AA_AA_mGAM_mBHI_6_S197,AA-AA-mGAM-mBHI,False,1,A8-AA-AA-mGAM-mBHI6,0.0
127,127,A10,A10-mBHI,AA-AE-mGAM,A4-e003Coalescence-Inoculumn-mGAM,False,mBHI,A10-AA-AE-mGAM-mBHI,mGAM,AA-AE,6,C_A7_A10_AE_AA_mGAM_mBHI_6_S199,AA-AE-mGAM-mBHI,False,1,A10-AA-AE-mGAM-mBHI6,2.0
128,128,E2,E2-mBHI,AA-AA-mBHI,A2-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,E2-AA-AA-mBHI-mBHI,mBHI,AA-AA,4,C_A9_E2_AA_AA_mBHI_mBHI_4_S201,AA-AA-mBHI-mBHI,False,1,E2-AA-AA-mBHI-mBHI4,1.0
129,129,E4,E4-mBHI,AA-AE-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,E4-AA-AE-mBHI-mBHI,mBHI,AA-AE,4,C_A11_E4_AE_AA_mBHI_mBHI_4_S203,AA-AE-mBHI-mBHI,False,1,E4-AA-AE-mBHI-mBHI4,3.0
130,130,C2,C2-mBHI,AA-AE-mBHI,C2-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,C2-AA-AE-mBHI-mBHI,mBHI,AA-AE,6,C_C1_C2_AA_AE_mBHI_mBHI_6_S217,AA-AE-mBHI-mBHI,False,1,C2-AA-AE-mBHI-mBHI6,1.0
131,131,C4,C4-mBHI,AE-AE-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,C4-AE-AE-mBHI-mBHI,mBHI,AE-AE,6,C_C3_C4_AE_AE_mBHI_mBHI_6_S219,AE-AE-mBHI-mBHI,False,1,C4-AE-AE-mBHI-mBHI6,0.0
132,132,C5,C5-mBHI,AE-AF-mBHI,C5-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,C5-AE-AF-mBHI-mBHI,mBHI,AE-AF,6,C_C4_C5_AF_AE_mBHI_mBHI_6_S220,AE-AF-mBHI-mBHI,False,1,C5-AE-AF-mBHI-mBHI6,0.0
133,133,C8,C8-mBHI,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mBHI,C8-AA-AE-mGAM-mBHI,mGAM,AA-AE,6,C_C5_C8_AA_AE_mGAM_mBHI_6_S221,AA-AE-mGAM-mBHI,False,1,C8-AA-AE-mGAM-mBHI6,0.0
134,134,C10,C10-mBHI,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,False,mBHI,C10-AE-AE-mGAM-mBHI,mGAM,AE-AE,6,C_C7_C10_AE_AE_mGAM_mBHI_6_S223,AE-AE-mGAM-mBHI,False,1,C10-AE-AE-mGAM-mBHI6,1.0
135,135,C11,C11-mBHI,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,False,mBHI,C11-AE-AF-mGAM-mBHI,mGAM,AE-AF,6,C_C8_C11_AF_AE_mGAM_mBHI_6_S224,AE-AF-mGAM-mBHI,False,1,C11-AE-AF-mGAM-mBHI6,0.0
136,136,G2,G2-mBHI,AA-AE-mBHI,C2-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,G2-AA-AE-mBHI-mBHI,mBHI,AA-AE,4,C_C9_G2_AA_AE_mBHI_mBHI_4_S225,AA-AE-mBHI-mBHI,False,1,G2-AA-AE-mBHI-mBHI4,2.0
137,137,G4,G4-mBHI,AE-AE-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,G4-AE-AE-mBHI-mBHI,mBHI,AE-AE,4,C_C11_G4_AE_AE_mBHI_mBHI_4_S227,AE-AE-mBHI-mBHI,False,1,G4-AE-AE-mBHI-mBHI4,1.0
138,138,G5,G5-mBHI,AE-AF-mBHI,C5-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,G5-AE-AF-mBHI-mBHI,mBHI,AE-AF,4,C_C12_G5_AF_AE_mBHI_mBHI_4_S228,AE-AF-mBHI-mBHI,False,1,G5-AE-AF-mBHI-mBHI4,2.0
139,139,D2,D2-mBHI,AA-AF-mBHI,D2-e003Coalescence-Inoculumn-mBHI,False,mBHI,D2-AA-AF-mBHI-mBHI,mBHI,AA-AF,6,C_D1_D2_AA_AF_mBHI_mBHI_6_S229,AA-AF-mBHI-mBHI,False,1,D2-AA-AF-mBHI-mBHI6,1.0
140,140,D4,D4-mBHI,AE-AF-mBHI,D4-e003Coalescence-Inoculumn-mBHI,False,mBHI,D4-AE-AF-mBHI-mBHI,mBHI,AE-AF,6,C_D3_D4_AE_AF_mBHI_mBHI_6_S231,AE-AF-mBHI-mBHI,False,1,D4-AE-AF-mBHI-mBHI6,1.0
141,141,D8,D8-mBHI,AA-AF-mGAM,D2-e003Coalescence-Inoculumn-mGAM,False,mBHI,D8-AA-AF-mGAM-mBHI,mGAM,AA-AF,6,C_D5_D8_AA_AF_mGAM_mBHI_6_S233,AA-AF-mGAM-mBHI,False,1,D8-AA-AF-mGAM-mBHI6,1.0
142,142,D10,D10-mBHI,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,False,mBHI,D10-AE-AF-mGAM-mBHI,mGAM,AE-AF,6,C_D7_D10_AE_AF_mGAM_mBHI_6_S235,AE-AF-mGAM-mBHI,False,1,D10-AE-AF-mGAM-mBHI6,3.0
143,143,D11,D11-mBHI,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,False,mBHI,D11-AF-AF-mGAM-mBHI,mGAM,AF-AF,6,C_D8_D11_AF_AF_mGAM_mBHI_6_S236,AF-AF-mGAM-mBHI,False,1,D11-AF-AF-mGAM-mBHI6,0.0
144,144,H2,H2-mBHI,AA-AF-mBHI,D2-e003Coalescence-Inoculumn-mBHI,False,mBHI,H2-AA-AF-mBHI-mBHI,mBHI,AA-AF,4,C_D9_H2_AA_AF_mBHI_mBHI_4_S237,AA-AF-mBHI-mBHI,False,1,H2-AA-AF-mBHI-mBHI4,3.0
145,145,H4,H4-mBHI,AE-AF-mBHI,D4-e003Coalescence-Inoculumn-mBHI,False,mBHI,H4-AE-AF-mBHI-mBHI,mBHI,AE-AF,4,C_D11_H4_AE_AF_mBHI_mBHI_4_S239,AE-AF-mBHI-mBHI,False,1,H4-AE-AF-mBHI-mBHI4,3.0
146,146,A4,A4-mGAM,AA-AE-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,A4-AA-AE-mBHI-mGAM,mBHI,AA-AE,6,C_E3_A4_AE_AA_mBHI_mGAM_6_S243,AA-AE-mBHI-mGAM,False,1,A4-AA-AE-mBHI-mGAM6,0.0
147,147,A5,A5-mGAM,AA-AF-mBHI,A5-e003Coalescence-Inoculumn-mBHI,False,mGAM,A5-AA-AF-mBHI-mGAM,mBHI,AA-AF,6,C_E4_A5_AF_AA_mBHI_mGAM_6_S244,AA-AF-mBHI-mGAM,False,1,A5-AA-AF-mBHI-mGAM6,0.0
148,148,A8,A8-mGAM,AA-AA-mGAM,A2-e003Coalescence-Inoculumn-mGAM,False,mGAM,A8-AA-AA-mGAM-mGAM,mGAM,AA-AA,6,C_E5_A8_AA_AA_mGAM_mGAM_6_S245,AA-AA-mGAM-mGAM,False,1,A8-AA-AA-mGAM-mGAM6,0.0
149,149,A10,A10-mGAM,AA-AE-mGAM,A4-e003Coalescence-Inoculumn-mGAM,False,mGAM,A10-AA-AE-mGAM-mGAM,mGAM,AA-AE,6,C_E7_A10_AE_AA_mGAM_mGAM_6_S247,AA-AE-mGAM-mGAM,False,1,A10-AA-AE-mGAM-mGAM6,2.0
150,150,A11,A11-mGAM,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,False,mGAM,A11-AA-AF-mGAM-mGAM,mGAM,AA-AF,6,C_E8_A11_AF_AA_mGAM_mGAM_6_S248,AA-AF-mGAM-mGAM,False,1,A11-AA-AF-mGAM-mGAM6,0.0
151,151,E2,E2-mGAM,AA-AA-mBHI,A2-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,E2-AA-AA-mBHI-mGAM,mBHI,AA-AA,4,C_E9_E2_AA_AA_mBHI_mGAM_4_S249,AA-AA-mBHI-mGAM,False,1,E2-AA-AA-mBHI-mGAM4,1.0
152,152,E4,E4-mGAM,AA-AE-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,E4-AA-AE-mBHI-mGAM,mBHI,AA-AE,4,C_E11_E4_AE_AA_mBHI_mGAM_4_S251,AA-AE-mBHI-mGAM,False,1,E4-AA-AE-mBHI-mGAM4,2.0
153,153,E5,E5-mGAM,AA-AF-mBHI,A5-e003Coalescence-Inoculumn-mBHI,False,mGAM,E5-AA-AF-mBHI-mGAM,mBHI,AA-AF,4,C_E12_E5_AF_AA_mBHI_mGAM_4_S252,AA-AF-mBHI-mGAM,False,1,E5-AA-AF-mBHI-mGAM4,2.0
154,154,C2,C2-mGAM,AA-AE-mBHI,C2-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,C2-AA-AE-mBHI-mGAM,mBHI,AA-AE,6,C_G1_C2_AA_AE_mBHI_mGAM_6_S265,AA-AE-mBHI-mGAM,False,1,C2-AA-AE-mBHI-mGAM6,1.0
155,155,C4,C4-mGAM,AE-AE-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,C4-AE-AE-mBHI-mGAM,mBHI,AE-AE,6,C_G3_C4_AE_AE_mBHI_mGAM_6_S267,AE-AE-mBHI-mGAM,False,1,C4-AE-AE-mBHI-mGAM6,0.0
156,156,C5,C5-mGAM,AE-AF-mBHI,C5-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,C5-AE-AF-mBHI-mGAM,mBHI,AE-AF,6,C_G4_C5_AF_AE_mBHI_mGAM_6_S268,AE-AF-mBHI-mGAM,False,1,C5-AE-AF-mBHI-mGAM6,0.0
157,157,C8,C8-mGAM,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mGAM,C8-AA-AE-mGAM-mGAM,mGAM,AA-AE,6,C_G5_C8_AA_AE_mGAM_mGAM_6_S269,AA-AE-mGAM-mGAM,False,1,C8-AA-AE-mGAM-mGAM6,0.0
