,index,fixed_diffs,comparisons,sample1,species_id
0,A2-e003Coalescence-Inoculumn-mGAM,0,1768797,A2-e003Coalescence-Inoculumn-mGAM,102143
1,B2-e003Coalescence-Inoculumn-mGAM,12,1765495,A2-e003Coalescence-Inoculumn-mGAM,102143
2,A3-e003Coalescence-Inoculumn-mGAM,3,1498867,A2-e003Coalescence-Inoculumn-mGAM,102143
3,C2-e003Coalescence-Inoculumn-mGAM,0,1651356,A2-e003Coalescence-Inoculumn-mGAM,102143
4,A5-e003Coalescence-Inoculumn-mGAM,0,1718468,A2-e003Coalescence-Inoculumn-mGAM,102143
5,D2-e003Coalescence-Inoculumn-mGAM,0,1726378,A2-e003Coalescence-Inoculumn-mGAM,102143
6,A4-e003Coalescence-Inoculumn-mGAM,0,1763701,A2-e003Coalescence-Inoculumn-mGAM,102143
7,B8-e003Assembly-mGAM-p3,6,968383,A2-e003Coalescence-Inoculumn-mGAM,102143
8,B8-e003Assembly-mGAM-p5,0,1027108,A2-e003Coalescence-Inoculumn-mGAM,102143
9,B8-e003GlycerolRevival-mGAM-p2,0,1489424,A2-e003Coalescence-Inoculumn-mGAM,102143
10,C8-e003Assembly-mGAM-p3,12,865287,A2-e003Coalescence-Inoculumn-mGAM,102143
11,C_B1_e003Assembly_6_S205,40,1770664,A2-e003Coalescence-Inoculumn-mGAM,102143
12,C_B5_e003Assembly_6_S209,35,1725597,A2-e003Coalescence-Inoculumn-mGAM,102143
13,C_B9_e003Assembly_4_S213,38,1683045,A2-e003Coalescence-Inoculumn-mGAM,102143
14,C_F5_e003Assembly_6_S257,46,1752597,A2-e003Coalescence-Inoculumn-mGAM,102143
15,C_F9_e003Assembly_4_S261,48,1716571,A2-e003Coalescence-Inoculumn-mGAM,102143
16,D_B5_e003Assembly_S305,57,1775611,A2-e003Coalescence-Inoculumn-mGAM,102143
17,D_F5_e003Assembly_S353,58,1783779,A2-e003Coalescence-Inoculumn-mGAM,102143
18,D_F9_e003Assembly_S357,58,1772019,A2-e003Coalescence-Inoculumn-mGAM,102143
19,C_E2_e003Assembly_S242,33,1689499,A2-e003Coalescence-Inoculumn-mGAM,102143
20,C_E6_e003Assembly_S246,49,1735476,A2-e003Coalescence-Inoculumn-mGAM,102143
21,C_E10_E3_ACPP_AA_mBHI_mGAM_4_S250,40,1776637,A2-e003Coalescence-Inoculumn-mGAM,102143
0,A2-e003Coalescence-Inoculumn-mGAM,12,1768797,B2-e003Coalescence-Inoculumn-mGAM,102143
1,B2-e003Coalescence-Inoculumn-mGAM,0,1765495,B2-e003Coalescence-Inoculumn-mGAM,102143
2,A3-e003Coalescence-Inoculumn-mGAM,0,1498867,B2-e003Coalescence-Inoculumn-mGAM,102143
3,C2-e003Coalescence-Inoculumn-mGAM,12,1651356,B2-e003Coalescence-Inoculumn-mGAM,102143
4,A5-e003Coalescence-Inoculumn-mGAM,33,1718468,B2-e003Coalescence-Inoculumn-mGAM,102143
5,D2-e003Coalescence-Inoculumn-mGAM,30,1726378,B2-e003Coalescence-Inoculumn-mGAM,102143
6,A4-e003Coalescence-Inoculumn-mGAM,10,1763701,B2-e003Coalescence-Inoculumn-mGAM,102143
7,B8-e003Assembly-mGAM-p3,12,968383,B2-e003Coalescence-Inoculumn-mGAM,102143
8,B8-e003Assembly-mGAM-p5,0,1027108,B2-e003Coalescence-Inoculumn-mGAM,102143
9,B8-e003GlycerolRevival-mGAM-p2,3,1489424,B2-e003Coalescence-Inoculumn-mGAM,102143
