,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
B5-e003Coalescence-Inoculumn-mBHI,813691.0,895195.0
B5-e003Coalescence-mBHI-p3,699421.0,744397.0
B5-e003Coalescence-mBHI-p5,462242.0,488636.0
B5-e003Coalescence-mBHI-p7,507328.0,543301.0
B5-e003Coalescence-mGAM-p3,430783.0,465868.0
B5-e003Coalescence-mGAM-p5,461185.0,497681.0
B5-e003Coalescence-mGAM-p7,229029.0,248999.0
D3-e003Coalescence-Inoculumn-mBHI,2005852.0,2217790.0
D3-e003Coalescence-mBHI-p5,426481.0,455193.0
D3-e003Coalescence-mBHI-p7,1090010.0,1169345.0
D3-e003Coalescence-mGAM-p3,306039.0,333016.0
D3-e003Coalescence-mGAM-p5,1012804.0,1108382.0
F5-e003Coalescence-mBHI-p3_S24,653877.0,693820.0
F5-e003Coalescence-mBHI-p5_S16,439679.0,465106.0
F5-e003Coalescence-mBHI-p7_S112,558118.0,591581.0
F5-e003Coalescence-mGAM-p3_S72,194455.0,215122.0
F5-e003Coalescence-mGAM-p5_S64,791284.0,844816.0
F5-e003Coalescence-mGAM-p7_S160,661224.0,708359.0
H3-e003Coalescence-mBHI-p3_S46,815927.0,865441.0
H3-e003Coalescence-mBHI-p5_S38,572528.0,607400.0
H3-e003Coalescence-mBHI-p7_S134,495049.0,525264.0
H3-e003Coalescence-mGAM-p3_S94,275771.0,298589.0
H3-e003Coalescence-mGAM-p5_S86,419374.0,460587.0
H3-e003Coalescence-mGAM-p7_S182,427392.0,466679.0
