,C4-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
C5-e003Coalescence-mBHI-inoculumn-redo,2414596.0,2686819.0
C5-e003Coalescence-mBHI-p3,191406.0,204563.0
C5-e003Coalescence-mBHI-p5,1310461.0,1393156.0
C5-e003Coalescence-mBHI-p7,1116509.0,1194526.0
C5-e003Coalescence-mGAM-p3,767806.0,827536.0
C5-e003Coalescence-mGAM-p7,402443.0,432894.0
D4-e003Coalescence-Inoculumn-mBHI,3271386.0,3658012.0
D4-e003Coalescence-mBHI-p3,290771.0,311089.0
D4-e003Coalescence-mBHI-p5,378878.0,405610.0
D4-e003Coalescence-mBHI-p7,524745.0,560379.0
D4-e003Coalescence-mGAM-p3,747123.0,799348.0
D4-e003Coalescence-mGAM-p5,826056.0,886401.0
D4-e003Coalescence-mGAM-p7,802193.0,856780.0
G5-e003Coalescence-mBHI-p3_S36,323689.0,344413.0
G5-e003Coalescence-mBHI-p5_S28,1864475.0,1977242.0
G5-e003Coalescence-mBHI-p7_S124,1388099.0,1470605.0
G5-e003Coalescence-mGAM-p3_S84,574614.0,620486.0
G5-e003Coalescence-mGAM-p5_S76,590496.0,634188.0
G5-e003Coalescence-mGAM-p7_S172,791173.0,844169.0
H4-e003Coalescence-mBHI-p3_S47,978865.0,1051098.0
H4-e003Coalescence-mBHI-p5_S39,909925.0,965367.0
H4-e003Coalescence-mBHI-p7_S135,913379.0,959769.0
H4-e003Coalescence-mGAM-p3_S95,147496.0,158060.0
H4-e003Coalescence-mGAM-p5_S87,439570.0,466063.0
H4-e003Coalescence-mGAM-p7_S183,1082645.0,1153931.0
