,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A11-e003Coalescence-mBHI-p3,4821225.0,5248212.0
A11-e003Coalescence-mBHI-p5,817528.0,880237.0
A11-e003Coalescence-mBHI-p7,395597.0,432073.0
A11-e003Coalescence-mGAM-p3,1079337.0,1175596.0
A11-e003Coalescence-mGAM-p7,423928.0,461828.0
A5-e003Coalescence-Inoculumn-mGAM,357235.0,400796.0
D2-e003Coalescence-Inoculumn-mGAM,390605.0,434484.0
D8-e003Coalescence-mBHI-p5,1230209.0,1332704.0
D8-e003Coalescence-mGAM-p5,629080.0,692111.0
E111-e003Coalescence-mBHI-p3_S108,1020594.0,1087671.0
E111-e003Coalescence-mBHI-p5_S8,1044141.0,1121796.0
E111-e003Coalescence-mBHI-p7_S104,2468188.0,2661525.0
E111-e003Coalescence-mGAM-p5_S56,430769.0,470704.0
H8-e003Coalescence-mBHI-p5_S41,2254695.0,2422468.0
H8-e003Coalescence-mBHI-p7_S137,2743632.0,2944819.0
H8-e003Coalescence-mGAM-p5_S89,771897.0,830737.0
H8-e003Coalescence-mGAM-p7_S185,1561029.0,1701211.0
